F_obj:,1.4261049069686285
UpperZoneTimeConstant,23.76304374059737
LowerZoneTimeConstant,5111.479179354637
GwPercValue,1.345878369731149
LZThreshold,22.871246047027896
b_Xinanjiang,1.7367994844883956
PowerPrefFlow,4.0475172339755545
SnowMeltCoef,3.5271089348111158
CalChanMan,1.442352708762531
CalChanMan2,1.932002318885905
LakeMultiplier,1.0914109317502174
adjust_Normal_Flood,0.617860464113694
ReservoirRnormqMult,0.8899831866160944
AvWaterRateThreshold,61.83109981404185
QSplitMult,12.052545381192681
ChanBottomWMult,4.735802271685572
ChanDepthTMult,3.0498463813711743
ChanSMult,1.7938792936644699
GwLoss,0.0
fracirrigated,0.6734986525648601
fracforest,0.45947511377451156
fracrice,0.8472146099258304
fracother,0.4948020600751033
fracsealed,0.7990306298434785
fracwater,0.43993965148150793
genua,0.037263924674043936
lambda,0.1212608213132711
thetas,0.5914873862488313
thetar,0.3590838469203671
ksat,25.020992870592252
