ParameterName,default,1.2681324560685667,1.134215641505607,1.0947654538574263,1.0554146985027704,1.048533892884768,1.047541248086778,1.0452324723916984,1.0410381167548985,1.0362146982947082,1.0344714003458073,1.0322822958876983,1.0306754421116455,1.029148832017024,1.028245092901088,1.0280364578119754,1.0280364557801556,1.0280358374724397,1.0275019923949074,1.0274958643943954,1.0172958562570031,1.0145017058574497,1.0145017058574497.1,1.0128347997181832,1.0070116309598498,1.0069942664608134,1.0069942664608134.1,1.0069942664608134.1.1,1.0064824718685148,1.0055145415601456,1.0055145415601456.1,1.0052550666960989,1.005201414231888,1.0039652633971794,1.0039652633971794.1,1.0037224313216264,1.0037224313216264.1,0.9962605501794395,0.9962605501794395.1,0.9962605501794395.1.1,0.9932466507669979,0.9932447841682636,0.9931884682790074,0.9930487859617784,0.9928605628489813,0.992722248804441,0.9927221050521536,0.9922625691950704,0.9910545769053491,0.989270080190424,0.9820078746218646,0.9820078746218646.1,0.9816651223384981,0.9816630667244255,0.9816619419633508,0.9816619419633508.1,0.9816619419633508.1.1,0.9816552507750652,0.9816552507750652.1,0.9816552507750652.1.1,0.9816552507750652.1.1.1,0.9816552507750652.1.1.1.1,0.9816552507750652.1.1.1.1.1,0.9816552467958118,0.9816552467958118.1,0.9816552467958118.1.1,0.9816552467958118.1.1.1,0.9816552467958118.1.1.1.1,0.981654306164546,0.9731218491458951,0.968624016690762,0.968624016690762.1,0.968624016690762.1.1,0.9686172223577507,0.9686172223577507.1,0.9686160693366765,0.9686160693366765.1,0.9686160693366765.1.1,0.9686160693366765.1.1.1,0.9686156476014541,0.9686156476014541.1,0.9686156476014541.1.1,0.9686156476014541.1.1.1,0.9686092396168586,0.9685020818327853,0.9680894115554979,0.9680844105613771,0.9680844105613771.1,0.9680844105613771.1.1,0.9677860979634461,0.9677860979634461.1,0.9677829474445415,0.9677829474445415.1,0.9677408643435953,0.9673333355980868,0.9673333355980868.1,0.9673333355980868.1.1,0.9673333355980868.1.1.1,0.9673333355980868.1.1.1.1,0.9658148916468018,0.9658148916468018.1,0.9658128907973974,0.9658109810166645,0.963593946340666,0.963593946340666.1,0.963593946340666.1.1,0.963593946340666.1.1.1,0.9635438463008426,0.9635438463008426.1,0.9635438463008426.1.1,0.9635438416643372,0.9635438416643372.1,0.9595213087188594,0.9595213087188594.1,0.9595213087188594.1.1,0.9516311434973893,0.9516311434973893.1,0.9516311434973893.1.1,0.9516311434973893.1.1.1,0.9508679307677292,0.9508679307677292.1,0.9507362743601591,0.9493245929200832,0.9493245929200832.1,0.9493245631180682,0.9493245631180682.1,0.9493245631180682.1.1,0.9493245631180682.1.1.1,0.9493245631180682.1.1.1.1,0.9493104863398864,0.9493104863398864.1,0.9493104863398864.1.1,0.9493104863398864.1.1.1,0.9493065112593835,0.948247275529716,0.9482450079192976,0.9482450079192976.1,0.9482450079192976.1.1,0.9482450079192976.1.1.1,0.9482450046694664,0.9482450046694664.1,0.9482253716769566
UpperZoneTimeConstant,9.89046941501782,20.10508875059729,20.10508875059729,20.10508875059729,20.10508875059729,20.10508875059729,20.117698974347807,19.482344657361043,20.111865643331715,19.586909976109084,19.586909976109084,19.586909976109084,19.184976242418035,19.184976242418035,19.184976242418035,19.184976242418035,19.184976242418035,19.184976242418035,19.184976242418035,19.184976242418035,17.965303953092924,17.65883084165598,17.65883084165598,17.65883084165598,17.04149123750946,17.04149123750946,17.04149123750946,17.04149123750946,16.580172900318924,16.580172900318924,16.580172900318924,16.580172900318924,16.580172900318924,16.580172900318924,16.580172900318924,16.55486579809107,16.55486579809107,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,15.772571543875337,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.974048708354582,14.001745411077907,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.463161058167692,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,13.124071297007116,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988,12.078104607546988
LowerZoneTimeConstant,549.4796455824301,5070.168125836113,5039.806768811639,4731.487934110447,4979.25426299213,4784.606404699855,5028.104738230353,5039.459784646029,5039.459784646029,4980.846673873417,4980.846673873417,4954.097461341686,5046.242863108611,5046.242863108611,5046.242863108611,5046.242863108611,5046.242863108611,5046.242863108611,4632.484791740438,4632.484791740438,4632.484791740438,4632.484791740438,4632.484791740438,4632.484791740438,4521.412705054209,4521.412705054209,4521.412705054209,4521.412705054209,4521.412705054209,4521.412705054209,4521.412705054209,4521.412705054209,4486.891712204021,4486.891712204021,4486.891712204021,4486.891712204021,4486.891712204021,4486.891712204021,4486.891712204021,4486.891712204021,4556.38100699466,4556.38100699466,4556.38100699466,4466.685699117019,4466.685699117019,4373.2311951709535,4373.2311951709535,4085.383929246397,4085.383929246397,4085.383929246397,4085.383929246397,4085.383929246397,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3874.6681719751305,3812.0436890969913,3585.163500827777,3585.163500827777,3585.163500827777,3585.163500827777,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3435.1303540996264,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335,3046.088424246335
GwPercValue,1.47473869929457,1.0223997395067133,1.0202389157957783,1.0397044156403226,1.0687733515339624,1.0760215144009857,1.095451193696072,1.095451193696072,1.142309779014207,1.142309779014207,1.142309779014207,1.142309779014207,1.1911246318660549,1.146759707216276,1.146759707216276,1.146759707216276,1.146759707216276,1.146759707216276,1.146759707216276,1.146759707216276,1.1647848241903258,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.1642466025868188,1.158395025393684,1.158395025393684,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.1273429168529097,1.119160072779766,1.119160072779766,1.119160072779766,1.119160072779766,1.0869516611225862,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,1.039118216512513,0.9979036088963104,0.9979036088963104,0.9979036088963104,0.9979036088963104,1.0136480286244935,1.0136480286244935,1.0136480286244935,1.0136480286244935,1.0136480286244935,1.0136480286244935,1.0136480286244935,1.0136480286244935,1.0136480286244935,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.9035634480581206,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8637257973836631,0.8340308714518553,0.8340308714518553,0.8340308714518553,0.8340308714518553,0.8340308714518553,0.8340308714518553,0.8340308714518553,0.8340308714518553
LZThreshold,28.67962583409484,15.502197590944052,14.87005007719929,14.948767753912,14.589381379485555,14.589381379485555,15.224093297097252,15.224093297097252,15.224093297097252,15.224093297097252,14.912149352936988,14.848152944681894,14.848152944681894,14.848152944681894,14.90128945630326,14.90128945630326,14.90128945630326,15.178348570477285,15.178348570477285,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,16.031252405520558,15.86493370941736,15.86493370941736,15.86493370941736,15.86493370941736,15.86493370941736,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.987055787180108,15.481728358022046,15.481728358022046,15.481728358022046,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.459335207957405,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.175907348362973,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.05320967500633,16.491259011739963,16.491259011739963
b_Xinanjiang,2.932745640651581,2.4611421821468444,2.3091626172071464,2.259143735261956,2.259143735261956,2.282088392347468,2.205284515979174,2.205284515979174,2.205284515979174,2.241481201687862,2.241481201687862,2.241481201687862,2.161528589108106,2.161528589108106,2.2267092440070098,2.1518821924090834,2.1763195110160742,2.1763195110160742,2.1763195110160742,2.2875715459976416,2.2875715459976416,2.417511136313281,2.417511136313281,2.417511136313281,2.417511136313281,2.35668536301356,2.35668536301356,2.35668536301356,2.35668536301356,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.331201808889634,2.260289258223952,2.260289258223952,2.260289258223952,2.411007239669566,2.411007239669566,2.411007239669566,2.411007239669566,2.411007239669566,2.411007239669566,2.411007239669566,2.411007239669566,2.411007239669566,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.411790810447417,2.3976930899955136,2.3976930899955136,2.3976930899955136,2.3090564866082337,2.3090564866082337,2.3090564866082337,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.378517880357721,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2033288616719964,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.2726321003046346,2.363906880159713,2.363906880159713,2.363906880159713,2.363906880159713,2.363906880159713,2.363906880159713,2.363906880159713,2.363906880159713,2.363906880159713,2.363906880159713,2.4197659207559203,2.4197659207559203
PowerPrefFlow,0.9910476672951972,4.12311909734511,4.152674725173247,4.183145945968408,4.183145945968408,4.183145945968408,4.284907455471375,4.284907455471375,4.284907455471375,4.284907455471375,4.284907455471375,4.284907455471375,4.284907455471375,4.435566585798226,4.731844298993061,4.731844298993061,4.731844298993061,4.736643461585058,4.736643461585058,4.736643461585058,5.011803297282622,5.011803297282622,5.011803297282622,5.011803297282622,5.011803297282622,4.924547027196584,4.924547027196584,4.924547027196584,4.924547027196584,4.92312708213173,4.92312708213173,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.742018389196793,4.478620671612752,4.4253752753980775,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.725423327360582,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.691460086689196,4.660258418288569,4.660258418288569,4.660258418288569,4.660258418288569,4.660258418288569,4.660258418288569,4.660258418288569,4.660258418288569,4.660258418288569,4.660258418288569,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.466940160919503,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.225154681146453,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.157680718357612,4.06353010848603
SnowMeltCoef,3.675248944532224,4.462095177828867,4.462095177828867,4.427289321014106,4.27175475085284,4.27175475085284,4.27175475085284,4.27175475085284,4.424541371386144,4.424541371386144,4.424541371386144,4.424541371386144,4.424541371386144,4.332455902288207,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.280403970332471,4.339506003395145,4.339506003395145,4.339506003395145,4.339506003395145,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.378626076294141,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.4360317146106745,4.564287635378943,4.564287635378943,4.564287635378943,4.564287635378943,4.564287635378943,4.564287635378943,4.564287635378943,4.585474091049926,4.585474091049926,4.585474091049926,4.585474091049926,4.585474091049926,4.585474091049926,4.585474091049926,4.585474091049926,4.585474091049926,4.585474091049926
CalChanMan,1.3743108413208576,1.2391209754762005,1.2721361438179304,1.2246805277965016,1.2546678137306972,1.2546678137306972,1.2546678137306972,1.2546678137306972,1.2434872152154213,1.2434872152154213,1.2434872152154213,1.2302256071091244,1.2302256071091244,1.2302256071091244,1.1738453790740873,1.1738453790740873,1.18032517951742,1.18032517951742,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.1429537441029556,1.173384722935667,1.173384722935667,1.173384722935667,1.173384722935667,1.173384722935667,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1532788392247724,1.1180803322665045,1.1180803322665045,1.1180803322665045,1.1180803322665045,1.1180803322665045,1.1180803322665045,1.1180803322665045,1.1180803322665045,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1227302500213665,1.1329086962930606,1.1329086962930606,1.1329086962930606
CalChanMan2,0.8606680495767594,2.787139840834935,2.806049100558327,2.806049100558327,2.8933585207086074,2.8933585207086074,2.945855664366424,2.945855664366424,2.945855664366424,2.945855664366424,2.945855664366424,2.929727119314567,3.0944307583384885,3.0944307583384885,3.2008959507407586,3.2008959507407586,3.3214355459676894,3.3214355459676894,3.2767200257028573,3.2767200257028573,3.2767200257028573,3.2767200257028573,3.2767200257028573,3.2767200257028573,3.0812621054487668,3.0812621054487668,3.0812621054487668,3.0812621054487668,3.0812621054487668,3.0812621054487668,3.0812621054487668,3.0176042366274,3.0176042366274,3.0176042366274,3.01154592333519,3.01154592333519,3.01154592333519,3.01154592333519,3.01154592333519,3.01154592333519,3.01154592333519,3.01154592333519,3.131986700996025,3.131986700996025,3.131986700996025,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,3.13103239924132,2.9404867424014967,2.9404867424014967,2.9404867424014967,2.9404867424014967,2.9404867424014967,2.9404867424014967,2.914612780630402,2.914612780630402,2.914612780630402,2.914612780630402,3.005565322238677,3.005565322238677,3.005565322238677,3.005565322238677,3.005565322238677,3.005565322238677,3.005565322238677,3.0782035812229265,3.084857375142452,3.1084509721377453,3.1084509721377453,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.034220560591898,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0421665313538395,3.0372400214317388,3.0372400214317388,3.0372400214317388,3.0372400214317388,3.0372400214317388,3.0372400214317388,3.0372400214317388,3.032564730233808,3.032564730233808,3.032564730233808,3.032564730233808,3.032564730233808,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919,3.019642609509919
LakeMultiplier,0.6688858102038712,1.2669249985410684,1.3123336108736057,1.3123336108736057,1.3123336108736057,1.3123336108736057,1.3123336108736057,1.3848063080773476,1.3848063080773476,1.4300617314351365,1.368433247105086,1.3918985236197567,1.3946568736063616,1.4381876492765135,1.4381876492765135,1.4381876492765135,1.4381876492765135,1.4381876492765135,1.4381876492765135,1.4587081990477535,1.4587081990477535,1.4587081990477535,1.4587081990477535,1.4587081990477535,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.4518940078026763,1.5064253612745349,1.5064253612745349,1.5064253612745349,1.4733149745049396,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.433763946215211,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.4870509306996034,1.470972752482056,1.470972752482056,1.482363733003068,1.482363733003068,1.482363733003068,1.4519193782273794,1.4519193782273794,1.4519193782273794,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.402590080706144,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3823945156744517,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002,1.3691767280161002
