hordatahora,horleitura
2010-01-01,117.0
2010-01-02,113.63020833333331
2010-01-03,107.98958333333331
2010-01-04,111.59895833333331
2010-01-05,112.78645833333331
2010-01-06,123.59895833333331
2010-01-07,114.34895833333331
2010-01-08,110.08854166666669
2010-01-09,108.18229166666669
2010-01-10,109.07291666666669
2010-01-11,116.92708333333331
2010-01-12,149.77395833333333
2010-01-13,238.93854166666665
2010-01-14,255.86979166666663
2010-01-15,339.98020833333334
2010-01-16,306.7958333333333
2010-01-17,303.66770833333334
2010-01-18,321.48541666666665
2010-01-19,330.07916666666665
2010-01-20,303.59583333333336
2010-01-21,265.18541666666664
2010-01-22,249.778125
2010-01-23,246.4375
2010-01-24,237.846875
2010-01-25,240.25625
2010-01-26,242.0375
2010-01-27,239.215625
2010-01-28,232.20416666666665
2010-01-29,235.4677083333333
2010-01-30,250.178125
2010-01-31,245.871875
2010-02-01,244.83125
2010-02-02,257.675
2010-02-03,265.9760416666667
2010-02-04,276.9635416666667
2010-02-05,265.9875
2010-02-06,209.7854166666667
2010-02-07,184.940625
2010-02-08,185.98645833333333
2010-02-09,163.90312500000002
2010-02-10,173.99166666666667
2010-02-11,169.46666666666667
2010-02-12,159.99583333333334
2010-02-13,241.1375
2010-02-14,258.871875
2010-02-15,265.95729166666666
2010-02-16,293.0677083333333
2010-02-17,259.83590909090907
2010-02-18,104.0
2010-02-19,241.19478260869568
2010-02-20,426.1923076923077
2010-02-21,325.1333333333333
2010-02-22,535.2688524590164
2010-02-23,271.3852631578947
2010-02-24,226.5536842105263
2010-02-25,113.56770833333331
2010-02-26,113.71052631578948
2010-02-27,113.58333333333331
2010-02-28,112.18229166666669
2010-03-01,117.18229166666669
2010-03-02,121.21875
2010-03-03,118.66145833333331
2010-03-04,113.53125
2010-03-05,108.84895833333331
2010-03-06,107.44166666666666
2010-03-07,182.74479166666663
2010-03-08,160.25416666666666
2010-03-09,154.53854166666667
2010-03-10,155.26041666666666
2010-03-11,154.21666666666667
2010-03-12,146.34375
2010-03-13,135.80104166666666
2010-03-14,126.15625
2010-03-15,125.328125
2010-03-16,120.328125
2010-03-17,112.70526315789472
2010-03-18,108.33854166666669
2010-03-19,105.06770833333331
2010-03-20,101.38541666666669
2010-03-21,95.86458333333331
2010-03-22,88.25697916666667
2010-03-23,81.59302083333333
2010-03-24,78.62010416666666
2010-03-25,87.98125
2010-03-26,117.41458333333333
2010-03-27,112.77604166666669
2010-03-28,123.91666666666669
2010-03-29,234.22604166666667
2010-03-30,350.3427083333333
2010-03-31,277.6958333333333
2010-04-01,235.95416666666665
2010-04-02,212.575
2010-04-03,194.92291666666665
2010-04-04,174.24687500000002
2010-04-05,156.10833333333332
2010-04-06,141.42499999999998
2010-04-07,145.44375
2010-04-08,133.38958333333332
2010-04-09,123.03157894736842
2010-04-10,117.96875
2010-04-11,114.88020833333331
2010-04-12,111.17708333333331
2010-04-13,106.921875
2010-04-14,103.046875
2010-04-15,98.75
2010-04-16,92.11302083333334
2010-04-17,84.17687500000001
2010-04-18,77.22916666666667
2010-04-19,71.89239583333334
2010-04-20,66.41614583333333
2010-04-21,62.93416666666667
2010-04-22,60.85218750000001
2010-04-23,67.53583333333333
2010-04-24,133.63020833333334
2010-04-25,165.334375
2010-04-26,215.97708333333333
2010-04-27,493.6427083333333
2010-04-28,559.990625
2010-04-29,560.68125
2010-04-30,532.6489583333333
2010-05-01,472.178125
2010-05-02,397.22291666666666
2010-05-03,320.1510416666667
2010-05-04,253.63125
2010-05-05,205.01770833333333
2010-05-06,168.790625
2010-05-07,142.56770833333334
2010-05-08,126.4375
2010-05-09,130.97395833333334
2010-05-10,124.14583333333331
2010-05-11,122.96875
2010-05-12,136.21875
2010-05-13,148.81875
2010-05-14,146.59375
2010-05-15,135.45833333333334
2010-05-16,124.71354166666669
2010-05-17,116.13541666666669
2010-05-18,110.80208333333331
2010-05-19,116.29166666666669
2010-05-20,118.5625
2010-05-21,113.98958333333331
2010-05-22,112.0625
2010-05-23,111.35416666666669
2010-05-24,109.83333333333331
2010-05-25,107.49479166666669
2010-05-26,105.19270833333331
2010-05-27,102.76041666666669
2010-05-28,100.5
2010-05-29,97.13541666666669
2010-05-30,94.19791666666669
2010-05-31,91.79166666666669
2010-06-01,89.4865625
2010-06-02,87.46656250000001
2010-06-03,86.77333333333333
2010-06-04,86.16833333333334
2010-06-05,96.58739583333332
2010-06-06,116.08333333333331
2010-06-07,112.47916666666669
2010-06-08,112.359375
2010-06-09,118.71354166666669
2010-06-10,120.83333333333331
2010-06-11,117.30729166666669
2010-06-12,111.77083333333331
2010-06-13,106.47916666666669
2010-06-14,102.02604166666669
2010-06-15,94.73958333333331
2010-06-16,85.66416666666667
2010-06-17,78.75864583333333
2010-06-18,74.0121875
2010-06-19,70.270625
2010-06-20,67.345625
2010-06-21,64.78072916666666
2010-06-22,71.7409375
2010-06-23,95.5215625
2010-06-24,99.52083333333331
2010-06-25,99.80729166666669
2010-06-26,100.72395833333331
2010-06-27,100.83333333333331
2010-06-28,99.17708333333331
2010-06-29,94.39583333333331
2010-06-30,86.46760416666666
2010-07-01,76.91854166666667
2010-07-02,70.34375
2010-07-03,65.64677083333333
2010-07-04,62.52125
2010-07-05,60.86354166666666
2010-07-06,58.92197916666667
2010-07-07,57.33239583333333
2010-07-08,56.0834375
2010-07-09,54.6546875
2010-07-10,53.221875
2010-07-11,52.390625
2010-07-12,52.2046875
2010-07-13,51.568243243243245
2010-07-14,90.85813953488372
2010-07-15,110.34895833333331
2010-07-16,97.3125
