,pr
2020-10-24,0.6932786885245902
2020-10-25,13.715000000000002
2020-10-26,0.12459016393442623
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,16.333333333333332
2020-10-31,18.05655737704918
2020-11-01,0.28180327868852456
2020-11-02,0.4421311475409837
2020-11-03,0.026666666666666665
2020-11-04,7.356885245901639
2020-11-05,0.5568852459016393
2020-11-06,0.006557377049180328
2020-11-07,0.003278688524590164
2020-11-08,0.009836065573770493
2020-11-09,0.0033333333333333335
2020-11-10,6.6904918032786895
2020-11-11,0.25409836065573765
2020-11-12,43.77491803278687
2020-11-13,0.22272727272727275
2020-11-14,7.86688524590164
2020-11-15,1.7153333333333334
2020-11-16,6.866
2020-11-17,1.7272131147540986
2020-11-18,0.8781967213114755
2020-11-19,23.65032786885246
2020-11-20,5.846065573770494
2020-11-21,0.14426229508196722
2020-11-22,2.818688524590164
2020-11-23,1.8414754098360655
2020-11-24,0.01639344262295082
2020-11-25,0.010344827586206898
2020-11-26,0.0
2020-11-27,17.01245901639344
2020-11-28,14.748360655737708
2020-11-29,0.11639344262295083
2020-11-30,2.6539344262295077
2020-12-01,0.3553333333333333
2020-12-02,0.5424590163934426
2020-12-03,0.023333333333333334
2020-12-04,15.489672131147541
2020-12-05,20.37344262295082
2020-12-06,24.588032786885243
2020-12-07,14.500819672131145
2020-12-08,2.5452459016393436
2020-12-09,0.7600000000000002
2020-12-10,6.321
2020-12-11,0.06918032786885245
2020-12-12,0.6719672131147543
2020-12-13,13.947288135593222
2020-12-14,3.063333333333333
2020-12-15,8.126
2020-12-16,15.275500000000003
2020-12-17,10.898333333333333
2020-12-18,2.716610169491525
2020-12-19,9.05864406779661
2020-12-20,5.900508474576271
2020-12-21,6.039322033898305
2020-12-22,0.35762711864406777
2020-12-23,0.1457627118644068
2020-12-24,0.2677966101694915
2020-12-25,0.17271186440677969
2020-12-26,0.027586206896551727
2020-12-27,0.13898305084745763
2020-12-28,0.16610169491525423
2020-12-29,3.872881355932203
2020-12-30,4.65135593220339
2020-12-31,2.4201694915254235
2021-01-01,6.4618032786885236
2021-01-02,3.5572131147540986
2021-01-03,7.230655737704919
2021-01-04,0.14409836065573772
2021-01-05,0.10333333333333335
2021-01-06,8.591803278688525
2021-01-07,2.663606557377049
2021-01-08,1.0140983606557379
2021-01-09,17.969016393442622
2021-01-10,0.17360655737704916
2021-01-11,1.2670491803278692
2021-01-12,1.1522950819672133
2021-01-13,0.6733333333333333
2021-01-14,2.5661666666666667
2021-01-15,2.3013333333333335
2021-01-16,1.0006666666666666
2021-01-17,1.6254098360655738
2021-01-18,11.672950819672131
2021-01-19,51.310819672131146
2021-01-20,13.085737704918033
2021-01-21,4.278852459016393
2021-01-22,0.6650819672131146
2021-01-23,0.520983606557377
2021-01-24,0.9365573770491803
2021-01-25,2.6886885245901633
2021-01-26,7.636065573770491
2021-01-27,1.1222950819672133
2021-01-28,4.959672131147541
2021-01-29,13.242950819672132
2021-01-30,12.57032786885246
2021-01-31,4.04327868852459
2021-02-01,0.8436065573770493
2021-02-02,3.011475409836065
2021-02-03,7.508852459016393
2021-02-04,1.745737704918033
2021-02-05,16.027540983606556
2021-02-06,0.1016393442622951
2021-02-07,0.01639344262295082
2021-02-08,0.019672131147540982
2021-02-09,0.022950819672131147
2021-02-10,0.03333333333333333
2021-02-11,0.12016393442622952
2021-02-12,9.614754098360656
2021-02-13,6.702166666666667
2021-02-14,1.5170491803278687
2021-02-15,3.905245901639344
2021-02-16,1.9270491803278686
2021-02-17,1.5322950819672128
2021-02-18,0.0819672131147541
2021-02-19,0.11147540983606558
2021-02-20,0.024137931034482762
2021-02-21,0.003278688524590164
2021-02-22,0.0
2021-02-23,0.13114754098360656
2021-02-24,10.154754098360657
2021-02-25,8.733770491803279
2021-02-26,6.671803278688525
2021-02-27,5.335245901639345
2021-02-28,18.53666666666667
2021-03-01,24.440000000000005
2021-03-02,29.96916666666666
2021-03-03,21.46733333333334
2021-03-04,16.916833333333333
2021-03-05,0.9585000000000002
2021-03-06,5.344426229508196
2021-03-07,2.5977049180327865
2021-03-08,0.32737704918032784
2021-03-09,0.973
2021-03-10,4.912000000000001
2021-03-11,0.13
2021-03-12,0.003278688524590164
2021-03-13,0.01639344262295082
2021-03-14,0.0
2021-03-15,0.15081967213114755
2021-03-16,15.251311475409834
2021-03-17,2.6150819672131145
2021-03-18,0.4962295081967213
2021-03-19,0.392
2021-03-20,0.37333333333333335
2021-03-21,0.11666666666666668
2021-03-22,0.7135294117647057
2021-03-23,2.48843137254902
2021-03-24,1.9207843137254905
2021-03-25,5.101372549019608
2021-03-26,0.2653846153846154
2021-03-27,3.846470588235294
2021-03-28,7.687213114754098
2021-03-29,1.333770491803279
2021-03-30,3.571147540983607
2021-03-31,1.593606557377049
2021-04-01,0.06896551724137931
2021-04-02,0.09000000000000002
2021-04-03,0.08813559322033898
2021-04-04,0.3766666666666667
2021-04-05,0.6609836065573772
2021-04-06,0.8549180327868855
2021-04-07,1.1468852459016392
2021-04-08,1.6375409836065573
2021-04-09,0.7572131147540985
2021-04-10,0.026666666666666665
2021-04-11,0.030000000000000002
2021-04-12,0.046666666666666676
2021-04-13,0.0811864406779661
2021-04-14,0.006666666666666667
2021-04-15,0.08813559322033898
2021-04-16,0.05333333333333334
2021-04-17,0.013333333333333334
2021-04-18,2.7903333333333333
2021-04-19,1.4534999999999996
2021-04-20,0.6255932203389832
2021-04-21,0.3523728813559322
2021-04-22,3.597966101694915
2021-04-23,0.39683333333333337
2021-04-24,0.088135593220339
2021-04-25,0.006779661016949153
2021-04-26,0.930677966101695
2021-04-27,0.3064406779661017
2021-04-28,0.016666666666666666
2021-04-29,0.006666666666666667
2021-04-30,0.06666666666666667
2021-05-01,0.9268333333333334
2021-05-02,0.053333333333333344
2021-05-03,0.0033333333333333335
2021-05-04,0.02
2021-05-05,0.06333333333333334
2021-05-06,0.013333333333333334
2021-05-07,18.42383333333333
2021-05-08,1.6910000000000003
2021-05-09,0.07666666666666667
2021-05-10,0.20745762711864407
2021-05-11,0.03728813559322034
2021-05-12,1.393559322033898
2021-05-13,47.59372881355931
2021-05-14,0.14999999999999997
2021-05-15,0.1359322033898305
2021-05-16,0.010000000000000002
2021-05-17,0.006779661016949153
2021-05-18,0.0
2021-05-19,0.013559322033898306
2021-05-20,0.03333333333333333
2021-05-21,0.04000000000000001
2021-05-22,0.02333333333333333
2021-05-23,11.144
2021-05-24,6.981333333333333
2021-05-25,0.006779661016949153
2021-05-26,0.007017543859649123
2021-05-27,0.02372881355932203
2021-05-28,0.016666666666666666
2021-05-29,0.14666666666666667
2021-05-30,3.6079999999999997
2021-05-31,7.950999999999999
2021-06-01,0.13
2021-06-02,0.09000000000000002
2021-06-03,0.42966666666666675
2021-06-04,0.06666666666666668
2021-06-05,0.0033333333333333335
2021-06-06,0.05333333333333334
2021-06-07,3.2348333333333334
2021-06-08,16.873499999999996
2021-06-09,0.7965000000000001
2021-06-10,0.13033333333333333
2021-06-11,0.3389999999999999
2021-06-12,0.08000000000000002
2021-06-13,0.09491525423728814
2021-06-14,0.07457627118644068
2021-06-15,0.11186440677966103
2021-06-16,0.14999999999999994
2021-06-17,0.04067796610169492
2021-06-18,0.013333333333333334
2021-06-19,4.712666666666666
2021-06-20,43.78583333333333
2021-06-21,0.2268333333333333
2021-06-22,12.5095
2021-06-23,1.586857142857143
2021-06-24,0.5698333333333333
2021-06-25,0.07333333333333333
2021-06-26,0.010344827586206898
2021-06-27,0.006666666666666667
2021-06-28,0.013333333333333334
2021-06-29,17.110169491525426
2021-06-30,2.3445762711864404
2021-07-01,0.006779661016949153
2021-07-02,0.0
2021-07-03,0.0033898305084745766
2021-07-04,0.026666666666666665
2021-07-05,0.01694915254237288
2021-07-06,0.0
2021-07-07,0.6591525423728813
2021-07-08,0.7701694915254237
2021-07-09,0.020689655172413793
2021-07-10,0.08948275862068968
2021-07-11,0.03859649122807018
2021-07-12,0.010344827586206898
2021-07-13,0.09034482758620692
2021-07-14,0.09310344827586209
2021-07-15,0.0
2021-07-16,2.7033333333333336
2021-07-17,12.774833333333332
2021-07-18,0.22
2021-07-19,0.13666666666666666
2021-07-20,0.0033898305084745766
2021-07-21,0.006666666666666667
2021-07-22,0.0
2021-07-23,0.006666666666666667
2021-07-24,0.18196721311475408
2021-07-25,0.08852459016393445
2021-07-26,0.04590163934426229
2021-07-27,0.003278688524590164
2021-07-28,4.198196721311475
2021-07-29,0.04590163934426231
2021-07-30,0.003278688524590164
2021-07-31,0.034
2021-08-01,0.013114754098360656
2021-08-02,0.0
2021-08-03,0.006557377049180328
2021-08-04,0.006557377049180328
2021-08-05,0.24262295081967214
2021-08-06,0.18032786885245902
2021-08-07,0.0
2021-08-08,0.006557377049180328
2021-08-09,0.0
2021-08-10,0.009836065573770493
2021-08-11,0.0
2021-08-12,0.7754716981132076
2021-08-13,28.851147540983607
2021-08-14,45.173606557377056
2021-08-15,5.997049180327868
2021-08-16,0.08852459016393444
2021-08-17,20.73540983606558
2021-08-18,0.11803278688524592
2021-08-19,0.0
2021-08-20,0.11147540983606559
2021-08-21,0.006557377049180328
2021-08-22,0.003278688524590164
2021-08-23,0.006557377049180328
2021-08-24,0.0
2021-08-25,0.0
2021-08-26,0.0
2021-08-27,3.753770491803279
2021-08-28,0.2877049180327869
2021-08-29,1.7686885245901642
2021-08-30,0.20639344262295084
2021-08-31,1.6195081967213116
2021-09-01,0.8172131147540985
2021-09-02,0.18344262295081964
2021-09-03,0.009836065573770493
2021-09-04,0.009836065573770493
2021-09-05,0.1313114754098361
2021-09-06,1.5855737704918034
2021-09-07,0.036065573770491806
2021-09-08,0.030000000000000002
2021-09-09,5.714754098360656
2021-09-10,1.835245901639344
2021-09-11,0.003278688524590164
2021-09-12,0.31721311475409836
2021-09-13,0.019672131147540985
2021-09-14,0.006557377049180328
2021-09-15,6.055409836065573
2021-09-16,6.541147540983605
2021-09-17,17.69950819672131
2021-09-18,6.107868852459016
2021-09-19,0.31180327868852453
2021-09-20,0.32426229508196724
2021-09-21,0.8034426229508196
2021-09-22,0.08196721311475409
2021-09-23,0.13703703703703707
2021-09-24,0.07213114754098361
2021-09-25,0.009836065573770493
2021-09-26,0.003278688524590164
2021-09-27,0.0
2021-09-28,0.0
2021-09-29,8.741639344262298
2021-09-30,6.670333333333333
2021-10-01,0.13316666666666668
2021-10-02,14.479056603773582
2021-10-03,0.46924528301886786
2021-10-04,25.840188679245284
2021-10-05,23.22641509433962
2021-10-06,0.26037735849056604
2021-10-07,4.497547169811321
2021-10-08,2.5111111111111106
2021-10-09,0.18305084745762712
2021-10-10,10.276101694915255
2021-10-11,1.4140677966101696
2021-10-12,3.653559322033898
2021-10-13,0.5549999999999999
2021-10-14,0.0557377049180328
2021-10-15,0.01639344262295082
2021-10-16,23.664426229508198
2021-10-17,2.5370000000000004
2021-10-18,15.518666666666668
2021-10-19,2.3034482758620696
2021-10-20,1.0718032786885248
2021-10-21,0.16065573770491803
2021-10-22,0.07868852459016394
2021-10-23,0.0
2021-10-24,20.801147540983603
2021-10-25,2.520983606557377
2021-10-26,0.09508196721311477
2021-10-27,0.013114754098360656
2021-10-28,0.16065573770491803
2021-10-29,0.6534426229508197
2021-10-30,0.47557377049180327
2021-10-31,0.6195081967213114
2021-11-01,27.685737704918033
2021-11-02,10.681311475409837
2021-11-03,0.9922950819672132
2021-11-04,0.4033333333333334
2021-11-05,4.140666666666666
2021-11-06,0.11666666666666668
2021-11-07,0.41350000000000003
2021-11-08,0.04000000000000001
2021-11-09,0.3431666666666666
2021-11-10,0.32366666666666677
2021-11-11,0.7040000000000001
2021-11-12,1.3576271186440676
2021-11-13,0.38700000000000007
2021-11-14,1.0913114754098368
2021-11-15,0.07213114754098361
2021-11-16,0.003278688524590164
2021-11-17,0.0
2021-11-18,1.4521311475409837
2021-11-19,15.342295081967213
2021-11-20,0.5277049180327869
2021-11-21,0.27901639344262297
2021-11-22,0.009836065573770493
2021-11-23,0.003278688524590164
2021-11-24,0.006666666666666667
2021-11-25,0.07666666666666667
2021-11-26,0.44333333333333336
2021-11-27,3.0805000000000002
2021-11-28,0.0
2021-11-29,0.0
2021-11-30,0.15200000000000002
2021-12-01,0.0033333333333333335
2021-12-02,0.19999999999999998
2021-12-03,2.1636666666666664
2021-12-04,0.22633333333333336
2021-12-05,0.013333333333333334
2021-12-06,11.073
2021-12-07,5.903499999999999
2021-12-08,3.6763333333333335
2021-12-09,0.7456666666666667
2021-12-10,0.02333333333333333
2021-12-11,0.0033333333333333335
2021-12-12,0.0
2021-12-13,1.148
2021-12-14,0.21666666666666665
2021-12-15,10.958666666666668
2021-12-16,9.250166666666669
2021-12-17,0.2595
2021-12-18,0.5036666666666666
2021-12-19,1.0483333333333333
2021-12-20,0.34283333333333327
2021-12-21,0.04333333333333334
2021-12-22,8.510333333333334
2021-12-23,9.188333333333333
2021-12-24,0.12203389830508476
2021-12-25,1.4264406779661016
2021-12-26,0.030508474576271188
2021-12-27,1.3010169491525423
2021-12-28,13.332711864406779
2021-12-29,8.512033898305086
2021-12-30,0.42067796610169494
2021-12-31,14.953898305084747
2022-01-01,10.072833333333332
2022-01-02,0.09000000000000001
2022-01-03,1.6546666666666667
2022-01-04,0.023333333333333334
2022-01-05,30.446166666666667
2022-01-06,31.38393442622951
2022-01-07,4.253114754098361
2022-01-08,0.4973770491803278
2022-01-09,0.4488524590163935
2022-01-10,0.5340983606557377
2022-01-11,2.6103333333333336
2022-01-12,8.397540983606556
2022-01-13,2.687377049180328
2022-01-14,0.7244262295081969
2022-01-15,14.939016393442623
2022-01-16,35.350163934426234
2022-01-17,5.845409836065573
2022-01-18,16.674754098360655
2022-01-19,3.7460655737704918
2022-01-20,0.4191803278688525
2022-01-21,3.8809836065573773
2022-01-22,2.060655737704918
2022-01-23,0.02295081967213115
2022-01-24,0.0
2022-01-25,0.013114754098360656
2022-01-26,0.019672131147540982
2022-01-27,6.336557377049181
2022-01-28,25.43131147540984
2022-01-29,8.507499999999999
2022-01-30,27.31081967213115
2022-01-31,0.7514754098360656
2022-02-01,0.45213114754098355
2022-02-02,0.06524590163934427
2022-02-03,0.13426229508196721
2022-02-04,0.003278688524590164
2022-02-05,5.8132786885245915
2022-02-06,1.6904918032786886
2022-02-07,0.049180327868852465
2022-02-08,0.3008196721311476
2022-02-09,0.19606557377049177
2022-02-10,0.9118032786885245
2022-02-11,0.04245901639344262
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.049180327868852465
2022-02-15,5.12016393442623
2022-02-16,1.352
2022-02-17,0.6229508196721312
2022-02-18,19.97049180327869
2022-02-19,0.6613114754098361
2022-02-20,5.76655737704918
2022-02-21,0.40983606557377045
2022-02-22,3.2388524590163934
2022-02-23,4.440655737704918
2022-02-24,4.282786885245901
2022-02-25,0.160655737704918
2022-02-26,0.013114754098360656
2022-02-27,3.7554098360655743
2022-02-28,0.02295081967213115
2022-03-01,0.2944262295081967
2022-03-02,16.27131147540984
2022-03-03,1.7200000000000004
2022-03-04,3.210327868852459
2022-03-05,10.652622950819673
2022-03-06,1.57672131147541
2022-03-07,0.12049180327868853
2022-03-08,7.03639344262295
2022-03-09,9.550819672131148
2022-03-10,0.4039344262295082
2022-03-11,3.031311475409836
2022-03-12,7.913934426229508
2022-03-13,9.138524590163934
2022-03-14,4.235573770491803
2022-03-15,5.863
2022-03-16,2.055333333333333
2022-03-17,3.0960655737704914
2022-03-18,1.5693442622950824
2022-03-19,0.6870491803278688
2022-03-20,23.20819672131147
2022-03-21,0.3445901639344262
2022-03-22,3.7740983606557377
2022-03-23,1.1742622950819672
2022-03-24,0.013114754098360656
2022-03-25,12.757377049180329
2022-03-26,0.17049180327868854
2022-03-27,0.02295081967213115
2022-03-28,0.009836065573770493
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,9.259180327868853
2022-04-01,7.8086885245901625
2022-04-02,9.751311475409835
2022-04-03,0.3511475409836065
2022-04-04,0.15737704918032785
2022-04-05,1.383934426229508
2022-04-06,0.05901639344262296
2022-04-07,0.012903225806451613
2022-04-08,0.722741935483871
2022-04-09,20.28806451612903
2022-04-10,0.12904761904761908
2022-04-11,0.0368421052631579
2022-04-12,5.053684210526316
2022-04-13,9.479210526315791
2022-04-14,0.5894736842105263
2022-04-15,3.593548387096774
2022-04-16,0.05806451612903227
2022-04-17,0.17693548387096775
2022-04-18,1.4183870967741936
2022-04-19,0.8667741935483873
2022-04-20,0.025806451612903226
2022-04-21,0.009677419354838712
2022-04-22,6.933870967741936
2022-04-23,14.603387096774195
2022-04-24,28.651612903225807
2022-04-25,0.05806451612903227
2022-04-26,0.06774193548387097
2022-04-27,0.04838709677419355
2022-04-28,0.05161290322580645
2022-04-29,0.05161290322580645
2022-04-30,0.022580645161290325
2022-05-01,0.0903225806451613
2022-05-02,0.009677419354838712
2022-05-03,5.551147540983606
2022-05-04,36.192419354838705
2022-05-05,5.246290322580646
2022-05-06,0.11612903225806452
2022-05-07,0.016129032258064516
2022-05-08,0.012903225806451613
2022-05-09,0.019354838709677424
2022-05-10,0.03773584905660377
2022-05-11,3.0787096774193548
2022-05-12,3.9246774193548384
2022-05-13,0.035483870967741936
2022-05-14,0.0064516129032258064
2022-05-15,0.0032258064516129032
2022-05-16,0.22435483870967746
2022-05-17,0.04193548387096775
2022-05-18,0.036065573770491806
2022-05-19,0.017543859649122806
2022-05-20,0.009836065573770493
2022-05-21,0.006666666666666667
2022-05-22,0.02622950819672131
2022-05-23,0.10967741935483874
2022-05-24,0.012903225806451613
2022-05-25,0.04838709677419355
2022-05-26,0.05161290322580645
2022-05-27,0.016129032258064516
2022-05-28,0.0064516129032258064
2022-05-29,0.0032258064516129032
2022-05-30,51.487540983606564
2022-05-31,15.004098360655737
2022-06-01,6.975967741935484
2022-06-02,28.974354838709672
2022-06-03,52.980645161290326
2022-06-04,0.3642622950819673
2022-06-05,0.05161290322580645
2022-06-06,0.03870967741935485
2022-06-07,5.934354838709677
2022-06-08,19.43919354838709
2022-06-09,0.2035483870967742
2022-06-10,7.444193548387096
2022-06-11,0.2617741935483871
2022-06-12,0.06885245901639345
2022-06-13,0.01639344262295082
2022-06-14,0.022950819672131147
2022-06-15,0.006557377049180328
2022-06-16,0.07774193548387097
2022-06-17,0.05483870967741936
2022-06-18,5.197903225806452
2022-06-19,0.0774193548387097
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.016129032258064516
2022-06-23,0.0064516129032258064
2022-06-24,0.0032258064516129032
2022-06-25,0.0
2022-06-26,0.04137931034482759
2022-06-27,0.016129032258064516
2022-06-28,0.009677419354838712
2022-06-29,0.022580645161290325
2022-06-30,0.019354838709677424
2022-07-01,0.006666666666666667
2022-07-02,0.04000000000000001
2022-07-03,0.041935483870967745
2022-07-04,0.009677419354838712
2022-07-05,0.016129032258064516
2022-07-06,0.016129032258064516
2022-07-07,0.02258064516129032
2022-07-08,0.035483870967741936
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.2874193548387096
2022-07-13,4.90016129032258
2022-07-14,0.635483870967742
2022-07-15,1.0890163934426231
2022-07-16,0.036065573770491806
2022-07-17,0.14499999999999996
2022-07-18,1.8267741935483872
2022-07-19,10.295967741935483
2022-07-20,4.1769354838709685
2022-07-21,0.302258064516129
2022-07-22,0.2620967741935484
2022-07-23,0.016129032258064516
2022-07-24,0.0032258064516129032
2022-07-25,0.0032258064516129032
2022-07-26,0.32258064516129026
2022-07-27,0.31935483870967735
2022-07-28,0.003278688524590164
2022-07-29,0.6063934426229507
2022-07-30,5.039516129032258
2022-07-31,0.006779661016949153
2022-08-01,0.009836065573770493
2022-08-02,0.003278688524590164
2022-08-03,0.0064516129032258064
2022-08-04,0.009677419354838712
2022-08-05,0.05806451612903226
2022-08-06,0.025806451612903226
2022-08-07,3.441290322580645
2022-08-08,29.334032258064514
2022-08-09,4.923934426229508
2022-08-10,27.901311475409837
2022-08-11,32.602333333333334
2022-08-12,1.2922950819672137
2022-08-13,0.4558064516129032
2022-08-14,0.04516129032258064
2022-08-15,0.0032258064516129032
2022-08-16,0.04516129032258064
2022-08-17,15.883064516129032
2022-08-18,7.707741935483872
2022-08-19,26.51838709677419
2022-08-20,0.7449180327868853
2022-08-21,0.02295081967213115
2022-08-22,0.0
2022-08-23,0.18064516129032257
2022-08-24,0.1132258064516129
2022-08-25,0.02622950819672131
2022-08-26,0.0
2022-08-27,0.0064516129032258064
2022-08-28,0.02258064516129032
2022-08-29,0.2675806451612903
2022-08-30,0.07419354838709677
2022-08-31,0.5734090909090909
2022-09-01,0.14806451612903224
2022-09-02,0.02903225806451613
2022-09-03,3.722258064516129
2022-09-04,15.040322580645158
2022-09-05,0.08524590163934427
2022-09-06,1.1071428571428572
2022-09-07,9.09655172413793
2022-09-08,7.744827586206897
2022-09-09,0.048275862068965524
2022-09-10,0.04285714285714286
2022-09-11,0.27142857142857146
2022-09-12,0.45000000000000007
2022-09-13,35.50714285714286
2022-09-14,13.664285714285715
2022-09-15,16.581147540983608
2022-09-16,7.113934426229507
2022-09-17,1.1436065573770489
2022-09-18,0.5877049180327869
2022-09-19,0.331639344262295
2022-09-20,4.716393442622951
2022-09-21,0.29180327868852446
2022-09-22,9.908688524590165
2022-09-23,0.41481481481481486
2022-09-24,0.0
2022-09-25,0.006779661016949153
2022-09-26,20.26483333333334
2022-09-27,21.726666666666674
2022-09-28,1.0050819672131148
2022-09-29,2.05327868852459
2022-09-30,1.4121311475409837
2022-10-01,0.23606557377049184
2022-10-02,0.39967213114754097
2022-10-03,0.09508196721311477
2022-10-04,0.05245901639344263
2022-10-05,0.04
2022-10-06,0.010000000000000002
2022-10-07,16.5645
2022-10-08,0.8466666666666669
2022-10-09,0.0033333333333333335
2022-10-10,0.04666666666666667
2022-10-11,0.1733333333333333
2022-10-12,23.525689655172414
2022-10-13,1.8740740740740744
2022-10-14,3.7925925925925927
2022-10-15,18.94483333333334
2022-10-16,1.5315
2022-10-17,11.147500000000003
2022-10-18,0.11316666666666667
2022-10-19,6.6845
2022-10-20,0.35633333333333334
2022-10-21,25.182166666666667
2022-10-22,6.159
2022-10-23,0.1703703703703704
2022-10-24,0.0
2022-10-25,0.05666666666666667
2022-10-26,0.15750000000000003
2022-10-27,0.0033333333333333335
2022-10-28,1.6045901639344262
2022-10-29,0.043333333333333335
2022-10-30,12.769833333333334
2022-10-31,17.481333333333335
2022-11-01,9.027166666666664
2022-11-02,3.6816393442622948
2022-11-03,2.6713333333333336
2022-11-04,0.5309836065573771
2022-11-05,0.10000000000000002
2022-11-06,0.030508474576271188
2022-11-07,0.033
2022-11-08,0.006666666666666667
2022-11-09,2.5062068965517246
2022-11-10,0.15593220338983052
2022-11-11,0.06440677966101695
2022-11-12,23.62779661016949
2022-11-13,0.27796610169491526
2022-11-14,15.66491525423729
2022-11-15,11.746333333333332
2022-11-16,0.12000000000000002
2022-11-17,0.02666666666666667
2022-11-18,0.16416666666666666
2022-11-19,0.006610169491525424
2022-11-20,0.0033898305084745766
2022-11-21,0.0033898305084745766
2022-11-22,0.08813559322033898
2022-11-23,3.7840000000000007
2022-11-24,14.027166666666666
2022-11-25,0.8693333333333334
2022-11-26,0.33266666666666667
2022-11-27,9.805
2022-11-28,14.689666666666664
2022-11-29,59.3045
2022-11-30,24.101147540983607
2022-12-01,17.50327868852459
2022-12-02,6.282950819672131
2022-12-03,0.6900000000000001
2022-12-04,22.732500000000005
2022-12-05,7.9978333333333325
2022-12-06,12.968500000000002
2022-12-07,13.310344827586205
2022-12-08,0.9241379310344826
2022-12-09,0.0
2022-12-10,11.442586206896554
2022-12-11,1.1094736842105262
2022-12-12,4.2666666666666675
2022-12-13,4.758474576271187
2022-12-14,9.907068965517242
2022-12-15,0.08135593220338984
2022-12-16,0.5033333333333333
2022-12-17,3.185689655172414
2022-12-18,0.10847457627118647
2022-12-19,0.17966101694915257
2022-12-20,1.3815254237288135
2022-12-21,5.899310344827587
2022-12-22,2.5815517241379307
2022-12-23,0.8573684210526316
2022-12-24,0.1407017543859649
2022-12-25,0.1754385964912281
2022-12-26,2.5578947368421057
2022-12-27,2.673684210526315
2022-12-28,0.9719298245614033
2022-12-29,12.967368421052631
2022-12-30,0.28421052631578947
2022-12-31,0.021052631578947368
2023-01-01,0.05741935483870968
2023-01-02,9.908225806451613
2023-01-03,2.8506451612903225
2023-01-04,18.557704918032787
2023-01-05,36.943934426229504
2023-01-06,0.18032786885245902
2023-01-07,0.11098360655737706
2023-01-08,0.22606557377049186
2023-01-09,0.7126229508196721
2023-01-10,0.4122950819672131
2023-01-11,7.262545454545456
2023-01-12,2.2978181818181818
2023-01-13,7.451090909090909
2023-01-14,0.8714545454545456
2023-01-15,2.056935483870968
2023-01-16,9.354032258064517
2023-01-17,8.504193548387097
2023-01-18,10.566290322580645
2023-01-19,15.580983606557377
2023-01-20,4.774126984126984
2023-01-21,9.656984126984126
2023-01-22,0.09238095238095238
2023-01-23,1.1414285714285715
2023-01-24,15.522580645161291
2023-01-25,0.1685714285714286
2023-01-26,0.006349206349206349
2023-01-27,0.012698412698412698
2023-01-28,0.0
2023-01-29,0.0031746031746031746
2023-01-30,3.037460317460318
2023-01-31,1.533650793650794
2023-02-01,5.568888888888889
2023-02-02,5.773492063492064
2023-02-03,27.393809523809523
2023-02-04,3.185873015873016
2023-02-05,8.796507936507936
2023-02-06,0.06031746031746031
2023-02-07,0.0626984126984127
2023-02-08,0.04126984126984127
2023-02-09,0.1671875
2023-02-10,3.2464062499999997
2023-02-11,24.55765625
2023-02-12,12.122031250000001
2023-02-13,0.11562499999999999
2023-02-14,10.312968750000001
2023-02-15,13.523125
2023-02-16,7.8959375000000005
2023-02-17,2.95703125
2023-02-18,12.59578125
2023-02-19,11.275625
2023-02-20,5.906093749999999
2023-02-21,4.9409375
2023-02-22,5.29703125
2023-02-23,2.40203125
2023-02-24,12.37984375
2023-02-25,0.96703125
2023-02-26,0.05
2023-02-27,1.729375
2023-02-28,0.028125
2023-03-01,0.3844444444444444
2023-03-02,0.6573015873015874
2023-03-03,6.984062499999999
2023-03-04,8.000625
2023-03-05,21.037656249999998
2023-03-06,13.659682539682539
2023-03-07,20.1478125
2023-03-08,3.7665624999999996
2023-03-09,0.12187500000000001
2023-03-10,10.8521875
2023-03-11,11.67171875
2023-03-12,2.6659375
2023-03-13,4.7528125
2023-03-14,5.071093749999999
2023-03-15,0.95203125
2023-03-16,0.18421875000000001
2023-03-17,0.14375
2023-03-18,0.040625
2023-03-19,0.03125
2023-03-20,0.0
2023-03-21,0.065625
2023-03-22,0.024687499999999998
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,2.259206349206349
2023-03-26,0.33140624999999996
2023-03-27,4.9628125
2023-03-28,0.12095238095238096
2023-03-29,0.21269841269841264
2023-03-30,11.907936507936508
2023-03-31,2.104516129032258
2023-04-01,0.025806451612903226
2023-04-02,0.022222222222222223
2023-04-03,0.0031746031746031746
2023-04-04,0.006349206349206349
2023-04-05,0.009523809523809525
2023-04-06,0.041269841269841276
2023-04-07,1.8793650793650796
