,pr
2015-09-27,3.544238095238095
2015-09-28,28.677285714285716
2015-09-29,0.33333333333333337
2015-09-30,0.06999999999999999
2015-10-01,11.462238095238096
2015-10-02,0.2857142857142857
2015-10-03,19.549952380952384
2015-10-04,1.1714285714285713
2015-10-05,1.273684210526316
2015-10-06,0.03157894736842106
2015-10-07,0.03333333333333333
2015-10-08,0.01904761904761905
2015-10-09,14.712190476190477
2015-10-10,21.899095238095235
2015-10-11,4.535523809523809
2015-10-12,24.721619047619047
2015-10-13,6.983428571428571
2015-10-14,1.2249523809523808
2015-10-15,1.4952380952380953
2015-10-16,0.009523809523809525
2015-10-17,1.294904761904762
2015-10-18,0.3904761904761904
2015-10-19,0.10476190476190476
2015-10-20,0.009523809523809525
2015-10-21,0.0
2015-10-22,28.066666666666666
2015-10-23,42.14545454545454
2015-10-24,0.4181818181818182
2015-10-25,1.2
2015-10-26,1.95
2015-10-27,2.3999999999999995
2015-10-28,0.4833333333333334
2015-10-29,0.65
2015-10-30,3.5999999999999996
2015-10-31,1.0333333333333332
2015-11-01,15.200000000000001
2015-11-02,3.4666666666666672
2015-11-03,6.516666666666667
2015-11-04,1.7833333333333332
2015-11-05,21.416666666666668
2015-11-06,14.216666666666669
2015-11-07,0.41666666666666674
2015-11-08,0.15
2015-11-09,4.183333333333334
2015-11-10,0.15
2015-11-11,12.616666666666667
2015-11-12,6.683333333333333
2015-11-13,11.083333333333334
2015-11-14,1.8500000000000003
2015-11-15,5.449999999999999
2015-11-16,6.800000000000001
2015-11-17,1.2500000000000002
2015-11-18,8.15
2015-11-19,1.9333333333333333
2015-11-20,15.549999999999997
2015-11-21,2.6666666666666665
2015-11-22,0.6166666666666667
2015-11-23,30.272727272727277
2015-11-24,20.381818181818183
2015-11-25,6.363636363636363
2015-11-26,1.1636363636363636
2015-11-27,0.8545454545454544
2015-11-28,5.927272727272729
2015-11-29,4.181818181818182
2015-11-30,6.327272727272728
2015-12-01,6.745454545454546
2015-12-02,0.43636363636363634
2015-12-03,18.61818181818182
2015-12-04,4.618181818181818
2015-12-05,6.159999999999999
2015-12-06,0.22000000000000003
2015-12-07,30.540000000000003
2015-12-08,0.36
2015-12-09,0.09090909090909091
2015-12-10,0.05454545454545456
2015-12-11,11.0
2015-12-12,0.8363636363636364
2015-12-13,4.454545454545454
2015-12-14,0.2
2015-12-15,3.4800000000000004
2015-12-16,3.3818181818181814
2015-12-17,0.12727272727272726
2015-12-18,0.018181818181818184
2015-12-19,1.7454545454545454
2015-12-20,40.09090909090909
2015-12-21,19.199999999999996
2015-12-22,2.8181818181818183
2015-12-23,0.5818181818181819
2015-12-24,2.8545454545454545
2015-12-25,2.472727272727272
2015-12-26,39.96363636363636
2015-12-27,28.781818181818178
2015-12-28,10.200000000000001
2015-12-29,23.05454545454546
2015-12-30,13.363636363636363
2015-12-31,1.781818181818182
2016-01-01,2.1399999999999997
2016-01-02,12.599999999999998
2016-01-03,7.9
2016-01-04,1.44
2016-01-05,1.3400000000000003
2016-01-06,0.08
2016-01-07,0.04
2016-01-08,0.9400000000000001
2016-01-09,0.12
2016-01-10,26.419999999999998
2016-01-11,53.6
2016-01-12,27.6
2016-01-13,5.180000000000001
2016-01-14,0.0
2016-01-15,0.13999999999999999
2016-01-16,0.0
2016-01-17,0.1
2016-01-18,0.0
2016-01-19,0.02
2016-01-20,0.02
2016-01-21,0.02
2016-01-22,1.58
2016-01-23,5.599999999999999
2016-01-24,0.18181818181818182
2016-01-25,0.0
2016-01-26,4.381818181818182
2016-01-27,5.072727272727273
2016-01-28,25.418181818181814
2016-01-29,1.3090909090909089
2016-01-30,1.6923076923076923
2016-01-31,2.4933333333333336
2016-02-01,1.3066666666666664
2016-02-02,10.293333333333331
2016-02-03,13.879999999999999
2016-02-04,4.213333333333333
2016-02-05,13.266666666666667
2016-02-06,14.142857142857144
2016-02-07,0.5333333333333333
2016-02-08,6.120000000000001
2016-02-09,0.25333333333333335
2016-02-10,10.519999999999998
2016-02-11,37.973333333333336
2016-02-12,0.4142857142857143
2016-02-13,0.0
2016-02-14,0.0
2016-02-15,8.32857142857143
2016-02-16,3.453333333333333
2016-02-17,10.457142857142857
2016-02-18,3.523076923076923
2016-02-19,12.657142857142858
2016-02-20,2.5428571428571436
2016-02-21,14.757142857142856
2016-02-22,5.466666666666667
2016-02-23,24.228571428571428
2016-02-24,19.2
2016-02-25,0.76
2016-02-26,7.253333333333333
2016-02-27,3.880000000000001
2016-02-28,2.7066666666666666
2016-02-29,21.973333333333333
2016-03-01,0.1875
2016-03-02,0.04000000000000001
2016-03-03,1.4266666666666665
2016-03-04,13.212499999999999
2016-03-05,0.4903529411764706
2016-03-06,0.1625
2016-03-07,0.0
2016-03-08,0.5522777777777778
2016-03-09,5.125916666666666
2016-03-10,13.278314285714286
2016-03-11,11.716314285714287
2016-03-12,0.18142857142857144
2016-03-13,0.07673529411764705
2016-03-14,1.5048235294117651
2016-03-15,0.17058823529411768
2016-03-16,0.7685806451612901
2016-03-17,2.5906
2016-03-18,0.3447777777777778
2016-03-19,0.1
2016-03-20,5.006828571428572
2016-03-21,0.2058918918918919
2016-03-22,1.1714166666666666
2016-03-23,9.82845945945946
2016-03-24,5.741526315789474
2016-03-25,0.7516052631578948
2016-03-26,6.569526315789473
2016-03-27,0.5265526315789474
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,8.247205128205128
2016-04-01,7.9965789473684215
2016-04-02,0.20034210526315793
2016-04-03,0.8442894736842105
2016-04-04,0.1145263157894737
2016-04-05,0.02631578947368421
2016-04-06,0.0
2016-04-07,0.005128205128205128
2016-04-08,0.7882564102564101
2016-04-09,3.378461538461538
2016-04-10,12.421128205128205
2016-04-11,8.626615384615384
2016-04-12,5.584358974358975
2016-04-13,9.926948717948717
2016-04-14,1.1082051282051284
2016-04-15,1.3074102564102563
2016-04-16,0.020512820512820513
2016-04-17,0.09743589743589744
2016-04-18,0.010256410256410256
2016-04-19,0.020512820512820513
2016-04-20,0.0
2016-04-21,0.010256410256410256
2016-04-22,0.005128205128205128
2016-04-23,3.3631578947368426
2016-04-24,0.030769230769230767
2016-04-25,0.0
2016-04-26,24.814051282051285
2016-04-27,5.777054054054055
2016-04-28,7.364666666666667
2016-04-29,0.021052631578947368
2016-04-30,0.01578947368421053
2016-05-01,0.005342105263157895
2016-05-02,0.010810810810810811
2016-05-03,0.03783783783783784
2016-05-04,0.06823684210526315
2016-05-05,0.0
2016-05-06,0.005263157894736842
2016-05-07,10.786605263157895
2016-05-08,0.21863157894736843
2016-05-09,0.3715833333333333
2016-05-10,3.2489473684210526
2016-05-11,9.164583333333333
2016-05-12,4.0528108108108105
2016-05-13,11.44113157894737
2016-05-14,0.4
2016-05-15,0.5193513513513514
2016-05-16,0.32389189189189194
2016-05-17,18.22575675675676
2016-05-18,0.010810810810810811
2016-05-19,0.4731944444444445
2016-05-20,0.23012121212121214
2016-05-21,31.739696969696965
2016-05-22,13.359447368421051
2016-05-23,45.42828947368421
2016-05-24,0.6399999999999999
2016-05-25,0.618235294117647
2016-05-26,1.3183333333333338
2016-05-27,0.8795135135135136
2016-05-28,10.61610810810811
2016-05-29,0.7459459459459459
2016-05-30,4.436405405405405
2016-05-31,1.8192972972972978
2016-06-01,2.3838421052631573
2016-06-02,30.428333333333335
2016-06-03,0.9304210526315794
2016-06-04,0.2482758620689655
2016-06-05,0.9849210526315789
2016-06-06,9.598394736842105
2016-06-07,1.6694594594594596
2016-06-08,0.1888888888888889
2016-06-09,0.06666666666666667
2016-06-10,0.4756756756756756
2016-06-11,0.04324324324324324
2016-06-12,0.0
2016-06-13,0.005714285714285714
2016-06-14,0.017647058823529415
2016-06-15,0.011428571428571429
2016-06-16,0.02702702702702703
2016-06-17,0.0
2016-06-18,2.6797631578947367
2016-06-19,14.525333333333334
2016-06-20,6.469368421052632
2016-06-21,9.05621052631579
2016-06-22,21.470999999999997
2016-06-23,34.86376315789474
2016-06-24,0.4972564102564101
2016-06-25,0.02631578947368421
2016-06-26,0.005263157894736842
2016-06-27,0.020512820512820513
2016-06-28,0.010810810810810811
2016-06-29,0.0888888888888889
2016-06-30,0.021052631578947368
2016-07-01,0.02702702702702703
2016-07-02,0.12
2016-07-03,0.03076923076923077
2016-07-04,0.014285714285714287
2016-07-05,0.0071428571428571435
2016-07-06,0.0071428571428571435
2016-07-07,2.7739655172413795
2016-07-08,0.03333333333333333
2016-07-09,0.03783783783783783
2016-07-10,0.032432432432432434
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,25.495135135135136
2016-07-14,31.822999999999993
2016-07-15,0.14285714285714288
2016-07-16,3.7055526315789478
2016-07-17,35.130270270270266
2016-07-18,0.15294117647058825
2016-07-19,0.023529411764705882
2016-07-20,0.0
2016-07-21,0.04
2016-07-22,0.022222222222222223
2016-07-23,0.010810810810810811
2016-07-24,0.0
2016-07-25,0.02702702702702703
2016-07-26,0.031578947368421054
2016-07-27,0.005405405405405406
2016-07-28,0.0
2016-07-29,0.05263157894736842
2016-07-30,0.10526315789473684
2016-07-31,0.010810810810810811
2016-08-01,0.010810810810810811
2016-08-02,0.032432432432432434
2016-08-03,0.10344827586206896
2016-08-04,0.18421052631578946
2016-08-05,0.005405405405405406
2016-08-06,0.0
2016-08-07,0.005405405405405406
2016-08-08,0.691891891891892
2016-08-09,25.42315384615385
2016-08-10,4.5446923076923085
2016-08-11,0.2210526315789474
2016-08-12,0.010810810810810811
2016-08-13,0.06486486486486487
2016-08-14,0.005263157894736842
2016-08-15,0.0
2016-08-16,10.595128205128207
2016-08-17,0.172972972972973
2016-08-18,24.71471052631579
2016-08-19,7.617846153846154
2016-08-20,16.898282051282056
2016-08-21,58.44436842105263
2016-08-22,21.78876315789473
2016-08-23,0.5210526315789473
2016-08-24,0.10810810810810811
2016-08-25,0.013333333333333334
2016-08-26,0.0
2016-08-27,0.04864864864864865
2016-08-28,0.04736842105263158
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,9.007135135135137
2016-09-01,0.6021052631578947
2016-09-02,0.06842105263157895
2016-09-03,0.3805263157894737
2016-09-04,61.03281578947368
2016-09-05,14.405076923076923
2016-09-06,3.6842105263157894
2016-09-07,1.8167179487179488
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,0.015384615384615387
2016-09-11,0.005128205128205128
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,1.6852894736842108
2016-09-15,0.14817948717948717
2016-09-16,0.0
2016-09-17,0.010256410256410256
2016-09-18,0.0
2016-09-19,5.250151515151515
2016-09-20,0.22613157894736843
2016-09-21,0.015384615384615387
2016-09-22,0.17384615384615382
2016-09-23,0.7560769230769231
2016-09-24,0.005128205128205128
2016-09-25,0.030769230769230774
2016-09-26,1.6162820512820513
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.29743589743589743
2016-09-30,0.046153846153846156
2016-10-01,0.158974358974359
2016-10-02,0.7445526315789475
2016-10-03,0.6294736842105264
2016-10-04,1.1055128205128206
2016-10-05,0.3281025641025641
2016-10-06,0.24692307692307694
2016-10-07,29.843531249999998
2016-10-08,0.24375000000000002
2016-10-09,0.158974358974359
2016-10-10,0.07179487179487182
2016-10-11,0.1948717948717949
2016-10-12,0.4051282051282051
2016-10-13,19.077871794871797
2016-10-14,21.511461538461536
2016-10-15,0.6266666666666667
2016-10-16,0.08205128205128205
2016-10-17,0.02564102564102564
2016-10-18,12.579342105263159
2016-10-19,35.73728947368421
2016-10-20,2.137405405405406
2016-10-21,25.066552631578947
2016-10-22,0.46717948717948715
2016-10-23,0.183974358974359
2016-10-24,0.047179487179487174
2016-10-25,1.2972631578947371
2016-10-26,4.897205128205129
2016-10-27,3.7493076923076925
2016-10-28,1.49
2016-10-29,0.018181818181818184
2016-10-30,0.4369230769230769
2016-10-31,0.1953846153846154
2016-11-01,0.0
2016-11-02,0.005405405405405406
2016-11-03,7.976054054054053
2016-11-04,0.731027027027027
2016-11-05,0.030769230769230767
2016-11-06,0.0
2016-11-07,0.046153846153846156
2016-11-08,5.6911025641025645
2016-11-09,4.956684210526315
2016-11-10,38.45818918918919
2016-11-11,0.11052631578947371
2016-11-12,5.709378378378378
2016-11-13,3.206891891891892
2016-11-14,0.031578947368421054
2016-11-15,0.28871794871794876
2016-11-16,2.6937692307692305
2016-11-17,11.529641025641025
2016-11-18,0.18378378378378382
2016-11-19,0.09565217391304348
2016-11-20,0.010526315789473684
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.010526315789473684
2016-11-24,0.042105263157894736
2016-11-25,0.03157894736842106
2016-11-26,5.842410256410256
2016-11-27,0.08421052631578949
2016-11-28,5.575666666666667
2016-11-29,3.1402972972972973
2016-11-30,1.747111111111111
2016-12-01,0.1783783783783784
2016-12-02,0.06315789473684211
2016-12-03,0.06947368421052631
2016-12-04,11.800736842105264
2016-12-05,4.857289473684211
2016-12-06,0.032432432432432434
2016-12-07,0.005405405405405406
2016-12-08,0.02702702702702703
2016-12-09,8.640105263157896
2016-12-10,14.29328947368421
2016-12-11,4.555846153846153
2016-12-12,12.533307692307693
2016-12-13,0.10769230769230773
2016-12-14,0.14210526315789476
2016-12-15,0.08205128205128205
2016-12-16,0.21010256410256412
2016-12-17,0.29025641025641025
2016-12-18,0.24205128205128204
2016-12-19,5.180499999999999
2016-12-20,1.806605263157895
2016-12-21,11.179815789473684
2016-12-22,0.8671794871794872
2016-12-23,0.1
2016-12-24,2.8878717948717947
2016-12-25,7.2189487179487175
2016-12-26,1.8661315789473687
2016-12-27,0.35135135135135137
2016-12-28,4.3035263157894725
2016-12-29,9.738384615384614
2016-12-30,11.866605263157894
2016-12-31,1.8277368421052629
2017-01-01,2.1076727272727274
2017-01-02,2.6837636363636364
2017-01-03,9.482672727272726
2017-01-04,0.8448148148148148
2017-01-05,13.564499999999999
2017-01-06,15.879393939393939
2017-01-07,30.601523809523812
2017-01-08,4.518905660377358
2017-01-09,10.969224137931034
2017-01-10,3.8269215686274505
2017-01-11,4.957944444444444
2017-01-12,3.1555925925925923
2017-01-13,1.338377358490566
2017-01-14,0.4976666666666666
2017-01-15,0.007407407407407408
2017-01-16,0.007407407407407408
2017-01-17,12.502703703703705
2017-01-18,18.4910350877193
2017-01-19,6.267555555555556
2017-01-20,0.5798888888888888
2017-01-21,0.3783148148148148
2017-01-22,1.2704444444444445
2017-01-23,8.0738
2017-01-24,1.894962962962963
2017-01-25,6.540925925925927
2017-01-26,7.314685185185184
2017-01-27,12.043584905660376
2017-01-28,14.363886792452831
2017-01-29,5.977925925925926
2017-01-30,5.9459454545454555
2017-01-31,1.5892264150943396
2017-02-01,12.110036363636365
2017-02-02,5.858547169811321
2017-02-03,12.033758064516128
2017-02-04,5.231
2017-02-05,0.14918032786885246
2017-02-06,2.5057241379310344
2017-02-07,0.46027868852459014
2017-02-08,0.23629508196721313
2017-02-09,4.111516666666668
2017-02-10,0.7525081967213115
2017-02-11,1.1030655737704922
2017-02-12,19.27718032786885
2017-02-13,40.525
2017-02-14,8.657666666666666
2017-02-15,0.34754098360655733
2017-02-16,0.019672131147540982
2017-02-17,0.07540983606557378
2017-02-18,15.322727272727272
2017-02-19,3.3118852459016392
2017-02-20,0.6341475409836066
2017-02-21,0.02295081967213115
2017-02-22,0.006557377049180328
2017-02-23,0.010526315789473686
2017-02-24,4.123116666666666
2017-02-25,2.5863
2017-02-26,2.1347666666666667
2017-02-27,1.2425333333333333
2017-02-28,0.1823333333333333
2017-03-01,3.6518500000000005
2017-03-02,4.393756756756757
2017-03-03,3.1187702702702707
2017-03-04,7.122824324324323
2017-03-05,3.4702800000000003
2017-03-06,6.8594133333333325
2017-03-07,6.6898
2017-03-08,0.48800000000000004
2017-03-09,0.32828
2017-03-10,0.08012000000000001
2017-03-11,2.74624
2017-03-12,1.7236133333333332
2017-03-13,14.297093333333333
2017-03-14,0.11759999999999998
2017-03-15,0.002666666666666667
2017-03-16,0.053506666666666675
2017-03-17,2.276108108108108
2017-03-18,7.1473108108108105
2017-03-19,10.089315068493148
2017-03-20,0.9192602739726029
2017-03-21,0.9143424657534247
2017-03-22,0.5172054794520548
2017-03-23,0.15786666666666666
2017-03-24,0.5615
2017-03-25,0.8143108108108108
2017-03-26,0.0891891891891892
2017-03-27,0.013513513513513514
2017-03-28,1.7222876712328767
2017-03-29,1.537472972972973
2017-03-30,2.9848648648648646
2017-03-31,0.23253333333333334
2017-04-01,1.0545277777777775
2017-04-02,2.350026666666667
2017-04-03,0.64844
2017-04-04,0.1336
2017-04-05,0.008000000000000002
2017-04-06,1.5556666666666665
2017-04-07,27.977986666666663
2017-04-08,0.20133333333333334
2017-04-09,0.23971830985915496
2017-04-10,0.5391733333333334
2017-04-11,1.0590133333333334
2017-04-12,8.591093333333333
2017-04-13,1.0006933333333334
2017-04-14,0.06960000000000001
2017-04-15,0.002666666666666667
2017-04-16,0.0
2017-04-17,0.008000000000000002
2017-04-18,0.21553333333333333
2017-04-19,0.6140666666666668
2017-04-20,0.10125333333333335
2017-04-21,5.355366666666667
2017-04-22,7.716833333333333
2017-04-23,0.4178
2017-04-24,0.005333333333333334
2017-04-25,0.048266666666666666
2017-04-26,0.005333333333333334
2017-04-27,17.858146666666666
2017-04-28,0.021333333333333336
2017-04-29,0.2013333333333333
2017-04-30,0.08378378378378377
2017-05-01,0.005333333333333334
2017-05-02,0.032
2017-05-03,0.008000000000000002
2017-05-04,0.002702702702702703
2017-05-05,6.909364864864865
2017-05-06,0.38024
2017-05-07,0.0776
2017-05-08,0.02666666666666667
2017-05-09,0.07200000000000001
2017-05-10,0.04800000000000001
2017-05-11,0.2985066666666667
2017-05-12,0.06301369863013699
2017-05-13,0.040266666666666666
2017-05-14,0.49333333333333335
2017-05-15,9.39575
2017-05-16,0.028333333333333335
2017-05-17,0.005333333333333334
2017-05-18,0.0
2017-05-19,14.420274193548387
2017-05-20,32.86122666666666
2017-05-21,1.3727600000000002
2017-05-22,12.911202702702703
2017-05-23,0.27621621621621617
2017-05-24,0.24666666666666667
2017-05-25,0.3082666666666667
2017-05-26,0.002666666666666667
2017-05-27,0.002666666666666667
2017-05-28,4.441933333333333
2017-05-29,3.6844666666666672
2017-05-30,1.1132166666666665
2017-05-31,5.1410133333333325
2017-06-01,17.013840000000002
2017-06-02,0.4271733333333334
2017-06-03,0.002666666666666667
2017-06-04,0.49729729729729727
2017-06-05,0.051351351351351354
2017-06-06,26.26796
2017-06-07,74.03234666666665
2017-06-08,1.9003066666666666
2017-06-09,6.568933333333334
2017-06-10,0.8344666666666667
2017-06-11,0.0136986301369863
2017-06-12,0.01666666666666667
2017-06-13,0.0875
2017-06-14,0.8280000000000001
2017-06-15,0.034666666666666665
2017-06-16,0.020000000000000004
2017-06-17,0.12000000000000001
2017-06-18,0.11486486486486484
2017-06-19,0.013513513513513514
2017-06-20,11.624716216216218
2017-06-21,11.059054054054053
2017-06-22,0.05675675675675676
2017-06-23,0.035135135135135144
2017-06-24,0.008108108108108109
2017-06-25,0.043243243243243246
2017-06-26,0.19729729729729728
2017-06-27,0.12162162162162163
2017-06-28,0.03611111111111112
2017-06-29,0.11621621621621618
2017-06-30,0.021917808219178082
2017-07-01,0.0
2017-07-02,0.03835616438356164
2017-07-03,0.0821917808219178
2017-07-04,1.1361643835616437
2017-07-05,1.145342465753425
2017-07-06,0.07945205479452054
2017-07-07,0.09589041095890412
2017-07-08,0.09315068493150686
2017-07-09,0.06904109589041096
2017-07-10,0.022222222222222223
2017-07-11,0.03333333333333333
2017-07-12,0.05000000000000001
2017-07-13,0.052777777777777785
2017-07-14,0.0273972602739726
2017-07-15,0.04864864864864865
2017-07-16,0.10833333333333334
2017-07-17,0.010958904109589041
2017-07-18,3.258904109589041
2017-07-19,2.4170422535211267
2017-07-20,0.023611111111111114
2017-07-21,0.0
2017-07-22,0.058823529411764705
2017-07-23,0.026923076923076925
2017-07-24,0.0
2017-07-25,0.026923076923076925
2017-07-26,0.0
2017-07-27,0.0038461538461538464
2017-07-28,0.015384615384615385
2017-07-29,0.04230769230769231
2017-07-30,0.04615384615384616
2017-07-31,0.02692307692307692
2017-08-01,0.007692307692307693
2017-08-02,0.0
2017-08-03,1.0271621621621623
2017-08-04,10.196027397260274
2017-08-05,0.05904109589041097
2017-08-06,0.008219178082191782
2017-08-07,0.0027397260273972603
2017-08-08,0.005714285714285714
2017-08-09,0.02413793103448276
2017-08-10,0.0
2017-08-11,0.016216216216216217
2017-08-12,0.010810810810810811
2017-08-13,0.010810810810810811
2017-08-14,14.497162162162164
2017-08-15,0.31383561643835617
2017-08-16,4.112714285714286
2017-08-17,0.0842857142857143
2017-08-18,0.04000000000000001
2017-08-19,0.005797101449275362
2017-08-20,12.740136986301371
2017-08-21,46.373108108108106
2017-08-22,1.011095890410959
2017-08-23,0.062027027027027025
2017-08-24,0.008108108108108109
2017-08-25,0.014285714285714285
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,0.015068493150684932
2017-08-29,0.0027397260273972603
2017-08-30,0.008333333333333335
2017-08-31,0.0
2017-09-01,0.07945205479452055
2017-09-02,0.18474576271186438
2017-09-03,0.010666666666666668
2017-09-04,0.0
2017-09-05,0.04642857142857144
2017-09-06,0.005555555555555556
2017-09-07,0.0
2017-09-08,0.0
2017-09-09,0.0
2017-09-10,0.0
2017-09-11,0.005405405405405406
2017-09-12,0.008219178082191782
2017-09-13,0.0
2017-09-14,0.005633802816901409
2017-09-15,0.008219178082191782
2017-09-16,0.005555555555555556
2017-09-17,0.002702702702702703
2017-09-18,0.4583333333333333
2017-09-19,0.00625
2017-09-20,0.09753424657534246
2017-09-21,0.008000000000000002
2017-09-22,0.010958904109589041
2017-09-23,0.016901408450704227
2017-09-24,0.13243243243243244
2017-09-25,0.34125
2017-09-26,0.36902777777777784
2017-09-27,0.002702702702702703
2017-09-28,0.2853333333333333
2017-09-29,0.28529411764705886
2017-09-30,19.09090909090909
2017-10-01,14.239393939393942
2017-10-02,0.70625
2017-10-03,20.060606060606062
2017-10-04,0.7062499999999999
2017-10-05,0.006060606060606061
2017-10-06,0.0028169014084507044
2017-10-07,24.00442857142857
2017-10-08,16.14554054054054
2017-10-09,11.252739726027396
2017-10-10,6.024444444444445
2017-10-11,0.3845833333333334
2017-10-12,30.945675675675677
2017-10-13,7.907733333333334
2017-10-14,5.7344
2017-10-15,11.0456
2017-10-16,0.3324
2017-10-17,1.0440845070422538
2017-10-18,0.24028169014084505
2017-10-19,0.03943661971830986
2017-10-20,8.841739130434783
2017-10-21,0.7250000000000001
2017-10-22,11.458750000000002
2017-10-23,2.723972602739726
2017-10-24,0.6479166666666667
2017-10-25,0.036619718309859155
2017-10-26,20.773098591549296
2017-10-27,1.1273239436619718
2017-10-28,16.348591549295776
2017-10-29,0.07042253521126761
2017-10-30,12.560972222222226
2017-10-31,15.26888888888889
2017-11-01,1.0195833333333333
2017-11-02,0.05555555555555555
2017-11-03,0.002857142857142857
2017-11-04,4.067428571428572
2017-11-05,13.661129032258065
2017-11-06,0.9250909090909092
2017-11-07,0.07636363636363637
2017-11-08,0.2604347826086957
2017-11-09,0.1323529411764706
2017-11-10,0.047058823529411764
2017-11-11,32.33472727272727
2017-11-12,0.6986956521739132
2017-11-13,0.005797101449275362
2017-11-14,0.002898550724637681
2017-11-15,0.002857142857142857
2017-11-16,0.0
2017-11-17,2.9753623188405793
2017-11-18,12.891884057971016
2017-11-19,27.38971014492754
2017-11-20,0.45797101449275357
2017-11-21,0.39130434782608703
2017-11-22,10.682318840579711
2017-11-23,0.3529411764705882
2017-11-24,0.03235294117647059
2017-11-25,0.0
2017-11-26,11.792285714285713
2017-11-27,0.7482857142857143
2017-11-28,0.011594202898550725
2017-11-29,2.704852941176471
2017-11-30,0.10897058823529412
2017-12-01,0.06764705882352942
2017-12-02,0.2877941176470588
2017-12-03,0.17338235294117646
2017-12-04,0.005970149253731343
2017-12-05,3.574179104477612
2017-12-06,0.10476190476190476
2017-12-07,0.02222222222222222
2017-12-08,4.102857142857143
2017-12-09,0.0031746031746031746
2017-12-10,0.0
2017-12-11,0.24296874999999996
2017-12-12,0.08390625
2017-12-13,0.19061538461538466
2017-12-14,0.015151515151515152
2017-12-15,0.0
2017-12-16,21.88475409836066
2017-12-17,0.030615384615384614
2017-12-18,21.859242424242424
2017-12-19,0.19999999999999998
2017-12-20,0.31212121212121213
2017-12-21,8.252419354838711
2017-12-22,4.247173913043478
2017-12-23,9.466500000000002
2017-12-24,6.705967741935483
2017-12-25,21.67344262295082
2017-12-26,31.278360655737707
2017-12-27,1.839016393442623
2017-12-28,5.3136065573770495
2017-12-29,12.643114754098361
2017-12-30,33.79065573770492
2017-12-31,15.905573770491802
2018-01-01,16.771136363636362
2018-01-02,2.245
2018-01-03,4.031555555555555
2018-01-04,0.053333333333333344
2018-01-05,0.0037735849056603774
2018-01-06,0.0
2018-01-07,3.6386792452830186
2018-01-08,0.3320754716981132
2018-01-09,1.3852830188679248
2018-01-10,9.796415094339624
2018-01-11,5.529433962264151
2018-01-12,8.487924528301885
2018-01-13,8.392075471698114
2018-01-14,8.14056603773585
2018-01-15,4.550566037735849
2018-01-16,2.2181132075471703
2018-01-17,29.52698113207547
2018-01-18,10.25826923076923
2018-01-19,9.805849056603774
2018-01-20,40.07481481481483
2018-01-21,6.582407407407406
2018-01-22,13.505370370370372
2018-01-23,7.39574074074074
2018-01-24,16.54516129032258
2018-01-25,11.041666666666666
2018-01-26,3.664339622641508
2018-01-27,0.6883018867924531
2018-01-28,0.08301886792452831
2018-01-29,5.985576923076924
2018-01-30,33.81943396226415
2018-01-31,0.8111320754716982
2018-02-01,2.310566037735849
2018-02-02,0.7132075471698114
2018-02-03,0.0037735849056603774
2018-02-04,0.09037735849056605
2018-02-05,1.485471698113208
2018-02-06,1.3688679245283015
2018-02-07,0.0037735849056603774
2018-02-08,5.910754716981133
2018-02-09,0.15150943396226418
2018-02-10,1.0377358490566038
2018-02-11,0.4705660377358489
2018-02-12,16.853653846153847
2018-02-13,39.199807692307694
2018-02-14,3.3077358490566033
2018-02-15,0.8515094339622643
2018-02-16,0.23333333333333328
2018-02-17,0.037037037037037035
2018-02-18,0.0851851851851852
2018-02-19,0.34629629629629627
2018-02-20,6.689444444444444
2018-02-21,0.48566037735849055
2018-02-22,4.964150943396226
2018-02-23,0.09433962264150944
2018-02-24,0.01509433962264151
2018-02-25,0.041509433962264156
2018-02-26,0.0037735849056603774
2018-02-27,0.0
2018-02-28,4.163584905660377
2018-03-01,1.9654716981132077
2018-03-02,11.591730769230768
2018-03-03,9.975961538461538
2018-03-04,40.70466666666667
2018-03-05,2.473333333333333
2018-03-06,1.4266666666666667
2018-03-07,14.350652173913044
2018-03-08,4.023829787234043
2018-03-09,0.08979591836734695
2018-03-10,0.012244897959183673
2018-03-11,9.524117647058821
2018-03-12,0.1
2018-03-13,0.3047058823529412
2018-03-14,0.3390196078431372
2018-03-15,50.76480769230769
2018-03-16,2.3325000000000005
2018-03-17,0.06527272727272729
2018-03-18,0.03636363636363636
2018-03-19,3.9225454545454546
2018-03-20,1.5449090909090908
2018-03-21,20.03236363636364
2018-03-22,3.772727272727273
2018-03-23,0.025454545454545455
2018-03-24,0.01818181818181818
2018-03-25,0.007272727272727273
2018-03-26,7.61
2018-03-27,19.024545454545454
2018-03-28,18.170909090909092
2018-03-29,12.811454545454543
2018-03-30,20.26509090909091
2018-03-31,3.58690909090909
2018-04-01,0.9785454545454547
2018-04-02,0.17090909090909093
2018-04-03,1.0403636363636364
2018-04-04,0.007407407407407408
2018-04-05,0.0
2018-04-06,3.579487179487179
2018-04-07,0.0358974358974359
2018-04-08,0.0
2018-04-09,0.005128205128205128
2018-04-10,0.046153846153846156
2018-04-11,0.0
2018-04-12,0.0
