,elvstd,chanlength,chan,chanbw,changrad,avgdis,lat,gradient,chanflpn,chanman,chanbnkf,soildepth1_o,cropcoef_i,soildepth1_f,soildepth2_i,soildepth3_o,cropgrpn_f,mannings_o,soildepth3_i,soildepth2_f,mannings_f,cropgrpn_i,soildepth2_o,soildepth3_f,cropcoef_f,soildepth1_i,mannings_i,cropcoef_o,cropgrpn_o,n sei,es,ta,pr,e0,et,laif,laio,laii,genua2_o,thetar1_f,thetas3_o,thetar3_o,genua1_o,genua2_f,thetas3_f,thetar3_f,thetar1_o,thetas3,ksat2_o,lambda2,ksat3_f,thetas1,genua1_f,thetar2,genua3,lambda2_f,ksat2,lambda2_o,ksat3,ksat3_o,ksat1_o,thetas2,lambda3_o,thetar1,ksat1,thetas2_o,genua3_f,genua2,thetas1_f,lambda1,ksat1_f,thetar2_f,lambda1_o,thetar2_o,ksat2_f,genua1,lambda3_f,lambda1_f,thetar3,thetas2_f,genua3_o,lambda3,thetas1_o
724,93.1822,107.629,137.655,142.01,134.875,137.655,137.655,137.32,137.655,134.191,142.578,137.655,137.655,137.655,137.655,137.741,137.655,137.167,137.655,137.654,137.518,137.655,137.655,137.683,137.655,137.655,137.655,137.655,137.655,137.655,137.655,136.496,1298.5,121.744,137.655,137.106,137.367,137.129,137.655,137.655,137.655,137.655,137.655,137.655,137.655,137.655,137.655,140.945,137.655,137.655,137.655,137.655,137.655,61198.7,137.65,137.655,137.655,137.655,137.652,137.655,137.655,137.655,137.655,3001.76,137.655,152.368,137.655,137.655,145.168,137.655,137.655,137.655,137.655,137.655,137.655,137.655,137.655,137.655,296304.0,142.995,137.655,137.647,156.068
725,77.4428,98.3048,114.916,121.145,110.133,114.916,114.916,111.318,114.916,120.843,122.435,114.916,114.916,114.916,114.916,115.001,114.916,114.537,114.916,114.916,114.799,114.916,114.916,114.944,114.916,114.916,114.916,114.916,114.916,114.916,114.916,110.099,987.557,104.653,114.916,114.362,114.621,114.392,114.916,114.916,114.916,114.916,114.916,114.916,114.916,114.916,114.916,118.172,114.916,114.916,114.916,114.916,114.916,61174.3,114.911,114.916,114.916,114.916,114.913,114.916,114.916,114.916,114.916,2973.92,114.916,117.067,114.916,114.916,117.938,114.916,114.916,114.916,114.916,114.916,114.916,114.916,114.916,114.916,151018.0,116.641,114.916,114.908,119.627
726,77.2143,103.69,116.083,121.465,113.454,116.083,116.083,115.726,116.083,124.172,122.318,116.083,116.083,116.083,116.083,116.169,116.083,115.75,116.083,116.083,115.973,116.083,116.083,116.112,116.083,116.083,116.083,116.083,116.083,116.083,116.083,110.092,1106.64,102.963,116.083,115.533,115.783,115.557,116.083,116.083,116.083,116.083,116.083,116.083,116.083,116.083,116.083,119.362,116.083,116.083,116.083,116.083,116.083,61174.8,116.078,116.083,116.083,116.083,116.081,116.083,116.083,116.083,116.083,2980.17,116.083,115.745,116.083,116.083,118.004,116.083,116.083,116.083,116.083,116.083,116.083,116.083,116.083,116.083,296283.0,116.733,116.083,116.075,118.522
727,83.7461,112.171,124.686,127.082,125.375,124.686,124.686,125.941,124.686,130.037,127.429,124.686,124.686,124.686,124.686,124.773,124.686,124.365,124.686,124.686,124.576,124.686,124.686,124.715,124.686,124.686,124.686,124.686,124.686,124.686,124.686,119.634,1264.5,109.149,124.686,124.12,124.37,124.147,124.686,124.686,124.686,124.686,124.686,124.686,124.686,124.686,124.686,128.022,124.686,124.686,124.686,124.686,124.686,61192.7,124.681,124.686,124.686,124.686,124.684,124.686,124.686,124.686,124.686,2992.99,124.686,125.581,124.686,124.686,126.756,124.686,124.686,124.686,124.686,124.686,124.686,124.686,124.686,124.686,151047.0,125.286,124.686,124.678,128.831
728,73.1472,101.831,106.698,109.731,104.613,106.698,106.698,104.055,106.698,114.744,110.517,106.698,106.698,106.698,106.698,106.784,106.698,106.462,106.698,106.698,106.606,106.698,106.698,106.727,106.698,106.698,106.698,106.698,106.698,106.698,106.698,101.397,984.086,96.7554,106.698,106.128,106.378,106.163,106.698,106.698,106.698,106.698,106.698,106.698,106.698,106.698,106.698,109.999,106.698,106.698,106.698,106.698,106.698,61170.4,106.693,106.698,106.698,106.698,106.695,106.698,106.698,106.698,106.698,2970.4,106.698,99.9989,106.698,106.698,105.96,106.698,106.698,106.698,106.698,106.698,106.698,106.698,106.698,106.698,296268.0,105.096,106.698,106.69,102.426
729,79.1656,109.346,115.452,117.091,115.446,115.452,115.452,116.594,115.452,120.921,117.241,115.452,115.452,115.452,115.452,115.539,115.452,115.233,115.452,115.452,115.363,115.452,115.452,115.481,115.452,115.452,115.452,115.452,115.452,115.452,115.452,110.753,1169.63,101.644,115.452,114.868,115.126,114.889,115.452,115.452,115.452,115.452,115.452,115.452,115.452,115.452,115.452,118.784,115.452,115.452,115.452,115.452,115.452,61179.6,115.447,115.452,115.452,115.452,115.45,115.452,115.452,115.452,115.452,2982.56,115.452,110.763,115.452,115.452,115.172,115.452,115.452,115.452,115.452,115.452,115.452,115.452,115.452,115.452,151038.0,114.087,115.452,115.445,113.662
730,77.653,108.452,112.125,113.172,111.982,112.125,112.125,111.738,112.125,116.911,113.424,112.125,112.125,112.125,112.125,112.211,112.125,111.941,112.125,112.125,112.044,112.125,112.125,112.154,112.125,112.125,112.125,112.125,112.125,112.125,112.125,107.259,1106.27,97.7144,112.125,111.53,111.791,111.557,112.125,112.125,112.125,112.125,112.125,112.125,112.125,112.125,112.125,115.459,112.125,112.125,112.125,112.125,112.125,61183.5,112.12,112.125,112.125,112.125,112.122,112.125,112.125,112.125,112.125,2979.49,112.125,105.321,112.125,112.125,111.084,112.125,112.125,112.125,112.125,112.125,112.125,112.125,112.125,112.125,296283.0,109.987,112.125,112.117,108.545
731,74.8402,106.691,107.702,109.078,106.717,107.702,107.702,106.903,107.702,112.801,109.36,107.702,107.702,107.702,107.702,107.789,107.702,107.557,107.702,107.702,107.631,107.702,107.702,107.731,107.702,107.702,107.702,107.702,107.702,107.702,107.702,101.611,1038.73,94.1259,107.702,107.099,107.361,107.135,107.702,107.702,107.702,107.702,107.702,107.702,107.702,107.702,107.702,111.023,107.702,107.702,107.702,107.702,107.702,61178.1,107.698,107.702,107.702,107.702,107.7,107.702,107.702,107.702,107.702,2972.58,107.702,98.7521,107.702,107.702,105.924,107.702,107.702,107.702,107.702,107.702,107.702,107.702,107.702,107.702,151025.0,104.831,107.702,107.695,102.199
732,69.4756,102.269,98.8082,101.233,96.6413,98.8082,98.8082,97.1107,98.8082,105.789,101.731,98.8082,98.8082,98.8082,98.8082,98.8936,98.8082,98.714,98.8082,98.8081,98.7495,98.8082,98.8083,98.8367,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,92.115,920.457,88.1193,98.8082,98.1964,98.4621,98.2406,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,102.102,98.8082,98.8082,98.8082,98.8082,98.8082,61165.6,98.8034,98.8082,98.8082,98.8082,98.8058,98.8082,98.8082,98.8082,98.8082,2962.81,98.8082,86.5663,98.8082,98.8082,95.8366,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,98.8082,296266.0,94.9705,98.8082,98.8005,89.7844
733,76.8354,108.218,107.072,107.944,107.592,107.072,107.072,108.393,107.072,111.091,107.977,107.072,107.072,107.072,107.072,107.159,107.072,106.982,107.072,107.072,107.015,107.072,107.072,107.101,107.072,107.072,107.072,107.072,107.072,107.072,107.072,104.112,1098.75,92.8172,107.072,106.433,106.714,106.477,107.072,107.072,107.072,107.072,107.072,107.072,107.072,107.072,107.072,110.41,107.072,107.072,107.072,107.072,107.072,61174.7,107.067,107.072,107.072,107.072,107.07,107.072,107.072,107.072,107.072,2975.35,107.072,97.3169,107.072,107.072,104.839,107.072,107.072,107.072,107.072,107.072,107.072,107.072,107.072,107.072,151034.0,103.701,107.072,107.064,101.092
734,88.5767,121.987,127.912,125.352,131.873,127.912,127.912,131.29,127.912,125.227,124.723,127.912,127.912,127.912,127.912,128.0,127.912,127.777,127.912,127.912,127.845,127.912,127.912,127.941,127.912,127.912,127.912,127.912,127.912,127.912,127.912,121.888,1342.36,111.044,127.912,127.254,127.531,127.3,127.912,127.912,127.912,127.912,127.912,127.912,127.912,127.912,127.912,131.318,127.912,127.912,127.912,127.912,127.912,61203.8,127.907,127.912,127.912,127.912,127.91,127.912,127.912,127.912,127.912,3002.2,127.912,126.203,127.912,127.912,128.142,127.912,127.912,127.912,127.912,127.912,127.912,127.912,127.912,127.912,296313.0,126.437,127.912,127.904,130.668
735,93.1235,123.241,132.578,128.564,135.935,132.578,132.578,133.692,132.578,126.155,127.909,132.578,132.578,132.578,132.578,132.666,132.578,132.416,132.578,132.577,132.505,132.578,132.578,132.607,132.578,132.578,132.578,132.578,132.578,132.578,132.578,127.427,1358.65,115.182,132.578,131.912,132.183,131.964,132.578,132.578,132.578,132.578,132.578,132.578,132.578,132.578,132.578,135.986,132.578,132.578,132.578,132.578,132.578,61205.8,132.573,132.578,132.578,132.578,132.575,132.578,132.578,132.578,132.578,3003.8,132.578,134.009,132.578,132.578,133.844,132.578,132.578,132.578,132.578,132.578,132.578,132.578,132.578,132.578,151058.0,131.934,132.578,132.57,138.607
736,85.0819,114.182,119.495,118.125,118.567,119.495,119.495,117.627,119.495,116.349,118.016,119.495,119.495,119.495,119.495,119.581,119.495,119.36,119.495,119.495,119.429,119.495,119.495,119.523,119.495,119.495,119.495,119.495,119.495,119.495,119.495,112.604,1122.86,105.018,119.495,118.835,119.101,118.893,119.495,119.495,119.495,119.495,119.495,119.495,119.495,119.495,119.495,122.836,119.495,119.495,119.495,119.495,119.495,61186.4,119.49,119.495,119.495,119.495,119.492,119.495,119.495,119.495,119.495,2984.64,119.495,116.329,119.495,119.495,119.469,119.495,119.495,119.495,119.495,119.495,119.495,119.495,119.495,119.495,296284.0,117.817,119.495,119.487,120.613
737,83.7431,113.719,116.787,117.292,115.127,116.787,116.787,115.997,116.787,116.267,117.294,116.787,116.787,116.787,116.787,116.873,116.787,116.669,116.787,116.787,116.726,116.787,116.787,116.816,116.787,116.787,116.787,116.787,116.787,116.787,116.787,109.033,1112.88,101.405,116.787,116.121,116.39,116.185,116.787,116.787,116.787,116.787,116.787,116.787,116.787,116.787,116.787,120.101,116.787,116.787,116.787,116.787,116.787,61186.8,116.782,116.787,116.787,116.787,116.785,116.787,116.787,116.787,116.787,2980.78,116.787,112.234,116.787,116.787,116.366,116.787,116.787,116.787,116.787,116.787,116.787,116.787,116.787,116.787,151033.0,114.78,116.787,116.779,116.41
738,74.915,105.708,101.976,104.826,98.6229,101.976,101.976,99.278,101.976,106.562,105.409,101.976,101.976,101.976,101.976,102.06,101.976,101.912,101.976,101.976,101.928,101.976,101.976,102.004,101.976,101.976,101.976,101.976,101.976,101.976,101.976,93.6343,898.869,92.1706,101.976,101.312,101.577,101.382,101.976,101.976,101.976,101.976,101.976,101.976,101.976,101.976,101.976,105.249,101.976,101.976,101.976,101.976,101.976,61165.1,101.971,101.976,101.976,101.976,101.973,101.976,101.976,101.976,101.976,2964.2,101.976,92.4327,101.976,101.976,99.6439,101.976,101.976,101.976,101.976,101.976,101.976,101.976,101.976,101.976,296264.0,98.737,101.976,101.968,95.0308
739,76.6574,109.641,105.273,107.967,103.742,105.273,105.273,105.512,105.273,110.349,108.292,105.273,105.273,105.273,105.273,105.358,105.273,105.221,105.273,105.273,105.229,105.273,105.273,105.302,105.273,105.273,105.273,105.273,105.273,105.273,105.273,95.9244,1022.44,92.5314,105.273,104.62,104.872,104.684,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,108.567,105.273,105.273,105.273,105.273,105.273,61172.2,105.269,105.273,105.273,105.273,105.271,105.273,105.273,105.273,105.273,2970.2,105.273,96.572,105.273,105.273,103.178,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,151027.0,102.175,105.273,105.266,99.3968
740,74.5907,107.462,100.743,103.117,99.6129,100.743,100.743,100.016,100.743,106.511,103.571,100.743,100.743,100.743,100.743,100.827,100.743,100.716,100.743,100.742,100.705,100.743,100.743,100.771,100.743,100.743,100.743,100.743,100.743,100.743,100.743,91.3221,961.101,88.9611,100.743,100.086,100.336,100.155,100.743,100.743,100.743,100.743,100.743,100.743,100.743,100.743,100.743,104.045,100.743,100.743,100.743,100.743,100.743,61170.4,100.738,100.743,100.743,100.743,100.74,100.743,100.743,100.743,100.743,2966.9,100.743,89.8945,100.743,100.743,97.9738,100.743,100.743,100.743,100.743,100.743,100.743,100.743,100.743,100.743,296273.0,97.0258,100.743,100.735,92.8923
741,72.1702,105.21,96.7468,99.0993,95.434,96.7468,96.7468,95.9603,96.7468,103.039,99.5352,96.7468,96.7468,96.7468,96.7468,96.8313,96.7468,96.7456,96.7468,96.7468,96.7166,96.7468,96.7469,96.775,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,86.2101,910.131,86.052,96.7468,96.0812,96.3383,96.155,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,100.047,96.7468,96.7468,96.7468,96.7468,96.7468,61166.4,96.7421,96.7468,96.7468,96.7468,96.7445,96.7468,96.7468,96.7468,96.7468,2961.52,96.7468,84.3534,96.7468,96.7468,93.4783,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,96.7468,151018.0,92.5719,96.7468,96.7392,87.4703
742,76.6469,109.641,102.97,104.1,103.269,102.97,102.97,104.019,102.97,107.218,104.187,102.97,102.97,102.97,102.97,103.055,102.97,102.967,102.97,102.97,102.941,102.97,102.97,102.999,102.97,102.97,102.97,102.97,102.97,102.97,102.97,91.176,1020.46,89.0358,102.97,102.286,102.554,102.361,102.97,102.97,102.97,102.97,102.97,102.97,102.97,102.97,102.97,106.302,102.97,102.97,102.97,102.97,102.97,61176.1,102.965,102.97,102.97,102.97,102.968,102.97,102.97,102.97,102.97,2971.68,102.97,92.6273,102.97,102.97,100.373,102.97,102.97,102.97,102.97,102.97,102.97,102.97,102.97,102.97,296283.0,99.2223,102.97,102.962,96.2237
743,86.3948,117.928,116.538,115.091,119.282,116.538,116.538,118.917,116.538,115.923,114.698,116.538,116.538,116.538,116.538,116.624,116.538,116.503,116.538,116.537,116.502,116.538,116.538,116.566,116.538,116.538,116.538,116.538,116.538,116.538,116.538,104.599,1207.62,100.101,116.538,115.839,116.102,115.917,116.538,116.538,116.538,116.538,116.538,116.538,116.538,116.538,116.538,119.922,116.538,116.538,116.538,116.538,116.538,61188.6,116.533,116.538,116.538,116.538,116.535,116.538,116.538,116.538,116.538,2987.95,116.538,111.397,116.538,116.538,115.613,116.538,116.538,116.538,116.538,116.538,116.538,116.538,116.538,116.538,151049.0,114.028,116.538,116.53,115.614
744,77.5139,106.311,100.943,100.873,100.096,100.943,100.943,98.8598,100.943,102.524,101.095,100.943,100.943,100.943,100.943,101.028,100.943,100.938,100.943,100.943,100.915,100.943,100.943,100.971,100.943,100.943,100.943,100.943,100.943,100.943,100.943,88.9139,920.595,90.5183,100.943,100.251,100.51,100.335,100.943,100.943,100.943,100.943,100.943,100.943,100.943,100.943,100.943,104.273,100.943,100.943,100.943,100.943,100.943,61167.7,100.938,100.943,100.943,100.943,100.941,100.943,100.943,100.943,100.943,2966.36,100.943,91.8703,100.943,100.943,98.579,100.943,100.943,100.943,100.943,100.943,100.943,100.943,100.943,100.943,296271.0,97.561,100.943,100.935,94.8501
745,71.7588,100.65,92.2702,94.1764,89.6572,92.2702,92.2702,90.3623,92.2702,96.6778,94.5382,92.2702,92.2702,92.2702,92.2702,92.3538,92.2702,92.2967,92.2702,92.2701,92.2512,92.2702,92.2702,92.2981,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,79.8307,816.621,84.3179,92.2702,91.5796,91.8496,91.6536,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,95.5541,92.2702,92.2702,92.2702,92.2702,92.2702,61156.8,92.2655,92.2702,92.2702,92.2702,92.2679,92.2702,92.2702,92.2702,92.2702,2954.5,92.2702,80.9717,92.2702,92.2702,88.9902,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,92.2702,151011.0,88.3856,92.2702,92.2626,83.0622
746,68.0955,97.8311,86.3987,89.45,83.6614,86.3987,86.3987,84.8858,86.3987,93.1932,89.9619,86.3987,86.3987,86.3987,86.3987,86.4817,86.3987,86.454,86.3987,86.3986,86.3879,86.3987,86.3987,86.4264,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,72.989,762.815,80.0152,86.3987,85.702,85.9895,85.7697,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,89.6635,86.3987,86.3987,86.3987,86.3987,86.3987,61153.6,86.394,86.3987,86.3987,86.3987,86.3964,86.3987,86.3987,86.3987,86.3987,2949.95,86.3987,73.7232,86.3987,86.3987,82.4599,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,86.3987,296260.0,82.1702,86.3987,86.3912,75.1129
747,65.9514,95.9474,82.2778,85.6176,80.0532,82.2778,82.2778,81.1661,82.2778,90.3476,86.1834,82.2778,82.2778,82.2778,82.2778,82.3607,82.2778,82.3574,82.2778,82.2778,82.2744,82.2778,82.2779,82.3055,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,67.9003,732.739,76.6514,82.2778,81.5723,81.8784,81.6333,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,85.5434,82.2778,82.2778,82.2778,82.2778,82.2778,61150.7,82.2732,82.2778,82.2778,82.2778,82.2755,82.2778,82.2778,82.2778,82.2778,2945.85,82.2778,68.8169,82.2778,82.2778,77.9128,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,82.2778,151009.0,77.8336,82.2778,82.2703,69.7592
748,80.4736,110.382,103.712,103.803,106.207,103.712,103.712,107.711,103.712,106.068,103.507,103.712,103.712,103.712,103.712,103.798,103.712,103.754,103.712,103.712,103.701,103.712,103.712,103.741,103.712,103.712,103.712,103.712,103.712,103.712,103.712,88.4665,1098.83,92.7436,103.712,102.977,103.301,103.031,103.712,103.712,103.712,103.712,103.712,103.712,103.712,103.712,103.712,107.082,103.712,103.712,103.712,103.712,103.712,61178.1,103.707,103.712,103.712,103.712,103.71,103.712,103.712,103.712,103.712,2976.87,103.712,97.3385,103.712,103.712,101.636,103.712,103.712,103.712,103.712,103.712,103.712,103.712,103.712,103.712,296298.0,100.975,103.712,103.704,99.2282
749,102.604,127.452,133.835,127.951,141.588,133.835,133.835,138.949,133.835,125.07,126.735,133.835,133.835,133.835,133.835,133.924,133.835,133.79,133.835,133.835,133.804,133.835,133.835,133.865,133.835,133.835,133.835,133.835,133.835,133.835,133.835,120.342,1484.35,119.448,133.835,133.077,133.401,133.134,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,137.322,133.835,133.835,133.835,133.835,133.835,61214.8,133.83,133.835,133.835,133.835,133.833,133.835,133.835,133.835,133.835,3013.23,133.835,139.731,133.835,133.835,135.62,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,151081.0,134.117,133.835,133.827,142.65
750,86.9323,106.095,107.237,103.974,107.448,107.237,107.237,104.346,107.237,101.892,103.878,107.237,107.237,107.237,107.237,107.322,107.237,107.221,107.237,107.237,107.213,107.237,107.237,107.265,107.237,107.237,107.237,107.237,107.237,107.237,107.237,94.9602,969.836,98.9994,107.237,106.502,106.82,106.567,107.237,107.237,107.237,107.237,107.237,107.237,107.237,107.237,107.237,110.613,107.237,107.237,107.237,107.237,107.237,61171.5,107.232,107.237,107.237,107.237,107.234,107.237,107.237,107.237,107.237,2973.41,107.237,105.283,107.237,107.237,106.595,107.237,107.237,107.237,107.237,107.237,107.237,107.237,107.237,107.237,296276.0,105.859,107.237,107.229,106.819
751,78.6487,98.1457,96.0387,96.4827,93.0182,96.0387,96.0387,93.7093,96.0387,95.3395,96.5912,96.0387,96.0387,96.0387,96.0387,96.122,96.0387,96.0508,96.0387,96.0386,96.0222,96.0387,96.0388,96.0665,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,84.4452,856.832,88.8952,96.0387,95.3338,95.6454,95.3944,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,99.3324,96.0387,96.0387,96.0387,96.0387,96.0387,61161.4,96.0341,96.0387,96.0387,96.0387,96.0364,96.0387,96.0387,96.0387,96.0387,2957.12,96.0387,89.6276,96.0387,96.0387,94.1611,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,96.0387,151014.0,93.6591,96.0387,96.0312,91.2238
752,71.0722,93.0395,85.9766,88.912,82.2328,85.9766,85.9766,83.6905,85.9766,90.142,89.4309,85.9766,85.9766,85.9766,85.9766,86.0586,85.9766,86.0264,85.9766,85.9765,85.9699,85.9766,85.9766,86.004,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,74.5669,751.36,80.7814,85.9766,85.2729,85.5981,85.3368,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,89.2274,85.9766,85.9766,85.9766,85.9766,85.9766,61151.2,85.972,85.9766,85.9766,85.9766,85.9743,85.9766,85.9766,85.9766,85.9766,2947.71,85.9766,75.9415,85.9766,85.9766,82.7745,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,85.9766,297953.0,82.686,85.9766,85.9691,76.7771
753,65.3907,89.7049,78.7774,82.7747,75.4747,78.7774,78.7774,76.9805,78.7774,86.1242,83.4831,78.7774,78.7774,78.7774,78.7774,78.859,78.7774,78.8637,78.7774,78.7774,78.7805,78.7774,78.7774,78.8046,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,67.3616,687.024,74.7074,78.7774,78.0873,78.4107,78.1447,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,82.0171,78.7774,78.7774,78.7774,78.7774,78.7774,61146.1,78.7728,78.7774,78.7774,78.7774,78.7751,78.7774,78.7774,78.7774,78.7774,2940.73,78.7774,66.5038,78.7774,78.7774,74.638,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,78.7774,158382.0,74.8743,78.7774,78.77,66.6223
754,70.2909,95.5955,86.4172,88.9402,86.0821,86.4172,86.4172,88.0376,86.4172,92.1991,89.2392,86.4172,86.4172,86.4172,86.4172,86.5002,86.4172,86.5,86.4172,86.4171,86.4208,86.4172,86.4172,86.4448,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,74.8869,881.548,77.7667,86.4172,85.7406,86.0508,85.794,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,89.7171,86.4172,86.4172,86.4172,86.4172,86.4172,61152.9,86.4125,86.4172,86.4172,86.4172,86.4148,86.4172,86.4172,86.4172,86.4172,2954.91,86.4172,76.3729,86.4172,86.4172,83.0559,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,86.4172,298793.0,82.9714,86.4172,86.4096,77.2687
755,72.8678,96.7761,89.006,89.8577,89.9329,89.006,89.006,89.903,89.006,92.713,90.0247,89.0061,89.006,89.006,89.006,89.09,89.006,89.0882,89.006,89.006,89.0109,89.006,89.0061,89.034,89.006,89.006,89.006,89.006,89.006,89.006,89.006,77.2353,895.769,77.7746,89.006,88.3288,88.6343,88.3869,89.006,89.006,89.006,89.006,89.006,89.006,89.006,89.006,89.006,92.3465,89.006,89.006,89.006,89.006,89.006,61159.6,89.0013,89.006,89.006,89.006,89.0037,89.006,89.006,89.006,89.006,2957.72,89.006,79.3937,89.006,89.006,85.9034,89.006,89.006,89.006,89.006,89.006,89.006,89.006,89.006,89.006,158445.0,85.5647,89.006,88.9984,81.0526
756,95.1142,114.897,119.641,115.353,125.975,119.641,119.641,124.714,119.641,113.431,114.336,119.641,119.641,119.641,119.641,119.728,119.641,119.651,119.641,119.641,119.631,119.641,119.641,119.67,119.641,119.641,119.641,119.641,119.641,119.641,119.641,109.655,1336.91,104.416,119.641,118.943,119.243,119.004,119.641,119.641,119.641,119.641,119.641,119.641,119.641,119.641,119.641,123.1,119.641,119.641,119.641,119.641,119.641,61198.9,119.636,119.641,119.641,119.641,119.639,119.641,119.641,119.641,119.641,2998.16,119.641,121.42,119.641,119.641,120.155,119.641,119.641,119.641,119.641,119.641,119.641,119.641,119.641,119.641,298842.0,118.921,119.641,119.633,124.376
757,90.0388,106.587,111.164,107.08,113.503,111.164,111.164,110.7,111.164,104.362,106.611,111.164,111.164,111.164,111.164,111.25,111.164,111.16,111.164,111.164,111.151,111.164,111.164,111.193,111.164,111.164,111.164,111.164,111.164,111.164,111.164,99.3712,1085.59,96.2597,111.164,110.477,110.767,110.543,111.164,111.164,111.164,111.164,111.164,111.164,111.164,111.164,111.164,114.571,111.164,111.164,111.164,111.164,111.164,61180.6,111.16,111.164,111.164,111.164,111.162,111.164,111.164,111.164,111.164,2980.35,111.164,111.02,111.164,111.164,111.38,111.164,111.164,111.164,111.164,111.164,111.164,111.164,111.164,111.164,158460.0,110.095,111.164,111.157,114.29
758,83.8528,99.2445,101.396,100.105,100.119,101.396,101.396,99.7576,101.396,97.7792,99.9619,101.396,101.396,101.396,101.396,101.479,101.396,101.4,101.396,101.395,101.384,101.396,101.396,101.423,101.396,101.396,101.396,101.396,101.396,101.396,101.396,89.5593,936.464,88.8075,101.396,100.721,101.005,100.792,101.396,101.396,101.396,101.396,101.396,101.396,101.396,101.396,101.396,104.726,101.396,101.396,101.396,101.396,101.396,61166.7,101.391,101.396,101.396,101.396,101.393,101.396,101.396,101.396,101.396,2966.09,101.396,97.6995,101.396,101.396,100.737,101.396,101.396,101.396,101.396,101.396,101.396,101.396,101.396,101.396,298797.0,99.564,101.396,101.388,100.996
759,103.813,117.494,129.679,125.736,133.562,129.679,129.679,133.63,129.679,119.96,124.663,129.679,129.679,129.679,129.679,129.764,129.679,129.608,129.679,129.679,129.651,129.679,129.679,129.707,129.679,129.679,129.679,129.679,129.679,129.679,129.679,120.197,1394.72,113.89,129.679,128.984,129.267,129.056,129.679,129.679,129.679,129.679,129.679,129.679,129.679,129.679,129.679,133.08,129.679,129.679,129.679,129.679,129.679,61204.8,129.674,129.679,129.679,129.679,129.677,129.679,129.679,129.679,129.679,3003.21,129.679,136.754,129.679,129.679,132.442,129.679,129.679,129.679,129.679,129.679,129.679,129.679,129.679,129.679,158491.0,130.542,129.679,129.671,140.83
760,86.9953,101.257,105.721,104.819,104.238,105.721,105.721,102.641,105.721,101.854,104.977,105.721,105.721,105.721,105.721,105.804,105.721,105.682,105.721,105.721,105.699,105.721,105.721,105.748,105.721,105.721,105.721,105.721,105.721,105.721,105.721,94.6524,953.646,96.2849,105.721,105.041,105.316,105.118,105.721,105.721,105.721,105.721,105.721,105.721,105.721,105.721,105.721,109.041,105.721,105.721,105.721,105.721,105.721,61167.3,105.716,105.721,105.721,105.721,105.718,105.721,105.721,105.721,105.721,2969.86,105.721,104.801,105.721,105.721,105.898,105.721,105.721,105.721,105.721,105.721,105.721,105.721,105.721,105.721,298794.0,104.808,105.721,105.713,107.327
