,elvstd,chanlength,chan,chanbw,changrad,avgdis,lat,gradient,chanflpn,chanman,chanbnkf,soildepth1_o,cropcoef_i,soildepth1_f,soildepth2_i,soildepth3_o,cropgrpn_f,mannings_o,soildepth3_i,soildepth2_f,mannings_f,cropgrpn_i,soildepth2_o,soildepth3_f,cropcoef_f,soildepth1_i,mannings_i,cropcoef_o,cropgrpn_o,n sei,es,ta,pr,e0,et,laif,laio,laii,genua2_o,thetar1_f,thetas3_o,thetar3_o,genua1_o,genua2_f,thetas3_f,thetar3_f,thetar1_o,thetas3,ksat2_o,lambda2,ksat3_f,thetas1,genua1_f,thetar2,genua3,lambda2_f,ksat2,lambda2_o,ksat3,ksat3_o,ksat1_o,thetas2,lambda3_o,thetar1,ksat1,thetas2_o,genua3_f,genua2,thetas1_f,lambda1,ksat1_f,thetar2_f,lambda1_o,thetar2_o,ksat2_f,genua1,lambda3_f,lambda1_f,thetar3,thetas2_f,genua3_o,lambda3,thetas1_o
2697,6.96724,11.1487,7.48348,8.07817,7.02177,7.48348,7.48348,7.27784,7.48348,8.81758,8.18167,7.48348,7.48348,7.48348,7.48348,7.48668,7.48348,7.55611,7.48348,7.48348,7.51643,7.48348,7.48348,7.48444,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.4757,76.1935,7.11819,7.48348,7.46081,7.46869,7.46117,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,9.2953,7.48348,7.48348,7.48348,7.48348,7.48348,61071.9,7.48342,7.48348,7.48348,7.48348,7.4834,7.48348,7.48348,7.48348,7.48348,2872.41,7.48348,7.79944,7.48348,7.48348,7.78903,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,7.48348,1754320.0,7.56722,7.48348,7.48318,8.3221
2698,25.6377,26.5566,31.569,29.335,37.1612,31.569,31.569,37.2197,31.569,27.1651,28.2586,31.569,31.569,31.569,31.569,31.5723,31.569,31.6192,31.569,31.569,31.6011,31.569,31.569,31.5699,31.569,31.569,31.569,31.569,31.569,31.569,31.569,38.9129,533.733,25.6935,31.569,31.5455,31.5543,31.5457,31.569,31.569,31.569,31.569,31.569,31.569,31.569,31.569,31.569,33.4924,31.569,31.569,31.569,31.569,31.569,61106.5,31.5689,31.569,31.569,31.569,31.5689,31.569,31.569,31.569,31.569,2913.83,31.569,38.5382,31.569,31.569,34.1882,31.569,31.569,31.569,31.569,31.569,31.569,31.569,31.569,31.569,1779470.0,33.0266,31.569,31.5687,40.8678
2699,19.1948,21.5677,24.6443,20.8514,29.0904,24.6443,24.6443,24.4429,24.6443,19.5474,20.6756,24.6443,24.6443,24.6443,24.6443,24.6475,24.6443,24.6881,24.6443,24.6443,24.6749,24.6443,24.6443,24.6452,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,27.0225,303.603,21.1771,24.6443,24.6032,24.6288,24.606,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,26.4832,24.6443,24.6443,24.6443,24.6443,24.6443,61090.3,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,2896.37,24.6443,29.8701,24.6443,24.6443,26.7035,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,24.6443,1761330.0,25.6782,24.6443,24.644,32.0758
2700,16.7689,17.418,21.5121,18.1242,23.0009,21.5121,21.5121,20.818,21.5121,15.8262,17.7644,21.5121,21.5121,21.5121,21.5121,21.5151,21.5121,21.549,21.5121,21.5121,21.5397,21.5121,21.5121,21.513,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,22.9389,212.836,19.1837,21.5121,21.4681,21.496,21.4688,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,23.1964,21.5121,21.5121,21.5121,21.5121,21.5121,61083.9,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,2887.48,21.5121,25.7662,21.5121,21.5121,23.2225,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,21.5121,1754080.0,22.3805,21.5121,21.5119,27.496
2701,15.2558,15.3228,19.1874,17.0622,18.7034,19.1874,19.1874,18.371,19.1874,14.4311,16.7357,19.1874,19.1874,19.1874,19.1874,19.1905,19.1874,19.2204,19.1874,19.1874,19.2125,19.1874,19.1874,19.1884,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,20.3224,167.694,17.6412,19.1874,19.1446,19.1707,19.145,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,20.7523,19.1874,19.1874,19.1874,19.1874,19.1874,61080.4,19.1873,19.1874,19.1874,19.1874,19.1873,19.1874,19.1874,19.1874,19.1874,2881.85,19.1874,22.4413,19.1874,19.1874,20.5184,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,19.1874,1759440.0,19.8734,19.1874,19.1871,23.6599
2702,13.8721,14.2418,17.1225,16.2606,15.802,17.1225,17.1225,16.315,17.1225,13.8428,16.0747,17.1225,17.1225,17.1225,17.1225,17.126,17.1225,17.1549,17.1225,17.1225,17.1462,17.1225,17.1225,17.1236,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,18.0638,143.304,16.0972,17.1225,17.0811,17.1057,17.0814,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,18.6285,17.1225,17.1225,17.1225,17.1225,17.1225,61078.5,17.1224,17.1225,17.1225,17.1225,17.1224,17.1225,17.1225,17.1225,17.1225,2880.4,17.1225,19.5141,17.1225,17.1225,18.1139,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,17.1225,1753970.0,17.6454,17.1225,17.1222,20.288
2703,12.5906,13.5965,15.3438,15.4325,13.8313,15.3438,15.3438,14.6169,15.3438,13.5085,15.3923,15.3438,15.3438,15.3438,15.3438,15.3478,15.3438,15.3777,15.3438,15.3438,15.3671,15.3438,15.3438,15.3451,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,16.1271,128.79,14.6592,15.3438,15.3037,15.327,15.304,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,16.8376,15.3438,15.3438,15.3438,15.3438,15.3438,61077.0,15.3437,15.3438,15.3438,15.3438,15.3437,15.3438,15.3438,15.3438,15.3438,2877.96,15.3438,17.0639,15.3438,15.3438,16.0559,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,15.3438,1759440.0,15.7353,15.3438,15.3434,17.4651
2704,11.4491,13.1331,13.8457,14.5498,12.4196,13.8457,13.8457,13.2254,13.8457,13.2222,14.6243,13.8457,13.8457,13.8457,13.8457,13.8503,13.8457,13.882,13.8457,13.8457,13.869,13.8457,13.8457,13.8472,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,14.513,119.108,13.3829,13.8457,13.8069,13.8291,13.8072,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,15.3564,13.8457,13.8457,13.8457,13.8457,13.8457,61077.2,13.8456,13.8457,13.8457,13.8457,13.8455,13.8457,13.8457,13.8457,13.8457,2877.94,13.8457,15.0733,13.8457,13.8457,14.3508,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,13.8457,1753970.0,14.1378,13.8457,13.8452,15.2039
2705,10.457,12.7662,12.6142,13.6709,11.3641,12.6142,12.6142,12.1005,12.6142,12.9347,13.8225,12.6142,12.6142,12.6142,12.6142,12.6194,12.6142,12.6532,12.6142,12.6142,12.6377,12.6142,12.6142,12.6159,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,13.1824,112.093,12.2953,12.6142,12.5766,12.5979,12.5767,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,14.1584,12.6142,12.6142,12.6142,12.6142,12.6142,61076.5,12.614,12.6142,12.6142,12.6142,12.614,12.6142,12.6142,12.6142,12.6142,2876.28,12.6142,13.4852,12.6142,12.6142,12.9743,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,12.6142,1759440.0,12.831,12.6142,12.6136,13.4282
2706,9.60964,12.4588,11.6052,12.8334,10.5393,11.6052,11.6052,11.186,11.6052,12.6305,13.0305,11.6052,11.6052,11.6052,11.6052,11.6111,11.6052,11.6471,11.6052,11.6052,11.6292,11.6052,11.6052,11.6072,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,12.0935,106.225,11.38,11.6052,11.5678,11.5893,11.5674,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,13.1916,11.6052,11.6052,11.6052,11.6052,11.6052,61075.9,11.6051,11.6052,11.6052,11.6052,11.6051,11.6052,11.6052,11.6052,11.6052,2876.61,11.6052,12.22,11.6052,11.6052,11.8714,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,11.6052,1753970.0,11.7675,11.6052,11.6047,12.0237
2707,8.86708,12.1808,10.7569,12.0422,9.85095,10.7569,10.7569,10.4178,10.7569,12.2941,12.2625,10.7569,10.7569,10.7569,10.7569,10.7634,10.7569,10.8013,10.7569,10.7569,10.7813,10.7569,10.7569,10.759,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,11.1662,101.019,10.5877,10.7569,10.72,10.7413,10.7194,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,12.3891,10.7569,10.7569,10.7569,10.7569,10.7569,61075.0,10.7567,10.7569,10.7569,10.7569,10.7567,10.7569,10.7569,10.7569,10.7569,2875.03,10.7569,11.2052,10.7569,10.7569,10.9666,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,10.7569,1770450.0,10.8855,10.7569,10.7562,10.929
2708,8.55219,12.4207,10.7844,11.9928,10.1565,10.7844,10.7844,10.8361,10.7844,12.5262,12.1842,10.7844,10.7844,10.7844,10.7844,10.7915,10.7844,10.8282,10.7844,10.7844,10.8087,10.7844,10.7844,10.7868,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,11.4856,127.638,10.0744,10.7844,10.748,10.769,10.747,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,12.474,10.7844,10.7844,10.7844,10.7844,10.7844,61075.1,10.7842,10.7844,10.7844,10.7844,10.7842,10.7844,10.7844,10.7844,10.7844,2876.81,10.7844,11.1361,10.7844,10.7844,11.0515,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,10.7844,1794580.0,10.8956,10.7844,10.7837,11.1836
2709,24.7867,25.3176,31.1075,29.6495,35.7751,31.1075,31.1075,36.0172,31.1075,27.8442,28.8814,31.1075,31.1075,31.1075,31.1075,31.1165,31.1075,31.1241,31.1075,31.1075,31.1286,31.1075,31.1075,31.1105,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,39.2104,492.1,24.1215,31.1075,31.0454,31.0865,31.0349,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,33.0991,31.1075,31.1075,31.1075,31.1075,31.1075,61101.4,31.1073,31.1075,31.1075,31.1075,31.1073,31.1075,31.1075,31.1075,31.1075,2910.26,31.1075,36.5458,31.1075,31.1075,33.2502,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,31.1075,1816070.0,32.2862,31.1075,31.1066,38.2643
2710,18.8424,20.8558,24.9448,22.1982,28.4849,24.9448,24.9448,24.7389,24.9448,21.0893,22.1177,24.9448,24.9448,24.9448,24.9448,24.9545,24.9448,24.9574,24.9448,24.9448,24.9648,24.9448,24.9448,24.9481,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,28.3,299.94,21.1114,24.9448,24.857,24.9176,24.8496,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,26.9956,24.9448,24.9448,24.9448,24.9448,24.9448,61092.4,24.9446,24.9448,24.9448,24.9448,24.9446,24.9448,24.9448,24.9448,24.9448,2896.82,24.9448,28.9258,24.9448,24.9448,26.5724,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,24.9448,1800420.0,25.7426,24.9448,24.9439,30.4513
2711,17.4124,18.5707,23.8624,21.3142,25.2201,23.8624,23.8624,23.607,23.8624,19.3188,21.0122,23.8624,23.8624,23.8624,23.8624,23.8724,23.8624,23.8677,23.8624,23.8624,23.8798,23.8624,23.8624,23.8657,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,26.6002,258.737,19.8075,23.8624,23.7672,23.8313,23.7578,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,25.8945,23.8624,23.8624,23.8624,23.8624,23.8624,61088.8,23.8622,23.8624,23.8624,23.8624,23.8621,23.8624,23.8624,23.8624,23.8624,2889.94,23.8624,27.0326,23.8624,23.8624,25.3733,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,23.8624,1778850.0,24.5005,23.8624,23.8614,28.9409
2712,18.852,19.2592,25.5869,23.4768,26.1469,25.5869,25.5869,25.8458,25.5869,20.8546,23.068,25.5869,25.5869,25.5869,25.5869,25.5973,25.5869,25.5812,25.5869,25.5869,25.6012,25.5869,25.5869,25.5904,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,29.278,285.47,20.2248,25.5869,25.4682,25.5513,25.4493,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,27.6114,25.5869,25.5869,25.5869,25.5869,25.5869,61095.2,25.5867,25.5869,25.5869,25.5869,25.5866,25.5869,25.5869,25.5869,25.5869,2892.68,25.5869,28.2668,25.5869,25.5869,27.1949,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,25.5869,770367.0,26.0536,25.5869,25.5859,31.0405
2713,36.3793,32.7672,48.2995,43.174,53.9333,48.2995,48.2995,52.5392,48.2995,37.2675,41.8701,48.2995,48.2995,48.2995,48.2995,48.3112,48.2995,48.2387,48.2995,48.2995,48.3033,48.2995,48.2995,48.3034,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,58.8822,656.769,32.5619,48.2995,48.1249,48.2505,48.0865,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,50.4873,48.2995,48.2995,48.2995,48.2995,48.2995,61085.8,48.2993,48.2995,48.2995,48.2995,48.2992,48.2995,48.2995,48.2995,48.2995,2926.56,48.2995,58.1131,48.2995,48.2995,52.4753,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,48.2995,1463580.0,50.2521,48.2995,48.2984,62.8375
2714,28.0676,25.6744,38.0758,33.437,40.2953,38.0758,38.0758,36.8333,38.0758,28.2094,32.9946,38.0758,38.0758,38.0758,38.0758,38.0876,38.0758,38.0109,38.0758,38.0758,38.0771,38.0758,38.0758,38.0797,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,43.2053,389.546,29.8101,38.0758,37.8476,38.0124,37.8164,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,40.2266,38.0758,38.0758,38.0758,38.0758,38.0758,61089.7,38.0755,38.0758,38.0758,38.0758,38.0755,38.0758,38.0758,38.0758,38.0758,2906.82,38.0758,44.7736,38.0758,38.0758,41.1558,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,38.0758,762329.0,39.3486,38.0758,38.0746,48.5422
2715,26.6228,23.4918,36.0633,33.154,35.9121,36.0633,36.0633,35.2856,36.0633,27.3977,32.6378,36.0633,36.0633,36.0633,36.0633,36.0752,36.0633,35.9914,36.0633,36.0633,36.0616,36.0633,36.0633,36.0673,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,41.4075,369.258,28.8007,36.0633,35.8283,35.9911,35.7966,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,38.1723,36.0633,36.0633,36.0633,36.0633,36.0633,61097.5,36.063,36.0633,36.0633,36.0633,36.063,36.0633,36.0633,36.0633,36.0633,2900.13,36.0633,41.061,36.0633,36.0633,38.812,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,36.0633,749970.0,36.9621,36.0633,36.0621,45.0681
2716,39.9062,33.0997,52.3231,48.0749,55.5541,52.3231,52.3231,55.0763,52.3231,40.0814,46.9791,52.3231,52.3231,52.3231,52.3231,52.3358,52.3231,52.2037,52.3231,52.3231,52.3113,52.3231,52.3231,52.3273,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,63.8013,644.861,36.6477,52.3231,52.0348,52.2341,51.9835,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,54.5213,52.3231,52.3231,52.3231,52.3231,52.3231,61097.0,52.3228,52.3231,52.3231,52.3231,52.3228,52.3231,52.3231,52.3231,52.3231,2926.28,52.3231,62.057,52.3231,52.3231,56.8546,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,52.3231,1331150.0,54.2405,52.3231,52.3219,67.2749
2717,84.5749,67.4278,112.982,98.2745,128.921,112.982,112.982,121.617,112.982,80.9018,95.1029,112.982,112.982,112.982,112.982,112.996,112.982,112.672,112.982,112.982,112.932,112.982,112.982,112.986,112.982,112.982,112.982,112.982,112.982,112.982,112.982,136.643,1499.97,88.2454,112.982,112.607,112.854,112.56,112.982,112.982,112.982,112.982,112.982,112.982,112.982,112.982,112.982,115.41,112.982,112.982,112.982,112.982,112.982,61154.5,112.981,112.982,112.982,112.982,112.981,112.982,112.982,112.982,112.982,3006.3,112.982,149.975,112.982,112.982,126.071,112.982,112.982,112.982,112.982,112.982,112.982,112.982,112.982,112.982,2160570.0,121.461,112.982,112.98,156.239
2718,58.62,46.2604,82.4224,72.2347,84.9866,82.4224,82.4224,79.3075,82.4224,56.502,71.0761,82.4224,82.4224,82.4224,82.4224,82.4363,82.4224,82.1125,82.4224,82.4224,82.3676,82.4224,82.4224,82.427,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,91.2283,792.808,69.2833,82.4224,82.0095,82.2817,81.9699,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,84.7153,82.4224,82.4224,82.4224,82.4224,82.4224,61135.7,82.4221,82.4224,82.4224,82.4224,82.422,82.4224,82.4224,82.4224,82.4224,2949.79,82.4224,106.08,82.4224,82.4224,91.8664,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,82.4224,804797.0,88.2171,82.4224,82.4211,111.675
2719,47.6423,36.09,65.4107,62.7318,61.0775,65.4107,65.4107,61.985,65.4107,49.3662,62.2115,65.4107,65.4107,65.4107,65.4107,65.4241,65.4107,65.1357,65.4107,65.4107,65.3587,65.4107,65.4107,65.4152,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,71.1794,534.602,58.1973,65.4107,64.9883,65.2686,64.9368,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,67.5902,65.4107,65.4107,65.4107,65.4107,65.4107,61111.5,65.4104,65.4107,65.4107,65.4107,65.4104,65.4107,65.4107,65.4107,65.4107,2921.94,65.4107,78.8968,65.4107,65.4107,71.6281,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,65.4107,741590.0,69.0671,65.4107,65.4094,82.8989
2720,40.2651,32.7179,54.474,56.5993,48.9835,54.474,54.474,51.7136,54.474,47.749,56.7815,54.474,54.474,54.474,54.474,54.4873,54.474,54.239,54.474,54.474,54.427,54.474,54.474,54.4785,54.474,54.474,54.474,54.474,54.474,54.474,54.474,58.7548,430.518,50.3031,54.474,54.0613,54.3336,54.0114,54.474,54.474,54.474,54.474,54.474,54.474,54.474,54.474,54.474,56.6089,54.474,54.474,54.474,54.474,54.474,61112.1,54.4737,54.474,54.474,54.474,54.4737,54.474,54.474,54.474,54.474,2912.02,54.474,60.8783,54.474,54.474,58.2267,54.474,54.474,54.474,54.474,54.474,54.474,54.474,54.474,54.474,743250.0,56.4643,54.474,54.4727,63.7086
2721,34.8956,31.6301,47.0179,51.2445,42.3731,47.0179,47.0179,44.9233,47.0179,46.8355,51.8535,47.0179,47.0179,47.0179,47.0179,47.0314,47.0179,46.8204,47.0179,47.0179,46.9763,47.0179,47.0179,47.0224,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,50.4386,380.995,44.5131,47.0179,46.6162,46.8797,46.5688,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,49.1548,47.0179,47.0179,47.0179,47.0179,47.0179,61111.9,47.0176,47.0179,47.0179,47.0179,47.0176,47.0179,47.0179,47.0179,47.0179,2906.02,47.0179,48.7563,47.0179,47.0179,48.977,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,47.0179,745828.0,47.7952,47.0179,47.0166,50.7345
2722,30.9605,31.0591,41.5713,46.3197,38.0503,41.5713,41.5713,39.948,41.5713,45.4172,47.1066,41.5713,41.5713,41.5713,41.5713,41.5851,41.5713,41.4111,41.5713,41.5713,41.5359,41.5713,41.5713,41.5759,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,44.7206,350.532,40.1714,41.5713,41.181,41.4356,41.1361,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,43.7326,41.5713,41.5713,41.5713,41.5713,41.5713,61110.7,41.571,41.5713,41.5713,41.5713,41.571,41.5713,41.5713,41.5713,41.5713,2903.6,41.5713,40.2744,41.5713,41.5713,42.1517,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,41.5713,744987.0,41.4816,41.5713,41.57,41.2898
2723,28.0074,30.7368,37.6412,42.1749,35.0315,37.6412,37.6412,36.4482,37.6412,43.7235,42.9788,37.6412,37.6412,37.6412,37.6412,37.6554,37.6412,37.513,37.6412,37.6412,37.6114,37.6412,37.6412,37.646,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,40.6065,330.211,36.804,37.6412,37.2636,37.5084,37.2214,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,39.8351,37.6412,37.6412,37.6412,37.6412,37.6412,61111.8,37.6409,37.6412,37.6412,37.6412,37.6409,37.6412,37.6412,37.6412,37.6412,2900.08,37.6412,34.4361,37.6412,37.6412,37.2818,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,37.6412,745851.0,36.958,37.6412,37.6399,34.8358
2724,25.7434,30.6087,34.7768,38.8198,32.8138,34.7768,34.7768,33.9069,34.7768,41.9517,39.5665,34.7768,34.7768,34.7768,34.7768,34.7914,34.7768,34.6755,34.7768,34.7768,34.752,34.7768,34.7768,34.7817,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,37.5273,313.9,34.2297,34.7768,34.4105,34.6473,34.3697,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,37.0043,34.7768,34.7768,34.7768,34.7768,34.7768,61109.8,34.7765,34.7768,34.7768,34.7768,34.7764,34.7768,34.7768,34.7768,34.7768,2899.14,34.7768,30.3353,34.7768,34.7768,33.771,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,34.7768,744985.0,33.671,34.7768,34.7754,30.3877
2725,23.915,30.586,32.5963,36.0974,31.0669,32.5963,32.5963,31.9566,32.5963,40.1728,36.7619,32.5963,32.5963,32.5963,32.5963,32.6112,32.5963,32.5186,32.5963,32.5963,32.5761,32.5963,32.5963,32.6013,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,35.0575,298.715,32.1985,32.5963,32.2419,32.4705,32.2026,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,34.8554,32.5963,32.5963,32.5963,32.5963,32.5963,61107.7,32.596,32.5963,32.5963,32.5963,32.5959,32.5963,32.5963,32.5963,32.5963,2896.69,32.5963,27.3557,32.5963,32.5963,31.1246,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,32.5963,745850.0,31.1879,32.5963,32.5948,27.1625
2726,22.374,30.5688,30.8137,33.8199,29.5656,30.8137,30.8137,30.3383,30.8137,38.3961,34.4018,30.8137,30.8137,30.8137,30.8137,30.8289,30.8137,30.7566,30.8137,30.8137,30.7977,30.8137,30.8137,30.8188,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,32.9663,284.454,30.4878,30.8137,30.472,30.6919,30.4344,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,33.1011,30.8137,30.8137,30.8137,30.8137,30.8137,61105.7,30.8134,30.8137,30.8137,30.8137,30.8133,30.8137,30.8137,30.8137,30.8137,2896.25,30.8137,25.0909,30.8137,30.8137,29.0143,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,30.8137,744985.0,29.1978,30.8137,30.8122,24.7202
2727,21.0285,30.5621,29.3444,31.9339,28.2807,29.3444,29.3444,29.009,29.3444,36.7114,32.4396,29.3444,29.3444,29.3444,29.3444,29.3599,29.3444,29.3048,29.3444,29.3444,29.3322,29.3444,29.3444,29.3495,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,31.1213,271.335,29.0163,29.3444,29.0158,29.227,28.9801,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,31.657,29.3444,29.3444,29.3444,29.3444,29.3444,61103.6,29.344,29.3444,29.3444,29.3444,29.3439,29.3444,29.3444,29.3444,29.3444,2894.02,29.3444,23.3595,29.3444,29.3444,27.3288,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,29.3444,747587.0,27.5918,29.3444,29.3429,22.898
2728,19.8266,30.4888,28.0252,30.2778,27.0844,28.0252,28.0252,27.7602,28.0252,35.0713,30.7208,28.0252,28.0252,28.0252,28.0252,28.041,28.0252,28.0011,28.0252,28.0252,28.0165,28.0252,28.0252,28.0304,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,29.4525,258.899,27.705,28.0252,27.7096,27.9123,27.6756,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,30.3602,28.0252,28.0252,28.0252,28.0252,28.0252,61101.8,28.0248,28.0252,28.0252,28.0252,28.0248,28.0252,28.0252,28.0252,28.0252,2893.86,28.0252,21.9235,28.0252,28.0252,25.8579,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,28.0252,752664.0,26.1854,28.0252,28.0237,21.3732
