,elvstd,chanlength,changrad,chanman,chanbnkf,mannings_o,pr,e0,laio,thetar1_o,thetas3,thetar2,thetar1,thetas2_o,thetas1_f,thetar2_f,thetar2_o,thetar3,thetas2_f,thetas1_o
610,77.9362,83.6361,64.4508,85.9794,81.9098,78.0437,5.09256,80.3924,77.9685,77.9621,89703.9,81.7614,78.0953,3684.14,147.528,77.9621,77.9621,85.2157,1276.21,280.118
611,68.8979,63.2958,59.3095,66.3089,69.8095,68.9835,4.70401,72.2853,68.9247,68.9177,78000.9,70.5833,68.994,3691.53,135.458,68.9177,68.9177,75.6922,1277.12,265.474
612,62.2251,54.6285,57.4403,56.5023,61.3828,62.2905,4.58553,65.9911,62.2481,62.2408,72626.0,62.0965,62.2623,3687.43,126.897,62.2408,62.2408,68.6865,1275.14,255.745
613,55.2751,47.7656,54.3836,49.1125,53.6938,55.3193,4.53192,57.5759,55.2954,55.2881,79165.8,53.817,55.2445,3682.1,119.001,55.2881,55.2881,61.5443,1272.47,247.522
614,51.7225,46.2932,53.0819,46.9007,50.1632,51.7564,4.39332,55.0185,51.741,51.7338,123338.0,49.6488,51.705,3675.78,115.266,51.7338,51.7338,57.9173,1260.93,244.037
615,46.8315,41.9717,49.5453,42.6602,45.3685,46.8515,4.35338,48.8834,46.8485,46.8414,87188.1,43.9958,46.7634,3672.11,110.367,46.8414,46.8414,52.99,1261.6,239.342
616,41.913,36.955,45.4402,37.8191,40.5082,41.922,4.163,43.3352,41.9288,41.9219,80024.4,38.8437,41.8314,3667.06,105.411,41.9219,41.9219,48.0414,1259.08,234.442
617,37.6809,32.8596,41.6643,33.6933,36.3307,37.6812,3.94531,38.6945,37.6955,37.6889,82211.5,34.555,37.5931,3661.33,101.138,37.6889,37.6889,43.7822,1253.98,230.201
618,33.9411,29.3969,38.1442,30.1525,32.6526,33.9347,3.71324,34.689,33.9545,33.9483,81337.8,30.878,33.8543,3657.47,97.3766,33.9483,33.9483,40.0187,1249.29,226.489
619,30.691,26.5097,34.9385,27.1773,29.4809,30.6798,3.4817,31.3014,30.7033,30.6975,82871.0,27.7489,30.6088,3653.54,94.1385,30.6975,30.6975,36.7498,1246.08,223.326
620,27.867,24.067,32.0372,24.6561,26.7456,27.8518,3.25622,28.324,27.8782,27.8729,81886.9,25.0752,27.7877,3650.05,91.356,27.8729,27.8729,33.9117,1242.61,220.631
621,25.2514,21.7157,29.284,22.2761,24.2088,25.2331,3.027,25.6019,25.2616,25.2567,82966.1,22.658,25.1786,3646.58,88.7813,25.2567,25.2567,31.2828,1239.45,218.127
622,22.8955,19.582,26.7575,20.1152,21.9234,22.8752,2.80606,23.2007,22.9049,22.9003,84828.3,20.5145,22.8322,3643.08,86.462,22.9003,22.9003,28.9136,1236.34,215.866
623,20.8695,17.8193,24.537,18.2986,19.9676,20.8475,2.60475,21.1159,20.878,20.8739,88124.3,18.6821,20.8128,3640.35,84.4828,20.8739,20.8739,26.876,1233.6,213.95
624,18.9886,16.1349,22.4622,16.5891,18.1466,18.9656,2.41027,19.2105,18.9964,18.9926,157343.0,17.0057,18.9407,3634.35,82.6433,18.9926,18.9926,24.9832,1226.94,212.163
625,24.6998,26.5144,27.205,25.2048,24.482,24.683,2.23239,26.2315,24.7073,24.7036,529384.0,23.3412,24.7199,3577.81,89.419,24.7036,24.7036,30.8471,1191.31,219.781
626,96.4516,142.276,88.0746,128.422,103.359,96.5217,5.12015,99.2454,96.4615,96.456,570222.0,104.558,96.9738,3675.05,169.281,96.456,96.456,103.843,1280.75,306.295
627,86.5439,105.904,73.2601,105.629,92.9153,86.6221,5.33098,89.5455,86.555,86.548,575217.0,90.7973,86.7919,3651.34,158.775,86.548,86.548,93.9535,1260.39,293.915
628,73.4113,71.4358,61.8487,75.0809,76.0259,73.4723,5.07145,75.8025,73.4228,73.4146,204971.0,74.9602,73.5057,3667.76,141.935,73.4146,73.4146,80.314,1264.11,273.336
629,64.3847,56.0106,57.7082,58.8159,64.1651,64.4268,4.81185,65.8839,64.3962,64.3874,176196.0,64.2661,64.3974,3684.81,129.955,64.3874,64.3874,70.8306,1271.68,259.119
630,56.496,47.5428,54.4762,49.3595,54.9477,56.5207,4.6298,57.4813,56.507,56.4982,176689.0,55.2331,56.455,3683.32,120.45,56.4982,56.4982,62.6582,1269.92,248.81
631,93.7327,109.384,88.6526,103.248,95.5037,93.805,5.84352,96.3631,93.7444,93.7348,584248.0,98.2181,94.0546,3671.27,160.108,93.7348,93.7348,100.138,1279.29,291.721
632,86.9118,92.9438,81.6541,92.7125,88.5427,86.9775,6.14628,89.7312,86.9247,86.9137,491073.0,88.1746,87.046,3665.17,153.445,86.9137,86.9137,93.3233,1270.64,284.97
633,96.0103,101.991,89.8659,101.197,97.8199,96.0865,6.26731,99.2184,96.025,96.012,625120.0,98.0008,96.2315,3660.11,162.553,96.012,96.012,102.415,1269.61,293.945
634,84.5427,81.0206,80.9868,82.8674,84.6849,84.5984,6.38122,87.6991,84.5596,84.5442,226141.0,83.5867,84.6085,3684.22,149.935,84.5442,84.5442,90.7962,1279.69,280.01
635,80.3182,75.5867,79.1892,76.7375,79.6294,80.3615,6.1847,83.6015,80.3366,80.3195,366822.0,78.2374,80.3675,3674.71,144.96,80.3195,80.3195,86.4613,1269.32,274.39
636,104.522,114.648,101.068,111.033,105.902,104.593,6.82279,108.263,104.543,104.523,631136.0,105.613,104.793,3682.42,170.456,104.523,104.523,110.798,1286.36,301.604
637,128.154,145.276,120.235,141.426,131.65,128.259,8.32984,132.011,128.178,128.155,654245.0,131.945,128.572,3707.09,195.436,128.155,128.155,134.582,1312.3,328.038
638,147.843,163.774,136.109,161.275,152.113,147.98,9.73036,151.744,147.871,147.844,671282.0,153.941,148.387,3728.49,215.508,147.844,147.844,154.313,1333.19,348.361
639,121.442,114.451,114.98,118.23,121.808,121.533,9.5007,124.97,121.472,121.443,225790.0,121.921,121.634,3735.95,187.126,121.443,121.443,127.678,1326.15,317.419
640,103.998,91.0482,103.818,94.3367,101.944,104.05,8.96868,107.261,104.027,103.999,194794.0,101.618,104.041,3744.49,168.078,103.999,103.999,110.032,1324.72,296.655
641,90.5594,78.379,94.9038,80.5271,87.6822,90.58,8.53167,93.1912,90.588,90.5601,193892.0,86.2951,90.4919,3737.07,153.842,90.5601,90.5601,96.4771,1317.23,281.841
642,79.6791,69.4584,86.4148,70.9757,76.8106,79.6689,8.07058,81.8449,79.6989,79.6724,193162.0,74.3046,79.5335,3726.4,142.705,79.6724,79.6724,85.5366,1308.08,270.739
643,70.7833,62.3006,78.4396,63.5068,68.2223,70.7622,7.57706,72.2822,70.8082,70.7832,194337.0,64.8457,70.5959,3716.32,133.83,70.7832,70.7832,76.6279,1299.62,262.1
644,63.2121,55.9173,70.9742,56.9885,60.9714,63.179,7.0504,64.2867,63.2356,63.2123,193500.0,57.1031,63.0001,3706.45,126.35,63.2123,63.2123,69.0497,1289.91,254.854
645,56.7317,50.2883,64.2093,51.2666,54.7619,56.6905,6.52257,57.5211,56.7538,56.7322,195211.0,50.6927,56.5096,3697.26,119.967,56.7322,56.7322,62.5651,1282.32,248.658
646,51.0947,45.2878,58.1319,46.1909,49.3389,51.0482,6.00953,51.6888,51.1153,51.0955,200212.0,45.2777,50.8726,3688.91,114.41,51.0955,51.0955,56.923,1275.13,243.242
647,46.1354,40.8298,52.692,41.6678,44.5482,46.0857,5.52184,46.5948,46.1546,46.1365,199965.0,40.6302,45.92,3681.37,109.512,46.1365,46.1365,51.9567,1268.55,238.454
648,41.7358,36.8435,47.824,37.6237,40.2844,41.6841,5.06519,42.1011,41.7534,41.7369,166496.0,36.5906,41.5308,3677.08,105.16,41.7369,41.7369,47.5482,1263.98,234.191
649,37.7904,33.2404,43.4458,33.9724,36.4503,37.7379,4.64036,38.0887,37.8066,37.7916,163074.0,33.0309,37.5992,3671.84,101.25,37.7916,37.7916,43.5923,1258.16,230.357
650,34.2603,30.0174,39.5212,30.7017,33.0155,34.2076,4.24993,34.5095,34.2751,34.2614,165109.0,29.8881,34.0842,3666.43,97.7495,34.2614,34.2614,40.0505,1253.75,226.925
651,31.0913,27.1283,35.9949,27.7676,29.9308,31.0397,3.89253,31.5881,31.1049,31.0924,167862.0,27.0971,30.938,3660.09,94.6082,31.0924,31.0924,36.8694,1248.13,223.847
652,28.5605,25.0511,33.1008,25.5762,27.5023,28.5096,3.59346,29.0,28.5729,28.5615,168729.0,24.8558,28.4169,3656.53,92.1444,28.5615,28.5615,34.3317,1245.77,221.479
653,26.0564,22.7668,30.2787,23.2863,25.0749,26.0064,3.29992,26.4343,26.0679,26.0573,169990.0,22.6791,25.9266,3652.99,89.6886,26.0573,26.0573,31.8187,1242.63,219.087
654,60.2529,79.0447,59.6458,72.1933,62.46,60.2356,3.96884,62.7097,60.2655,60.2539,613727.0,61.0903,60.3991,3631.44,127.878,60.2539,60.2539,66.5609,1244.11,260.778
655,63.7343,78.3672,59.5207,76.1379,66.9572,63.7306,4.3057,66.6502,63.7484,63.7352,661205.0,63.5531,63.7874,3619.87,132.639,63.7352,63.7352,70.2685,1235.99,265.891
656,95.3236,118.172,84.4016,113.703,100.804,95.3699,5.44428,98.9969,95.3413,95.3245,662437.0,99.5826,95.6251,3658.19,165.595,95.3245,95.3245,102.067,1270.4,299.809
657,78.8448,80.1092,69.2042,82.6185,81.3696,78.8782,5.60196,81.8355,78.8654,78.8455,213156.0,79.514,78.8973,3679.26,146.715,78.8455,78.8455,85.2838,1273.6,278.317
658,68.4527,61.0065,62.841,63.8911,68.3856,68.4712,5.26704,70.3136,68.4746,68.4534,178045.0,67.6686,68.4325,3699.26,133.918,68.4534,68.4534,74.5602,1282.3,263.389
659,60.0366,51.097,58.6812,53.0901,58.5718,60.0409,5.01448,61.2608,60.0583,60.0371,174956.0,58.2517,59.9688,3697.68,124.012,60.0371,60.0371,65.9153,1279.63,252.527
660,52.8111,44.6106,54.5523,45.9831,50.8707,52.804,4.79304,53.9731,52.8319,52.8116,176355.0,50.3864,52.7186,3690.16,116.096,52.8116,52.8116,58.5613,1273.83,244.425
661,46.8507,39.8694,50.4283,40.883,44.9052,46.8341,4.57805,47.6676,46.8703,46.8511,176813.0,44.0316,46.7404,3683.36,109.926,46.8511,46.8511,52.5384,1267.83,238.41
662,42.042,36.2257,46.5153,37.0189,40.2771,42.0201,4.33717,43.8318,42.0604,42.0424,179485.0,39.0504,41.9412,3674.57,105.152,42.0424,42.0424,47.7047,1261.13,233.885
663,40.2974,36.6642,44.8011,36.8858,38.9312,40.2736,4.13409,42.9414,40.3149,40.2977,222953.0,37.1507,40.2142,3667.96,103.753,40.2977,40.2977,45.9812,1253.07,232.923
664,37.0975,33.9136,41.4282,34.3112,35.9688,37.0691,3.97782,38.8073,37.1144,37.0978,185247.0,33.7217,36.991,3667.22,100.793,37.0978,37.0978,42.7975,1253.5,230.179
665,33.6094,30.0951,37.7576,30.7491,32.5717,33.5776,3.72238,34.8689,33.6258,33.6097,181562.0,30.3243,33.5048,3663.53,97.3556,33.6097,33.6097,39.306,1249.95,226.742
666,30.4969,26.8221,34.5002,27.5156,29.4866,30.4627,3.46752,31.4504,30.5124,30.4972,183872.0,27.3754,30.3972,3659.61,94.2017,30.4972,30.4972,36.1768,1246.88,223.548
667,27.6675,24.0204,31.5569,24.673,26.6697,27.6316,3.22179,28.3878,27.6819,27.6677,183202.0,24.7531,27.5751,3654.8,91.3141,27.6677,27.6677,33.3253,1242.59,220.646
668,25.1103,21.6092,28.8874,22.2042,24.1357,25.0734,2.98902,25.6545,25.1237,25.1105,184153.0,22.421,25.0259,3651.3,88.7199,25.1105,25.1105,30.7466,1240.23,218.073
669,31.3337,33.0926,34.0308,31.7582,31.0675,31.3042,2.76806,33.0609,31.3467,31.3339,740203.0,29.4639,31.3307,3587.25,95.9706,31.3339,31.3339,37.0981,1201.43,226.232
670,28.9039,29.6697,31.0117,29.4866,28.7895,28.8734,2.84378,30.2656,28.9171,28.9041,227517.0,26.5088,28.8451,3620.26,93.9093,28.9041,28.9041,34.724,1216.39,224.262
671,26.2219,24.904,27.9967,25.5503,26.0225,26.1907,2.67718,27.1775,26.2354,26.222,191215.0,23.9228,26.1622,3649.37,91.0473,26.222,26.222,32.0298,1234.73,221.04
672,102.632,146.487,93.1859,133.082,109.511,102.693,5.77798,105.426,102.651,102.632,63763.3,111.4,103.182,3695.25,174.61,102.632,102.632,109.415,1298.61,311.035
673,81.1314,93.3194,69.3729,94.6894,86.1008,81.1828,5.8407,83.7062,81.1508,81.1316,50348.0,84.1251,81.281,3685.99,151.718,81.1316,81.1316,87.7943,1283.94,285.725
674,69.6295,65.158,60.3515,68.7303,71.2395,69.6657,5.28962,71.3289,69.6483,69.6296,47736.7,70.6432,69.6792,3692.46,136.978,69.6296,69.6296,75.8826,1281.76,267.689
675,138.481,169.11,121.549,160.127,144.513,138.618,8.31254,141.526,138.501,138.481,82022.1,151.086,139.184,3722.65,207.886,138.481,138.481,144.911,1328.62,341.801
676,119.492,124.628,105.197,126.205,122.606,119.608,8.20151,122.233,119.513,119.492,93343.2,125.451,119.819,3680.6,187.169,119.492,119.492,125.684,1291.81,319.244
677,99.9472,90.0512,92.5448,93.889,99.5348,100.023,7.81924,101.704,99.9688,99.9473,53334.1,101.694,100.068,3695.54,165.252,99.9473,99.9473,105.839,1289.49,294.81
678,85.8443,73.4245,84.9984,76.1873,83.5979,85.8862,7.46685,86.9893,85.8657,85.8444,48026.1,84.9742,85.8468,3711.5,149.622,85.8444,85.8444,91.5299,1295.7,277.88
679,74.5969,63.5241,78.0888,65.3489,71.8451,74.6124,7.12788,75.4163,74.6175,74.5969,47348.5,72.0549,74.5222,3708.77,137.695,74.5969,74.5969,80.1737,1292.72,265.648
680,65.4932,56.284,71.2647,57.6127,62.8524,65.4892,6.74926,66.0712,65.5127,65.4933,47268.1,61.9566,65.3695,3701.36,128.412,65.4933,65.4933,71.022,1286.46,256.516
681,65.3808,61.5515,71.1166,61.3723,63.6237,65.3735,6.32811,67.2434,65.3994,65.3808,126341.0,61.9621,65.3153,3631.61,128.864,65.3808,65.3808,70.952,1241.66,257.792
682,69.7883,71.3626,73.8945,70.1683,69.2315,69.783,6.15401,72.065,69.8076,69.7883,147304.0,66.352,69.7515,3625.16,134.283,69.7883,69.7883,75.4649,1237.04,264.284
683,62.2455,59.8081,65.8808,60.6753,61.6074,62.2308,6.00713,64.5499,62.2662,62.2455,58334.7,57.8251,62.1325,3662.7,126.759,62.2455,62.2455,67.9245,1255.13,256.558
684,55.7871,50.7613,59.5911,52.1207,54.7769,55.7638,5.63019,57.3223,55.8088,55.7871,48626.5,51.144,55.6487,3689.78,119.913,55.7871,55.7871,61.4178,1272.33,249.221
685,50.085,44.2956,54.352,45.5103,48.7669,50.0549,5.23537,51.1857,50.1066,50.085,47424.1,45.4592,49.9354,3691.25,113.822,50.085,50.085,55.6581,1273.67,242.816
686,44.9694,39.2814,49.6343,40.2939,43.5175,44.9342,4.85614,45.7759,44.9902,44.9695,47278.0,40.4872,44.8172,3685.8,108.464,44.9695,44.9695,50.4965,1269.76,237.363
687,42.9454,39.0452,47.5116,39.4251,41.6904,42.9104,4.49741,44.7641,42.9652,42.9454,117036.0,38.707,42.8304,3669.86,106.561,42.9454,42.9454,48.4689,1246.3,235.715
688,90.2767,115.242,87.649,106.871,93.5871,90.295,5.95312,93.0422,90.2992,90.2767,191876.0,92.1268,90.5449,3677.53,158.14,90.2767,90.2767,96.3025,1279.08,291.564
689,80.0044,88.8245,75.1108,88.9866,82.814,80.0212,6.13144,82.6531,80.028,80.0044,158130.0,78.7344,80.0531,3677.67,147.848,80.0044,80.0044,86.063,1274.03,280.426
690,92.0812,100.046,84.9532,99.1963,94.8028,92.1184,6.30661,94.9546,92.1063,92.0812,235110.0,92.5179,92.2552,3663.2,159.579,92.0812,92.0812,98.1103,1269.33,291.558
691,78.7514,74.8462,74.274,77.1089,79.2044,78.7722,6.26472,80.964,78.7775,78.7514,65544.4,76.8269,78.7502,3685.1,144.527,78.7514,78.7514,84.5738,1275.8,274.694
692,68.5739,60.2257,67.6501,62.5203,67.4424,68.5786,5.91865,69.9956,68.6001,68.574,49518.0,65.6993,68.5108,3704.35,132.908,68.574,68.574,74.2093,1286.5,261.825
693,108.241,124.465,103.276,118.567,110.43,108.297,7.2683,111.137,108.269,108.241,243876.0,111.75,108.58,3696.88,174.722,108.241,108.241,114.087,1298.48,306.483
694,90.1899,90.3046,86.6124,91.8673,90.9865,90.225,7.37201,92.81,90.2185,90.1899,66377.3,89.5566,90.2363,3703.36,156.036,90.1899,90.1899,95.9625,1294.34,286.816
695,77.9529,70.1545,77.3039,72.8158,77.1014,77.9681,6.896,80.2621,77.9806,77.9529,49640.9,75.8083,77.9215,3714.69,142.545,77.9529,77.9529,83.58,1298.49,271.867
696,68.602,59.5314,70.9239,61.48,66.7965,68.5999,6.5056,70.2748,68.6282,68.602,47795.9,65.4474,68.5136,3709.98,132.288,68.602,68.602,74.1101,1293.49,260.849
697,60.6243,52.2912,64.9952,53.6863,58.523,60.6086,6.13031,61.9173,60.6489,60.6244,58033.5,56.8693,60.5012,3701.72,123.873,60.6244,60.6244,66.0607,1286.1,252.263
698,53.8814,46.6428,59.3442,47.7315,51.832,53.8553,5.7511,54.8985,53.9042,53.8814,50162.6,49.8196,53.7386,3693.23,117.003,53.8814,53.8814,59.281,1278.49,245.501
699,48.1582,41.8833,54.0371,42.8056,46.2852,48.1244,5.36612,48.9083,48.1793,48.1582,60699.2,44.0008,48.005,3686.06,111.303,48.1582,48.1582,53.5404,1271.72,239.985
700,43.1923,37.6391,49.0915,38.4722,41.5097,43.1532,4.97795,43.7615,43.2119,43.1923,57926.1,39.0973,43.0383,3678.99,106.41,43.1923,43.1923,48.5654,1265.19,235.261
701,49.3443,50.1849,53.7659,48.9525,48.6735,49.3128,4.66258,51.2358,49.363,49.3443,364696.0,46.3129,49.292,3614.84,113.588,49.3443,49.3443,54.8258,1224.16,243.491
702,52.322,55.6643,54.9825,54.5068,52.4539,52.2948,4.61049,54.464,52.3412,52.322,387232.0,48.9947,52.2632,3612.59,117.516,52.322,52.322,57.9182,1221.86,248.143
703,47.2872,46.5469,49.2838,47.2434,47.2477,47.2577,4.48411,49.4948,47.3075,47.2872,94398.6,43.4973,47.1886,3650.12,112.374,47.2872,47.2872,52.8816,1244.39,242.592
704,42.7332,39.2272,44.8234,40.4112,42.2463,42.7005,4.21523,44.2188,42.754,42.7332,68513.6,38.9339,42.6211,3674.89,107.279,42.7332,42.7332,48.2641,1256.16,236.888
705,38.5339,33.9383,41.1253,35.031,37.6514,38.4987,3.92568,39.6225,38.5545,38.5339,75745.4,34.8871,38.4208,3677.06,102.546,38.5339,38.5339,43.9884,1258.67,231.766
706,37.9622,35.06,40.6778,35.3135,37.121,37.9293,3.65421,40.014,37.9822,37.9622,185002.0,34.5898,37.8895,3644.48,101.947,37.9622,37.9622,43.3942,1235.16,231.326
707,45.3072,48.3947,46.8677,46.7766,45.3152,45.2829,3.56164,47.7569,45.3277,45.3072,446546.0,42.4958,45.2928,3612.23,110.302,45.3072,45.3072,50.8478,1219.41,240.705
708,52.8263,59.7791,52.4714,57.818,53.8208,52.8125,3.65754,55.4745,52.8487,52.8263,477909.0,50.3658,52.8453,3613.56,119.006,52.8263,52.8263,58.5152,1223.31,250.32
709,49.406,51.4284,48.4002,51.7612,50.1851,49.3922,3.74013,52.0464,49.4305,49.406,169632.0,46.1783,49.375,3652.76,115.446,49.406,49.406,55.0939,1245.64,246.276
710,49.9514,50.4654,48.6936,50.77,50.4606,49.9409,3.63219,52.6903,49.9778,49.9514,417264.0,46.7207,49.9389,3632.45,115.628,49.9514,49.9514,55.5994,1237.95,246.02
711,53.1025,54.8005,51.6016,54.3894,53.6024,53.0974,3.60021,55.9553,53.1307,53.1025,535523.0,50.0046,53.1127,3626.76,118.712,53.1025,53.1025,58.7331,1229.42,249.124
712,47.086,44.69,46.513,45.7088,46.9304,47.0747,3.63991,49.0921,47.1154,47.086,121119.0,43.4458,47.0305,3662.26,112.042,47.086,47.086,52.6278,1248.17,241.863
713,41.8504,37.1167,42.5198,38.4392,41.1056,41.8335,3.47662,43.3037,41.8798,41.8504,93269.4,38.2508,41.7803,3687.01,106.086,41.8504,41.8504,47.2899,1266.57,235.353
714,37.3955,32.1035,39.2631,33.2168,36.2827,37.3737,3.30345,38.4743,37.4239,37.3955,89138.8,33.9331,37.3178,3687.88,101.109,37.3955,37.3955,42.7493,1268.55,230.11
715,33.4328,28.3317,36.2077,29.2268,32.1679,33.4069,3.12958,34.2525,33.4596,33.4328,95444.6,30.1645,33.353,3682.65,96.8636,33.4328,33.4328,38.7263,1265.29,225.827
716,36.3868,35.4133,38.9674,34.8212,35.6196,36.3653,2.95574,38.3198,36.4126,36.3868,554306.0,33.7302,36.3705,3616.9,100.395,36.3868,36.3868,41.7279,1220.54,230.051
717,52.2265,61.9106,52.3094,58.3568,53.2049,52.222,3.15181,54.6523,52.254,52.2265,602486.0,50.9067,52.3078,3623.5,118.374,52.2265,52.2265,57.823,1230.31,249.92
718,47.1621,50.7687,46.3283,50.8222,48.1083,47.1555,3.41769,49.6154,47.1907,47.1621,144750.0,44.6602,47.1504,3658.0,113.49,47.1621,47.1621,52.8056,1249.77,244.679
719,63.2682,73.169,59.6271,70.7948,65.3741,63.2829,3.65864,66.1235,63.299,63.2682,597227.0,62.7525,63.3992,3643.72,130.57,63.2682,63.2682,69.0445,1247.69,262.472
720,252.989,351.336,215.491,326.979,272.382,253.314,14.3688,256.824,253.033,252.989,92961.1,286.847,254.91,3889.05,329.653,252.989,252.989,259.818,1479.09,471.779
721,183.868,189.538,151.588,196.606,191.707,184.115,12.4305,187.304,183.909,183.868,71049.0,199.61,184.723,3808.23,254.976,183.868,183.868,190.086,1399.74,390.131
722,156.118,139.421,139.193,145.43,155.87,156.292,11.2185,159.295,156.155,156.118,79478.1,163.533,156.646,3745.75,222.508,156.118,156.118,161.797,1351.35,352.555
723,156.191,148.478,149.075,149.073,154.586,156.336,11.331,159.494,156.228,156.191,89659.7,161.257,156.687,3731.0,221.067,156.191,156.191,161.666,1335.18,350.158
724,150.608,146.219,148.826,146.454,149.13,150.72,11.7,153.923,150.646,150.608,104304.0,152.36,150.964,3722.97,215.158,150.608,150.608,156.017,1327.5,344.381
725,127.543,115.97,131.026,118.712,124.944,127.599,11.4559,129.899,127.582,127.543,54292.1,124.48,127.596,3745.06,191.4,127.543,127.543,132.865,1330.49,319.933
726,122.618,115.593,127.875,116.373,120.446,122.651,10.8413,125.857,122.658,122.618,118726.0,118.577,122.661,3705.34,186.489,122.618,122.618,127.926,1304.66,315.237
727,127.184,127.308,131.227,126.378,126.352,127.212,10.6093,130.589,127.226,127.184,142278.0,123.208,127.251,3707.69,191.701,127.184,127.184,132.545,1309.42,321.361
728,110.922,104.12,115.928,105.997,109.418,110.922,10.3065,114.13,110.965,110.922,57625.1,104.404,110.793,3734.87,175.131,110.922,110.922,116.246,1319.57,304.33
729,114.471,112.979,118.435,112.696,113.671,114.47,9.75997,117.928,114.514,114.471,154716.0,108.907,114.425,3704.64,178.994,114.471,114.471,119.818,1302.73,308.617
730,110.188,108.189,113.636,108.51,109.506,110.179,9.44538,113.608,110.232,110.188,243069.0,103.738,110.081,3697.88,174.811,110.188,110.188,115.539,1294.92,304.533
731,103.549,99.5987,107.12,100.518,102.62,103.531,9.03245,106.959,103.595,103.549,255557.0,96.3735,103.398,3700.9,168.025,103.549,103.549,108.879,1299.38,297.538
732,93.5939,87.053,98.0861,88.5405,92.1323,93.5636,8.5988,96.9131,93.6397,93.5939,106204.0,85.6103,93.3775,3731.51,157.699,93.5939,93.5939,98.8787,1318.79,286.792
733,100.096,100.446,103.305,99.5462,99.5704,100.074,8.20063,103.704,100.143,100.096,276774.0,93.5838,99.9892,3699.53,164.719,100.096,100.096,105.424,1298.97,294.519
734,113.539,121.125,113.55,118.846,114.593,113.536,8.51644,117.273,113.588,113.539,309466.0,108.912,113.541,3708.04,179.183,113.539,113.539,118.965,1308.1,310.15
735,119.114,125.43,116.793,124.434,120.634,119.123,8.85736,122.849,119.166,119.114,322355.0,115.278,119.145,3711.95,185.134,119.114,119.114,124.579,1311.79,316.352
736,108.605,105.751,107.453,107.358,108.729,108.604,8.63667,112.192,108.658,108.605,302338.0,103.268,108.529,3712.77,173.877,108.605,108.605,113.993,1313.06,304.053
737,104.767,100.866,105.091,101.806,104.174,104.762,8.26518,108.371,104.82,104.767,343770.0,99.3217,104.692,3698.65,169.519,104.767,104.767,110.093,1296.25,299.151
738,91.4679,83.3448,94.3711,85.2977,89.8429,91.4449,8.02916,94.0065,91.5209,91.4679,72661.0,84.8507,91.2742,3728.18,155.508,91.4679,91.4679,96.7105,1306.5,284.416
739,90.2491,85.9253,93.8792,86.2422,88.8793,90.2254,7.57249,93.7428,90.3014,90.2491,345211.0,84.2937,90.1173,3688.89,154.319,90.2491,90.2491,95.481,1282.76,283.443
740,85.1404,81.3548,89.1127,81.8566,83.9229,85.1105,7.36984,88.5965,85.1923,85.1404,300687.0,78.5798,84.9683,3701.39,149.286,85.1404,85.1404,90.369,1296.98,278.577
741,79.1348,74.6787,83.3629,75.519,77.9067,79.099,7.06285,82.5892,79.1862,79.1348,175790.0,72.2256,78.9429,3727.45,143.241,79.1348,79.1348,84.3509,1309.2,272.503
742,81.0537,80.1447,84.449,79.8286,80.3976,81.0215,6.73302,84.7004,81.1051,81.0537,411296.0,74.8016,80.9162,3684.94,145.538,81.0537,81.0537,86.3009,1279.03,275.255
743,90.8644,96.019,91.8925,94.2767,91.4234,90.8458,6.68895,94.6861,90.9174,90.8644,447979.0,85.9819,90.8174,3686.34,156.25,90.8644,90.8644,96.2001,1283.77,286.933
744,79.4111,76.4521,80.8113,77.9132,79.1417,79.3829,6.69136,82.9276,79.4643,79.4111,79317.7,73.4048,79.2452,3715.22,144.334,79.4111,79.4111,84.6998,1295.67,274.294
745,70.8554,64.2931,73.5122,66.0877,69.7365,70.8197,6.33218,74.1172,70.9071,70.8554,57705.7,64.7482,70.6676,3734.43,135.063,70.8554,70.8554,76.0638,1308.74,264.23
746,63.6892,56.6337,67.6566,58.0273,62.0962,63.6471,5.98318,66.78,63.7383,63.6892,49452.0,57.6017,63.4869,3730.77,127.394,63.6892,63.6892,68.8312,1306.52,256.181
747,57.6407,51.2191,62.46,52.2616,55.9367,57.5939,5.64188,60.6465,57.687,57.6407,57956.1,51.6728,57.4349,3721.82,121.125,57.6407,57.6407,62.7429,1299.99,249.871
748,71.6494,76.344,74.2669,73.8694,71.6094,71.6191,5.50718,75.2643,71.6955,71.6494,498972.0,67.7796,71.6035,3668.89,136.518,71.6494,71.6494,76.8853,1268.96,266.866
749,97.7424,115.198,94.858,110.419,100.549,97.7467,6.71297,101.446,97.7913,97.7424,564379.0,96.9231,97.8711,3688.35,164.912,97.7424,97.7424,103.224,1290.09,297.516
750,82.0797,82.5356,79.198,84.4409,83.3309,82.0718,6.70159,84.7085,82.1278,82.0797,96160.9,78.9463,82.0025,3708.6,148.38,82.0797,82.0797,87.4872,1292.7,279.494
751,73.8884,67.9463,72.9055,70.1582,73.5468,73.8737,6.24472,76.9789,73.9339,73.8884,120662.0,70.1977,73.796,3721.33,138.87,73.8884,73.8884,79.1566,1300.23,268.497
752,65.5497,57.7976,67.0942,59.559,64.1582,65.525,5.95055,68.0924,65.5923,65.5497,69759.9,61.3119,65.4098,3719.9,129.537,65.5497,65.5497,70.6973,1296.47,258.349
753,58.1479,50.5208,61.6468,51.8838,56.3355,58.1141,5.62413,59.9392,58.1875,58.1479,72934.9,53.7019,57.9827,3713.31,121.6,58.1479,58.1479,63.2177,1290.85,250.156
