,elvstd,chanlength,changrad,chanman,chanbnkf,mannings_o,pr,e0,laio,thetar1_o,thetas3,thetar2,thetar1,thetas2_o,thetas1_f,thetar2_f,thetar2_o,thetar3,thetas2_f,thetas1_o
1313,16.306,13.7453,19.4589,14.1661,15.5749,16.28,2.0764,16.4427,16.3303,16.3273,47256.7,14.3026,16.2547,3629.15,80.0471,16.3273,16.3273,19.1988,1223.89,209.642
1314,14.8484,12.4213,17.83,12.8201,14.1556,14.8222,1.90921,15.2928,14.8702,14.8674,47256.8,13.0729,14.8114,3627.02,78.6128,14.8674,14.8674,17.7331,1220.2,208.243
1315,63.3831,92.912,60.1405,82.5421,67.1357,63.4035,3.49662,66.165,63.4086,63.4052,120042.0,67.5585,63.6857,3643.56,133.663,63.4052,63.4052,66.7959,1246.52,268.406
1316,49.9648,62.4466,44.9146,62.3946,53.9665,50.4605,3.85434,52.0997,50.4698,50.4662,56509.0,51.0529,50.4723,3649.08,120.734,50.4662,50.4662,53.9271,1245.43,254.189
1317,51.8529,55.3891,44.4026,56.4399,53.9095,51.3352,3.48236,53.882,51.3362,51.3326,48433.9,51.7081,51.3718,3669.49,119.979,51.3326,51.3326,54.7057,1259.76,251.622
1318,46.6978,43.9944,40.9692,45.6781,47.2323,46.3721,3.44583,48.0805,46.3769,46.3736,47404.1,45.6013,46.3399,3665.09,112.842,46.3736,46.3736,49.5773,1257.16,242.872
1319,41.6077,36.3219,38.5005,37.8609,41.105,41.4709,3.29283,42.5624,41.4807,41.4776,47277.4,40.1558,41.4178,3658.43,106.319,41.4776,41.4776,44.5369,1251.81,235.454
1320,37.0665,31.2856,36.2935,32.4684,35.9574,36.9696,3.15635,37.7189,36.9843,36.9816,47260.9,35.3226,36.9095,3652.68,100.873,36.9816,36.9816,39.9428,1246.77,229.7
1321,33.0471,27.6249,34.0223,28.5308,31.7139,32.9697,3.02617,33.4884,32.9889,32.9864,47258.3,31.1368,32.9084,3648.14,96.4278,32.9864,32.9864,35.8887,1241.52,225.27
1322,47.6163,53.2717,47.4657,50.3344,47.7302,47.5593,3.05853,49.4992,47.5617,47.5593,150161.0,47.585,47.6287,3613.32,112.709,47.5593,47.5593,50.5585,1218.47,243.382
1323,41.9125,43.5293,41.7469,43.5409,42.0832,41.8713,3.36023,43.148,41.8795,41.8769,59803.3,40.4144,41.8304,3633.9,107.315,41.8769,41.8769,44.8973,1230.09,237.948
1324,92.0834,120.562,84.2845,112.316,96.8259,92.1157,5.12815,95.0441,92.0585,92.0552,166526.0,98.308,92.4431,3674.61,161.554,92.0552,92.0552,95.354,1272.07,295.918
1325,89.5953,103.19,78.9985,102.533,93.896,89.6444,5.50824,92.5665,89.5797,89.5758,186908.0,93.1408,89.7924,3662.0,158.803,89.5758,89.5758,92.8756,1261.08,292.24
1326,113.945,129.744,99.735,127.258,118.656,114.039,6.66708,117.242,113.936,113.931,199332.0,120.69,114.352,3689.76,182.872,113.931,113.931,117.21,1286.52,316.044
1327,258.245,329.171,220.055,312.688,273.694,258.593,15.2049,262.102,258.241,258.234,64473.6,293.326,260.088,3871.25,331.112,258.234,258.234,261.72,1458.94,469.646
1328,244.532,262.224,208.665,263.806,253.183,244.878,16.0786,248.107,244.532,244.524,57920.0,271.804,245.991,3831.32,314.283,244.524,244.524,247.813,1429.75,449.054
1329,190.242,169.533,174.37,177.101,189.142,190.458,14.8306,192.029,190.245,190.236,49172.7,201.471,190.928,3790.58,255.904,190.236,190.236,193.283,1385.73,385.676
1330,156.747,133.151,156.749,137.973,152.03,156.886,13.9945,158.444,156.772,156.763,47515.2,158.933,157.052,3779.45,220.308,156.763,156.763,159.679,1368.5,347.849
1331,133.293,114.637,141.564,117.413,128.24,133.342,13.2813,134.397,133.297,133.288,47289.0,129.934,133.303,3763.2,196.128,133.288,133.288,136.153,1352.07,323.279
1332,115.686,101.494,127.078,103.396,111.336,115.69,12.4387,116.426,115.692,115.684,47261.4,109.164,115.523,3747.83,178.466,115.684,115.684,118.535,1337.51,305.916
1333,101.963,90.7609,113.843,92.2901,98.3949,101.932,11.5051,102.487,101.965,101.958,47257.7,93.7417,101.688,3734.01,164.892,101.958,101.958,104.81,1324.44,292.757
1334,90.8305,81.5389,102.105,82.8748,87.8827,90.7793,10.553,91.2296,90.8323,90.8256,47257.0,81.8232,90.4919,3721.77,153.935,90.8256,90.8256,93.6817,1311.77,282.143
1335,81.4873,73.4491,91.8094,74.6582,78.9853,81.4229,9.63304,81.8001,81.4887,81.4825,47256.8,72.2604,81.114,3711.01,144.733,81.4825,81.4825,84.3415,1302.17,273.186
1336,73.3784,66.1786,82.7328,67.3013,71.1874,73.3061,8.76691,73.6331,73.3795,73.3739,47256.6,64.2965,72.9925,3701.3,136.718,73.3739,73.3739,76.2337,1292.73,265.338
1337,81.5903,82.8773,88.016,81.455,80.8686,81.5302,8.06381,83.334,81.5914,81.586,79915.3,74.4233,81.3604,3652.68,145.962,81.586,81.586,84.5024,1259.33,275.782
1338,73.9426,71.87,79.0444,72.5083,73.2634,73.8797,7.7615,76.0364,73.9442,73.9387,52522.3,65.9552,73.6264,3672.34,138.458,73.9387,73.9387,76.8646,1268.22,268.261
1339,66.6977,61.6897,71.4749,63.0394,65.6548,66.6321,7.15784,68.0171,66.6998,66.6941,47945.5,58.9127,66.3731,3689.89,130.894,66.6941,66.6941,69.6016,1278.03,260.247
1340,60.1536,54.1216,65.1496,55.4003,58.7714,60.0869,6.57379,61.4731,60.1559,60.1504,47339.0,52.7536,59.8397,3687.71,123.979,60.1504,60.1504,63.0322,1275.97,252.99
1341,215.722,290.457,195.384,269.439,228.57,215.868,14.0922,219.397,215.726,215.719,48341.2,236.504,216.883,3839.81,287.902,215.719,215.719,219.088,1431.33,426.563
1342,195.364,216.297,170.589,217.455,203.974,195.524,14.218,198.691,195.369,195.361,56363.5,209.005,196.069,3780.87,265.757,195.361,195.361,198.643,1382.91,401.345
1343,164.243,153.337,149.698,158.904,165.334,164.354,12.9816,167.355,164.248,164.24,62813.1,169.153,164.592,3755.86,230.892,164.24,164.24,167.311,1349.31,361.799
1344,140.51,123.698,137.393,127.608,137.814,140.571,12.2744,144.157,140.516,140.508,49994.0,139.391,140.622,3759.27,204.845,140.508,140.508,143.439,1343.64,333.329
1345,123.135,108.735,127.191,111.042,119.555,123.156,11.6743,127.438,123.141,123.133,47615.6,118.114,123.094,3752.04,186.548,123.133,123.133,126.0,1336.15,314.395
1346,109.63,96.8517,115.993,98.5019,105.082,108.46,11.0547,113.041,108.477,108.468,47299.8,100.966,108.307,3741.5,171.654,108.468,108.468,111.312,1328.4,299.587
1347,99.4192,90.8702,107.922,91.9384,96.69,99.4354,10.3503,104.561,99.4699,99.4612,47266.5,90.6709,99.2576,3734.77,162.782,99.4612,99.4612,102.306,1319.99,291.098
1348,90.3835,83.352,99.0261,84.3926,88.3083,90.5835,9.70935,95.7531,90.6328,90.6241,47260.8,80.9324,90.3641,3725.67,154.1,90.6241,90.6241,93.4717,1308.31,282.703
1349,81.857,75.0994,90.0802,76.2344,79.952,81.9675,9.03821,85.9145,82.0296,82.0208,47257.9,72.0154,81.7114,3707.89,145.561,82.0208,82.0208,84.8679,1303.35,274.289
1350,74.0949,67.5253,81.8898,68.6561,72.2855,74.1526,8.33975,76.7575,74.2241,74.2156,47256.7,64.3748,73.8778,3712.05,137.756,74.2156,74.2156,77.0586,1298.02,266.531
1351,67.7326,61.7799,75.0484,62.7433,66.0597,67.7691,7.65561,71.2445,67.8433,67.8351,47257.7,58.4302,67.5201,3703.8,131.397,67.8351,67.8351,70.6751,1287.49,260.251
1352,62.1321,56.7869,68.9239,57.6273,60.5941,62.1413,7.10227,64.5471,62.219,62.2111,47256.8,53.1316,61.8824,3697.81,125.82,62.2111,62.2111,65.0494,1283.02,254.779
1353,56.4886,51.2395,62.8606,52.1343,55.021,56.4797,6.5269,58.1645,56.5594,56.5519,47256.3,48.0395,56.2287,3690.9,120.159,56.5519,56.5519,59.3856,1276.55,249.157
1354,51.2543,46.0949,57.2857,46.9887,49.8327,51.2332,5.98415,52.4434,51.3133,51.3062,47256.1,43.4281,50.9978,3683.63,114.883,51.3062,51.3062,54.1333,1269.88,243.897
1355,46.5239,41.5696,52.258,42.4108,45.151,46.4949,5.4874,47.6459,46.5738,46.5672,47256.0,39.3222,46.2824,3675.89,110.115,46.5672,46.5672,49.3874,1262.86,239.156
1356,47.8319,46.2002,52.6024,45.9371,46.9661,47.8065,5.05044,50.8735,47.8781,47.8718,72342.6,41.44,47.6647,3653.17,111.891,47.8718,47.8718,50.7165,1239.94,241.451
1357,44.5557,42.6458,48.6656,42.9188,43.8463,44.5243,4.85093,46.7879,44.595,44.5887,51607.5,38.1293,44.354,3665.46,108.816,44.5887,44.5887,47.4449,1250.48,238.512
1358,40.7062,37.6096,44.4717,38.3513,39.9431,40.6708,4.49804,42.2331,40.7408,40.7344,47831.0,34.7113,40.5097,3669.81,104.877,40.7344,40.7344,43.5848,1253.84,234.417
1359,37.1017,33.3335,40.7813,34.1557,36.2174,37.064,4.15191,38.2377,37.1325,37.1263,47324.2,31.5958,36.9187,3668.04,101.071,37.1263,37.1263,39.9611,1252.79,230.435
1360,33.8178,29.8975,37.5174,30.6465,32.8459,33.7794,3.83853,35.4479,33.8454,33.8394,47264.2,28.7777,33.6559,3655.71,97.6122,33.8394,33.8394,36.6573,1248.9,226.891
1361,31.1287,27.5063,34.8113,28.1007,30.1511,31.0898,3.57814,32.9331,31.1536,31.1478,47257.3,26.4513,30.9799,3659.39,94.8532,31.1478,31.1478,33.954,1243.85,224.161
1362,28.6611,25.3486,32.2778,25.863,27.7188,28.6216,3.33418,30.1088,28.6837,28.6781,47256.4,24.3277,28.5219,3657.52,92.3824,28.6781,28.6781,31.4768,1242.26,221.759
1363,26.8101,23.9779,30.2717,24.369,25.9512,26.772,3.09314,29.5678,26.8308,26.8253,47257.3,22.8283,26.7004,3651.87,90.6048,26.8253,26.8253,29.6224,1238.68,220.088
1364,25.2859,22.9604,28.5226,23.2463,24.5327,25.2475,2.93691,27.2379,25.3051,25.2996,47256.8,21.4515,25.1725,3651.27,89.2083,25.2996,25.2996,28.1,1239.58,218.814
1365,23.2985,20.9149,26.3567,21.3183,22.5913,23.26,2.73289,24.7585,23.3163,23.3108,47256.5,19.7603,23.195,3649.13,87.2627,23.3108,23.3108,26.1101,1237.54,216.89
1366,21.4293,18.9521,24.3401,19.4099,20.7433,21.3914,2.53806,23.0311,21.4458,21.4404,47256.4,18.1891,21.3406,3645.51,85.3803,21.4404,21.4404,24.2348,1234.59,214.993
1367,20.2863,18.144,23.0207,18.4603,19.6541,20.2501,2.37578,23.0697,20.3016,20.2963,47257.1,17.2776,20.2184,3640.9,84.2846,20.2963,20.2963,23.0894,1230.01,213.951
1368,19.366,17.6511,21.9018,17.8451,18.8058,19.3302,2.27416,21.3199,19.3804,19.3752,47252.1,16.4436,19.2936,3661.46,83.4717,19.3752,19.3752,22.1715,1233.85,213.232
1369,17.9791,16.2032,20.3659,16.4999,17.4473,17.944,2.12738,19.6838,17.9925,17.9873,47251.2,15.2747,17.9188,3668.12,82.1188,17.9873,17.9873,20.7826,1234.65,211.89
1370,16.9481,15.2128,19.149,15.4972,16.4181,16.8808,2.00769,18.4251,16.9278,16.9225,47251.0,14.3688,16.862,3668.16,81.0856,16.9225,16.9225,19.7169,1233.01,210.87
1371,16.0152,14.4295,18.114,14.6801,15.5496,15.9839,1.89914,17.9784,16.0287,16.0234,47251.2,13.6146,15.9754,3666.14,80.2177,16.0234,16.0234,18.8166,1231.79,210.024
1372,15.4093,14.1019,17.3577,14.2614,14.9922,15.3797,1.82333,16.9867,15.4232,15.4178,47251.1,13.0761,15.3703,3658.29,79.6897,15.4178,15.4178,18.2135,1230.7,209.553
1373,14.6147,13.3736,16.4362,13.5552,14.227,14.5855,1.73086,15.9427,14.6278,14.6223,47251.1,12.401,14.5804,3655.68,78.9452,14.6223,14.6223,17.419,1229.11,208.833
1374,67.1924,100.116,62.1685,89.0298,71.6636,67.223,2.41433,74.9088,67.208,67.2002,54781.7,71.9536,67.5635,3669.61,138.468,67.2002,67.2002,70.5516,1258.12,273.728
1375,53.8382,67.3153,46.2611,67.2949,57.9802,53.8624,3.37529,58.2737,53.8587,53.8459,48751.8,54.321,53.8954,3676.0,124.891,53.8459,53.8459,57.2481,1256.99,258.685
1376,48.0693,48.4767,40.3476,50.9011,50.3529,48.0889,3.23167,51.5534,48.0941,48.0765,47457.1,47.5949,48.084,3685.25,116.512,48.0765,48.0765,51.3154,1258.52,247.694
1377,44.1202,39.9132,38.5832,41.7848,44.5937,44.1329,3.10841,46.4051,44.147,44.1269,47277.2,42.8907,44.0941,3684.91,110.162,44.1269,44.1269,47.1756,1255.4,239.738
1378,39.9721,34.6133,37.1181,35.8958,39.3728,39.9778,3.00908,41.5501,39.9991,39.9781,47255.5,38.2295,39.9253,3681.75,104.523,39.9781,39.9781,42.8881,1253.32,233.471
1379,36.1734,31.0178,35.5389,31.9183,35.1128,36.1724,2.93643,37.2382,36.1996,36.1788,47252.6,34.0668,36.1125,3674.34,99.9914,36.1788,36.1788,39.0051,1248.21,228.858
1380,64.6663,78.4206,61.3176,73.0302,66.1787,64.7047,3.20144,71.1131,64.6945,64.6715,56081.2,67.1519,64.8895,3698.9,131.191,64.6715,64.6715,67.6474,1285.28,263.001
1381,87.5458,109.329,79.2304,104.36,91.6817,87.6249,4.17324,97.1682,87.5791,87.5508,57864.6,92.3453,87.868,3735.18,156.502,87.5508,87.5508,90.6822,1315.46,290.309
1382,74.4893,77.5008,66.4831,79.3925,76.8403,74.5494,4.73144,80.0294,74.5274,74.4937,49164.6,75.39,74.5783,3716.15,142.091,74.4937,74.4937,77.5547,1294.06,273.919
1383,65.9343,60.4111,60.8651,62.9366,66.1596,65.9745,4.62345,69.4215,65.9745,65.9381,47501.7,65.1119,65.9462,3702.74,131.564,65.9381,65.9381,68.876,1279.13,261.415
1384,58.9137,51.496,57.3413,53.2818,57.8374,58.9385,4.49682,62.1628,58.9537,58.9171,47281.7,56.8915,58.8904,3692.43,123.18,58.9171,58.9171,61.758,1268.72,252.052
1385,72.9486,76.7247,71.2746,74.4634,73.0318,72.9925,4.51324,81.0264,72.9894,72.9516,47289.1,73.2206,73.1075,3711.15,138.016,72.9516,72.9516,75.8232,1288.44,268.199
1386,146.294,186.999,132.913,175.784,153.308,146.45,6.33269,158.122,146.343,146.297,57064.7,159.293,147.087,3723.69,215.942,146.297,146.297,149.427,1332.11,351.247
1387,117.471,121.617,105.311,124.602,120.921,117.59,7.38354,125.829,117.528,117.474,49114.3,121.638,117.779,3705.64,185.393,117.474,117.474,120.517,1307.14,317.999
1388,153.418,168.263,138.596,165.149,157.609,153.589,7.99691,165.215,153.482,153.42,60984.6,164.209,154.146,3766.98,221.17,153.42,153.42,156.448,1352.14,353.763
1389,127.56,121.416,119.287,124.655,127.915,127.673,8.65548,133.443,127.63,127.562,49650.7,129.902,127.822,3753.1,193.299,127.562,127.562,130.473,1332.88,323.564
1390,109.326,96.6323,108.072,99.8745,107.289,109.388,8.42381,112.822,109.396,109.327,47563.8,107.538,109.393,3740.05,173.482,109.327,109.327,112.143,1317.89,302.114
1391,95.1946,82.8916,98.9768,85.1091,92.3011,95.2195,8.15282,97.379,95.263,95.1962,47284.1,90.7943,95.1304,3727.11,158.543,95.1962,95.1962,97.9581,1305.43,286.581
1392,84.3445,74.1936,90.7716,75.6848,81.4875,84.3449,7.82716,86.4226,84.4092,84.346,47260.8,78.4015,84.2203,3693.33,147.456,84.346,84.346,87.0853,1289.42,275.537
1393,83.8268,79.7204,90.1282,79.5635,81.9645,83.82,7.50035,87.0341,83.8885,83.8281,169947.0,77.3459,83.7362,3629.87,147.464,83.8281,83.8281,86.5887,1254.22,276.36
1394,81.9149,80.1566,87.2012,80.0114,80.8271,81.9017,7.32773,85.6596,81.9749,81.9161,153981.0,74.3503,81.8011,3651.68,146.098,81.9161,81.9161,84.7037,1258.68,275.617
1395,74.9081,71.008,79.7838,71.922,73.8308,74.8849,7.08393,78.7929,74.9658,74.9092,58549.3,66.5706,74.7425,3673.16,139.114,74.9092,74.9092,77.6974,1270.52,268.554
1396,67.6097,61.9695,72.6087,63.2432,66.2782,67.5762,6.71584,70.3263,67.6645,67.6107,48612.8,59.1068,67.4033,3678.76,131.565,67.6107,67.6107,70.3832,1274.67,260.703
1397,60.8799,54.6621,66.1987,55.8783,59.3397,60.8391,6.28252,63.2535,60.9311,60.8808,47414.8,52.6203,60.662,3675.21,124.57,60.8808,60.8808,63.6341,1271.66,253.492
1398,55.0082,49.0148,60.5485,50.048,53.4068,54.9619,5.86451,56.8898,55.0557,55.009,47275.2,47.1145,54.7842,3670.18,118.54,55.009,55.009,57.7474,1267.13,247.408
1399,49.7181,44.1322,55.3192,45.0428,48.1503,49.6676,5.45286,51.1007,49.7618,49.7188,47258.8,42.288,49.4937,3667.1,113.181,49.7188,49.7188,52.4468,1259.74,242.087
1400,44.8961,39.6794,50.4278,40.5243,43.4011,44.843,5.04814,45.9393,44.9362,44.8967,47256.7,37.9959,44.6793,3662.26,108.337,44.8967,44.8967,47.617,1256.21,237.309
1401,53.9283,56.4794,57.621,54.7658,53.6067,53.8868,4.66367,56.5023,53.9668,53.9289,188592.0,48.4729,53.8421,3601.95,118.541,53.9289,53.9289,56.7155,1222.83,248.729
1402,48.952,48.8442,51.8201,49.0521,48.7217,48.9094,4.69552,51.6121,48.9895,48.9525,60496.7,42.822,48.7931,3631.26,113.809,48.9525,48.9525,51.7574,1235.09,244.005
1403,44.3206,41.346,46.9598,42.3905,43.8235,44.2769,4.41317,46.4636,44.3568,44.3211,48791.6,38.4462,44.1602,3658.46,108.864,44.3211,44.3211,47.1108,1251.16,238.587
1404,40.3059,36.1253,43.1776,37.1597,39.4858,40.2611,4.12013,41.8401,40.3402,40.3064,47433.5,34.7848,40.1476,3662.89,104.418,40.3064,40.3064,43.0675,1253.63,233.764
1405,36.4958,31.999,39.7338,32.8936,35.4605,36.4501,3.83455,37.6415,36.5278,36.4962,47277.5,31.3753,36.3445,3660.93,100.277,36.4962,36.4962,39.2299,1251.37,229.448
1406,40.7125,40.7161,43.312,39.935,40.2066,40.6744,3.56497,43.2602,40.7431,40.7128,201265.0,36.2809,40.6427,3601.42,105.081,40.7128,40.7128,43.4761,1216.03,234.937
1407,43.533,46.0918,45.111,45.061,43.6025,43.5006,3.56807,46.7519,43.5635,43.5333,167138.0,38.7701,43.4684,3628.48,108.668,43.5333,43.5333,46.3442,1227.29,239.159
1408,133.123,184.15,120.095,169.808,141.74,133.209,7.21734,137.849,133.163,133.123,60612.3,142.333,133.796,3720.6,205.193,133.123,133.123,136.371,1326.39,342.375
1409,101.466,109.708,87.6152,112.756,106.387,101.528,7.28682,104.1,101.506,101.466,48931.5,103.086,101.627,3708.14,171.283,101.466,101.466,104.606,1303.41,305.056
1410,94.5966,90.1439,84.3017,93.1271,96.0228,94.651,6.606,98.2546,94.6345,94.5969,63612.8,94.3136,94.7409,3672.46,161.51,94.5969,94.5969,97.5644,1275.85,292.235
1411,86.5409,79.0963,81.5825,81.0025,85.8164,86.5793,6.46775,90.3677,86.5773,86.5412,67189.5,83.7534,86.5978,3698.98,151.543,86.5412,86.5412,89.3813,1284.78,280.758
1412,75.5313,66.4685,75.278,68.308,73.6976,75.5467,6.35183,77.8355,75.5667,75.5315,50518.8,71.0095,75.4794,3703.27,139.415,75.5315,75.5315,78.2906,1288.74,267.935
1413,66.1235,57.2165,69.0745,58.7828,63.9135,66.1208,6.08679,67.8308,66.1574,66.1236,47663.4,60.807,66.0223,3697.97,129.449,66.1236,66.1236,68.8363,1284.49,257.767
1414,60.6243,53.8618,65.1271,54.7247,58.6021,60.6124,5.79204,63.4101,60.6566,60.6244,57896.4,54.9056,60.5281,3688.93,123.902,60.6244,60.6244,63.3222,1275.61,252.462
1415,75.7665,81.1794,78.1127,78.4179,75.7021,75.7701,5.70762,79.7016,75.7993,75.7666,87255.6,71.8313,75.8223,3646.79,140.624,75.7666,75.7666,78.5468,1257.53,271.02
1416,66.5804,65.8773,68.5992,66.5791,66.3779,66.5718,5.86524,69.0385,66.6144,66.5806,52837.3,60.9533,66.4915,3671.69,131.521,66.5806,66.5806,69.3684,1265.33,261.722
1417,59.0389,54.0087,61.5893,55.645,58.238,59.0201,5.53913,60.7299,59.0729,59.039,47972.0,53.2327,58.9199,3695.67,123.421,59.039,59.039,61.7969,1277.22,252.882
1418,52.8017,46.5489,56.2772,47.957,51.5091,52.7746,5.19668,54.0107,52.8345,52.8018,47341.5,47.0436,52.6642,3696.41,116.628,52.8018,52.8018,55.5235,1276.37,245.606
1419,47.2332,41.0581,51.4941,42.1751,45.7155,47.1996,4.85885,48.1144,47.2641,47.2333,47266.4,41.6603,47.0873,3691.51,110.718,47.2333,47.2333,49.9273,1272.02,239.537
1420,42.3055,36.6089,47.0381,37.5332,40.7576,42.2671,4.52894,42.9668,42.3342,42.3055,47257.4,36.9988,42.1586,3684.71,105.641,42.3055,42.3055,44.9817,1266.27,234.49
1421,37.9759,32.8143,42.8956,33.6183,36.4958,37.9343,4.20899,38.4904,38.0025,37.976,47256.2,32.9832,37.8332,3677.95,101.28,37.976,37.976,40.6416,1260.5,230.231
1422,34.1778,29.503,39.0824,30.2249,32.8017,34.1339,3.90185,34.5925,34.2021,34.1778,47255.9,29.5227,34.0426,3671.73,97.5089,34.1778,34.1778,36.8368,1255.14,226.573
1423,30.8401,26.5863,35.6043,27.2452,29.574,30.7951,3.61024,31.2039,30.8624,30.8401,47255.9,26.5291,30.716,3666.01,94.2214,30.8401,30.8401,33.4948,1250.28,223.391
1424,35.2482,35.6102,38.9604,34.6746,34.6651,35.2099,3.34079,36.9241,35.2694,35.2482,109083.0,31.5497,35.2022,3606.41,99.4951,35.2482,35.2482,37.9531,1216.62,229.467
1425,32.6985,32.4685,35.7416,32.4241,32.3141,32.6591,3.34156,33.7408,32.7194,32.6985,54736.3,28.5531,32.6023,3638.81,97.3105,32.6985,32.6985,35.4292,1234.7,227.426
1426,37.6852,40.4321,39.3635,39.4546,37.9162,37.6541,3.1203,40.4107,37.7066,37.6853,115436.0,34.0581,37.6636,3612.51,103.061,37.6853,37.6853,40.4727,1222.56,233.671
1427,38.5685,41.1341,39.2429,40.6451,39.0279,38.5418,3.15388,42.152,38.5911,38.5686,91599.9,34.4115,38.5343,3646.89,104.288,38.5686,38.5686,41.3874,1240.23,234.986
1428,36.4592,36.532,36.7569,36.961,36.7164,36.434,3.11006,40.4675,36.4828,36.4592,53196.0,32.0303,36.4115,3664.91,101.916,36.4592,36.4592,39.2688,1251.97,232.217
1429,33.5961,31.5163,34.0989,32.3504,33.4562,33.5694,3.00753,36.2931,33.6203,33.5961,47960.3,29.1265,33.5279,3671.12,98.4934,33.5961,33.5961,36.3702,1253.8,228.305
1430,30.6029,27.3138,31.6455,28.198,30.0872,30.5745,2.84053,32.5584,30.6269,30.6029,47332.0,26.3507,30.5317,3668.74,94.9418,30.6029,30.6029,33.3342,1249.02,224.405
1431,27.7758,24.0757,29.4154,24.8592,27.0118,27.7461,2.67505,29.2372,27.799,27.7759,47264.4,23.8023,27.7067,3665.87,91.7115,27.7759,27.7759,30.4698,1247.47,221.018
1432,44.5853,52.4676,44.3343,49.0701,45.3041,44.5744,2.57401,47.8185,44.6094,44.5853,145897.0,42.4722,44.6697,3613.52,110.455,44.5853,44.5853,47.3967,1222.92,241.629
1433,47.1351,54.848,45.3592,53.2379,48.5082,47.1312,2.93297,51.1513,47.1616,47.1351,135198.0,44.007,47.1699,3631.05,114.004,47.1351,47.1351,50.0206,1235.65,245.704
1434,41.7229,42.4105,39.7679,43.4398,42.5449,41.7146,3.03524,44.2594,41.7515,41.7229,57024.8,37.947,41.6915,3667.57,107.961,41.7229,41.7229,44.5835,1251.8,238.686
1435,37.5051,34.2707,36.3762,35.7268,37.5,37.4927,2.90897,39.358,37.5344,37.5051,48447.8,33.7596,37.4589,3675.09,102.647,37.5051,37.5051,40.2978,1256.73,232.382
1436,33.8407,29.3171,33.9529,30.4956,33.2064,33.8243,2.7776,35.1982,33.8694,33.8407,47397.3,30.2144,33.7844,3674.53,98.097,33.8407,33.8407,36.5665,1256.06,227.309
1437,44.4284,47.8739,43.9074,45.9399,44.6049,44.4251,2.6465,47.3881,44.4576,44.4284,163983.0,42.1126,44.488,3621.01,109.596,44.4284,44.4284,47.1975,1226.65,239.965
1438,68.5818,85.6458,64.2517,80.5558,71.1999,68.6101,3.20159,72.8503,68.6151,68.5818,186894.0,68.5684,68.7807,3636.32,136.361,68.5818,68.5818,71.511,1246.32,269.122
1439,64.7865,72.2107,59.1333,72.0987,67.1447,64.8168,3.68135,69.4816,64.8239,64.7865,142173.0,62.7502,64.8791,3667.06,132.471,64.7865,64.7865,67.7248,1261.82,264.578
1440,83.7752,95.8482,75.2663,93.5166,86.9489,83.8331,4.24806,88.6208,83.818,83.7752,442269.0,84.0252,84.0232,3658.37,151.815,83.7752,83.7752,86.7375,1265.05,284.199
1441,71.1539,69.9139,64.753,71.8635,72.2702,71.1938,4.55256,74.389,71.1985,71.1539,105519.0,68.7423,71.2029,3678.62,137.544,71.1539,71.1539,74.0168,1271.35,268.203
1442,61.9617,54.8858,58.9685,57.2155,61.3683,61.9846,4.38707,64.297,62.0052,61.9617,78793.2,58.6747,61.9503,3696.67,126.723,61.9617,61.9617,64.7201,1281.71,255.955
1443,54.5652,46.5655,54.7982,48.2638,53.0554,54.573,4.2383,56.1935,54.6063,54.5652,76015.2,50.7537,54.512,3694.84,118.299,54.5652,54.5652,57.2491,1280.61,246.897
1444,48.195,40.8348,50.7148,42.0625,46.3827,48.191,4.09057,49.5288,48.2333,48.195,80610.6,44.1276,48.1186,3687.9,111.448,48.195,48.195,50.8356,1274.63,239.948
1445,42.834,36.4432,46.6945,37.3931,41.0421,42.821,3.93422,44.0916,42.8694,42.834,80892.4,38.6826,42.7459,3680.41,105.946,42.834,42.834,45.4527,1268.35,234.586
1446,38.3433,32.8529,42.8495,33.6374,36.6993,38.3235,3.76404,39.4602,38.3761,38.3434,85432.0,34.2219,38.2493,3674.01,101.487,38.3434,38.3434,40.9526,1262.36,230.329
1447,40.8179,39.594,44.7783,39.026,39.8462,40.8008,3.57504,43.2364,40.849,40.8179,512531.0,37.0406,40.7865,3608.64,104.677,40.8179,40.8179,43.4624,1216.76,234.278
1448,39.1689,38.5276,42.5314,38.3788,38.5616,39.1496,3.58502,41.5607,39.1992,39.1689,121108.0,34.9197,39.1074,3637.02,103.517,39.1689,39.1689,41.842,1232.76,233.456
1449,53.7497,62.011,54.4315,59.1606,54.6982,53.7464,3.6167,56.619,53.7815,53.7497,547352.0,50.9066,53.8155,3620.04,119.835,53.7497,53.7497,56.5341,1228.35,251.228
1450,47.4978,49.3985,47.4464,49.8402,48.1767,47.49,3.82419,50.2058,47.5299,47.4978,132058.0,43.4443,47.4601,3651.2,113.48,47.4978,47.4978,50.2893,1244.44,244.345
1451,42.4913,39.6633,42.6897,41.0955,42.4769,42.4785,3.65521,44.3842,42.5225,42.4914,98390.6,38.3627,42.432,3675.91,107.635,42.4914,42.4914,45.2391,1261.22,237.545
1452,41.3844,38.5144,42.0728,39.1898,40.9881,41.3717,3.4552,43.9667,41.4142,41.3844,230498.0,37.3365,41.3507,3655.32,105.99,41.3844,41.3844,44.0953,1244.69,235.553
1453,52.373,57.1342,51.8851,55.0837,52.8711,52.3728,3.48665,55.2627,52.4031,52.373,604300.0,49.2254,52.4268,3625.49,117.906,52.373,52.373,55.1323,1231.99,248.56
