hordatahora,horleitura
2021-01-01,33.06
2021-01-02,38.98552083333333
2021-01-03,38.67427083333333
2021-01-04,38.92010416666667
2021-01-05,35.87208333333333
2021-01-06,28.500312500000003
2021-01-07,30.146770833333335
2021-01-08,31.336458333333336
2021-01-09,26.684375
2021-01-10,38.92177083333333
2021-01-11,43.82135416666667
2021-01-12,33.063125
2021-01-13,24.7975
2021-01-14,20.5978125
2021-01-15,18.771354166666665
2021-01-16,17.218541666666667
2021-01-17,16.985
2021-01-18,17.747291666666666
2021-01-19,28.167708333333334
2021-01-20,61.82791666666666
2021-01-21,82.66354166666666
2021-01-22,101.60364583333335
2021-01-23,100.651875
2021-01-24,87.17791666666666
2021-01-25,75.23333333333333
2021-01-26,64.4375
2021-01-27,57.39427083333334
2021-01-28,50.549687500000005
2021-01-29,45.21666666666667
2021-01-30,48.59291666666667
2021-01-31,55.481562499999995
2021-02-01,56.93125
2021-02-02,53.35177083333334
2021-02-03,47.94760416666667
2021-02-04,43.96427083333333
2021-02-05,43.37135416666666
2021-02-06,50.29677083333333
2021-02-07,53.99427083333333
2021-02-08,50.3725
2021-02-09,44.635416666666664
2021-02-10,38.8215625
2021-02-11,32.937916666666666
2021-02-12,28.15625
2021-02-13,35.094375
2021-02-14,34.33739583333333
2021-02-15,32.12135416666667
2021-02-16,27.287499999999998
2021-02-17,27.5625
2021-02-18,25.83875
2021-02-19,23.611874999999998
2021-02-20,20.589479166666667
2021-02-21,18.11885416666667
2021-02-22,16.207916666666666
2021-02-23,14.94375
2021-02-24,14.409374999999999
2021-02-25,18.00135416666667
2021-02-26,26.268958333333334
2021-02-27,27.313333333333333
2021-02-28,24.08666666666667
2021-03-01,31.897604166666667
2021-03-02,53.169375
2021-03-03,72.22500000000001
2021-03-04,100.96729166666667
2021-03-05,143.175625
2021-03-06,155.25270833333335
2021-03-07,154.8225
2021-03-08,147.6625
2021-03-09,133.84791666666666
2021-03-10,118.15802083333334
2021-03-11,105.54635416666667
2021-03-12,98.254375
2021-03-13,83.49072916666667
2021-03-14,71.7625
2021-03-15,59.91833333333333
2021-03-16,48.117916666666666
2021-03-17,46.1753125
2021-03-18,46.24135416666667
2021-03-19,42.79260416666667
2021-03-20,38.97833333333333
2021-03-21,35.39666666666667
2021-03-22,31.963958333333334
2021-03-23,29.078125
2021-03-24,27.065625
2021-03-25,30.0359375
2021-03-26,36.67635416666666
2021-03-27,35.89635416666667
2021-03-28,42.5440625
2021-03-29,43.24135416666667
2021-03-30,39.79260416666667
2021-03-31,36.768125
2021-04-01,35.610625
2021-04-02,29.956770833333334
2021-04-03,25.15416666666667
2021-04-04,22.974062500000002
2021-04-05,21.579791666666665
2021-04-06,20.226770833333333
2021-04-07,19.525312500000002
2021-04-08,19.0709375
2021-04-09,18.735104166666666
2021-04-10,17.976875
2021-04-11,17.421041666666667
2021-04-12,16.783645833333335
2021-04-13,16.491145833333334
2021-04-14,16.0125
2021-04-15,14.840625000000001
2021-04-16,13.871875000000001
2021-04-17,13.5790625
2021-04-18,13.292499999999999
2021-04-19,13.70875
2021-04-20,15.25
2021-04-21,14.634375
2021-04-22,13.831145833333332
2021-04-23,15.306354166666667
2021-04-24,14.753124999999999
2021-04-25,13.809062500000001
2021-04-26,13.006041666666667
2021-04-27,13.338125
2021-04-28,13.0784375
2021-04-29,12.27625
2021-04-30,11.801562500000001
2021-05-01,11.281666666666666
2021-05-02,11.2978125
2021-05-03,11.556145833333334
2021-05-04,11.003958333333335
2021-05-05,11.000729166666666
2021-05-06,10.068854166666666
2021-05-07,10.548541666666667
2021-05-08,27.43614583333333
2021-05-09,28.85927083333333
2021-05-10,21.76375
2021-05-11,18.621770833333333
2021-05-12,16.8440625
2021-05-13,28.595625
2021-05-14,60.689479166666665
2021-05-15,68.29583333333333
2021-05-16,62.97291666666666
2021-05-17,51.146875
2021-05-18,38.80166666666667
2021-05-19,28.877499999999998
2021-05-20,23.1046875
2021-05-21,19.698645833333334
2021-05-22,17.7684375
2021-05-23,21.038229166666667
2021-05-24,29.515625
2021-05-25,29.546875
2021-05-26,23.236041666666665
2021-05-27,18.756354166666664
2021-05-28,16.596770833333334
2021-05-29,15.456249999999999
2021-05-30,17.147604166666667
2021-05-31,22.352604166666666
2021-06-01,29.419479166666665
2021-06-02,21.543125
2021-06-03,17.581145833333334
2021-06-04,16.279374999999998
2021-06-05,15.237499999999999
2021-06-06,14.825000000000001
2021-06-07,14.21875
2021-06-08,19.355520833333333
2021-06-09,33.885
2021-06-10,29.46864583333333
2021-06-11,22.795416666666668
2021-06-12,19.87635416666667
2021-06-13,18.390729166666667
2021-06-14,16.68625
2021-06-15,14.871875000000001
2021-06-16,14.393749999999999
2021-06-17,13.88125
2021-06-18,13.624270833333334
2021-06-19,13.529791666666666
2021-06-20,24.398854166666666
2021-06-21,59.733645833333334
2021-06-22,71.10416666666667
2021-06-23,72.59166666666667
2021-06-24,74.43333333333334
2021-06-25,70.20416666666667
2021-06-26,60.4859375
2021-06-27,48.526562500000004
2021-06-28,37.73708333333334
2021-06-29,29.990416666666665
2021-06-30,37.961875
2021-07-01,47.27875
2021-07-02,42.027499999999996
2021-07-03,34.9153125
2021-07-04,28.956458333333334
2021-07-05,25.135208333333335
2021-07-06,23.42958333333333
2021-07-07,22.25135416666667
2021-07-08,20.507708333333333
2021-07-09,19.655416666666667
2021-07-10,19.058333333333334
2021-07-11,18.668645833333333
2021-07-12,18.46625
2021-07-13,17.291145833333335
2021-07-14,16.910520833333333
2021-07-15,16.3775
2021-07-16,16.201875
