,vazao_25334953_Porto Amazonas,vazao_25584963_Balsa Nova,vazao_25604951_Guajuvira,vazao_25604939_Araucária,vazao_25594926_Ponte Do Umbarazinho,vazao_25514921_ETE- Sanepar,vazao_25484919_Ponte BR 277
2015-07-06,38.5647,24.9538,1.8797,1.8603,1.86755,9.66674,3.99471
2015-07-07,33.4556,22.1208,1.67374,1.63778,1.65784,8.38136,3.47533
2015-07-08,29.5105,19.7445,1.49884,1.46601,1.49088,7.39428,3.07593
2015-07-09,48.0553,29.0699,2.17275,2.33443,2.25673,11.8841,4.70295
2015-07-10,82.0526,53.4568,3.53172,3.7098,3.65159,20.6404,8.8407
2015-07-11,69.4542,48.1867,3.20338,3.10381,3.12712,17.6784,7.8474
2015-07-12,100.625,65.1024,4.37118,4.52797,4.51505,25.1878,10.5888
2015-07-13,90.1354,60.6893,4.15861,4.04954,4.09507,22.8428,9.91713
2015-07-14,112.972,77.1801,5.6417,4.95053,5.82114,28.3325,12.4447
2015-07-15,113.015,78.5646,5.65922,4.94875,5.6279,28.744,12.8585
2015-07-16,116.227,80.5158,5.91944,5.47509,5.96336,29.4866,13.0682
2015-07-17,106.248,74.5285,5.54701,5.07938,5.51293,26.9437,11.9432
2015-07-18,140.904,98.3946,7.58262,7.49999,7.83608,35.2343,15.5671
2015-07-19,163.82,116.714,9.11265,7.94702,9.23676,40.9159,18.2638
2015-07-20,136.19,98.8592,7.6619,6.51885,7.52563,34.2412,15.4633
2015-07-21,115.522,83.3118,6.49973,5.63722,6.43128,28.9643,12.9864
2015-07-22,110.023,77.8777,6.26544,5.62452,6.30884,27.4777,12.0699
2015-07-23,121.388,84.3779,6.94862,6.50756,7.10346,30.3858,13.0518
2015-07-24,109.333,77.428,6.31042,5.70884,6.28967,27.5597,11.9713
2015-07-25,95.168,67.3506,5.50476,4.97163,5.48902,23.9429,10.396
2015-07-26,121.076,79.2078,6.31906,6.10907,6.37944,30.1676,12.5626
2015-07-27,109.569,74.2975,5.91252,5.47168,5.79516,27.5836,11.8493
2015-07-28,94.0477,64.5977,5.15924,4.75229,5.07088,23.6678,10.2118
2015-07-29,83.6398,57.7317,4.6198,4.26689,4.56226,21.0381,9.07339
2015-07-30,75.3103,52.2356,4.18896,3.87759,4.15488,18.9444,8.17063
2015-07-31,68.2733,47.6171,3.82718,3.54952,3.80986,17.1789,7.41141
2015-08-01,62.1286,43.623,3.51907,3.26978,3.51561,15.6404,6.75682
2015-08-02,56.7068,39.9879,3.25353,3.02791,3.24055,14.2738,6.15737
2015-08-03,51.716,36.3163,3.00422,2.81862,2.96709,12.9911,5.5504
2015-08-04,47.2362,32.8108,2.70802,2.65552,2.6758,11.8603,5.00065
2015-08-05,43.3298,29.7052,2.44163,2.50639,2.41351,10.8665,4.50827
2015-08-06,39.7509,26.8685,2.20018,2.37479,2.1757,9.96041,4.06216
2015-08-07,36.6314,24.3444,1.98224,2.26135,1.96076,9.16205,3.65925
2015-08-08,33.8484,22.0801,1.78694,2.16262,1.76799,8.45044,3.29834
2015-08-09,31.3827,20.0549,1.61079,2.0741,1.59399,7.81616,2.97275
2015-08-10,29.1944,18.2197,1.45066,2.00192,1.43571,7.25049,2.67655
2015-08-11,27.2596,16.5986,1.30781,1.93418,1.29447,6.74857,2.4126
2015-08-12,25.3697,15.1104,1.17824,1.80782,1.1663,6.2647,2.17307
2015-08-13,23.6458,13.7297,1.06006,1.65715,1.04936,5.82529,1.95438
2015-08-14,22.2005,12.5144,0.953297,1.48286,0.943685,5.44935,1.75683
2015-08-15,20.8907,11.4188,0.856844,1.33008,0.848199,5.10906,1.57835
2015-08-16,19.6564,10.4454,0.771985,1.19665,0.764209,4.79335,1.42171
2015-08-17,18.4564,9.53828,0.694736,1.07673,0.687732,4.49081,1.27902
2015-08-18,17.4272,8.72753,0.626076,0.970185,0.619766,4.23064,1.1524
2015-08-19,16.4383,7.98189,0.561168,0.87143,0.55547,3.98387,1.03218
2015-08-20,16.9538,7.9129,0.549031,0.853718,0.558713,4.04846,1.01747
2015-08-21,17.9635,8.85065,0.616919,0.877983,0.617605,4.26442,1.16262
2015-08-22,16.901,8.37439,0.575214,0.805243,0.572375,3.9689,1.08642
2015-08-23,15.4233,7.60841,0.517329,0.722637,0.513222,3.60269,0.98277
2015-08-24,14.1017,6.95564,0.473377,0.657803,0.468991,3.28159,0.894388
2015-08-25,22.007,11.6836,0.669801,0.912536,0.969502,5.13149,1.69578
2015-08-26,23.8701,13.9994,0.869317,1.03327,1.04906,5.70496,2.0636
2015-08-27,21.8304,12.6186,0.901966,1.03483,0.910028,5.25635,1.84992
2015-08-28,20.6107,11.9681,0.904303,1.01941,0.851403,4.97457,1.75201
2015-08-29,42.0728,25.313,2.01751,2.34821,2.1212,10.3449,3.87041
2015-08-30,40.6699,26.5528,2.06789,2.11719,1.99414,10.2407,4.04534
2015-08-31,33.2755,21.5872,1.65811,1.69022,1.58582,8.31231,3.26071
2015-09-01,28.8437,18.4746,1.41001,1.4498,1.35433,7.14597,2.77642
2015-09-02,25.9463,16.2746,1.2305,1.27598,1.18823,6.34547,2.42491
2015-09-03,23.8294,14.5849,1.08808,1.13561,1.05526,5.73076,2.14473
2015-09-04,24.7937,14.83,1.10093,1.1776,1.09765,5.84011,2.17408
2015-09-05,52.8131,31.488,2.22809,2.49648,2.38581,12.6565,4.42122
2015-09-06,54.9669,34.8022,2.49558,2.53162,2.48876,13.5778,5.15047
2015-09-07,47.3817,30.6163,2.2049,2.18308,2.17628,11.736,4.67849
2015-09-08,41.8077,27.1,1.96015,1.93827,1.94272,10.3372,4.20797
2015-09-09,56.3285,34.5367,2.49151,2.60696,2.59954,13.8685,5.67018
2015-09-10,122.135,78.7251,6.09982,6.55391,6.49958,30.3914,12.645
2015-09-11,100.1,69.3574,5.32575,5.12445,5.19601,25.3988,10.9403
2015-09-12,116.048,80.4732,6.30793,6.41489,6.43383,29.0509,12.6281
2015-09-13,101.554,71.6931,5.70588,5.50184,5.53613,25.5107,11.155
2015-09-14,86.5589,60.6351,4.81515,4.67218,4.67257,21.7182,9.42454
2015-09-15,76.4821,53.0682,4.18891,4.14951,4.0979,19.1714,8.26046
2015-09-16,68.2023,47.119,3.71612,3.70217,3.6558,17.0884,7.33821
2015-09-17,61.3206,42.1174,3.31895,3.31911,3.27655,15.3642,6.56099
2015-09-18,55.5649,37.8392,2.9777,2.98543,2.94634,13.9267,5.8898
2015-09-19,51.4036,34.2496,2.68029,2.6919,2.65613,12.8373,5.3022
2015-09-20,54.3196,34.3494,2.62686,2.69448,2.64959,13.3064,5.20067
2015-09-21,54.6262,34.5754,2.60424,2.633,2.60067,13.3131,5.16375
2015-09-22,50.3098,32.0006,2.3973,2.40444,2.3792,12.2292,4.75709
2015-09-23,45.3144,28.6904,2.13395,2.13775,2.11529,10.9438,4.23516
2015-09-24,41.274,25.8826,1.90925,1.91354,1.89294,9.88971,3.78964
2015-09-25,37.9105,23.4957,1.71217,1.71742,1.69845,8.99635,3.39862
2015-09-26,35.124,21.4432,1.53754,1.54349,1.52608,8.23093,3.05202
2015-09-27,44.9238,25.9597,1.81881,1.93983,1.90019,10.1822,3.61487
2015-09-28,49.5572,29.7732,2.10651,2.1543,2.13259,11.5181,4.19451
2015-09-29,103.616,65.2457,4.96825,5.40013,5.3066,25.3816,9.88327
2015-09-30,87.8209,59.111,4.4629,4.3036,4.32582,21.8832,8.93647
2015-10-01,71.1834,47.4292,3.54231,3.4195,3.43085,17.5375,7.11506
2015-10-02,82.3301,53.1638,4.00802,4.09072,4.06101,20.0566,8.04068
2015-10-03,75.305,49.7478,3.7412,3.66676,3.67088,18.4842,7.51941
2015-10-04,102.021,66.6881,5.11207,5.34276,5.28698,24.6349,10.2421
2015-10-05,92.23,61.9373,4.70164,4.58515,4.59951,22.5415,9.45075
2015-10-06,79.6809,52.824,3.97751,3.88598,3.8935,19.5113,8.00998
2015-10-07,71.102,46.9109,3.52488,3.46625,3.46749,17.4202,7.10363
2015-10-08,63.5431,41.6256,3.12113,3.08526,3.08294,15.5607,6.29077
2015-10-09,57.1735,37.2221,2.78732,2.76539,2.76132,14.0022,5.61829
2015-10-10,79.0102,48.8357,3.67964,3.89874,3.84683,19.1802,7.38764
2015-10-11,123.011,76.3608,5.78945,6.04981,5.99519,30.0358,11.5895
2015-10-12,110.449,71.8644,5.42182,5.31519,5.3308,27.3257,10.898
2015-10-13,142.723,92.3671,7.08229,7.28377,7.23656,35.2901,14.2101
2015-10-14,133.228,88.8187,6.79795,6.68647,6.70053,33.2868,13.6803
2015-10-15,112.977,75.429,5.7409,5.5931,5.61187,28.1469,11.5835
2015-10-16,100.082,66.2484,4.9904,4.89854,4.95758,24.8226,10.1711
2015-10-17,90.3755,59.5316,4.46368,4.40913,4.46512,22.3652,9.12726
2015-10-18,83.2461,53.9018,4.03573,4.00586,4.0089,20.3506,8.16373
2015-10-19,76.9514,49.5865,3.69276,3.67392,3.67108,18.7459,7.46165
2015-10-20,69.7881,44.9105,3.33986,3.3283,3.32305,16.9837,6.74445
2015-10-21,63.012,40.4778,3.00856,3.00166,2.99551,15.3286,6.07736
2015-10-22,56.8176,36.4438,2.71136,2.70745,2.70109,13.817,5.47135
2015-10-23,123.196,75.204,5.60488,6.13116,6.02431,29.6716,11.2143
2015-10-24,205.274,130.58,9.87603,10.2369,10.1731,50.9183,19.7517
2015-10-25,158.13,105.733,7.93164,7.59424,7.66485,39.6826,15.9758
2015-10-26,128.96,85.386,6.37123,6.16431,6.20362,32.1197,12.8665
2015-10-27,114.806,75.3065,5.57096,5.4558,5.53185,28.4642,11.3567
2015-10-28,105.224,68.4333,5.07618,5.01886,5.03777,26.0456,10.3385
2015-10-29,95.9312,62.2695,4.64329,4.59071,4.59392,23.7359,9.41152
2015-10-30,87.4742,56.5712,4.22253,4.17839,4.18955,21.565,8.51267
2015-10-31,83.8733,53.5552,3.9841,3.99511,3.98713,20.518,8.03054
2015-11-01,78.6561,50.3107,3.73177,3.71808,3.71759,19.2297,7.52466
2015-11-02,99.8939,61.7734,4.65243,4.88107,4.83314,23.9128,9.34895
2015-11-03,97.2188,61.9971,4.66547,4.63973,4.64717,23.5026,9.39203
2015-11-04,94.1668,60.6939,4.57562,4.34569,4.58357,22.8256,9.2184
2015-11-05,85.8956,55.7779,4.15572,4.03349,4.1032,20.9249,8.48972
2015-11-06,118.31,75.3288,5.77255,6.13945,5.98981,28.9339,11.6043
2015-11-07,132.856,87.5596,6.74933,6.85365,6.80429,33.0609,13.5477
2015-11-08,112.296,75.4007,5.761,5.61706,5.63476,28.0094,11.6279
2015-11-09,95.8965,63.9105,4.85801,4.75987,4.7699,23.7645,9.82548
2015-11-10,89.8443,59.1508,4.50681,4.35579,4.4846,22.1089,9.11155
2015-11-11,82.6513,54.4907,4.14742,4.02087,4.11333,20.3373,8.38867
2015-11-12,96.8384,61.479,4.66494,4.82797,4.78366,23.683,9.40817
2015-11-13,104.447,66.7511,5.03731,5.09704,5.07717,25.6012,10.1595
2015-11-14,114.487,73.0288,5.45974,5.54259,5.5203,27.9632,11.0105
2015-11-15,102.523,66.5452,4.94087,4.86387,4.87568,25.1305,9.99655
2015-11-16,99.1875,63.5358,4.70862,4.70793,4.70339,24.2088,9.52968
2015-11-17,103.236,65.683,4.84624,4.8877,4.87665,25.1,9.80474
2015-11-18,93.2356,60.0751,4.41612,4.36335,4.37344,22.7387,8.95182
2015-11-19,95.5587,61.0325,4.52351,4.58753,4.57343,23.259,9.15685
2015-11-20,89.4083,57.7363,4.27906,4.24697,4.255,21.8376,8.67476
2015-11-21,111.177,69.3743,5.17088,5.3532,5.31856,26.9251,10.4411
2015-11-22,104.115,66.7648,4.93259,4.87221,4.89012,25.4028,9.9883
2015-11-23,90.5656,58.1828,4.26911,4.19362,4.21256,22.0453,8.66518
2015-11-24,134.211,86.6471,6.57544,6.93784,6.87075,32.321,13.2382
2015-11-25,148.202,98.8733,7.54733,7.58093,7.58939,36.5718,15.2187
2015-11-26,134.374,90.1217,6.84454,6.71697,6.75751,33.4102,13.856
2015-11-27,116.066,77.5658,5.85525,5.71364,5.7556,28.8764,11.8887
2015-11-28,103.091,68.1126,5.11969,5.02912,5.05931,25.6014,10.406
2015-11-29,100.864,65.1399,4.87649,4.87244,4.88392,24.9305,9.90421
2015-11-30,99.7507,63.9306,4.78342,4.79393,4.80428,24.4499,9.71128
2015-12-01,102.308,64.778,4.84019,4.88602,4.89034,24.8748,9.81674
2015-12-02,103.365,65.9683,4.94396,4.98175,4.98944,25.2163,10.022
2015-12-03,92.2762,59.9058,4.4853,4.42443,4.45266,22.6388,9.11116
2015-12-04,111.438,72.6672,5.53638,5.74538,5.71812,27.2427,11.1821
2015-12-05,108.606,71.9675,5.46573,5.41178,5.44335,26.7398,11.0707
2015-12-06,106.88,69.3422,5.2335,5.21005,5.23324,26.3309,10.6152
2015-12-07,95.4402,62.3107,4.67711,4.59133,4.62746,23.5846,9.51294
2015-12-08,150.856,93.3577,7.06766,7.43271,7.37892,36.7792,14.2487
2015-12-09,129.299,84.5904,6.36541,6.18666,6.24946,32.1,12.9047
2015-12-10,107.855,70.3559,5.2694,5.13399,5.18196,26.654,10.7127
2015-12-11,95.2173,61.5297,4.58793,4.50398,4.539,23.4016,9.33606
2015-12-12,106.195,66.4226,4.90832,5.00433,5.00099,25.63,9.95638
2015-12-13,98.5375,62.9375,4.6225,4.56348,4.59629,23.9761,9.39419
2015-12-14,93.9388,59.4686,4.3334,4.32605,4.34567,22.7469,8.80608
2015-12-15,85.8479,54.7362,3.97771,3.9336,3.96113,20.8564,8.09625
2015-12-16,81.4698,51.3201,3.69206,3.68827,3.70532,19.6445,7.51286
2015-12-17,80.0168,50.3689,3.58745,3.59416,3.6093,19.2748,7.3012
2015-12-18,73.5544,46.7169,3.30686,3.28186,3.30364,17.8045,6.7383
2015-12-19,65.7793,41.8461,2.93674,2.91302,2.93269,15.9426,5.98752
2015-12-20,60.9293,38.6794,2.66033,2.64948,2.66488,14.755,5.42426
2015-12-21,151.411,91.475,6.55711,7.15657,7.05525,35.9315,13.157
2015-12-22,160.301,103.328,7.46167,7.43859,7.47212,39.2491,15.0425
2015-12-23,132.339,87.2245,6.24091,6.04307,6.10858,32.6238,12.6661
2015-12-24,113.263,74.3455,5.25489,5.11278,5.16346,27.8029,10.6981
2015-12-25,104.401,67.8147,4.72212,4.65582,4.68899,25.1688,9.61682
2015-12-26,98.521,63.7585,4.38595,4.35162,4.37793,23.3354,8.93522
2015-12-27,178.705,110.319,7.85532,8.36884,8.28964,41.5759,15.8186
2015-12-28,215.84,138.598,9.9637,10.0887,10.0982,51.2884,20.0823
2015-12-29,189.741,125.022,8.90558,8.71618,8.78735,45.2945,18.049
2015-12-30,208.714,135.837,9.69521,9.77432,9.78969,49.6431,19.6289
2015-12-31,205.805,134.853,9.64183,9.59209,9.63781,49.0739,19.5544
2016-01-01,180.3,119.12,8.42804,8.27705,8.34259,42.7398,17.1494
2016-01-02,164.158,107.97,7.55197,7.47452,7.52183,38.4125,15.3817
2016-01-03,168.732,109.972,7.66735,7.74419,7.75912,39.2095,15.5912
2016-01-04,164.787,108.129,7.51937,7.53285,7.55975,38.2994,15.2955
2016-01-05,147.248,97.3056,6.71811,6.65082,6.69088,34.0629,13.6934
2016-01-06,132.205,87.2366,5.96676,5.91873,5.95148,30.2695,12.1734
2016-01-07,120.324,79.2802,5.37693,5.34859,5.37499,27.312,10.9752
2016-01-08,109.118,72.068,4.82164,4.80658,4.82836,24.5377,9.84305
2016-01-09,99.6213,66.1343,4.33696,4.33013,4.34855,22.0879,8.85401
2016-01-10,92.0745,61.4594,3.95286,3.95136,3.96717,20.1387,8.07074
2016-01-11,130.975,84.1936,5.57276,5.94482,5.88598,28.9079,11.2716
2016-01-12,263.655,170.425,12.083,12.7415,12.637,62.038,24.246
2016-01-13,258.396,173.332,12.3276,12.1861,12.2321,61.7183,24.8623
2016-01-14,213.194,145.377,10.1595,9.85974,9.93009,50.5404,20.6104
2016-01-15,181.878,124,8.54194,8.34681,8.3939,42.617,17.3724
2016-01-16,160.975,109.628,7.43329,7.32721,7.35599,37.2155,15.1242
2016-01-17,145.049,98.7873,6.61159,6.5535,6.57262,33.1761,13.452
2016-01-18,131.581,89.7859,5.92202,5.88949,5.90329,29.7566,12.0474
2016-01-19,119.732,81.8884,5.32849,5.3102,5.32081,26.7973,10.8388
2016-01-20,109.087,74.8363,4.79819,4.78809,4.79662,24.144,9.75909
2016-01-21,99.635,68.6196,4.32558,4.32037,4.32746,21.7744,8.79722
2016-01-22,91.1754,62.9543,3.90123,3.89899,3.90501,19.6436,7.93377
2016-01-23,83.8777,57.7567,3.52396,3.52406,3.52912,17.7483,7.16615
2016-01-24,84.2178,57.0243,3.48875,3.55947,3.54929,17.6899,7.08993
2016-01-25,80.0322,54.3916,3.34954,3.3563,3.36197,16.8811,6.81292
2016-01-26,72.6603,49.3953,2.99186,2.98605,2.9934,15.0533,6.08784
2016-01-27,68.3357,46.1538,2.74097,2.7491,2.75264,13.817,5.57675
2016-01-28,69.0314,46.1219,2.72322,2.76046,2.75819,13.777,5.53916
2016-01-29,112.438,71.4298,4.62325,4.97224,4.91164,23.8739,9.31208
2016-01-30,99.7336,67.0573,4.33306,4.23644,4.26938,21.6026,8.79243
2016-01-31,86.3452,58.0571,3.65425,3.56906,3.59523,18.2226,7.44247
2016-02-01,80.9077,54.0179,3.32858,3.28528,3.30159,16.6692,6.78804
2016-02-02,75.5453,50.3137,3.04547,3.01125,3.02577,15.2587,6.21863
2016-02-03,87.0068,56.0603,3.45975,3.57204,3.55636,17.5941,7.03549
2016-02-04,106.494,68.7805,4.43379,4.58018,4.56567,22.5488,8.9843
2016-02-05,100.206,66.2536,4.27278,4.22745,4.25681,21.3952,8.6919
2016-02-06,109.702,71.3414,4.67746,4.74692,4.75228,23.6226,9.50026
2016-02-07,126.794,82.4531,5.52337,5.61635,5.62262,27.9103,11.2038
2016-02-08,110.44,74.0197,4.85382,4.72906,4.78323,24.1631,9.90085
2016-02-09,105.018,69.7151,4.51181,4.48079,4.51155,22.6075,9.2056
2016-02-10,95.7347,63.7387,4.08954,4.02254,4.06203,20.4307,8.36334
2016-02-11,103.794,67.2031,4.3294,4.41146,4.41802,21.8957,8.82261
2016-02-12,177.549,111.159,7.64763,8.07049,8.0187,39.1615,15.4247
2016-02-13,146.394,97.4896,6.62351,6.40207,6.48753,32.8532,13.4609
2016-02-14,121.157,80.8102,5.39478,5.23816,5.30242,26.7968,11.0034
2016-02-15,106.553,70.9011,4.66818,4.57505,4.62282,23.2685,9.53243
2016-02-16,106.732,70.3981,4.61686,4.64571,4.66562,23.2275,9.40842
2016-02-17,102.305,67.9707,4.44668,4.4248,4.45817,22.2906,9.06759
2016-02-18,109.852,71.9796,4.74831,4.83846,4.84816,24.0025,9.65697
2016-02-19,103.992,69.2574,4.57205,4.5431,4.58018,22.907,9.31476
2016-02-20,114.773,75.3359,5.02179,5.123,5.13216,25.3908,10.2028
2016-02-21,106.229,71.2706,4.71731,4.65692,4.70208,23.5743,9.61376
2016-02-22,122.262,79.8738,5.3626,5.48728,5.49268,27.1364,10.8891
2016-02-23,117.848,78.4845,5.27237,5.23232,5.27557,26.3896,10.7322
2016-02-24,162.835,104.92,7.3651,7.64752,7.62645,37.4569,14.8903
2016-02-25,169.854,112.489,7.94947,7.93883,7.98285,39.844,16.1007
2016-02-26,142.637,96.0833,6.6775,6.48305,6.56226,33.1257,13.5967
2016-02-27,133.806,89.331,6.1484,6.09033,6.13649,30.7162,12.5225
2016-02-28,125.621,84.163,5.75285,5.69967,5.74504,28.7477,11.7256
2016-02-29,115.634,77.5237,5.26905,5.22286,5.26534,26.3375,10.7464
2016-03-01,144.203,94.1811,6.54503,6.78357,6.76825,33.2499,13.2673
2016-03-02,128.605,86.54,6.01569,5.90615,5.96646,29.9683,12.2377
2016-03-03,110.441,74.1745,5.11738,5.02517,5.07585,25.4888,10.4317
2016-03-04,98.2066,65.8222,4.51418,4.45615,4.49625,22.5111,9.20891
2016-03-05,115.671,76.3425,5.40133,5.59452,5.58205,26.8811,10.958
2016-03-06,107.774,72.3239,5.0915,5.01697,5.06323,25.1762,10.3532
2016-03-07,94.7926,63.2723,4.37607,4.30504,4.3458,21.9007,8.91407
2016-03-08,84.997,56.7733,3.90273,3.85371,3.88718,19.5843,7.95625
2016-03-09,76.3599,51.1165,3.49995,3.46722,3.49518,17.5556,7.13741
2016-03-10,76.2665,50.5057,3.47128,3.51714,3.52667,17.5414,7.06753
2016-03-11,99.6696,64.6984,4.55652,4.76196,4.74243,23.2608,9.22072
2016-03-12,112.451,74.128,5.2804,5.35739,5.36842,26.6383,10.6782
2016-03-13,96.7338,65.266,4.63351,4.51844,4.56574,23.0228,9.4096
2016-03-14,82.7197,55.6891,3.93339,3.84491,3.8825,19.555,8.00543
2016-03-15,73.4674,49.2027,3.46767,3.41119,3.44001,17.2656,7.06308
2016-03-16,66.8521,44.6707,3.15114,3.11304,3.13678,15.6953,6.4203
2016-03-17,61.1484,40.6475,2.8714,2.8507,2.86947,14.3222,5.84965
2016-03-18,60.8026,39.8484,2.83229,2.85476,2.8634,14.2329,5.76439
2016-03-19,57.4911,37.8698,2.69276,2.68014,2.69652,13.4921,5.48029
2016-03-20,51.8338,34.1949,2.42267,2.40604,2.42194,12.1242,4.93216
2016-03-21,52.7016,34.2559,2.434,2.48212,2.48321,12.2945,4.94662
2016-03-22,50.4252,33.2543,2.36851,2.35634,2.37079,11.8531,4.81493
2016-03-23,45.3436,29.8732,2.12128,2.10727,2.12055,10.6078,4.31436
2016-03-24,58.2544,36.9116,2.68518,2.82109,2.80325,13.7027,5.43189
2016-03-25,64.4058,42.1452,3.11084,3.15582,3.1584,15.4589,6.28615
2016-03-26,57.6077,38.2955,2.80556,2.74489,2.76725,13.8432,5.68691
2016-03-27,59.7908,39.172,2.88355,2.91084,2.91315,14.3197,5.83889
2016-03-28,55.63,36.9482,2.71273,2.66274,2.68103,13.3779,5.50319
2016-03-29,49.1077,32.5207,2.36884,2.32364,2.33951,11.7465,4.81204
2016-03-30,43.8014,28.8821,2.0876,2.05424,2.06679,10.412,4.24362
2016-03-31,39.204,25.8045,1.85778,1.83378,1.84383,9.27563,3.77766
2016-04-01,48.5231,30.7218,2.25414,2.36969,2.35057,11.5125,4.5614
2016-04-02,60.9134,38.7725,2.87817,2.96044,2.95133,14.575,5.80722
2016-04-03,54.4747,35.8586,2.64582,2.588,2.60628,13.1412,5.35379
2016-04-04,46.6425,30.7733,2.24761,2.19258,2.20818,11.1465,4.5579
2016-04-05,41.9697,27.6321,2.00722,1.9671,1.97874,9.96802,4.07475
2016-04-06,37.6269,24.7299,1.78409,1.75571,1.76451,8.87288,3.62354
2016-04-07,33.8153,22.1692,1.59248,1.57215,1.57904,7.92929,3.23506
2016-04-08,30.3591,19.9029,1.42544,1.41056,1.41612,7.10396,2.89601
2016-04-09,27.3406,17.9458,1.27849,1.26734,1.27194,6.3759,2.59756
2016-04-10,28.8891,18.6755,1.32767,1.36028,1.35512,6.69921,2.69384
2016-04-11,51.8779,31.9225,2.33023,2.52932,2.49276,12.0287,4.6865
2016-04-12,64.1363,41.0099,3.01222,3.07829,3.07094,15.1929,6.05568
2016-04-13,62.2735,40.9438,3.00181,2.97111,2.98129,14.9478,6.0518
2016-04-14,71.1596,45.9486,3.40691,3.45014,3.44399,17.1032,6.86599
2016-04-15,63.1626,41.9032,3.08997,3.00159,3.02184,15.2684,6.2473
2016-04-16,54.5417,36.238,2.64364,2.5724,2.5877,13.064,5.35506
2016-04-17,49.1743,32.558,2.36838,2.31959,2.32995,11.7292,4.8011
2016-04-18,43.9174,28.9328,2.09984,2.06657,2.07376,10.4176,4.25781
2016-04-19,39.8599,26.2318,1.89866,1.87546,1.88066,9.43234,3.85006
2016-04-20,35.8718,23.6185,1.7023,1.68564,1.68956,8.46478,3.45181
2016-04-21,32.4155,21.3649,1.53388,1.5216,1.52465,7.63258,3.11018
2016-04-22,29.225,19.2807,1.37906,1.36978,1.37223,6.86565,2.79616
2016-04-23,26.3556,17.4173,1.23993,1.23277,1.23477,6.17532,2.51401
2016-04-24,25.1894,16.5874,1.17447,1.18639,1.18401,5.88254,2.38065
2016-04-25,25.0252,16.6043,1.17958,1.17906,1.17982,5.88724,2.38981
2016-04-26,22.468,14.8778,1.05378,1.04961,1.05113,5.25274,2.13499
2016-04-27,73.6277,44.5815,3.30663,3.73342,3.65181,17.3385,6.60419
2016-04-28,74.9717,49.6795,3.69034,3.64131,3.65753,18.3714,7.40674
2016-04-29,72.1456,48.3684,3.61869,3.58143,3.59097,17.7629,7.2838
2016-04-30,62.4439,42.4987,3.16847,3.06231,3.08451,15.4049,6.39972
2016-05-01,53.0714,35.9705,2.67268,2.59576,2.61105,13.0388,5.40674
2016-05-02,46.621,31.452,2.33443,2.28313,2.29315,11.425,4.72477
2016-05-03,41.5098,27.8905,2.06963,2.03494,2.04174,10.1525,4.1895
2016-05-04,37.1907,24.9028,1.84804,1.82385,1.82868,9.08067,3.74078
2016-05-05,33.4349,22.3233,1.6568,1.63938,1.64296,8.1515,3.3534
2016-05-06,30.5166,20.2681,1.50253,1.48965,1.49239,7.42539,3.0409
2016-05-07,27.7678,18.3375,1.35745,1.34766,1.34983,6.73461,2.74738
2016-05-08,42.1971,26.9657,2.05413,2.24116,2.20348,10.3254,4.13113
2016-05-09,42.0509,28.4444,2.16372,2.1361,2.14466,10.5052,4.35884
2016-05-10,35.8956,24.1371,1.81829,1.77065,1.78448,8.88446,3.67113
2016-05-11,35.9499,23.5696,1.77341,1.77219,1.77218,8.80247,3.58086
2016-05-12,49.626,32.0532,2.45079,2.56986,2.54624,12.211,4.93081
2016-05-13,52.5931,34.9386,2.67311,2.67501,2.67646,13.0846,5.38412
2016-05-14,64.8197,43.3815,2.98564,3.02823,3.46262,16.143,6.79382
2016-05-15,57.9634,40.0063,2.76109,2.69107,3.02923,14.5148,6.25282
2016-05-16,49.335,33.6888,2.45237,2.39079,2.51948,12.2984,5.22305
2016-05-17,44.198,29.8416,2.2575,2.20783,2.22036,10.9808,4.60118
2016-05-18,71.9453,46.1664,3.66703,3.92291,3.76961,17.7113,7.17812
2016-05-19,66.4214,44.9785,3.52515,3.4436,3.40263,16.6644,6.97917
2016-05-20,55.3237,37.3789,2.90416,2.82492,2.79714,13.8114,5.77671
2016-05-21,48.67,32.7063,2.53288,2.47878,2.45225,12.1067,5.04836
2016-05-22,90.7143,56.0209,4.16958,4.45522,4.36537,22.2861,8.30421
2016-05-23,102.531,65.4075,4.81519,4.82722,4.81216,25.6423,10.1224
2016-05-24,189.376,123.315,9.54026,10.0235,9.94144,47.4376,19.6838
2016-05-25,149.745,103.302,7.93366,7.60103,7.67742,38.0851,16.4159
2016-05-26,121.404,83.2518,6.3539,6.13725,6.18601,30.7483,13.2354
2016-05-27,106.521,72.6744,5.54514,5.41964,5.46146,26.9213,11.6071
2016-05-28,96.4653,65.596,5.00467,4.92629,4.96781,24.3605,10.5392
2016-05-29,101.872,68.6444,5.08362,5.12319,5.15404,25.7597,11.2585
2016-05-30,94.7045,64.9114,4.80018,4.74824,4.80044,24.0491,10.5833
2016-05-31,89.7298,61.8954,4.54534,4.53064,4.58164,22.7668,10.0192
2016-06-01,84.3075,58.8568,4.30721,4.27304,4.39277,21.4145,9.45365
2016-06-02,79.2381,55.585,4.07061,4.04352,4.25361,20.0741,8.84737
2016-06-03,131.872,90.1666,7.02629,7.45305,7.58952,32.4147,14.1601
2016-06-04,114.97,82.3268,6.40804,6.21597,6.43928,28.7138,12.8553
2016-06-05,96.1005,68.6394,5.33203,5.17013,5.36287,23.9954,10.7034
