,vazao_25334953_Porto Amazonas,vazao_25584963_Balsa Nova,vazao_25604951_Guajuvira,vazao_25604939_Araucária,vazao_25594926_Ponte Do Umbarazinho,vazao_25514921_ETE- Sanepar,vazao_25484919_Ponte BR 277
2017-10-09,120.522,78.1033,6.03101,6.11539,6.09264,29.9527,11.9969
2017-10-10,119.931,79.8596,6.15436,6.1192,6.11717,29.7321,12.287
2017-10-11,110.544,74.1595,5.70521,5.61156,5.61905,27.5599,11.4196
2017-10-12,95.8222,64.2996,4.92707,4.80963,4.82138,23.9726,9.87859
2017-10-13,147.288,96.5851,7.52035,7.88999,7.80752,36.9466,15.0307
2017-10-14,144.301,96.9724,7.48707,7.39191,7.40288,36.367,15.0073
2017-10-15,131.511,87.7669,6.72479,6.61977,6.62916,32.9349,13.5072
2017-10-16,137.294,89.9256,6.82893,6.85097,6.83466,33.99,13.7171
2017-10-17,121.101,80.5624,6.10236,5.99661,6.00683,30.1303,12.2764
2017-10-18,105.58,69.9384,5.29177,5.21699,5.22102,26.186,10.6533
2017-10-19,94.8282,62.5528,4.72582,4.68031,4.67931,23.477,9.53664
2017-10-20,85.7513,56.318,4.25564,4.22847,4.23008,21.1761,8.57603
2017-10-21,93.5214,59.3889,4.45249,4.56659,4.53423,22.699,8.95009
2017-10-22,88.3364,57.0544,4.26083,4.23869,4.2363,21.5498,8.56904
2017-10-23,96.1921,62.2032,4.69716,4.83377,4.79964,23.3675,9.43172
2017-10-24,91.8217,60.3058,4.55727,4.52716,4.5295,22.4895,9.1675
2017-10-25,81.6984,53.4517,4.01959,3.96168,3.96879,20.0661,8.09925
2017-10-26,72.974,47.5426,3.56485,3.52228,3.52605,17.9085,7.18854
2017-10-27,100.597,64.9579,4.30545,4.48678,5.26423,24.5447,10.1054
2017-10-28,92.9264,62.2515,4.25656,4.21358,4.72986,22.9385,9.66555
2017-10-29,111.514,72.883,5.50406,5.69526,5.73168,27.5089,11.2989
2017-10-30,98.9988,66.5129,5.10751,4.98233,4.99352,24.6825,10.2641
2017-10-31,110.346,71.2823,5.64142,5.7392,5.47471,27.3237,10.9071
2017-11-01,127.48,83.6359,6.57302,6.6653,6.48678,31.8645,12.8812
2017-11-02,110.296,73.9159,5.73284,5.58724,5.52153,27.6327,11.3672
2017-11-03,95.1857,63.4652,4.89729,4.79332,4.73567,23.7314,9.74106
2017-11-04,84.3883,55.8499,4.2963,4.23219,4.17622,20.9337,8.5533
2017-11-05,80.2481,52.5804,4.04323,4.0439,3.98153,19.7682,8.052
2017-11-06,95.7258,62.3256,4.45194,4.55508,4.48021,23.6605,9.75608
2017-11-07,88.5434,58.8247,4.32176,4.29778,4.27201,21.9897,9.15503
2017-11-08,77.6312,51.6121,3.90096,3.84684,3.8454,19.2554,7.96409
2017-11-09,69.2974,45.7946,3.52424,3.48662,3.459,17.1588,7.02588
2017-11-10,62.6927,41.1742,3.20137,3.17679,3.13756,15.4978,6.29448
2017-11-11,56.8384,37.0975,2.8732,2.85537,2.82437,14.016,5.65559
2017-11-12,113.278,71.0272,5.59284,6.07247,5.94404,27.5771,11.0501
2017-11-13,100.474,67.0421,5.21088,5.06415,5.07301,24.9312,10.3753
2017-11-14,83.0166,55.3037,4.26837,4.14515,4.1477,20.5297,8.51928
2017-11-15,72.69,47.9791,3.68483,3.60686,3.60164,17.8824,7.35967
2017-11-16,65.0777,42.5799,3.25591,3.20694,3.19792,15.9297,6.50345
2017-11-17,58.7666,38.1422,2.90506,2.87336,2.86286,14.3233,5.80195
2017-11-18,56.9502,36.0607,2.71939,2.72216,2.70597,13.7096,5.43114
2017-11-19,79.4018,48.9394,3.64431,3.84337,3.79112,19.031,7.27671
2017-11-20,135.024,84.5247,6.3859,6.72596,6.65563,33.2178,12.7462
2017-11-21,111.268,73.6415,5.5267,5.33481,5.37289,27.7858,11.1067
2017-11-22,91.4376,60.2608,4.49682,4.35686,4.38049,22.703,9.06152
2017-11-23,98.4441,63.691,4.78743,4.84206,4.82611,24.2892,9.63448
2017-11-24,90.0372,59.1578,4.43542,4.35412,4.37141,22.322,8.948
2017-11-25,78.7182,51.4507,3.83849,3.77184,3.78535,19.4348,7.75076
2017-11-26,70.1779,45.5891,3.38973,3.34423,3.35326,17.2643,6.84676
2017-11-27,85.6694,53.345,3.97677,4.12932,4.09829,20.8245,8.0075
2017-11-28,80.2022,51.678,3.82952,3.77725,3.79386,19.7903,7.73079
2017-11-29,69.9547,45.2026,3.3265,3.27041,3.28604,17.2666,6.72511
2017-11-30,65.2642,41.887,3.0554,3.03708,3.04392,16.1225,6.17767
2017-12-01,60.5084,39.0339,2.83877,2.8097,2.81968,14.9883,5.74519
2017-12-02,54.248,34.9769,2.52893,2.50454,2.51314,13.4405,5.11973
2017-12-03,48.9534,31.5193,2.26513,2.24656,2.25362,12.1367,4.58644
2017-12-04,44.5417,28.6498,2.04868,2.03482,2.04073,11.0586,4.14889
2017-12-05,40.5624,26.0451,1.8512,1.84079,1.84579,10.0801,3.74933
2017-12-06,40.7378,25.7263,1.81961,1.8546,1.84948,10.0677,3.68255
2017-12-07,39.838,25.4775,1.80523,1.80339,1.80821,9.8345,3.6571
2017-12-08,35.6482,22.8398,1.60641,1.59689,1.60281,8.72684,3.25541
2017-12-09,37.2495,23.3484,1.64792,1.69343,1.68735,8.96423,3.33419
2017-12-10,36.418,23.3108,1.65035,1.64327,1.65023,8.81741,3.34518
2017-12-11,32.2231,20.6252,1.44597,1.43056,1.43832,7.71913,2.93338
2017-12-12,29.0025,18.4882,1.28162,1.2672,1.27405,6.84671,2.60173
2017-12-13,26.6466,16.8853,1.15723,1.14546,1.15135,6.18395,2.35058
2017-12-14,24.4251,15.4423,1.04403,1.03477,1.03982,5.58192,2.12154
2017-12-15,22.3236,14.0935,0.946401,0.939184,0.94357,5.06122,1.92386
2017-12-16,20.1763,12.7014,0.849651,0.843951,0.848096,4.54828,1.7282
2017-12-17,59.7161,35.7565,2.57465,2.92959,2.86267,13.8255,5.1506
2017-12-18,55.4022,36.6949,2.63014,2.55516,2.58346,13.3134,5.31534
2017-12-19,93.9858,58.4071,4.2261,4.45628,4.42103,21.8299,8.48964
2017-12-20,80.2645,53.098,3.79296,3.6457,3.69207,18.9637,7.69015
2017-12-21,65.3657,43.18,3.0406,2.92799,2.96291,15.2274,6.18956
2017-12-22,71.7014,45.947,3.24468,3.27821,3.28169,16.4942,6.58742
2017-12-23,71.1839,46.2357,3.25903,3.23432,3.25354,16.4602,6.62886
2017-12-24,81.9934,52.5614,3.73784,3.82288,3.82009,19.0463,7.58226
2017-12-25,86.5642,56.2727,3.97908,3.99515,4.0096,20.1286,8.08157
2017-12-26,123.551,79.2315,5.66681,5.8945,5.86883,28.9634,11.4483
2017-12-27,179.866,116.642,8.45008,8.70401,8.6813,42.9584,17.0326
2017-12-28,145.486,98.5699,7.08081,6.83501,6.91386,35.1006,14.3862
2017-12-29,129.06,86.8335,6.2043,6.0907,6.13723,30.832,12.6328
2017-12-30,139.923,91.9038,6.5679,6.62632,6.63834,33.181,13.3494
2017-12-31,203.109,130.493,9.53986,9.89045,9.85167,48.6425,19.2677
2018-01-01,199.817,133.461,9.79974,9.75063,9.7974,48.5464,19.8481
2018-01-02,205.53,135.625,9.9049,9.89512,9.93269,49.8148,20.0883
2018-01-03,178.706,119.386,8.59197,8.41627,8.48786,43.0307,17.4968
2018-01-04,161.901,108.033,7.6793,7.59942,7.64677,38.5524,15.6535
2018-01-05,145.323,97.3112,6.86213,6.79288,6.83568,34.4332,14.0034
2018-01-06,130.254,87.3303,6.08636,6.04582,6.0802,30.5758,12.4242
2018-01-07,117.713,79.0315,5.44423,5.42301,5.4512,27.3781,11.1141
2018-01-08,111.541,74.7946,5.07355,5.10183,5.11728,25.5956,10.3504
2018-01-09,104.075,70.2246,4.71936,4.71857,4.73912,23.7609,9.63158
2018-01-10,94.8541,64.2822,4.26255,4.26293,4.28127,21.4422,8.70029
2018-01-11,101.591,68.4072,4.59383,4.74325,4.72971,23.0702,9.34567
2018-01-12,105.383,70.8673,4.78531,4.84276,4.84872,24.0069,9.73323
2018-01-13,110.731,73.7806,4.9893,5.063,5.06383,25.0462,10.1413
2018-01-14,114.898,76.9137,5.19203,5.24243,5.24736,26.3272,10.5577
2018-01-15,117.364,78.9058,5.32053,5.35696,5.36379,26.9459,10.826
2018-01-16,111.68,75.6749,5.05101,5.02599,5.04414,25.4138,10.3012
2018-01-17,102.659,69.988,4.59801,4.55755,4.57724,23.087,9.39675
2018-01-18,157.007,102.284,7.02306,7.40007,7.3379,35.9882,14.2056
2018-01-19,156.337,105.15,7.24986,7.2129,7.23588,36.3637,14.7139
2018-01-20,150.682,100.954,6.95719,6.92099,6.94014,34.8822,14.1535
2018-01-21,225.863,147.451,10.4291,10.8235,10.7601,53.0612,21.0666
2018-01-22,197.226,133.439,9.37554,9.16583,9.22238,46.6703,19.0431
2018-01-23,191.651,128.13,9.03719,9.0085,9.02437,44.7887,18.3694
2018-01-24,183.663,122.782,8.57939,8.52218,8.54659,43.0333,17.4666
2018-01-25,196.829,130.578,9.11558,9.21984,9.21353,46.0884,18.5256
2018-01-26,194.473,129.548,9.03546,9.03216,9.05103,45.4166,18.3815
2018-01-27,174.362,116.925,8.08713,7.99348,8.03036,40.4761,16.4968
2018-01-28,154.455,103.51,7.09781,7.01663,7.04927,35.5288,14.504
2018-01-29,138.553,92.5102,6.30552,6.25955,6.28351,31.6135,12.8928
2018-01-30,133.743,88.7173,6.04536,6.09855,6.10058,30.2901,12.3439
2018-01-31,201.221,127.995,9.0787,9.55377,9.47834,46.4827,18.3597
2018-02-01,172.587,115.592,8.0671,7.88929,7.94758,40.2464,16.4095
2018-02-02,148.887,100.205,6.86992,6.75465,6.79399,34.2474,14.0099
2018-02-03,133.807,89.6788,6.08867,6.01487,6.04438,30.4313,12.4335
2018-02-04,121.282,80.8107,5.44172,5.40002,5.42219,27.2868,11.117
2018-02-05,110.148,73.1277,4.86992,4.84732,4.86455,24.4473,9.9497
2018-02-06,101.155,66.9305,4.40218,4.39381,4.40715,22.122,8.99315
2018-02-07,94.1437,62.1507,4.05939,4.0588,4.07052,20.3932,8.29353
2018-02-08,87.1014,57.4212,3.73083,3.73069,3.74233,18.725,7.6236
2018-02-09,86.1477,56.2694,3.64692,3.722,3.71667,18.3161,7.4404
2018-02-10,81.9842,53.8534,3.48832,3.49094,3.50432,17.4424,7.12172
2018-02-11,74.7685,49.2222,3.10436,3.09554,3.10964,15.6096,6.34128
2018-02-12,68.9554,45.7249,2.83041,2.8223,2.83538,14.2358,5.78482
2018-02-13,94.0422,60.076,3.88433,4.14209,4.10174,19.9965,7.8675
2018-02-14,174.374,111.995,7.82503,8.283,8.2175,40.1238,15.7244
2018-02-15,144.831,98.3841,6.81146,6.58428,6.6614,33.6541,13.8035
2018-02-16,119.529,80.9283,5.52143,5.34279,5.40384,27.3384,11.2416
2018-02-17,105.04,70.5849,4.77352,4.65232,4.71223,23.749,9.73333
2018-02-18,94.107,62.9494,4.221,4.15689,4.19234,21.0821,8.60978
2018-02-19,84.8878,56.7069,3.76666,3.73129,3.75554,18.8549,7.68311
2018-02-20,76.9671,51.4708,3.38212,3.36035,3.38055,16.949,6.89828
2018-02-21,79.0159,52.2566,3.43697,3.50921,3.50834,17.3933,6.99573
2018-02-22,75.3605,50.4173,3.31363,3.30263,3.32284,16.6328,6.75119
2018-02-23,74.363,49.6551,3.25085,3.29457,3.30176,16.4097,6.6145
2018-02-24,69.169,46.9535,3.06483,3.04408,3.0657,15.3581,6.24453
2018-02-25,61.4286,42.0898,2.70097,2.67673,2.69685,13.5225,5.50811
2018-02-26,55.0083,37.9222,2.40439,2.3855,2.40279,12.0421,4.90591
2018-02-27,49.5687,34.3827,2.15389,2.14032,2.15514,10.7929,4.39613
2018-02-28,44.7841,31.2847,1.93328,1.92374,1.93655,9.69318,3.94656
2018-03-01,44.5355,30.9734,1.906,1.94432,1.94577,9.63887,3.88493
2018-03-02,45.1426,31.533,1.96246,1.98087,1.98832,9.88826,3.9986
2018-03-03,64.1519,42.4095,2.81061,2.99748,2.97217,14.4464,5.68186
2018-03-04,79.0391,52.8584,3.57449,3.65943,3.6597,18.0853,7.21986
2018-03-05,163.848,106.143,7.60606,8.06078,7.99326,38.9535,15.2521
2018-03-06,132.84,91.4993,6.49219,6.2246,6.30485,32.0203,13.1252
2018-03-07,108.568,74.5894,5.2263,5.03682,5.09478,25.8091,10.6091
2018-03-08,126.149,83.7802,5.92464,6.01228,6.0127,29.8132,11.9868
2018-03-09,118.356,79.8241,5.65812,5.57147,5.61251,28.1686,11.4695
2018-03-10,102.836,69.5289,4.91539,4.81255,4.85493,24.417,9.98369
2018-03-11,90.3661,60.9681,4.29087,4.21997,4.25335,21.3471,8.72159
2018-03-12,96.4873,63.5112,4.51738,4.60131,4.60116,22.7657,9.15726
2018-03-13,89.7591,60.0159,4.27129,4.21987,4.25085,21.2932,8.67015
2018-03-14,78.8028,52.7297,3.72271,3.67165,3.69974,18.544,7.56378
2018-03-15,70.714,47.213,3.31759,3.27971,3.30313,16.5387,6.74389
2018-03-16,185.445,116.613,8.59506,9.3227,9.19934,44.3918,17.2147
2018-03-17,153.018,103.736,7.59494,7.31567,7.39759,37.498,15.3121
2018-03-18,123.484,83.6569,6.09055,5.88213,5.9416,30.0752,12.3247
2018-03-19,106.903,71.9324,5.2218,5.09799,5.13797,25.8845,10.5772
2018-03-20,100.947,67.0504,4.86656,4.83196,4.85234,24.2733,9.8518
2018-03-21,94.8246,62.8896,4.5627,4.52332,4.54552,22.7486,9.23791
2018-03-22,127.669,81.4123,5.97675,6.23922,6.20165,30.3891,12.0392
2018-03-23,120.372,79.4805,5.84441,5.77307,5.80699,29.1123,11.7987
2018-03-24,103.224,68.6906,5.03641,4.92644,4.96398,24.9831,10.1918
2018-03-25,90.1448,59.886,4.37734,4.29957,4.32809,21.742,8.86678
2018-03-26,80.3213,53.1554,3.88148,3.82932,3.8513,19.3098,7.86491
2018-03-27,85.2274,54.9891,4.02308,4.09893,4.0934,20.2542,8.13591
2018-03-28,119.918,75.8047,5.66109,5.91038,5.8743,28.7836,11.3898
2018-03-29,140.004,92.2222,6.99479,7.11132,7.10458,34.4889,14.0671
2018-03-30,143.464,95.4597,7.25632,7.22861,7.24871,35.3183,14.6228
2018-03-31,168.685,110.076,8.35981,8.44446,8.44111,41.4994,16.8378
2018-04-01,148.549,98.6443,7.43479,7.25106,7.30095,36.6609,15.0251
2018-04-02,127.174,84.3287,6.31998,6.16659,6.20729,31.2765,12.7976
2018-04-03,112.576,74.3214,5.55682,5.46049,5.4885,27.623,11.2586
2018-04-04,101.617,66.5454,4.95132,4.8908,4.91103,24.8291,10.0323
2018-04-05,92.5919,60.5279,4.49646,4.4564,4.47205,22.5896,9.10998
2018-04-06,83.4671,54.496,4.03989,4.01221,4.02487,20.3177,8.1841
2018-04-07,79.1615,51.2152,3.79258,3.80891,3.81143,19.1407,7.67961
2018-04-08,74.1591,48.2615,3.57552,3.56311,3.57214,17.9728,7.23884
2018-04-09,66.5199,43.291,3.20029,3.18419,3.19336,16.0711,6.4796
2018-04-10,59.9358,38.9551,2.87258,2.85817,2.86637,14.4241,5.81656
2018-04-11,54.1701,35.1448,2.58431,2.57241,2.57955,12.9772,5.23316
2018-04-12,49.0838,31.7816,2.32974,2.32011,2.32631,11.6995,4.71785
2018-04-13,44.4398,28.732,2.09868,2.09088,2.0963,10.5417,4.25007
2018-04-14,40.2635,26.0029,1.89109,1.88472,1.88948,9.50012,3.82976
2018-04-15,36.4736,23.5576,1.70534,1.70009,1.70429,8.56751,3.45365
2018-04-16,34.0172,21.8912,1.57591,1.58167,1.58304,7.93503,3.19141
2018-04-17,32.7522,21.1611,1.52347,1.52295,1.52568,7.65811,3.08479
2018-04-18,30.7728,19.9144,1.43924,1.40578,1.452,7.18409,2.91355
2018-04-19,29.9697,19.4752,1.40259,1.36812,1.41935,7.01482,2.86209
2018-04-20,28.3791,18.4107,1.30549,1.30921,1.33744,6.66322,2.70803
2018-04-21,25.7632,16.6588,1.20201,1.20114,1.20145,6.0406,2.43672
2018-04-22,23.2236,15.014,1.07934,1.07951,1.07723,5.4227,2.18632
2018-04-23,20.9807,13.5653,0.970432,0.970302,0.967808,4.87279,1.96478
2018-04-24,18.9714,12.2652,0.872416,0.872246,0.869713,4.37947,1.76578
2018-04-25,17.1633,11.081,0.783958,0.783842,0.781368,3.9349,1.58643
2018-04-26,15.5616,9.98923,0.705727,0.705685,0.703324,3.54143,1.42794
2018-04-27,14.1495,9.02166,0.636073,0.636101,0.633881,3.19143,1.28692
2018-04-28,12.9071,8.16316,0.573825,0.573909,0.571841,2.87882,1.16094
2018-04-29,11.7253,7.35274,0.515156,0.515276,0.513364,2.58531,1.04224
2018-04-30,11.5557,7.01549,0.492199,0.504116,0.499824,2.49099,0.996392
2018-05-01,12.5518,7.71335,0.547845,0.552127,0.549825,2.75416,1.1082
2018-05-02,11.3463,6.97275,0.489266,0.490304,0.488815,2.4546,0.989488
2018-05-03,10.3159,6.27307,0.437096,0.43676,0.435638,2.1904,0.883993
2018-05-04,9.54774,5.74027,0.396618,0.39574,0.394804,1.98623,0.802252
2018-05-05,9.08006,5.4228,0.373665,0.372641,0.371808,1.87039,0.75602
2018-05-06,8.7209,5.2109,0.359677,0.358682,0.357917,1.79124,0.727928
2018-05-07,7.95686,4.73345,0.322677,0.32173,0.32103,1.61563,0.65317
2018-05-08,7.43349,4.37359,0.295571,0.296802,0.295684,1.48349,0.598368
2018-05-09,8.77573,5.17411,0.36111,0.370472,0.367623,1.80031,0.731081
2018-05-10,9.82296,5.91682,0.420416,0.425266,0.423656,2.06982,0.850807
2018-05-11,10.0564,6.20468,0.441903,0.442735,0.442082,2.18673,0.894401
2018-05-12,9.53871,5.87042,0.416257,0.415457,0.415167,2.0676,0.84271
2018-05-13,8.70337,5.32396,0.376273,0.374853,0.374701,1.88072,0.761979
2018-05-14,8.18561,5.01288,0.35521,0.353668,0.353548,1.77255,0.719566
2018-05-15,7.46196,4.53021,0.31826,0.31674,0.316634,1.59442,0.644901
2018-05-16,6.68945,4.03929,0.283505,0.282084,0.28198,1.421,0.574643
2018-05-17,6.16926,3.73098,0.265034,0.266644,0.266028,1.31246,0.537216
2018-05-18,6.90867,4.32675,0.314671,0.315826,0.314641,1.5119,0.637828
2018-05-19,6.70483,4.08895,0.292813,0.293008,0.292245,1.45958,0.593629
2018-05-20,6.24058,3.79127,0.270972,0.270701,0.27017,1.35249,0.549478
2018-05-21,34.2913,20.8305,1.65569,1.96073,1.90018,8.23463,3.29977
2018-05-22,34.3516,23.4625,1.83649,1.78743,1.80081,8.58887,3.68577
2018-05-23,26.8237,18.4408,1.42717,1.36283,1.37619,6.67807,2.87926
2018-05-24,22.6263,15.5043,1.19527,1.14749,1.15645,5.60602,2.41688
2018-05-25,19.7442,13.4617,1.03627,1.00293,1.00876,4.87497,2.09812
2018-05-26,17.6599,11.9482,0.917912,0.894533,0.898393,4.34646,1.85952
2018-05-27,15.8992,10.6637,0.81666,0.799897,0.802535,3.90145,1.65503
2018-05-28,14.4185,9.56819,0.728673,0.71637,0.718221,3.52221,1.47703
2018-05-29,13.1295,8.61335,0.651713,0.642476,0.643808,3.19115,1.32088
2018-05-30,12.041,7.78042,0.58301,0.575928,0.57691,2.90428,1.18136
2018-05-31,11.1813,7.08679,0.523778,0.518261,0.51899,2.66739,1.06136
2018-06-01,10.347,6.459,0.471266,0.466902,0.46745,2.45144,0.95762
2018-06-02,9.50816,5.90366,0.426449,0.422955,0.423366,2.26037,0.867489
2018-06-03,8.67808,5.37568,0.385003,0.382162,0.383409,2.05581,0.781477
2018-06-04,23.5579,15.0243,0.829775,0.962732,1.36363,5.74447,2.3965
2018-06-05,29.1902,19.9141,1.30812,1.2509,1.58122,7.23726,3.15436
2018-06-06,28.7773,19.5011,1.42558,1.32507,1.47794,7.07251,3.00991
2018-06-07,38.8533,25.5366,1.87167,1.85288,1.96353,9.44766,3.89239
2018-06-08,36.6588,24.98,1.80383,1.68817,1.83193,9.09944,3.85437
2018-06-09,56.0893,35.6097,2.56813,2.62814,2.74205,13.9745,5.44265
2018-06-10,51.5291,34.5125,2.48918,2.36373,2.51043,13.0312,5.31442
2018-06-11,43.3261,29.2761,2.11264,1.99593,2.12544,10.9309,4.53304
2018-06-12,37.8827,25.616,1.84551,1.75127,1.87024,9.55537,3.99626
2018-06-13,34.4558,23.4247,1.688,1.61058,1.73177,8.7046,3.72441
2018-06-14,51.2649,33.2766,2.50827,2.61912,2.71386,12.6245,5.32375
2018-06-15,50.6955,34.5036,2.6798,2.61294,2.72503,12.6308,5.36895
2018-06-16,46.476,31.3022,2.49908,2.42059,2.41218,11.6173,4.8199
2018-06-17,42.8881,29.0115,2.31608,2.23091,2.22156,10.68,4.4852
2018-06-18,42.5827,28.8355,2.25887,2.20487,2.22229,10.5577,4.46261
2018-06-19,40.9489,27.7468,2.14334,2.07349,2.11269,10.2946,4.32572
2018-06-20,38.5023,25.9829,1.99825,1.93529,1.9836,9.75322,4.10096
2018-06-21,35.8172,24.2521,1.85867,1.7984,1.84908,9.05446,3.84223
2018-06-22,32.5858,22.2346,1.72707,1.67075,1.71096,8.2108,3.50569
2018-06-23,29.739,20.2385,1.62205,1.56853,1.58191,7.45109,3.14842
2018-06-24,27.1697,18.3262,1.52217,1.48116,1.42546,6.7975,2.83297
2018-06-25,24.9034,16.5743,1.3739,1.40087,1.28492,6.23204,2.5489
2018-06-26,23.0107,15.0124,1.23717,1.32067,1.15836,5.75281,2.29385
2018-06-27,21.3002,13.624,1.11515,1.19161,1.045,5.31615,2.06759
2018-06-28,21.7924,13.3814,1.08273,1.17786,1.03819,5.31167,2.0188
2018-06-29,53.8597,32.9274,2.63525,3.00889,2.82755,13.1324,5.11864
2018-06-30,50.1074,33.4797,2.64669,2.64453,2.55134,12.5832,5.18271
2018-07-01,40.5893,27.1642,2.13191,2.11559,2.03163,10.1608,4.18336
2018-07-02,35.2842,23.3809,1.82752,1.82679,1.74717,8.77396,3.58089
2018-07-03,31.6353,20.6579,1.60287,1.6139,1.53938,7.80535,3.14021
2018-07-04,29.195,18.9094,1.45981,1.47764,1.40865,7.16909,2.86144
2018-07-05,27.2848,17.2958,1.32245,1.34643,1.28249,6.61942,2.59214
2018-07-06,26.2351,16.6255,1.26381,1.28705,1.22893,6.35593,2.48148
2018-07-07,23.7422,14.9768,1.13366,1.156,1.10326,5.74106,2.2279
2018-07-08,21.4715,13.4984,1.02066,1.04198,0.99412,5.18843,2.00311
2018-07-09,19.6055,12.2092,0.917563,0.93769,0.894281,4.71134,1.80044
2018-07-10,18.011,11.0774,0.824136,0.842964,0.803619,4.29478,1.61681
2018-07-11,16.5924,10.059,0.740332,0.757817,0.722173,3.92594,1.45215
2018-07-12,15.5001,9.31016,0.676475,0.692685,0.660378,3.64796,1.32736
2018-07-13,14.0581,8.43011,0.612012,0.626939,0.597683,3.30753,1.20095
2018-07-14,12.6885,7.61367,0.553633,0.567319,0.54084,2.98489,1.08641
2018-07-15,11.4937,6.90742,0.502885,0.515401,0.49144,2.70755,0.984714
2018-07-16,10.4007,6.24976,0.455523,0.466936,0.445261,2.45377,0.894022
2018-07-17,9.41862,5.62701,0.408531,0.418917,0.399313,2.22196,0.801864
2018-07-18,8.56973,5.11172,0.365828,0.375267,0.357539,2.03636,0.718048
2018-07-19,7.8879,4.69739,0.3276,0.336169,0.320137,1.88924,0.642763
2018-07-20,7.25221,4.28843,0.292805,0.300575,0.286079,1.70858,0.574367
2018-07-21,6.71389,3.94055,0.264574,0.271631,0.258518,1.54281,0.519057
2018-07-22,6.14213,3.57449,0.236673,0.243065,0.231209,1.3826,0.464245
2018-07-23,5.66359,3.26722,0.212666,0.218459,0.207736,1.24332,0.417153
2018-07-24,5.22166,2.99642,0.188982,0.194219,0.184526,1.10824,0.370578
2018-07-25,4.69199,2.69748,0.167927,0.17266,0.163898,0.988131,0.329748
2018-07-26,4.17452,2.40138,0.148768,0.153041,0.145121,0.877326,0.291463
2018-07-27,3.87451,2.25001,0.136894,0.140779,0.13361,0.801181,0.268422
2018-07-28,3.53947,2.06375,0.123905,0.127427,0.120941,0.732559,0.244854
2018-07-29,3.18638,1.87896,0.110668,0.113843,0.107981,0.652254,0.217131
2018-07-30,2.92819,1.74236,0.100055,0.102933,0.0976279,0.587079,0.196102
2018-07-31,2.67251,1.59789,0.0874316,0.0900239,0.0852294,0.51769,0.171253
2018-08-01,2.53324,1.54546,0.0804934,0.0809485,0.0801291,0.477832,0.161138
2018-08-02,5.81598,3.09239,0.175502,0.213121,0.20418,1.25794,0.434674
2018-08-03,8.43206,5.03796,0.315651,0.325503,0.326196,1.96593,0.785121
2018-08-04,7.63476,4.96504,0.330968,0.328204,0.337631,1.79779,0.737461
2018-08-05,6.82748,4.59085,0.325431,0.3167,0.324951,1.60523,0.666705
2018-08-06,6.27418,4.15196,0.295453,0.293196,0.292435,1.47262,0.597461
2018-08-07,5.76271,3.73851,0.262224,0.259909,0.259067,1.33889,0.527524
2018-08-08,5.18386,3.35352,0.232277,0.23018,0.229294,1.20068,0.466007
2018-08-09,4.60252,2.98525,0.205497,0.203685,0.20279,1.06044,0.410619
2018-08-10,5.08419,3.09329,0.208032,0.215125,0.212381,1.19766,0.4551
2018-08-11,6.66167,4.12972,0.281526,0.283652,0.282087,1.60107,0.641177
2018-08-12,6.5585,4.2652,0.30708,0.307017,0.305998,1.57809,0.630713
2018-08-13,5.88611,3.83697,0.275724,0.274799,0.274023,1.40979,0.558547
2018-08-14,5.19348,3.3943,0.24417,0.242967,0.242309,1.24271,0.492356
2018-08-15,4.58812,3.00299,0.216165,0.214935,0.214345,1.09706,0.434408
2018-08-16,4.0698,2.66635,0.191991,0.190841,0.190296,0.972576,0.384844
2018-08-17,3.60493,2.37313,0.170108,0.169068,0.168562,0.860839,0.340361
2018-08-18,3.23904,2.14117,0.151748,0.150833,0.150358,0.768897,0.303983
2018-08-19,2.93942,1.94599,0.138153,0.137367,0.136917,0.697714,0.275608
2018-08-20,3.05362,2.02203,0.144071,0.1435,0.143035,0.726475,0.287737
2018-08-21,2.88581,1.91226,0.137642,0.137142,0.136713,0.693908,0.274945
2018-08-22,2.57586,1.73244,0.121358,0.120918,0.120523,0.611779,0.242353
2018-08-23,2.33916,1.59097,0.10694,0.106552,0.106189,0.53829,0.213198
2018-08-24,8.14157,4.52681,0.286458,0.346362,0.333154,1.92235,0.7076
2018-08-25,11.1474,7.08829,0.474763,0.484756,0.493354,2.75186,1.14982
2018-08-26,73.1245,46.15,3.68048,4.19382,4.09645,18.0777,7.32851
2018-08-27,67.0146,46.6488,3.66352,3.53927,3.5653,17.0916,7.31143
2018-08-28,52.3727,36.8509,2.86339,2.72784,2.75184,13.3365,5.74694
2018-08-29,43.8248,30.5861,2.36775,2.28147,2.29478,11.0957,4.76202
2018-08-30,38.1601,26.4676,2.04872,1.9956,2.00262,9.63408,4.12256
2018-08-31,33.844,23.3431,1.80737,1.77391,1.77752,8.52611,3.6369
2018-09-01,30.4801,20.8433,1.60944,1.58772,1.58946,7.65108,3.23825
2018-09-02,27.8809,18.8095,1.44254,1.42807,1.42875,6.94845,2.90176
2018-09-03,26.876,17.5159,1.32007,1.31511,1.31402,6.5693,2.65483
2018-09-04,37.2292,23.5721,1.79038,1.91122,1.88452,9.09424,3.59374
2018-09-05,53.7246,35.4497,2.74175,2.88878,2.86014,13.2429,5.48796
2018-09-06,54.2332,36.4882,2.74045,2.7101,2.71656,13.5884,5.78396
2018-09-07,47.0905,32.025,2.38265,2.31587,2.3395,11.8295,5.06482
