,vazao,etp,horleitura
2013-05-02,30.56025,0.104915,0.0
2013-05-03,30.05728125,0.09188125000000001,0.0
2013-05-04,29.78178125,0.0824125,0.0
2013-05-05,29.5180625,0.0763125,0.0
2013-05-06,29.04953125,0.09977291666666667,13.0
2013-05-07,29.8715,0.10546833333333333,0.4
2013-05-08,34.460427083333336,0.08978958333333333,0.0
2013-05-09,36.49309375,0.10006083333333333,0.0
2013-05-10,33.30528125,0.08047249999999999,0.0
2013-05-11,31.2580625,0.09319583333333332,0.0
2013-05-12,29.36128125,0.09814374999999999,0.0
2013-05-13,27.5533125,0.08770458333333332,0.0
2013-05-14,26.4475,0.09114208333333333,2.8
2013-05-15,26.09925806451613,0.08725291666666667,0.0
2013-05-16,26.83103125,0.07327041666666667,1.6
2013-05-17,28.93534375,0.08399083333333333,25.2
2013-05-18,39.787,0.08518958333333333,1.0
2013-05-19,46.00788541666666,0.07359541666666666,0.0
2013-05-20,40.16767708333334,0.038088333333333335,0.0
2013-05-21,34.583333333333336,0.06666208333333333,0.0
2013-05-22,31.834437500000003,0.08362916666666666,0.0
2013-05-23,31.1058125,0.06281958333333333,9.6
2013-05-24,34.8173125,0.07430083333333333,6.4
2013-05-25,44.20823958333333,0.08074208333333334,0.2
2013-05-26,39.3144375,0.0708225,0.0
2013-05-27,34.688520833333335,0.09598166666666667,0.0
2013-05-28,31.9431875,0.07880374999999999,4.0
2013-05-29,35.51501041666666,0.07690958333333332,44.8
2013-05-30,56.43602083333334,0.07422333333333334,0.0
2013-05-31,69.72584375,0.08962333333333333,0.2
2013-06-01,67.66371875,0.0703,0.0
2013-06-02,66.10640625,0.07663583333333333,0.0
2013-06-03,87.84166666666665,0.06975416666666666,63.8
2013-06-04,89.25598958333335,0.06563041666666666,0.0
2013-06-05,89.93608333333333,0.061997083333333335,0.0
2013-06-06,87.91653124999999,0.053477083333333335,0.0
2013-06-07,83.17484375,0.06921833333333334,0.0
2013-06-08,72.52407291666667,0.0496275,0.0
2013-06-09,58.9945625,0.074,0.0
2013-06-10,49.01203125,0.06415125,0.0
2013-06-11,43.48822916666666,0.07431416666666667,0.0
2013-06-12,40.3118125,0.059566666666666664,0.2
2013-06-13,41.00388541666667,0.06086541666666667,0.0
2013-06-14,53.53577083333334,0.06593041666666667,0.0
2013-06-15,53.10265625,0.05521625,0.2
2013-06-16,46.60435416666667,0.057032916666666676,0.6000000000000001
2013-06-17,42.32833333333333,0.061430416666666675,41.8
2013-06-18,76.90082291666667,0.038100416666666664,1.2000000000000002
2013-06-19,82.68832291666666,0.05201,0.2
2013-06-20,89.58679166666667,0.061905416666666664,16.2
2013-06-21,133.00583333333333,0.07620500000000001,153.2
2013-06-22,393.5133333333333,0.06904416666666667,213.8
2013-06-23,408.7675,0.07161166666666667,0.0
2013-06-24,355.71197916666665,0.06690375,0.0
2013-06-25,421.4705208333333,0.06153166666666667,65.4
2013-06-26,493.603125,0.05338208333333333,3.4000000000000004
2013-06-27,454.2136458333334,0.05968166666666666,1.4
2013-06-28,397.58729166666666,0.06028791666666666,0.0
2013-06-29,339.84989583333333,0.07278875,0.0
2013-06-30,294.854375,0.07004041666666667,25.4
2013-07-01,271.726875,0.058477916666666664,36.4
2013-07-02,246.74604166666663,0.05637458333333333,0.4
2013-07-03,213.16916666666668,0.06162625,0.0
2013-07-04,192.57364583333333,0.047322916666666666,0.0
2013-07-05,175.93395833333332,0.054224999999999995,0.0
2013-07-06,158.6265625,0.04357250000000001,0.0
2013-07-07,140.72125,0.06346625,0.2
2013-07-08,126.12447916666667,0.06629541666666668,0.0
2013-07-09,115.28802083333332,0.05044125,0.0
2013-07-10,108.4265625,0.05694916666666667,0.0
2013-07-11,103.59375,0.06139083333333333,0.0
2013-07-12,98.95052083333331,0.08557875,0.0
2013-07-13,91.6546875,0.09058,0.0
2013-07-14,83.50885416666667,0.07644083333333333,0.0
2013-07-15,76.1885625,0.055439999999999996,0.0
2013-07-16,70.23649999999999,0.08051666666666667,0.0
2013-07-17,65.55319791666666,0.08590791666666665,0.0
2013-07-18,61.84794791666667,0.05925291666666666,0.0
2013-07-19,58.51890624999999,0.0680375,0.0
2013-07-20,59.978145833333336,0.07626458333333333,32.4
2013-07-21,73.48700000000001,0.08256583333333332,91.6
2013-07-22,174.52729166666666,0.06843833333333334,45.2
2013-07-23,194.3353125,0.0769025,25.0
2013-07-24,190.31322916666667,0.07317166666666666,5.4
2013-07-25,219.8303125,0.08505833333333333,0.0
2013-07-26,260.12416666666667,0.08500333333333333,0.4
2013-07-27,272.8805208333333,0.0657575,0.0
2013-07-28,255.85260416666665,0.08293,0.0
2013-07-29,225.1198958333333,0.08981041666666667,0.0
2013-07-30,192.27427083333336,0.07579583333333334,0.0
2013-07-31,160.52083333333334,0.07224416666666666,0.0
2013-08-01,133.55203703703705,0.06775041666666666,0.0
2013-08-02,117.71041666666667,0.07969416666666666,0.0
2013-08-03,107.7984375,0.08339,0.0
2013-08-04,102.51875,0.09717125,0.0
2013-08-05,96.65364583333331,0.0947575,1.0
2013-08-06,88.37347916666666,0.09676541666666666,0.0
2013-08-07,80.20366666666666,0.10007541666666668,0.0
2013-08-08,73.93296875,0.10097125,0.0
2013-08-09,69.149375,0.09692374999999999,0.0
2013-08-10,65.28379166666666,0.09918458333333334,0.0
2013-08-11,62.06935416666667,0.12479249999999999,0.0
2013-08-12,58.81184375,0.11119375,0.0
2013-08-13,55.79352083333333,0.09575708333333333,0.0
2013-08-14,53.32578125,0.09734625000000001,0.4
2013-08-15,53.18796875,0.08796541666666667,5.6
2013-08-16,56.496822916666666,0.09495833333333333,0.0
2013-08-17,59.655458333333335,0.07970125,0.0
2013-08-18,58.57567708333334,0.09787125,0.0
2013-08-19,55.5475625,0.13002208333333334,0.0
2013-08-20,52.3425,0.10448541666666666,0.0
2013-08-21,50.46890625,0.10761958333333334,0.0
2013-08-22,48.880781250000005,0.10625,0.0
2013-08-23,47.31671875,0.124985,0.0
2013-08-24,45.42060416666666,0.1278175,0.0
2013-08-25,43.56275,0.13640583333333334,0.0
2013-08-26,42.01408333333333,0.08811083333333335,0.0
2013-08-27,42.80490625,0.09230041666666666,29.8
2013-08-28,49.89578125,0.13341041666666667,0.6000000000000001
2013-08-29,57.73433333333333,0.12785041666666666,0.0
2013-08-30,57.18836458333333,0.134105,0.0
2013-08-31,52.61375,0.09185333333333334,0.0
2013-09-01,47.66241666666667,0.10668791666666666,0.0
2013-09-02,43.43922916666667,0.13624083333333334,0.2
2013-09-03,41.807875,0.14049708333333333,0.8
2013-09-04,45.98184375,0.11334083333333334,0.4
2013-09-05,46.34875,0.0983825,0.0
2013-09-06,44.89794791666667,0.11739208333333334,0.0
2013-09-07,42.20766666666667,0.13269916666666667,0.0
2013-09-08,39.34705208333333,0.07707499999999999,0.0
2013-09-09,37.295489583333335,0.07904791666666668,0.0
2013-09-10,35.49069791666667,0.08180291666666667,0.0
2013-09-11,34.1345,0.10495958333333333,0.0
2013-09-12,33.270843750000004,0.07764583333333333,0.0
2013-09-13,32.260375,0.08213041666666666,0.0
2013-09-14,31.1891875,0.08042250000000001,0.0
2013-09-15,30.021937500000003,0.10031458333333333,0.0
2013-09-16,28.5356875,0.10336083333333333,0.0
2013-09-17,31.206510416666664,0.10576333333333333,75.2
2013-09-18,57.23444791666666,0.10537833333333334,17.6
2013-09-19,76.02198958333334,0.11663708333333334,0.0
2013-09-20,79.8586875,0.11669875,0.0
2013-09-21,82.39212500000001,0.14921375,0.4
2013-09-22,84.27022916666667,0.12244208333333334,69.0
2013-09-23,115.2896875,0.11042416666666667,78.2
2013-09-24,130.84260416666666,0.10302416666666665,0.6000000000000001
2013-09-25,124.83645833333333,0.11572041666666666,0.4
2013-09-26,136.16093750000002,0.12854083333333333,0.0
2013-09-27,154.830625,0.13880625,0.0
2013-09-28,157.18802083333333,0.09889666666666667,0.0
2013-09-29,144.685625,0.10502833333333333,0.2
2013-09-30,130.74135416666667,0.06563041666666666,0.8
2013-10-01,117.07760416666667,0.08621625,15.2
2013-10-02,110.49427083333336,0.12047208333333333,1.7999999999999998
2013-10-03,125.6302380952381,0.1335875,8.4
2013-10-04,,0.1427175,49.2
2013-10-05,,0.13212583333333333,1.8
2013-10-06,,0.11163000000000001,0.0
2013-10-07,,0.11714375,0.0
2013-10-08,,0.12825666666666666,0.0
2013-10-09,,0.13815583333333334,0.0
2013-10-10,105.7875,0.1331275,0.0
2013-10-11,103.2765625,0.13381833333333334,0.0
2013-10-12,97.403125,0.13045,0.0
2013-10-13,86.21165624999999,0.1268975,0.0
2013-10-14,72.92067708333333,0.12872875,0.0
2013-10-15,63.30825,0.10898958333333332,0.0
2013-10-16,56.62736458333333,0.09778708333333334,0.0
2013-10-17,54.3003125,0.12398583333333334,8.6
2013-10-18,55.557520833333335,0.14485916666666668,0.4
2013-10-19,60.24928125,0.13221583333333334,0.4
2013-10-20,59.80403571428571,0.1743625,0.0
2013-10-21,,0.1397025,0.0
2013-10-22,,0.17802625000000002,19.2
2013-10-23,,0.1670454166666667,0.0
2013-10-24,,0.14858000000000002,0.0
2013-10-25,,0.10944124999999999,4.6
2013-10-26,,0.12719166666666668,0.0
2013-10-27,,0.13879041666666667,0.0
2013-10-28,,0.15653666666666669,0.0
2013-10-29,,0.17952708333333334,0.0
2013-10-30,,0.16137083333333332,0.0
2013-10-31,,0.16772791666666667,0.2
2013-11-01,36.505375,0.16302833333333333,0.0
2013-11-02,35.437270833333336,0.135155,0.0
2013-11-03,33.9913125,0.18877708333333332,0.0
2013-11-04,40.85698958333334,0.14970833333333333,0.0
2013-11-05,49.95882291666666,0.16959875000000002,0.0
2013-11-06,55.13999999999999,0.15666791666666666,0.0
2013-11-07,54.69644791666667,0.16229166666666667,0.0
2013-11-08,48.275979166666666,0.205175,0.0
2013-11-09,42.17820833333334,0.15049916666666666,0.0
2013-11-10,38.791552083333336,0.14360875,0.0
2013-11-11,36.599010416666665,0.17295708333333334,0.0
2013-11-12,34.54326041666666,0.20016083333333334,0.0
2013-11-13,34.84644791666667,0.21477333333333334,0.0
2013-11-14,38.19396875,0.17500166666666664,0.0
2013-11-15,33.383630952380955,0.19588083333333337,0.0
2013-11-16,,0.20328708333333334,0.0
2013-11-17,,0.17141791666666664,0.8
2013-11-18,,0.19474375,0.0
2013-11-19,59.6715625,0.21626125,0.0
2013-11-20,61.51527083333334,0.21942916666666668,0.0
2013-11-21,57.6918125,0.18900708333333335,0.0
2013-11-22,54.314416666666666,0.19700208333333333,0.0
2013-11-23,50.5925,0.24115666666666669,0.0
2013-11-24,43.86832291666667,0.20065875,0.0
2013-11-25,39.84889583333334,0.16346291666666665,0.0
2013-11-26,36.49695833333333,0.18794041666666664,0.0
2013-11-27,34.576770833333335,0.18085541666666669,0.0
2013-11-28,33.94690625,0.18554708333333333,0.0
2013-11-29,33.66959375,0.18591041666666666,2.2
2013-11-30,43.62085416666667,0.20354458333333333,2.2
2013-12-01,62.9898125,0.20950916666666666,0.0
2013-12-02,67.6308125,0.21606666666666666,0.0
2013-12-03,65.15095833333334,0.19072708333333332,0.0
2013-12-04,58.123354166666665,0.14400708333333334,0.0
2013-12-05,49.8334375,0.18605541666666667,0.0
2013-12-06,42.80664583333333,0.20423666666666665,9.4
2013-12-07,41.25151041666667,0.205875,0.2
2013-12-08,43.48279166666666,0.18019208333333334,0.4
2013-12-09,43.0325,0.17297291666666667,0.0
2013-12-10,41.759479166666665,0.14992125,0.2
2013-12-11,42.067739583333335,0.17013583333333335,0.0
2013-12-12,39.274458333333335,0.1870095833333333,0.0
2013-12-13,33.889322916666664,0.1719225,0.0
2013-12-14,31.58521875,0.20926625,0.0
2013-12-15,30.331875,0.19528500000000001,0.0
2013-12-16,33.48979166666667,0.23304999999999998,0.0
2013-12-17,37.765770833333335,0.22215291666666667,0.0
2013-12-18,36.52159375,0.22551583333333333,0.0
2013-12-19,33.595114583333334,0.22182291666666665,0.0
2013-12-20,28.69790625,0.19256916666666665,0.0
2013-12-21,26.22,0.13588375,0.0
2013-12-22,25.553125,0.14387791666666666,0.0
2013-12-23,24.8078125,0.1846225,0.0
2013-12-24,23.66640625,0.17552208333333333,0.0
2013-12-25,23.6484375,0.22030541666666667,0.0
2013-12-26,24.08984375,0.19972041666666665,0.0
2013-12-27,23.85078125,0.22279041666666666,0.0
2013-12-28,23.22734375,0.2144883333333333,0.0
2013-12-29,23.9515625,0.22363208333333331,13.0
2013-12-30,31.28325,0.21575583333333334,0.2
2013-12-31,37.84555208333333,0.19903291666666667,0.0
2014-01-01,31.78821875,0.19278916666666668,0.0
2014-01-02,28.6190625,0.22366916666666667,17.8
2014-01-03,29.19815625,0.20446208333333335,0.4
2014-01-04,46.99281250000001,0.19998916666666666,21.6
2014-01-05,58.038625,0.21832791666666665,10.4
2014-01-06,60.30832291666667,0.20981333333333332,0.0
2014-01-07,55.18626041666667,0.20548,1.8
2014-01-08,62.83269791666667,0.19886416666666665,0.2
2014-01-09,56.68932291666667,0.2084120833333333,20.8
2014-01-10,53.4428125,0.16626166666666667,0.0
2014-01-11,54.26983333333334,0.17703500000000003,0.0
2014-01-12,56.62965625,0.17920500000000003,0.0
2014-01-13,53.20854166666667,0.19300375,15.0
2014-01-14,57.1171875,0.20810083333333332,7.2
2014-01-15,75.03648888888888,0.18577625,3.2
2014-01-16,87.14547916666668,0.19610166666666665,21.0
2014-01-17,101.9390625,0.23507875,2.0
2014-01-18,103.88333333333333,0.19947416666666665,0.0
2014-01-19,105.36354166666666,0.19562708333333334,0.0
2014-01-20,105.94479166666667,0.20431124999999997,0.0
2014-01-21,105.96822916666667,0.22723833333333335,0.0
2014-01-22,103.92395833333336,0.21142208333333334,0.0
2014-01-23,100.4515625,0.17684666666666668,5.2
2014-01-24,93.55296875,0.15607333333333331,0.0
2014-01-25,83.30987499999999,0.16899875,0.2
2014-01-26,69.99451041666667,0.18821125000000002,0.0
2014-01-27,57.46903125,0.18635416666666668,2.2
2014-01-28,48.24227083333333,0.18175458333333336,0.0
2014-01-29,40.645322916666665,0.19107416666666666,0.0
2014-01-30,41.301822916666666,0.1811120833333333,0.0
2014-01-31,36.31389583333333,0.17651375,0.0
2014-02-01,36.33598958333334,0.18172708333333332,0.0
2014-02-02,32.690916666666666,0.22474000000000002,0.0
2014-02-03,29.70475,0.20277916666666665,0.0
2014-02-04,27.82065625,0.201485,1.4
2014-02-05,26.82921875,0.18251041666666667,0.0
2014-02-06,32.91486458333333,0.20852708333333334,0.0
2014-02-07,44.403333333333336,0.20313333333333336,0.0
2014-02-08,48.88515625,0.23067666666666667,0.0
2014-02-09,44.33327083333333,0.19540375,27.0
2014-02-10,35.231802083333335,0.18896333333333334,0.0
2014-02-11,40.02248958333333,0.22092208333333332,0.0
2014-02-12,38.06584375,0.1922104166666667,0.0
2014-02-13,30.025562500000003,0.16127708333333332,0.0
2014-02-14,26.348,0.14398416666666666,8.6
2014-02-15,29.789375000000003,0.15403291666666666,7.800000000000001
2014-02-16,36.07626041666666,0.15294666666666668,0.2
2014-02-17,48.74016666666666,0.18838083333333333,0.0
2014-02-18,52.244062500000005,0.178805,0.4
2014-02-19,49.69453125,0.16469375,0.0
2014-02-20,47.3134375,0.15616916666666666,0.0
2014-02-21,46.0665625,0.15234333333333333,0.0
2014-02-22,43.6378125,0.16469,0.0
2014-02-23,41.597458333333336,0.16318,8.8
2014-02-24,42.45961458333333,0.15554875,7.4
2014-02-25,43.639552083333335,0.18254375,2.8000000000000003
2014-02-26,43.57327083333333,0.18594291666666665,0.0
2014-02-27,42.01416666666667,0.18158083333333333,7.0
2014-02-28,42.44017708333333,0.19872791666666667,30.4
2014-03-01,53.989635416666665,0.1747395833333333,7.4
2014-03-02,65.01121875,0.1814,0.0
2014-03-03,63.99729166666666,0.20092500000000002,0.0
2014-03-04,57.1735,0.17137666666666665,0.0
2014-03-05,51.79759375,0.17220916666666666,48.6
2014-03-06,56.94041666666666,0.17561583333333333,12.6
2014-03-07,68.3715625,0.18444625,0.0
2014-03-08,68.0038125,0.18656874999999998,0.0
2014-03-09,63.1548125,0.17554041666666667,10.0
2014-03-10,74.7615625,0.17768874999999998,9.8
2014-03-11,71.29803125,0.16839875,0.0
2014-03-12,70.57653125,0.15958333333333333,5.8
2014-03-13,74.28841666666666,0.15724375,5.2
2014-03-14,113.32277083333334,0.15392333333333333,15.4
2014-03-15,106.97395833333331,0.17434166666666664,0.0
2014-03-16,105.74427083333336,0.15376,0.0
2014-03-17,105.534375,0.13980875,5.8
2014-03-18,105.72135416666669,0.15463166666666667,0.0
2014-03-19,104.32291666666669,0.18219583333333333,22.6
2014-03-20,103.30625,0.17878875000000002,1.0
2014-03-21,101.6734375,0.14775249999999998,6.4
2014-03-22,94.84114583333331,0.12710833333333335,10.0
2014-03-23,89.96605208333334,0.13857333333333333,0.0
2014-03-24,83.29332291666667,0.11096875,0.0
2014-03-25,77.94434375,0.16301541666666666,0.0
2014-03-26,70.67907291666667,0.15484625,0.0
2014-03-27,61.417625,0.15533083333333333,0.0
2014-03-28,52.97405208333333,0.14212166666666667,0.0
2014-03-29,46.45882291666666,0.12900375,0.0
2014-03-30,41.690041666666666,0.1365625,0.0
2014-03-31,38.58534375,0.12859708333333333,7.0
2014-04-01,39.5543125,0.12563833333333332,5.2
2014-04-02,44.800354166666665,0.11696333333333332,0.0
2014-04-03,42.71897916666666,0.12125541666666667,0.0
2014-04-04,38.3928125,0.11263125,0.8
2014-04-05,37.833104166666665,0.11976166666666667,0.2
2014-04-06,42.00777083333333,0.12479541666666666,0.0
2014-04-07,42.071947916666666,0.12107458333333333,0.0
2014-04-08,40.124541666666666,0.11570791666666667,0.0
2014-04-09,37.99407291666667,0.10444333333333333,4.2
2014-04-10,39.914125,0.09940208333333334,17.6
2014-04-11,43.137708333333336,0.14547666666666667,0.0
2014-04-12,44.77969791666666,0.13699333333333333,0.0
2014-04-13,47.34067708333333,0.14778291666666668,11.4
2014-04-14,51.84878125,0.11834291666666667,0.0
2014-04-15,59.11159375,0.09997916666666667,0.0
2014-04-16,59.03779166666666,0.10161750000000001,23.2
2014-04-17,59.68157291666666,0.12843374999999999,0.4
2014-04-18,60.97027083333333,0.11378875,0.0
2014-04-19,59.013947916666666,0.11979541666666667,0.0
2014-04-20,52.55517708333333,0.13416416666666667,0.0
2014-04-21,47.81328125,0.09612749999999999,0.0
2014-04-22,42.69591666666667,0.11484166666666668,0.0
2014-04-23,38.997760416666665,0.10239083333333333,3.0
2014-04-24,37.84257291666667,0.11842041666666668,1.8000000000000005
2014-04-25,36.71263541666666,0.10570083333333334,0.0
2014-04-26,34.365,0.11209666666666666,0.0
2014-04-27,32.39178125,0.10514125,0.0
2014-04-28,30.27478125,0.09522541666666667,0.0
2014-04-29,28.18678125,0.10879541666666666,0.0
2014-04-30,26.65884375,0.10784291666666666,0.0
2014-05-01,26.9950625,0.10118875,0.6000000000000001
2014-05-02,26.53378125,0.104915,3.4000000000000004
2014-05-03,26.007,0.09188125000000001,0.0
2014-05-04,24.975,0.0824125,0.0
2014-05-05,24.40390625,0.0763125,0.0
2014-05-06,23.62421875,0.09977291666666667,0.2
2014-05-07,22.86953125,0.10546833333333333,0.0
2014-05-08,22.85625,0.08978958333333333,0.0
2014-05-09,22.3734375,0.10006083333333333,0.0
2014-05-10,21.84375,0.08047249999999999,0.0
2014-05-11,21.20703125,0.09319583333333332,0.0
2014-05-12,20.8234375,0.09814374999999999,0.0
2014-05-13,20.27890625,0.08770458333333332,0.0
2014-05-14,20.21015625,0.09114208333333333,0.0
2014-05-15,20.71640625,0.08725291666666667,0.6000000000000001
2014-05-16,21.21015625,0.07327041666666667,0.0
2014-05-17,28.17478125,0.08399083333333333,2.2
2014-05-18,27.38315625,0.08518958333333333,0.0
2014-05-19,24.37421875,0.07359541666666666,0.0
2014-05-20,22.06796875,0.038088333333333335,0.0
2014-05-21,20.63515625,0.06666208333333333,0.0
2014-05-22,19.83671875,0.08362916666666666,0.0
2014-05-23,20.60546875,0.06281958333333333,12.0
2014-05-24,27.85620833333333,0.07430083333333333,28.6
2014-05-25,52.51940625,0.08074208333333334,1.4
2014-05-26,60.1981875,0.0708225,18.8
2014-05-27,86.67992708333333,0.09598166666666667,17.8
2014-05-28,87.322875,0.07880374999999999,0.0
2014-05-29,86.09522916666667,0.07690958333333332,0.0
2014-05-30,84.09116666666667,0.07422333333333334,0.0
2014-05-31,79.30202083333333,0.08962333333333333,0.0
2014-06-01,69.97771875,0.0703,10.6
2014-06-02,66.12329166666667,0.07663583333333333,1.2
2014-06-03,61.63335416666666,0.06975416666666666,0.0
2014-06-04,56.53523958333333,0.06563041666666666,0.0
2014-06-05,47.97076041666667,0.061997083333333335,0.0
2014-06-06,41.26815625,0.053477083333333335,6.4
2014-06-07,75.15055208333334,0.06921833333333334,29.0
2014-06-08,259.48188541666667,0.0496275,128.0
2014-06-09,481.2121875,0.074,67.4
2014-06-10,427.25635416666665,0.06415125,0.0
2014-06-11,368.0669791666666,0.07431416666666667,0.0
2014-06-12,345.3855208333334,0.059566666666666664,0.0
2014-06-13,311.18072916666665,0.06086541666666667,0.0
2014-06-14,266.13197916666667,0.06593041666666667,0.0
2014-06-15,222.05760416666664,0.05521625,0.2
2014-06-16,182.97052083333327,0.057032916666666676,2.2
2014-06-17,147.8978125,0.061430416666666675,0.0
2014-06-18,123.08697916666668,0.038100416666666664,0.4
