F_obj:,2.581217777340119
UpperZoneTimeConstant,28.050662913653042
LowerZoneTimeConstant,3426.84481317882
GwPercValue,0.8744156901599545
LZThreshold,7.852871825998478
b_Xinanjiang,1.414811235432639
PowerPrefFlow,3.476675490668427
SnowMeltCoef,5.281799369423404
CalChanMan,0.7984928746222414
CalChanMan2,4.257362455257382
LakeMultiplier,1.1036855218411499
adjust_Normal_Flood,0.7354431750288205
ReservoirRnormqMult,0.9681833134929163
AvWaterRateThreshold,60.81413004131169
QSplitMult,2.4580552829714906
ChanBottomWMult,1.5158470171015561
ChanDepthTMult,2.3050644520562646
ChanSMult,2.752935647755522
GwLoss,0.13223648754768177
fracirrigated,0.30354552161607146
fracforest,0.3463770615178018
fracrice,0.34995926677781014
fracother,0.7170450682108043
fracsealed,0.41254289171923153
fracwater,0.4685423625029621
genua,0.02211337402383779
lambda,0.16446273089173033
thetas,0.5415697429062297
thetar,0.4430853568264056
ksat,25.042690581130998
cropcoef,0.6626261924848522
mannings,0.17284919903619894
soildepth2,947.335428404628
soildepth3,5159.018535391568
