x,y,cropgrpn_o.nc,mannings_o,soildepth3_i,soildepth1_f.nc,cropgrpn_i.nc,cropcoef_o,cropcoef_i,soildepth1_o.nc,soildepth2_o,soildepth2_f,mannings_f,soildepth3_f,soildepth1_i.nc,mannings_i,soildepth2_i,cropgrpn_f.nc,soildepth3_o,cropcoef_f,thetar3,thetas2,genua1_f,genua1_o,lambda2_o,genua3_f,thetar1,lambda3,thetas3,ksat2_o,thetar2,ksat3_o,thetas3_o,ksat2_f,thetar3_o,lambda2_f,lambda1_o,thetas1_o,lambda3_o,lambda1,ksat2,thetas1,thetas2_o,ksat1,genua3_o,genua2,genua2_f,thetas1_f,ksat3_f,lambda1_f,genua3,thetar1_o,thetar2_f,ksat1_f,ksat1_o,genua1,thetas3_f,ksat3,lambda3_f,genua2_o,thetas2_f,thetar2_o,lambda2,thetar3_f,thetar1_f,fracirrigated,fracother,fracforest,fracrice,fracsealed,fracwater,chanlength,area,chan,chanbw,chanman,chans,ec_ldd.nc,elvstd,gradient,chanflpn,outlets.nc,changrad,chanbnkf,lzavin,lat
610148.259,7206615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,1.0,1.0,1.0,0.0,0.055015,1.0,7.0,143.0,0.03959999978542328,0.0,,0.0,0.955155,0.4943520456488362,-25.32
610148.259,7201615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,1.0,1.0,1.0,0.0,0.043681834,1.0,8.0,138.0,0.009600000455975533,0.0,,0.0,1.435227,0.4871216131789445,-25.365000000000002
610148.259,7196615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,1.0,1.0,1.0,0.0,0.03962837,1.0,8.0,108.0,0.006599999964237213,0.0,,0.0,2.3587513,0.4811383751670232,-25.41
610148.259,7191615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,1.0,1.0,1.0,0.0,0.040362556,1.0,4.0,108.0,0.015399999916553497,0.0,,0.0,2.039151,0.48622470725799954,-25.455000000000002
610148.259,7186615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,1.0,1.0,1.0,0.0,0.04209588,1.0,4.0,298.0,0.021199999377131462,0.0,,0.0,1.5037905,0.4877489747706028,-25.5
610148.259,7181615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,1.0,1.0,1.0,0.0,0.05108008,1.0,2.0,139.0,0.013199999928474426,0.0,,0.0,1.0483893,0.4851660309488233,-25.545
610148.259,7176615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,2.7263281391457133,1.0,1.0,0.19049159025665174,0.048106667,1.0,4.0,160.0,0.044599998742341995,5.714748,1.0,81.79499816894531,1.1073464,0.4887243088843745,-25.59
610148.259,7171615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,47.6870979613036,1.0,1.0,3.88823487870579,0.036608547,1.0,8.0,80.0,0.017799999564886093,116.64705,,1.8663328886032104,6.749625,0.466413869117994,-25.635
610148.259,7166615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,18.628403216076272,1.0,1.0,0.8830803804047959,0.037607443,1.0,4.0,51.0,0.004000000189989805,26.49241,,1.073629379272461,3.4861412,0.49195990859028843,-25.68
610148.259,7161615.942,1.0,0.1435845304857579,4744.551214893734,50.0,4.0,0.7925727047489451,0.7925727047489451,50.0,871.2811792659794,871.2811792659794,0.1435845304857579,4744.551214893734,50.0,0.1435845304857579,871.2811792659794,4.0,4744.551214893734,0.7925727047489451,0.4518052732708799,0.4521794598688293,0.0065712701064335,0.0065712701064335,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.2968393774036979,0.4521794598688293,34.75191182490149,0.4518052732708799,34.75191182490149,0.4521794598688293,34.75191182490149,0.4518052732708799,0.2968393774036979,0.2968393774036979,0.4521794598688293,0.2968393774036979,0.2968393774036979,34.75191182490149,0.4521794598688293,0.4521794598688293,34.75191182490149,0.0065712701064335,0.0065712701064335,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4518052732708799,0.4518052732708799,34.75191182490149,34.75191182490149,0.0065712701064335,0.4521794598688293,34.75191182490149,0.2968393774036979,0.0065712701064335,0.4521794598688293,0.4518052732708799,0.2968393774036979,0.4518052732708799,0.4518052732708799,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,0.62851053,1.0,1.0,1.0,0.0,0.053905,1.0,6.0,61.0,0.017999999225139618,0.0,,0.0,0.94825226,0.4996661735455547,-25.725
