time,y,x,laii,laio,laif
1.0,7161615.942,625148.259,2.6085982,0.0,0.52470374
1.0,7161615.942,630148.259,3.1069012,0.0,1.2597218
1.0,7161615.942,635148.259,2.7887866,0.0009807667,1.9063383
1.0,7161615.942,640148.259,2.4777424,0.0003324972,1.2824777
1.0,7161615.942,645148.259,1.883079,0.020936916,0.6984438
1.0,7161615.942,650148.259,1.8615917,0.026701238,0.7611362
1.0,7161615.942,655148.259,2.1899023,0.0052827643,0.8168164
1.0,7161615.942,660148.259,2.5214345,0.012496712,1.3256305
1.0,7161615.942,665148.259,1.1460088,0.13152824,1.257053
1.0,7161615.942,670148.259,0.15385617,0.21377616,0.22234093
1.0,7161615.942,675148.259,1.5517056,0.06949374,0.73068494
1.0,7161615.942,680148.259,2.0995772,0.06646072,0.69016284
1.0,7161615.942,685148.259,1.2170767,0.12546395,1.0286571
1.0,7161615.942,690148.259,1.9671127,0.0141048115,1.1138408
1.0,7161615.942,695148.259,1.6476454,0.011506561,3.6950061
1.0,7161615.942,700148.259,0.85243183,0.0004683388,4.973165
1.0,7161615.942,705148.259,0.31361523,0.0,5.419661
1.0,7166615.942,610148.259,2.6559854,0.0004664732,0.9538423
1.0,7166615.942,615148.259,2.6585405,0.00061530253,1.1722931
1.0,7166615.942,620148.259,3.0521019,0.00042541398,0.4794946
1.0,7166615.942,625148.259,1.8681971,0.0050028455,0.90058535
1.0,7166615.942,630148.259,1.8211088,0.02758848,2.1335704
1.0,7166615.942,635148.259,1.7167859,0.14832051,1.4740741
1.0,7166615.942,640148.259,1.2595417,0.07439516,1.3677429
1.0,7166615.942,645148.259,1.9319959,0.027262423,1.0913032
1.0,7166615.942,650148.259,1.6853862,0.0389355,1.2252221
1.0,7166615.942,655148.259,2.143461,0.033461053,1.5492519
1.0,7166615.942,660148.259,1.1369165,0.17565612,0.6932946
1.0,7166615.942,665148.259,0.5801806,0.21825469,0.68703365
1.0,7166615.942,670148.259,1.0135347,0.14418985,0.9178071
1.0,7166615.942,675148.259,1.1517183,0.11382043,0.9263029
1.0,7166615.942,680148.259,1.2775421,0.07639943,1.217687
1.0,7166615.942,685148.259,1.0818174,0.14153251,1.2370825
1.0,7166615.942,690148.259,2.0313556,0.02795508,1.3927693
1.0,7166615.942,695148.259,1.606651,0.016364716,2.8672478
1.0,7166615.942,700148.259,0.79914343,0.007847825,4.602744
1.0,7166615.942,705148.259,0.5762992,0.0003125517,4.989061
1.0,7171615.942,610148.259,1.7845787,0.03929865,1.7833393
1.0,7171615.942,615148.259,2.975275,0.0060846834,1.0379733
1.0,7171615.942,620148.259,2.561308,0.009773693,0.63323504
1.0,7171615.942,625148.259,2.4951255,0.010272757,0.7629322
1.0,7171615.942,630148.259,2.824896,0.001183045,1.5703278
1.0,7171615.942,635148.259,1.6870738,0.097719625,1.7487476
1.0,7171615.942,640148.259,1.8136897,0.030800352,1.1854465
1.0,7171615.942,645148.259,2.5815248,0.002545838,1.5750499
1.0,7171615.942,650148.259,2.7501526,0.0045897737,1.5259209
1.0,7171615.942,655148.259,2.3986933,0.012706193,1.6096255
1.0,7171615.942,660148.259,0.48243085,0.26609537,0.44211453
1.0,7171615.942,665148.259,0.15510418,0.24683022,0.35115552
1.0,7171615.942,670148.259,0.21941993,0.211711,0.33372203
1.0,7171615.942,675148.259,0.5154442,0.23326509,0.5354239
1.0,7171615.942,680148.259,0.49136573,0.2449819,0.38577372
1.0,7171615.942,685148.259,0.65911144,0.19112785,0.20743942
1.0,7171615.942,690148.259,1.7623998,0.054010686,1.6395726
1.0,7171615.942,695148.259,1.4316027,0.06423125,2.828165
1.0,7171615.942,700148.259,1.0503169,0.0048382594,4.24101
1.0,7171615.942,705148.259,0.18949799,0.00033536615,5.7757683
1.0,7176615.942,610148.259,2.547029,0.0153568005,1.0223048
1.0,7176615.942,615148.259,3.2029955,0.0016512407,0.6170814
1.0,7176615.942,620148.259,2.910941,0.00075502234,0.85262114
1.0,7176615.942,625148.259,3.0130775,0.0011556033,0.97992474
1.0,7176615.942,630148.259,2.4589384,0.0015627288,0.83149415
1.0,7176615.942,635148.259,2.326472,0.028673142,1.3900381
1.0,7176615.942,640148.259,2.1556947,0.013504791,1.6431352
1.0,7176615.942,645148.259,2.333303,0.030051287,2.1940856
1.0,7176615.942,650148.259,1.9029881,0.011886015,1.3092401
1.0,7176615.942,655148.259,2.8681703,0.0024848033,1.4152988
1.0,7176615.942,660148.259,2.0390575,0.046496093,1.5907799
1.0,7176615.942,665148.259,0.5608751,0.22739291,0.51958567
1.0,7176615.942,670148.259,0.02372911,0.19806997,0.08398192
1.0,7176615.942,675148.259,0.010690247,0.15979233,0.01680049
1.0,7176615.942,680148.259,0.20453104,0.20038499,0.09650044
1.0,7176615.942,685148.259,0.29958025,0.21245393,0.2487023
1.0,7176615.942,690148.259,1.0343508,0.20637935,0.6571426
1.0,7176615.942,695148.259,1.8044561,0.03815676,1.6368694
1.0,7176615.942,700148.259,0.787486,0.009374207,4.130597
1.0,7176615.942,705148.259,0.069715634,0.0,5.9635572
1.0,7181615.942,610148.259,2.5352645,0.003666827,0.41594377
1.0,7181615.942,615148.259,3.5500858,0.0016087351,0.80898
1.0,7181615.942,620148.259,3.2928648,0.001382639,1.2318367
1.0,7181615.942,625148.259,2.501768,0.0074611357,0.63158435
1.0,7181615.942,630148.259,1.9954387,0.032228127,1.005028
1.0,7181615.942,635148.259,1.5909227,0.020318408,1.5981079
1.0,7181615.942,640148.259,1.8456876,0.07416696,1.8877004
1.0,7181615.942,645148.259,0.578819,0.22252838,0.69771266
1.0,7181615.942,650148.259,1.2648762,0.18634297,1.3995596
1.0,7181615.942,655148.259,2.5510914,0.011373645,2.2912529
1.0,7181615.942,660148.259,1.7566087,0.087751724,1.785019
1.0,7181615.942,665148.259,0.38242102,0.27901536,0.52012783
1.0,7181615.942,670148.259,0.033273984,0.20025027,0.032215886
1.0,7181615.942,675148.259,0.0015655812,0.16485296,0.0056825276
1.0,7181615.942,680148.259,0.030202357,0.1801435,0.04627946
1.0,7181615.942,685148.259,0.3625003,0.20991467,0.20366667
1.0,7181615.942,690148.259,1.0524757,0.16905376,1.0285233
1.0,7181615.942,695148.259,1.5482697,0.1782599,1.2962983
1.0,7181615.942,700148.259,0.39237234,0.0020530676,4.911921
1.0,7181615.942,705148.259,0.09056213,0.0,5.9760437
1.0,7186615.942,610148.259,3.61248,0.0006355282,0.5516035
1.0,7186615.942,615148.259,4.119416,0.004765522,0.7060632
1.0,7186615.942,620148.259,3.224025,0.01622477,0.5065243
1.0,7186615.942,625148.259,2.415293,0.0048405402,0.46364057
1.0,7186615.942,630148.259,1.7927433,0.0013852974,2.3683407
1.0,7186615.942,635148.259,1.4871324,0.0014888435,3.8044772
1.0,7186615.942,640148.259,1.8353417,0.026648859,3.480866
1.0,7186615.942,645148.259,1.3393116,0.19521405,1.5775386
1.0,7186615.942,650148.259,1.6466032,0.18829265,1.0335257
1.0,7186615.942,655148.259,2.0439034,0.07522577,1.5120152
1.0,7186615.942,660148.259,2.0388703,0.067440756,1.5546618
1.0,7186615.942,665148.259,0.31601068,0.3169718,0.40625855
1.0,7186615.942,670148.259,0.13264376,0.24388953,0.21462342
1.0,7186615.942,675148.259,0.010677958,0.18632801,0.010669008
1.0,7186615.942,680148.259,0.024589157,0.20767258,0.011378545
1.0,7186615.942,685148.259,0.5384943,0.23093176,0.34402213
1.0,7186615.942,690148.259,1.0440896,0.051511012,1.086055
1.0,7186615.942,695148.259,1.2556168,0.14784466,1.4819175
1.0,7186615.942,700148.259,0.31581458,0.07609544,4.9337244
1.0,7186615.942,705148.259,0.07952883,0.0,5.9861035
1.0,7191615.942,610148.259,3.8908699,0.0022600584,0.36589202
1.0,7191615.942,615148.259,3.438745,0.007938598,0.23902062
1.0,7191615.942,620148.259,2.7332466,0.012867298,0.61525023
1.0,7191615.942,625148.259,1.8815218,0.0020595186,0.54433054
1.0,7191615.942,630148.259,1.0553247,0.024633419,3.6126082
1.0,7191615.942,635148.259,1.5680208,0.0023142444,4.183223
1.0,7191615.942,640148.259,1.8652304,0.0009997705,4.063293
1.0,7191615.942,645148.259,1.8239418,0.033500683,3.1741838
1.0,7191615.942,650148.259,2.7711232,0.024900751,2.0572739
1.0,7191615.942,655148.259,2.5705454,0.056007665,1.1030065
1.0,7191615.942,660148.259,2.366303,0.0960414,1.0074985
1.0,7191615.942,665148.259,0.7344243,0.22923703,1.1774755
1.0,7191615.942,670148.259,0.3807444,0.22370644,0.6186884
1.0,7191615.942,675148.259,0.120087996,0.25725457,0.18181689
1.0,7191615.942,680148.259,0.054624777,0.22561346,0.075116605
1.0,7191615.942,685148.259,0.45228535,0.23022586,0.35361677
1.0,7191615.942,690148.259,0.8058507,0.16838342,0.7061738
1.0,7191615.942,695148.259,0.89382553,0.18587132,1.1844255
1.0,7191615.942,700148.259,0.54052234,0.04683319,5.2227197
1.0,7191615.942,705148.259,0.98349744,0.0,5.278077
1.0,7196615.942,610148.259,3.5108185,0.021297796,0.3806771
1.0,7196615.942,615148.259,3.3218203,0.0067981197,0.41531867
1.0,7196615.942,620148.259,2.0650656,0.00040518434,1.1999478
1.0,7196615.942,625148.259,2.4134278,0.00048356564,2.2183716
1.0,7196615.942,630148.259,1.4409415,0.015453543,3.9971895
1.0,7196615.942,635148.259,0.919386,0.1255082,4.0055804
1.0,7196615.942,640148.259,1.980915,0.005665313,4.024176
1.0,7196615.942,645148.259,1.9488537,0.0052299933,3.7967434
1.0,7196615.942,650148.259,1.8136629,0.031192776,3.2510574
1.0,7196615.942,655148.259,1.8415704,0.023294572,3.3616
1.0,7196615.942,660148.259,2.8003588,0.00691282,2.5333712
1.0,7196615.942,665148.259,1.8374377,0.008632653,3.382304
1.0,7196615.942,670148.259,1.1420863,0.14160262,1.2457591
1.0,7196615.942,675148.259,0.42492804,0.24445912,0.7265065
1.0,7196615.942,680148.259,0.47467113,0.24838166,0.7583736
1.0,7196615.942,685148.259,0.82741976,0.2599844,1.1921544
1.0,7196615.942,690148.259,1.633314,0.09122826,2.4929113
1.0,7196615.942,695148.259,1.175349,0.1492988,1.6777384
1.0,7196615.942,700148.259,1.8022512,0.031523805,3.7140574
1.0,7196615.942,705148.259,1.2567995,0.004085262,4.839062
1.0,7201615.942,610148.259,3.42647,0.010067836,0.5653867
1.0,7201615.942,615148.259,2.8030388,0.0013994554,0.79132694
1.0,7201615.942,620148.259,1.2418101,0.0,3.191479
1.0,7201615.942,625148.259,1.2959167,0.0,4.4040265
1.0,7201615.942,630148.259,1.385615,0.00073608616,4.3401146
1.0,7201615.942,635148.259,1.7884334,0.0017564718,3.6945987
1.0,7201615.942,640148.259,1.4284596,0.0,4.667367
1.0,7201615.942,645148.259,1.7389944,0.0007193017,3.8580732
1.0,7201615.942,650148.259,1.9061282,0.001752359,3.0818365
1.0,7201615.942,655148.259,1.9290743,0.010179838,3.0578582
1.0,7201615.942,660148.259,2.0114934,0.0055792485,3.1661382
1.0,7201615.942,665148.259,1.9595717,0.07395957,2.540381
1.0,7201615.942,670148.259,1.0866096,0.13875204,2.2809436
1.0,7201615.942,675148.259,1.4237549,0.07762248,2.0925276
1.0,7201615.942,680148.259,1.3371035,0.14352244,1.3184747
1.0,7201615.942,685148.259,1.7570564,0.026668508,2.8545678
1.0,7201615.942,690148.259,2.0727155,0.015237974,3.1710246
1.0,7201615.942,695148.259,1.6821744,0.0587836,3.0778406
1.0,7201615.942,700148.259,1.4291648,0.009919153,4.5439944
1.0,7201615.942,705148.259,1.2297955,0.012498168,4.664024
1.0,7206615.942,610148.259,3.7604413,0.0022814523,0.9303857
1.0,7206615.942,615148.259,2.4243317,0.001829894,0.73498386
1.0,7206615.942,620148.259,1.8072652,0.0,2.6593568
1.0,7206615.942,625148.259,2.3128257,0.0,2.8846178
1.0,7206615.942,630148.259,1.9740909,0.00039491258,3.489713
1.0,7206615.942,635148.259,2.1815135,0.0,3.5517626
1.0,7206615.942,640148.259,1.2496899,0.0,4.6809173
1.0,7206615.942,645148.259,1.6229116,0.0037041532,3.7171695
1.0,7206615.942,650148.259,1.922629,0.0032504827,3.459981
1.0,7206615.942,655148.259,2.176201,0.0027142689,3.7530725
1.0,7206615.942,660148.259,1.8613864,0.02503822,3.2050765
1.0,7206615.942,665148.259,1.5684967,0.100003436,2.4981117
1.0,7206615.942,670148.259,1.3503324,0.1538453,1.3307576
1.0,7206615.942,675148.259,1.8991283,0.027427686,3.055988
1.0,7206615.942,680148.259,1.841812,0.092761494,1.9173819
1.0,7206615.942,685148.259,2.0047476,0.045301255,2.312703
1.0,7206615.942,690148.259,1.7058548,0.016120408,3.7545927
1.0,7206615.942,695148.259,2.3404233,0.0015859683,2.8369882
1.0,7206615.942,700148.259,1.9741457,0.0,3.9287615
1.0,7206615.942,705148.259,1.7997615,0.0029052978,4.1986475
2.0,7151615.942,610148.259,2.399816,0.0,2.100139
2.0,7151615.942,615148.259,2.2397072,0.0,1.826919
2.0,7151615.942,620148.259,2.3943796,0.0002955467,2.3043914
2.0,7151615.942,625148.259,2.680349,0.07019893,0.7386025
2.0,7151615.942,630148.259,1.9996578,0.1411312,1.1026827
2.0,7151615.942,635148.259,2.3962233,0.0003419365,2.3344796
2.0,7151615.942,640148.259,2.9913206,0.0012605223,2.0710664
2.0,7151615.942,645148.259,2.9581025,0.0018282111,1.4986254
2.0,7151615.942,650148.259,2.795714,0.0008024195,1.3599427
2.0,7151615.942,655148.259,2.707328,0.00024118979,1.424999
2.0,7151615.942,660148.259,2.4032025,0.0035720228,1.1708579
2.0,7151615.942,665148.259,2.402546,0.013688755,1.6146886
2.0,7151615.942,670148.259,2.0380394,0.080289215,1.401728
2.0,7151615.942,675148.259,2.2156131,0.014725693,2.3421123
2.0,7151615.942,680148.259,2.6293283,0.007511988,1.8235322
2.0,7151615.942,685148.259,1.9014925,0.026790269,2.5461125
2.0,7151615.942,690148.259,1.5774059,0.038247157,3.8530097
2.0,7151615.942,695148.259,0.52641666,0.0,5.640188
2.0,7151615.942,700148.259,0.29735088,0.0,5.735922
2.0,7151615.942,705148.259,0.018991655,0.0,6.11428
2.0,7156615.942,610148.259,2.7261488,0.0,2.473799
2.0,7156615.942,615148.259,2.9447374,0.0013155726,2.016618
2.0,7156615.942,620148.259,3.3839846,0.005630703,0.9596952
2.0,7156615.942,625148.259,3.5971053,0.013490447,0.4155595
2.0,7156615.942,630148.259,2.8318794,0.0009279555,1.1977016
2.0,7156615.942,635148.259,2.5859551,0.03972734,1.4186842
2.0,7156615.942,640148.259,2.822228,0.0028762529,1.4280964
2.0,7156615.942,645148.259,2.0571442,0.06292436,0.72046906
2.0,7156615.942,650148.259,2.4154925,0.02542467,0.94532305
2.0,7156615.942,655148.259,3.0587893,0.009764385,1.0467068
2.0,7156615.942,660148.259,2.4139867,0.0010862004,1.437373
2.0,7156615.942,665148.259,2.26703,0.03826244,1.9213105
2.0,7156615.942,670148.259,1.2827679,0.11427441,0.6382291
2.0,7156615.942,675148.259,2.0449297,0.031595867,1.8050184
2.0,7156615.942,680148.259,2.3047795,0.012929888,1.5185584
2.0,7156615.942,685148.259,1.9078677,0.08680434,1.6805981
2.0,7156615.942,690148.259,2.0720286,0.007720949,2.5472047
2.0,7156615.942,695148.259,0.7430904,0.0006262001,5.247989
2.0,7156615.942,700148.259,0.12592487,0.0,6.0073476
2.0,7156615.942,705148.259,0.034285836,0.0065491735,5.851239
2.0,7161615.942,610148.259,2.678299,0.0,1.954988
2.0,7161615.942,615148.259,3.4410844,0.00025292978,1.0578595
2.0,7161615.942,620148.259,3.8094301,0.00016738803,0.35572344
2.0,7161615.942,625148.259,3.135868,0.0,0.6307609
2.0,7161615.942,630148.259,3.367786,0.0,1.3654999
2.0,7161615.942,635148.259,3.02613,0.0010642363,2.0685797
2.0,7161615.942,640148.259,2.8285732,0.00037957644,1.4640675
2.0,7161615.942,645148.259,2.3303103,0.025909433,0.86432415
2.0,7161615.942,650148.259,2.1113174,0.030283112,0.86323977
2.0,7161615.942,655148.259,2.5027454,0.006037445,0.9335044
2.0,7161615.942,660148.259,2.6485658,0.013126798,1.392469
2.0,7161615.942,665148.259,1.1460088,0.13152824,1.257053
2.0,7161615.942,670148.259,0.15385617,0.21377616,0.22234093
2.0,7161615.942,675148.259,1.591493,0.07127564,0.74942046
2.0,7161615.942,680148.259,2.1680417,0.06862792,0.7126682
2.0,7161615.942,685148.259,1.3173066,0.1357963,1.1133701
2.0,7161615.942,690148.259,2.1948836,0.015738,1.2428118
2.0,7161615.942,695148.259,1.6578162,0.011577589,3.7178152
2.0,7161615.942,700148.259,0.8573029,0.00047101505,5.001583
2.0,7161615.942,705148.259,0.31543857,0.0,5.451171
2.0,7166615.942,610148.259,2.8509202,0.00050070975,1.0238491
2.0,7166615.942,615148.259,2.889718,0.0006688071,1.2742317
2.0,7166615.942,620148.259,3.484003,0.00048561403,0.5473476
2.0,7166615.942,625148.259,2.1539214,0.005767987,1.038322
2.0,7166615.942,630148.259,1.8939532,0.028692018,2.2189133
2.0,7166615.942,635148.259,1.8222024,0.15742789,1.5645874
2.0,7166615.942,640148.259,1.381433,0.08159469,1.5001051
2.0,7166615.942,645148.259,2.247424,0.03171343,1.2694752
2.0,7166615.942,650148.259,1.7918315,0.041394584,1.3026044
2.0,7166615.942,655148.259,2.143461,0.033461053,1.5492519
2.0,7166615.942,660148.259,1.1656992,0.18010311,0.7108463
2.0,7166615.942,665148.259,0.5801806,0.21825469,0.68703365
2.0,7166615.942,670148.259,1.0011744,0.14243144,0.90661436
2.0,7166615.942,675148.259,1.1079822,0.109498136,0.8911269
2.0,7166615.942,680148.259,1.3803328,0.08254651,1.3156618
2.0,7166615.942,685148.259,1.1432842,0.14957412,1.3073711
2.0,7166615.942,690148.259,2.1452634,0.029522654,1.4708686
2.0,7166615.942,695148.259,1.6183784,0.016484167,2.888177
2.0,7166615.942,700148.259,0.8187543,0.00804041,4.715695
2.0,7166615.942,705148.259,0.56939745,0.00030880858,4.9293118
2.0,7171615.942,610148.259,1.8768846,0.04133134,1.875581
2.0,7171615.942,615148.259,3.1192398,0.0063791038,1.0881978
2.0,7171615.942,620148.259,3.0011284,0.011452003,0.7419724
2.0,7171615.942,625148.259,2.6947355,0.011094579,0.8239668
2.0,7171615.942,630148.259,2.9533007,0.0012368198,1.6417063
2.0,7171615.942,635148.259,1.7906659,0.10371994,1.8561267
2.0,7171615.942,640148.259,2.0838137,0.03538764,1.3620024
2.0,7171615.942,645148.259,2.7260902,0.0026884046,1.6632526
2.0,7171615.942,650148.259,2.7501526,0.0045897737,1.5259209
2.0,7171615.942,655148.259,2.3600047,0.012501254,1.5836637
2.0,7171615.942,660148.259,0.48243085,0.26609537,0.44211453
2.0,7171615.942,665148.259,0.15510418,0.24683022,0.35115552
2.0,7171615.942,670148.259,0.21941993,0.211711,0.33372203
2.0,7171615.942,675148.259,0.49826276,0.22548959,0.5175764
2.0,7171615.942,680148.259,0.50014013,0.24935658,0.39266253
2.0,7171615.942,685148.259,0.68601394,0.198929,0.21590634
2.0,7171615.942,690148.259,1.8104652,0.055483703,1.6842881
2.0,7171615.942,695148.259,1.4316027,0.06423125,2.828165
2.0,7171615.942,700148.259,1.0437523,0.00480802,4.214504
2.0,7171615.942,705148.259,0.1852634,0.00032787194,5.6467004
2.0,7176615.942,610148.259,2.7807014,0.01676568,1.1160942
2.0,7176615.942,615148.259,3.5650733,0.0018379027,0.68683845
2.0,7176615.942,620148.259,3.0397434,0.00078843045,0.8903477
2.0,7176615.942,625148.259,3.2390583,0.0012422735,1.0534191
2.0,7176615.942,630148.259,2.8563423,0.0018152909,0.965877
2.0,7176615.942,635148.259,2.508544,0.03091713,1.4988239
2.0,7176615.942,640148.259,2.3043635,0.0144361565,1.756455
2.0,7176615.942,645148.259,2.4166353,0.031124547,2.272446
2.0,7176615.942,650148.259,2.0469117,0.012784957,1.4082583
2.0,7176615.942,655148.259,2.957106,0.0025618516,1.4591842
2.0,7176615.942,660148.259,2.0876064,0.04760314,1.6286557
2.0,7176615.942,665148.259,0.5692464,0.23078683,0.52734065
2.0,7176615.942,670148.259,0.024607966,0.2054059,0.08709236
2.0,7176615.942,675148.259,0.01122476,0.16778195,0.017640514
2.0,7176615.942,680148.259,0.20453104,0.20038499,0.09650044
2.0,7176615.942,685148.259,0.3067131,0.21751234,0.25462377
2.0,7176615.942,690148.259,1.0210899,0.20373349,0.6487177
2.0,7176615.942,695148.259,1.7896653,0.037844,1.6234524
2.0,7176615.942,700148.259,0.7579553,0.0090226745,3.9757
2.0,7176615.942,705148.259,0.06856013,0.0,5.8647137
2.0,7181615.942,610148.259,2.905584,0.004202431,0.47669962
2.0,7181615.942,615148.259,3.6313856,0.0016455763,0.82750624
2.0,7181615.942,620148.259,3.4623506,0.0014538044,1.2952402
2.0,7181615.942,625148.259,2.7387776,0.008167979,0.6914186
2.0,7181615.942,630148.259,2.2501755,0.036342356,1.1333294
2.0,7181615.942,635148.259,1.737028,0.022184385,1.7448729
2.0,7181615.942,640148.259,1.8609414,0.07477992,1.9033015
2.0,7181615.942,645148.259,0.61443865,0.23622245,0.7406488
2.0,7181615.942,650148.259,1.2766974,0.18808448,1.4126395
2.0,7181615.942,655148.259,2.6191206,0.011676942,2.352353
2.0,7181615.942,660148.259,1.8280157,0.09131887,1.8575808
2.0,7181615.942,665148.259,0.38839635,0.28337497,0.5282548
2.0,7181615.942,670148.259,0.033273984,0.20025027,0.032215886
2.0,7181615.942,675148.259,0.0016438602,0.17309561,0.005966654
2.0,7181615.942,680148.259,0.031460788,0.18764949,0.04820777
2.0,7181615.942,685148.259,0.3625003,0.20991467,0.20366667
2.0,7181615.942,690148.259,1.0772399,0.17303151,1.052724
2.0,7181615.942,695148.259,1.5198611,0.17498907,1.272513
2.0,7181615.942,700148.259,0.38319403,0.0020050423,4.7970223
2.0,7181615.942,705148.259,0.08956694,0.0,5.9103727
2.0,7186615.942,610148.259,3.988178,0.0007016231,0.6089703
2.0,7186615.942,615148.259,4.147826,0.004798388,0.7109326
2.0,7186615.942,620148.259,3.5068343,0.017647997,0.5509563
2.0,7186615.942,625148.259,2.9427707,0.0058976696,0.5648954
2.0,7186615.942,630148.259,1.9361628,0.0014961213,2.5578082
2.0,7186615.942,635148.259,1.4777794,0.0014794797,3.7805498
2.0,7186615.942,640148.259,1.8353417,0.026648859,3.480866
2.0,7186615.942,645148.259,1.3513774,0.19697271,1.5917506
2.0,7186615.942,650148.259,1.710549,0.195605,1.0736626
2.0,7186615.942,655148.259,2.1143827,0.07781976,1.5641538
2.0,7186615.942,660148.259,2.1443293,0.07092907,1.6350753
2.0,7186615.942,665148.259,0.31074384,0.31168896,0.3994876
2.0,7186615.942,670148.259,0.12932767,0.23779227,0.20925783
2.0,7186615.942,675148.259,0.010677958,0.18632801,0.010669008
2.0,7186615.942,680148.259,0.024589157,0.20767258,0.011378545
2.0,7186615.942,685148.259,0.5673422,0.24330312,0.36245188
2.0,7186615.942,690148.259,1.0938082,0.05396392,1.1377718
2.0,7186615.942,695148.259,1.2430607,0.14636622,1.4670985
2.0,7186615.942,700148.259,0.31017503,0.074736595,4.8456225
2.0,7186615.942,705148.259,0.07734397,0.0,5.82165
2.0,7191615.942,610148.259,4.103652,0.0023836554,0.38590175
2.0,7191615.942,615148.259,3.717562,0.008582268,0.25840065
2.0,7191615.942,620148.259,3.0280085,0.014254948,0.68160075
2.0,7191615.942,625148.259,2.1392646,0.0023416444,0.61889637
2.0,7191615.942,630148.259,1.0479448,0.024461156,3.587345
2.0,7191615.942,635148.259,1.5136385,0.0022339816,4.03814
2.0,7191615.942,640148.259,1.8442729,0.0009885371,4.017638
2.0,7191615.942,645148.259,1.8002542,0.03306561,3.1329606
2.0,7191615.942,650148.259,2.8272943,0.025405494,2.0989754
2.0,7191615.942,655148.259,2.7243388,0.059358556,1.1689984
2.0,7191615.942,660148.259,2.5338287,0.10284079,1.0788258
2.0,7191615.942,665148.259,0.75170493,0.23463085,1.2051809
2.0,7191615.942,670148.259,0.3807444,0.22370644,0.6186884
2.0,7191615.942,675148.259,0.120087996,0.25725457,0.18181689
2.0,7191615.942,680148.259,0.052862685,0.21833558,0.07269348
2.0,7191615.942,685148.259,0.46968094,0.2390807,0.36721742
2.0,7191615.942,690148.259,0.82855076,0.17312662,0.72606605
2.0,7191615.942,695148.259,0.86227876,0.17931116,1.1426222
2.0,7191615.942,700148.259,0.534483,0.046309914,5.1643653
2.0,7191615.942,705148.259,0.962572,0.0,5.1657777
2.0,7196615.942,610148.259,3.8943532,0.023624444,0.42226368
2.0,7196615.942,615148.259,3.7039764,0.0075802044,0.46309868
2.0,7196615.942,620148.259,2.2547145,0.00044239516,1.3101472
2.0,7196615.942,625148.259,2.465516,0.0004940023,2.2662501
2.0,7196615.942,630148.259,1.4060096,0.01507891,3.9002876
2.0,7196615.942,635148.259,0.89118403,0.12165825,3.8827095
