,thetar3,thetas2,thetar1,thetas3,thetar2,thetas3_o,thetar3_o,thetas1_o,thetas1,thetas2_o,thetas1_f,thetar1_o,thetar2_f,thetas3_f,thetas2_f,thetar2_o,thetar3_f,thetar1_f
160,40813.1,94.0845,154.682,94.0978,10481.8,94.0845,94.0845,94.2131,94.0845,93.4355,92.9393,94.0845,94.0845,94.0845,14.0489,94.0845,94.0845,94.0845
161,6367.25,98.2472,158.745,98.2605,10486.3,98.2472,98.2472,98.2467,98.2472,97.3566,97.1184,98.2472,98.2472,98.2472,18.1976,98.2472,98.2472,98.2472
162,40815.2,96.0606,156.609,96.0741,10483.7,96.0606,96.0606,96.1238,96.0606,95.2951,94.9213,96.0606,96.0606,96.0606,16.0204,96.0606,96.0606,96.0606
163,6362.87,94.0374,154.587,94.0509,10481.7,94.0374,94.0374,94.1039,94.0374,93.2829,92.8942,94.0374,94.0374,94.0374,13.9984,94.0374,94.0374,94.0374
164,40813.6,92.6614,153.211,92.675,10480.3,92.6614,92.6614,92.7275,92.6614,91.9079,91.5177,92.6614,92.6614,92.6614,12.6238,92.6614,92.6614,92.6614
165,6364.61,93.8961,154.399,93.9098,10481.7,93.8961,93.8961,93.9066,93.8961,93.0374,92.7612,93.8961,93.8961,93.8961,13.8526,93.8961,93.8961,93.8961
166,40851.0,129.486,189.416,129.5,10516.6,129.486,129.486,128.737,129.486,127.262,128.392,129.486,129.486,129.486,49.3858,129.486,129.486,129.486
167,6382.17,118.768,178.997,118.782,10506.1,118.768,118.768,118.425,118.768,117.254,117.66,118.768,118.768,118.768,38.7007,118.768,118.768,118.768
168,40821.0,106.06,166.49,106.074,10493.9,106.06,106.06,105.994,106.06,105.036,104.946,106.06,106.06,106.06,26.0067,106.06,106.06,106.06
169,6376.94,111.615,171.954,111.629,10499.8,111.615,111.615,111.449,111.615,110.406,110.519,111.615,111.615,111.615,31.5466,111.615,111.615,111.615
170,40926.4,216.038,274.676,216.053,10599.3,216.038,216.038,213.741,216.038,211.072,214.909,216.038,216.038,216.038,135.799,216.038,216.038,216.038
171,6546.72,309.857,366.878,309.871,10688.5,309.857,309.857,305.695,309.857,301.545,308.68,309.857,309.857,309.857,229.391,309.857,309.857,309.857
172,40848.8,173.629,233.475,173.643,10559.9,173.629,173.629,173.015,173.629,171.568,172.477,173.629,173.629,173.629,93.4325,173.629,173.629,173.629
173,6373.25,142.011,202.574,142.026,10530.3,142.011,142.011,142.236,142.011,141.48,140.868,142.011,142.011,142.011,61.8935,142.011,142.011,142.011
174,40840.6,153.468,213.758,153.482,10541.6,153.468,153.468,153.329,153.468,152.3,152.344,153.468,153.468,153.468,73.3229,153.468,153.468,153.468
175,6383.78,148.112,208.675,148.127,10537.0,148.112,148.112,148.275,148.112,147.491,146.999,148.112,148.112,148.112,68.0149,148.112,148.112,148.112
176,40827.7,138.562,199.297,138.577,10527.6,138.562,138.562,138.905,138.562,138.273,137.443,138.562,138.562,138.562,58.4967,138.562,138.562,138.562
177,6377.98,137.32,198.043,137.335,10526.5,137.32,137.32,137.626,137.32,136.969,136.207,137.32,137.32,137.32,57.2633,137.32,137.32,137.32
178,40823.5,129.851,190.675,129.866,10518.9,129.851,129.851,130.262,129.851,129.697,128.731,129.851,129.851,129.851,49.8159,129.851,129.851,129.851
179,6391.99,147.444,207.906,147.459,10536.0,147.444,147.444,147.395,147.444,146.459,146.34,147.444,147.444,147.444,67.3744,147.444,147.444,147.444
180,40866.4,173.269,233.273,173.284,10560.5,173.269,173.269,172.65,173.269,171.267,172.162,173.269,173.269,173.269,93.1402,173.269,173.269,173.269
181,6382.81,144.125,204.689,144.14,10532.7,144.125,144.125,144.228,144.125,143.401,143.017,144.125,144.125,144.125,64.0642,144.125,144.125,144.125
182,40821.2,127.92,188.742,127.935,10517.1,127.92,127.92,128.341,127.92,127.774,126.808,127.92,127.92,127.92,47.8923,127.92,127.92,127.92
183,6365.96,120.06,180.962,120.075,10509.4,120.06,120.06,120.567,120.06,120.077,118.948,120.06,120.06,120.06,40.0475,120.06,120.06,120.06
184,40815.6,115.121,176.039,115.137,10504.5,115.121,115.121,115.633,115.121,115.152,114.01,115.121,115.121,115.121,35.1168,115.121,115.121,115.121
185,6363.59,111.49,172.393,111.506,10500.8,111.49,111.49,111.974,111.49,111.473,110.38,111.49,111.49,111.49,31.4888,111.49,111.49,111.49
186,40814.5,108.649,169.529,108.665,10497.9,108.649,108.649,109.097,108.649,108.57,107.539,108.649,108.649,108.649,28.649,108.649,108.649,108.649
187,6363.09,106.296,167.144,106.312,10495.5,106.296,106.296,106.703,106.296,106.143,105.186,106.296,106.296,106.296,26.2946,106.296,106.296,106.296
188,40814.4,104.392,165.203,104.408,10493.5,104.392,104.392,104.751,104.392,104.153,103.283,104.392,104.392,104.392,24.3879,104.392,104.392,104.392
189,6362.98,102.548,163.336,102.564,10491.6,102.548,102.548,102.88,102.548,102.26,101.439,102.548,102.548,102.548,22.5428,102.548,102.548,102.548
190,40814.1,100.751,161.516,100.767,10489.7,100.751,100.751,101.055,100.751,100.414,99.6417,100.751,100.751,100.751,20.7444,100.751,100.751,100.751
191,6362.73,99.1309,159.87,99.1469,10488.0,99.1309,99.1309,99.4046,99.1309,98.7385,98.022,99.1309,99.1309,99.1309,19.1211,99.1309,99.1309,99.1309
192,40813.6,97.6911,158.405,97.7072,10486.2,97.6911,97.6911,97.9303,97.6911,97.2439,96.5732,97.6911,97.6911,97.6911,17.6791,97.6911,97.6911,97.6911
193,6362.15,96.3337,157.026,96.3499,10484.8,96.3337,96.3337,96.5449,96.3337,95.8386,95.2125,96.3337,96.3337,96.3337,16.3195,96.3337,96.3337,96.3337
194,40813.3,95.1352,155.806,95.1515,10483.5,95.1352,95.1352,95.3203,95.1352,94.594,94.0124,95.1352,95.1352,95.1352,15.1188,95.1352,95.1352,95.1352
195,6362.12,94.1581,154.802,94.1745,10482.5,94.1581,94.1581,94.3122,94.1581,93.5602,93.0351,94.1581,94.1581,94.1581,14.1383,94.1581,94.1581,94.1581
196,40813.3,93.323,153.951,93.3394,10481.6,93.323,93.323,93.4575,93.323,92.6899,92.1988,93.323,93.323,93.323,13.3012,93.323,93.323,93.323
197,6362.0,92.4407,153.058,92.4573,10480.7,92.4407,92.4407,92.5641,92.4407,91.7883,91.316,92.4407,92.4407,92.4407,12.4178,92.4407,92.4407,92.4407
198,40813.2,91.5682,152.17,91.5848,10479.7,91.5682,91.5682,91.6738,91.5682,90.8836,90.4428,91.5682,91.5682,91.5682,11.5429,91.5682,91.5682,91.5682
199,6392.17,121.327,181.425,121.343,10509.0,121.327,121.327,120.784,121.327,119.463,120.238,121.327,121.327,121.327,41.2544,121.327,121.327,121.327
200,40880.2,166.139,225.256,166.156,10551.2,166.139,166.139,164.455,166.139,162.253,165.047,166.139,166.139,166.139,85.9614,166.139,166.139,166.139
201,6482.16,233.491,291.537,233.508,10615.8,233.491,233.491,230.711,233.491,227.669,232.37,233.491,233.491,233.491,153.195,233.491,233.491,233.491
202,40895.4,206.927,265.757,206.944,10591.4,206.927,206.927,205.151,206.927,202.834,205.811,206.927,206.927,206.927,126.67,206.927,206.927,206.927
203,6382.79,147.896,208.142,147.913,10535.3,147.896,147.896,147.737,147.896,146.669,146.768,147.896,147.896,147.896,67.7742,147.896,147.896,147.896
204,40820.6,129.337,190.039,129.355,10517.9,129.337,129.337,129.658,129.337,128.991,128.205,129.337,129.337,129.337,49.2698,129.337,129.337,129.337
205,6365.34,121.04,181.892,121.057,10510.0,121.04,121.04,121.496,121.04,120.952,119.909,121.04,121.04,121.04,40.9999,121.04,121.04,121.04
206,40815.8,116.94,177.845,116.957,10506.0,116.94,116.94,117.425,116.94,116.914,115.81,116.94,116.94,116.94,36.9171,116.94,116.94,116.94
207,6363.32,112.787,173.726,112.804,10501.9,112.787,112.787,113.292,112.787,112.803,111.658,112.787,112.787,112.787,32.7782,112.787,112.787,112.787
208,40814.1,109.43,170.363,109.448,10498.6,109.43,109.43,109.914,109.43,109.413,108.303,109.43,109.43,109.43,29.4286,109.43,109.43,109.43
209,6362.68,106.84,167.748,106.858,10495.9,106.84,106.84,107.286,106.84,106.757,105.713,106.84,106.84,106.84,26.8405,106.84,106.84,106.84
210,40813.8,104.609,165.489,104.627,10493.6,104.609,104.609,105.018,104.609,104.46,103.483,104.609,104.609,104.609,24.6101,104.609,104.609,104.609
211,6362.58,102.69,163.538,102.708,10491.6,102.69,102.69,103.058,102.69,102.469,101.564,102.69,102.69,102.69,22.6895,102.69,102.69,102.69
212,40814.3,101.456,162.263,101.474,10490.2,101.456,101.456,101.776,101.456,101.147,100.331,101.456,101.456,101.456,21.4519,101.456,101.456,101.456
213,6363.17,100.259,161.033,100.276,10488.9,100.259,100.259,100.54,100.259,99.8797,99.1327,100.259,100.259,100.259,20.252,100.259,100.259,100.259
214,40814.4,99.0588,159.798,99.0768,10487.6,99.0588,99.0588,99.2995,99.0588,98.6069,97.9327,99.0588,99.0588,99.0588,19.0487,99.0588,99.0588,99.0588
215,6363.21,98.01,158.705,98.0281,10486.5,98.01,98.01,98.1983,98.01,97.4614,96.8861,98.01,98.01,98.01,17.9943,98.01,98.01,98.01
216,40814.0,96.8746,157.562,96.8928,10485.3,96.8746,96.8746,97.0535,96.8746,96.3096,95.7496,96.8746,96.8746,96.8746,16.859,96.8746,96.8746,96.8746
217,6362.54,95.626,156.298,95.6443,10484.0,95.626,95.626,95.7901,95.626,95.0344,94.5014,95.626,95.626,95.626,15.6087,95.626,95.626,95.626
218,40813.6,94.5067,155.166,94.5251,10482.8,94.5067,94.5067,94.6571,94.5067,93.8912,93.3812,94.5067,94.5067,94.5067,14.4877,94.5067,94.5067,94.5067
219,6362.29,93.5586,154.197,93.5771,10481.8,93.5586,93.5586,93.6861,93.5586,92.9021,92.4328,93.5586,93.5586,93.5586,13.5367,93.5586,93.5586,93.5586
220,40813.6,92.8933,153.508,92.9119,10481.1,92.8933,92.8933,92.9944,92.8933,92.1893,91.7673,92.8933,92.8933,92.8933,12.8682,92.8933,92.8933,92.8933
221,6362.52,92.4972,153.088,92.5158,10480.7,92.4972,92.4972,92.5708,92.4972,91.7429,91.372,92.4972,92.4972,92.4972,12.4688,92.4972,92.4972,92.4972
222,40813.6,91.847,152.443,91.8657,10480.0,91.847,91.847,91.9305,91.847,91.11,90.721,91.847,91.847,91.847,11.8201,91.847,91.847,91.847
223,6362.17,90.9742,151.565,90.993,10479.1,90.9742,90.9742,91.0562,90.9742,90.2383,89.848,90.9742,90.9742,90.9742,10.947,90.9742,90.9742,90.9742
224,40814.6,91.2194,151.758,91.2382,10479.4,91.2194,91.2194,91.2449,91.2194,90.378,90.0988,91.2194,91.2194,91.2194,11.1835,91.2194,91.2194,91.2194
225,6375.62,103.561,163.894,103.58,10491.8,103.561,103.561,103.357,103.561,102.312,102.459,103.561,103.561,103.561,23.502,103.561,103.561,103.561
226,40818.1,97.2442,157.739,97.2633,10485.2,97.2442,97.2442,97.2211,97.2442,96.3197,96.1255,97.2442,97.2442,97.2442,17.2064,97.2442,97.2442,97.2442
227,6364.28,93.6725,154.198,93.6916,10481.7,93.6725,93.6725,93.6896,93.6725,92.8179,92.5489,93.6725,93.6725,93.6725,13.6351,93.6725,93.6725,93.6725
228,40815.7,92.9445,153.445,92.9637,10481.0,92.9445,92.9445,92.936,92.9445,92.0423,91.8226,92.9445,92.9445,92.9445,12.9021,92.9445,92.9445,92.9445
229,6365.38,93.8798,154.36,93.8991,10481.8,93.8798,93.8798,93.8461,93.8798,92.9333,92.756,93.8798,93.8798,93.8798,13.8347,93.8798,93.8798,93.8798
230,40814.9,92.1508,152.673,92.1702,10480.1,92.1508,92.1508,92.1619,92.1508,91.2827,91.0255,92.1508,92.1508,92.1508,12.1113,92.1508,92.1508,92.1508
231,6362.94,90.8143,151.344,90.8338,10478.8,90.8143,90.8143,90.8326,90.8143,89.9587,89.6882,90.8143,90.8143,90.8143,10.7747,90.8143,90.8143,90.8143
232,40813.9,89.954,150.482,89.9736,10477.9,89.954,89.954,89.9687,89.954,89.0926,88.8277,89.954,89.954,89.954,9.91364,89.954,89.954,89.954
233,6362.45,89.361,149.883,89.3806,10477.3,89.361,89.361,89.3668,89.361,88.4836,88.2345,89.361,89.361,89.361,9.31931,89.361,89.361,89.361
234,40813.7,89.0496,149.558,89.0693,10476.9,89.0496,89.0496,89.0387,89.0496,88.1421,87.923,89.0496,89.0496,89.0496,9.0061,89.0496,89.0496,89.0496
235,6362.32,88.7453,149.26,88.7651,10476.7,88.7453,88.7453,88.7402,88.7453,87.848,87.619,88.7453,88.7453,88.7453,8.70289,88.7453,88.7453,88.7453
236,40813.5,88.3272,148.842,88.3472,10476.3,88.3272,88.3272,88.3226,88.3272,87.4301,87.2018,88.3272,88.3272,88.3272,8.28454,88.3272,88.3272,88.3272
237,6387.66,113.612,173.654,113.632,10501.2,113.612,113.612,113.045,113.612,111.711,112.522,113.612,113.612,113.612,33.523,113.612,113.612,113.612
238,40821.5,101.171,161.545,101.191,10488.9,101.171,101.171,101.0,101.171,99.9679,100.061,101.171,101.171,101.171,21.1196,101.171,101.171,101.171
239,6365.49,95.6504,156.117,95.6706,10483.5,95.6504,95.6504,95.6001,95.6504,94.6717,94.5314,95.6504,95.6504,95.6504,15.6061,95.6504,95.6504,95.6504
240,40815.4,92.9226,153.428,92.9429,10481.1,92.9226,92.9226,92.9242,92.9226,92.0372,91.8081,92.9226,92.9226,92.9226,12.8799,92.9226,92.9226,92.9226
241,6363.34,91.2767,151.801,91.297,10479.5,91.2767,91.2767,91.299,91.2767,90.4253,90.1634,91.2767,91.2767,91.2767,11.2334,91.2767,91.2767,91.2767
242,40814.3,90.2383,150.766,90.2587,10478.4,90.2383,90.2383,90.2617,90.2383,89.387,89.1253,90.2383,90.2383,90.2383,10.1937,90.2383,90.2383,90.2383
243,6368.31,94.9089,155.317,94.9294,10483.2,94.9089,94.9089,94.7977,94.9089,93.8121,93.8078,94.9089,94.9089,94.9089,14.8447,94.9089,94.9089,94.9089
244,40818.0,94.5698,155.018,94.5903,10482.7,94.5698,94.5698,94.4981,94.5698,93.5429,93.4647,94.5698,94.5698,94.5698,14.5134,94.5698,94.5698,94.5698
245,6367.15,95.0155,155.448,95.0362,10483.2,95.0155,95.0155,94.927,95.0155,93.9575,93.9102,95.0155,95.0155,95.0155,14.9545,95.0155,95.0155,95.0155
246,40816.1,92.9524,153.437,92.9732,10481.1,92.9524,92.9524,92.9224,92.9524,91.9987,91.8422,92.9524,92.9524,92.9524,12.8988,92.9524,92.9524,92.9524
247,6363.67,91.2973,151.812,91.3182,10479.5,91.2973,91.2973,91.3059,91.2973,90.4147,90.1856,91.2973,91.2973,91.2973,11.2483,91.2973,91.2973,91.2973
248,40814.5,90.1435,150.664,90.1645,10478.3,90.1435,90.1435,90.1584,90.1435,89.2721,89.0318,90.1435,90.1435,90.1435,10.0947,90.1435,90.1435,90.1435
249,6362.91,89.379,149.903,89.4,10477.6,89.379,89.379,89.3957,89.379,88.5111,88.2665,89.379,89.379,89.379,9.33037,89.379,89.379,89.379
250,40814.1,88.8147,149.335,88.8358,10477.0,88.8147,88.8147,88.8246,88.8147,87.9352,87.7021,88.8147,88.8147,88.8147,8.7656,88.8147,88.8147,88.8147
251,6362.82,88.5277,149.036,88.5489,10476.7,88.5277,88.5277,88.5219,88.5277,87.6203,87.4148,88.5277,88.5277,88.5277,8.47695,88.5277,88.5277,88.5277
252,40814.2,88.3777,148.88,88.399,10476.5,88.3777,88.3777,88.3632,88.3777,87.4551,87.2649,88.3777,88.3777,88.3777,8.32689,88.3777,88.3777,88.3777
253,6362.85,88.1914,148.69,88.2127,10476.3,88.1914,88.1914,88.1713,88.1914,87.261,87.0791,88.1914,88.1914,88.1914,8.14058,88.1914,88.1914,88.1914
254,40814.1,87.9288,148.428,87.9502,10476.0,87.9288,87.9288,87.9086,87.9288,86.9991,86.8169,87.9288,87.9288,87.9288,7.87852,87.9288,87.9288,87.9288
255,6362.86,87.7954,148.284,87.8169,10475.9,87.7954,87.7954,87.7628,87.7954,86.8441,86.6833,87.7954,87.7954,87.7954,7.74331,87.7954,87.7954,87.7954
256,40814.3,87.8119,148.292,87.8335,10475.9,87.8119,87.8119,87.7691,87.8119,86.8426,86.6997,87.8119,87.8119,87.8119,7.7589,87.8119,87.8119,87.8119
257,6363.03,87.8704,148.344,87.8921,10475.9,87.8704,87.8704,87.8188,87.8704,86.8857,86.7581,87.8704,87.8704,87.8704,7.81662,87.8704,87.8704,87.8704
258,40887.0,165.044,223.764,165.066,10548.5,165.044,165.044,162.898,165.044,160.44,163.913,165.044,165.044,165.044,84.7466,165.044,165.044,165.044
259,6410.55,152.961,212.342,152.983,10538.6,152.961,152.961,151.695,152.961,149.84,151.85,152.961,152.961,152.961,72.754,152.961,152.961,152.961
260,40827.6,120.309,180.526,120.33,10507.8,120.309,120.309,120.04,120.309,118.919,119.194,120.309,120.309,120.309,40.1912,120.309,120.309,120.309
261,6367.83,109.143,169.643,109.165,10497.3,109.143,109.143,109.194,109.143,108.325,108.029,109.143,109.143,109.143,29.0636,109.143,109.143,109.143
262,40816.8,104.487,165.07,104.509,10493.0,104.487,104.487,104.617,104.487,103.81,103.377,104.487,104.487,104.487,24.4224,104.487,104.487,104.487
263,6420.3,160.38,219.782,160.402,10546.3,160.38,160.38,159.256,160.38,157.573,159.266,160.38,160.38,160.38,80.165,160.38,160.38,160.38
264,40934.0,237.29,294.948,237.312,10618.3,237.29,237.29,234.163,237.29,231.039,236.122,237.29,237.29,237.29,156.782,237.29,237.29,237.29
265,6389.48,153.848,213.818,153.87,10540.6,153.848,153.848,153.368,153.848,152.104,152.704,153.848,153.848,153.848,73.6435,153.848,153.848,153.848
266,40823.8,131.454,192.009,131.476,10519.8,131.454,131.454,131.6,131.454,130.797,130.32,131.454,131.454,131.454,51.337,131.454,131.454,131.454
267,6366.5,121.469,182.312,121.491,10510.5,121.469,121.469,121.888,121.469,121.296,120.341,121.469,121.469,121.469,41.4127,121.469,121.469,121.469
268,40815.6,115.593,176.546,115.616,10504.9,115.593,115.593,116.1,115.593,115.581,114.47,115.593,115.593,115.593,35.5715,115.593,115.593,115.593
269,6363.36,111.434,172.42,111.457,10500.8,111.434,111.434,111.956,111.434,111.455,110.315,111.434,111.434,111.434,31.4338,111.434,111.434,111.434
270,40819.5,113.268,174.092,113.291,10502.8,113.268,113.268,113.613,113.268,112.972,112.163,113.268,113.268,113.268,33.2491,113.268,113.268,113.268
271,6366.5,111.072,171.951,111.095,10500.3,111.072,111.072,111.459,111.072,110.853,109.962,111.072,111.072,111.072,31.0726,111.072,111.072,111.072
272,40820.9,112.185,172.978,112.208,10501.4,112.185,112.185,112.479,112.185,111.802,111.08,112.185,112.185,112.185,32.1767,112.185,112.185,112.185
273,6370.93,112.643,173.362,112.666,10501.7,112.643,112.643,112.846,112.643,112.1,111.54,112.643,112.643,112.643,32.6285,112.643,112.643,112.643
274,40831.2,121.221,181.722,121.244,10510.0,121.221,121.221,121.186,121.221,120.26,120.126,121.221,121.221,121.221,41.1686,121.221,121.221,121.221
275,6421.05,166.114,225.61,166.138,10552.2,166.114,166.114,164.976,166.114,163.247,165.008,166.114,166.114,166.114,85.9442,166.114,166.114,166.114
276,40831.0,130.312,190.714,130.335,10518.3,130.312,130.312,130.197,130.312,129.2,129.2,130.312,130.312,130.312,50.2449,130.312,130.312,130.312
277,6368.89,116.699,177.378,116.722,10505.2,116.699,116.699,116.888,116.699,116.123,115.582,116.699,116.699,116.699,36.6611,116.699,116.699,116.699
278,40816.9,110.673,171.452,110.696,10499.5,110.673,110.673,110.963,110.673,110.277,109.558,110.673,110.673,110.673,30.6507,110.673,110.673,110.673
279,6365.42,108.239,169.034,108.263,10497.2,108.239,108.239,108.538,108.239,107.862,107.128,108.239,108.239,108.239,28.2232,108.239,108.239,108.239
280,40815.1,105.007,165.849,105.031,10493.9,105.007,105.007,105.347,105.007,104.706,103.894,105.007,105.007,105.007,25.0039,105.007,105.007,105.007
281,6363.13,102.338,163.183,102.361,10491.3,102.338,102.338,102.674,102.338,102.034,101.224,102.338,102.338,102.338,22.3386,102.338,102.338,102.338
282,40814.1,100.24,161.068,100.263,10489.1,100.24,100.24,100.551,100.24,99.8946,99.1261,100.24,100.24,100.24,20.2405,100.24,100.24,100.24
283,6362.62,98.5734,159.377,98.5972,10487.3,98.5734,98.5734,98.8531,98.5734,98.1758,97.4585,98.5734,98.5734,98.5734,18.5727,98.5734,98.5734,98.5734
284,40813.9,97.2485,158.022,97.2725,10485.9,97.2485,97.2485,97.4932,97.2485,96.7907,96.1329,97.2485,97.2485,97.2485,17.2449,97.2485,97.2485,97.2485
285,6362.62,96.1842,156.929,96.2083,10484.8,96.1842,96.1842,96.395,96.1842,95.6673,95.0683,96.1842,96.1842,96.1842,16.1773,96.1842,96.1842,96.1842
286,40817.9,99.0715,159.684,99.0957,10487.7,99.0715,99.0715,99.1388,99.0715,98.2932,97.9658,99.0715,99.0715,99.0715,19.0421,99.0715,99.0715,99.0715
287,6364.56,97.7643,158.417,97.7885,10486.1,97.7643,97.7643,97.8717,97.7643,97.0609,96.6509,97.7643,97.7643,97.7643,17.7438,97.7643,97.7643,97.7643
288,40828.8,109.962,170.32,109.987,10498.2,109.962,109.962,109.748,109.962,108.692,108.864,109.962,109.962,109.962,29.893,109.962,109.962,109.962
289,6368.35,103.003,163.563,103.027,10491.7,103.003,103.003,103.024,103.003,102.14,101.897,103.003,103.003,103.003,22.964,103.003,103.003,103.003
290,40816.7,98.8981,159.502,98.9225,10487.7,98.8981,98.8981,98.978,98.8981,98.1399,97.7874,98.8981,98.8981,98.8981,18.8614,98.8981,98.8981,98.8981
291,6364.25,96.7683,157.382,96.7929,10485.6,96.7683,96.7683,96.8635,96.7683,96.0401,95.6545,96.7683,96.7683,96.7683,16.7307,96.7683,96.7683,96.7683
292,40815.0,95.3785,155.993,95.4031,10484.2,95.3785,95.3785,95.4753,95.3785,94.6552,94.2629,95.3785,95.3785,95.3785,15.3402,95.3785,95.3785,95.3785
293,6389.53,121.708,181.666,121.733,10508.9,121.708,121.708,121.068,121.708,119.712,120.595,121.708,121.708,121.708,41.5666,121.708,121.708,121.708
294,40823.0,108.506,168.918,108.531,10496.7,108.506,108.506,108.391,108.506,107.414,107.387,108.506,108.506,108.506,28.4332,108.506,108.506,108.506
295,6366.5,101.933,162.471,101.958,10490.5,101.933,101.933,101.967,101.933,101.106,100.811,101.933,101.933,101.933,21.875,101.933,101.933,101.933
296,40828.6,111.605,171.862,111.63,10499.7,111.605,111.605,111.338,111.605,110.252,110.496,111.605,111.605,111.605,31.4985,111.605,111.605,111.605
297,6368.88,105.134,165.625,105.159,10493.6,105.134,105.134,105.122,105.134,104.222,104.017,105.134,105.134,105.134,25.0657,105.134,105.134,105.134
298,40817.2,100.924,161.494,100.949,10489.6,100.924,100.924,100.997,100.924,100.161,99.8037,100.924,100.924,100.924,20.8679,100.924,100.924,100.924
299,6367.46,101.294,161.821,101.319,10490.0,101.294,101.294,101.323,101.294,100.452,100.178,101.294,101.294,101.294,21.2301,101.294,101.294,101.294
300,40816.3,98.8232,159.411,98.8484,10487.5,98.8232,98.8232,98.9091,98.8232,98.087,97.7021,98.8232,98.8232,98.8232,18.7714,98.8232,98.8232,98.8232
301,6363.82,96.6059,157.226,96.6312,10485.4,96.6059,96.6059,96.7204,96.6059,95.922,95.4835,96.6059,96.6059,96.6059,16.5624,96.6059,96.6059,96.6059
302,40814.5,94.9306,155.558,94.9561,10483.7,94.9306,94.9306,95.049,94.9306,94.2552,93.8077,94.9306,94.9306,94.9306,14.8903,94.9306,94.9306,94.9306
303,6363.37,94.0124,154.613,94.0379,10482.8,94.0124,94.0124,94.1035,94.0124,93.2859,92.8912,94.0124,94.0124,94.0124,13.9675,94.0124,94.0124,94.0124
304,40814.4,93.299,153.902,93.3246,10482.0,93.299,93.299,93.388,93.299,92.5698,92.1746,93.299,93.299,93.299,13.2562,93.299,93.299,93.299
305,6362.83,92.4522,153.052,92.4779,10481.1,92.4522,92.4522,92.5345,92.4522,91.7139,91.3256,92.4522,92.4522,92.4522,12.4101,92.4522,92.4522,92.4522
306,40828.9,106.669,166.945,106.695,10494.8,106.669,106.669,106.403,106.669,105.322,105.557,106.669,106.669,106.669,26.5715,106.669,106.669,106.669
307,6370.62,102.566,162.99,102.591,10490.9,102.566,102.566,102.459,102.566,101.488,101.448,102.566,102.566,102.566,22.4938,102.566,102.566,102.566
308,40817.8,98.3034,158.806,98.3293,10486.7,98.3034,98.3034,98.2864,98.3034,97.3813,97.1803,98.3034,98.3034,98.3034,18.2426,98.3034,98.3034,98.3034
309,6366.56,97.5118,158.019,97.5378,10486.0,97.5118,97.5118,97.5046,97.5118,96.606,96.391,97.5118,97.5118,97.5118,17.4525,97.5118,97.5118,97.5118
310,40817.3,96.5756,157.103,96.6017,10485.1,96.5756,96.5756,96.5869,96.5756,95.6997,95.4549,96.5756,96.5756,96.5756,16.5201,96.5756,96.5756,96.5756
311,6364.23,94.4759,155.035,94.502,10483.0,94.4759,94.4759,94.5168,94.4759,93.654,93.351,94.4759,94.4759,94.4759,14.4257,94.4759,94.4759,94.4759
312,40814.2,93.1108,153.679,93.137,10480.8,93.1108,93.1108,93.1461,93.1108,92.2981,91.9665,93.1108,93.1108,93.1108,13.0655,93.1108,93.1108,93.1108
313,6362.7,92.2336,152.793,92.26,10479.8,92.2336,92.2336,92.2524,92.2336,91.3987,91.085,92.2336,92.2336,92.2336,12.1898,92.2336,92.2336,92.2336
314,40815.9,93.7156,154.206,93.742,10481.3,93.7156,93.7156,93.66,93.7156,92.7474,92.5716,93.7156,93.7156,93.7156,13.662,93.7156,93.7156,93.7156
315,6363.75,93.4435,153.95,93.4699,10480.9,93.4435,93.4435,93.4002,93.4435,92.5001,92.2932,93.4435,93.4435,93.4435,13.3952,93.4435,93.4435,93.4435
316,40814.1,92.5628,153.096,92.5893,10479.9,92.5628,92.5628,92.5414,92.5628,91.6616,91.4084,92.5628,92.5628,92.5628,12.5219,92.5628,92.5628,92.5628
317,6362.42,91.6026,152.153,91.6292,10479.0,91.6026,91.6026,91.5952,91.6026,90.727,90.4478,91.6026,91.6026,91.6026,11.5671,91.6026,91.6026,91.6026
318,40813.4,90.7881,151.347,90.8149,10478.2,90.7881,90.7881,90.7861,90.7881,89.9227,89.6337,90.7881,90.7881,90.7881,10.756,90.7881,90.7881,90.7881
319,6399.99,129.144,188.817,129.171,10515.4,129.144,129.144,128.178,129.144,126.627,128.02,129.144,129.144,129.144,48.9498,129.144,129.144,129.144
320,40827.5,112.557,172.787,112.583,10499.5,112.557,112.557,112.215,112.557,111.089,111.42,112.557,112.557,112.557,32.4595,112.557,112.557,112.557
321,6367.07,102.896,163.36,102.923,10490.1,102.896,102.896,102.812,102.896,101.878,101.746,102.896,102.896,102.896,22.8346,102.896,102.896,102.896
322,40816.4,99.4574,159.967,99.4844,10486.9,99.4574,99.4574,99.4277,99.4574,98.5314,98.309,99.4574,99.4574,99.4574,19.4024,99.4574,99.4574,99.4574
323,6368.5,101.86,162.292,101.888,10489.6,101.86,101.86,101.749,101.86,100.789,100.725,101.86,101.86,101.86,21.7917,101.86,101.86,101.86
324,40818.0,100.849,161.329,100.877,10488.3,100.849,100.849,100.782,100.849,99.8563,99.706,100.849,100.849,100.849,20.7914,100.849,100.849,100.849
325,6366.26,100.09,160.59,100.117,10487.6,100.09,100.09,100.042,100.09,99.1298,98.9442,100.09,100.09,100.09,20.0366,100.09,100.09,100.09
326,40815.4,97.7952,158.36,97.8226,10485.3,97.7952,97.7952,97.8096,97.7952,96.9445,96.6441,97.7952,97.7952,97.7952,17.7565,97.7952,97.7952,97.7952
