,chanlength,chan,chanbw,chanman,elvstd,gradient,chanflpn,changrad,chanbnkf,lzavin,lat,cropgrpn_o,mannings_o,soildepth3_i,soildepth1_f,cropgrpn_i,cropcoef_o,cropcoef_i,soildepth1_o,soildepth2_o,soildepth2_f,mannings_f,soildepth3_f,soildepth1_i,mannings_i,soildepth2_i,cropgrpn_f,soildepth3_o,cropcoef_f,et,es,ta,pr,e0,laii,laio,laif,thetar3,thetas2,genua1_f,genua1_o,lambda2_o,genua3_f,thetar1,lambda3,thetas3,ksat2_o,thetar2,ksat3_o,thetas3_o
403,39.5164,39.5167,39.5166,39.5165,39.5167,39.4446,39.5167,39.5169,39.5166,39.5167,39.5167,39.5167,39.5114,39.5167,39.5167,39.5167,39.5167,39.5167,39.5167,39.5167,39.5167,39.5153,39.5166,39.5167,39.5167,39.5167,39.5167,39.5166,39.5167,39.5167,39.5167,58.9621,4.83233,39.5195,40.0782,39.5748,40.0473,40.0103,39.5167,39.5167,39.5167,39.5167,39.5167,33.3443,39.5166,7058.98,39.5167,39.5167,39.5167,39.5167
404,37.2889,37.289,37.289,37.2889,37.289,37.4127,37.289,37.2892,37.289,37.289,37.289,37.289,37.2837,37.289,37.289,37.289,37.289,37.289,37.289,37.289,37.289,37.2876,37.289,37.289,37.289,37.289,37.289,37.2889,37.289,37.289,37.289,56.2441,4.82654,37.2908,37.8366,37.3451,37.8031,37.7825,37.289,37.289,37.289,37.289,37.289,31.0721,37.2889,20398.0,37.289,37.289,37.289,37.289
405,34.5527,34.5529,34.5529,34.5527,34.5529,34.7083,34.5529,34.5532,34.5529,34.5529,34.5529,34.5529,34.5475,34.5529,34.5529,34.5529,34.5529,34.5529,34.5529,34.5529,34.5529,34.5515,34.5529,34.5529,34.5529,34.5529,34.5529,34.5528,34.5529,34.5529,34.5529,53.401,4.82127,34.5541,35.0711,34.6058,35.0391,35.0462,34.5529,34.5529,34.5529,34.5529,34.5529,28.4559,34.5528,7066.87,34.5529,34.5529,34.5529,34.5529
406,31.9345,31.9347,31.9347,31.9345,31.9347,32.0831,31.9347,31.935,31.9347,31.9347,31.9347,31.9347,31.9292,31.9347,31.9347,31.9347,31.9347,31.9347,31.9347,31.9347,31.9347,31.9332,31.9347,31.9347,31.9347,31.9347,31.9347,31.9346,31.9347,31.9347,31.9347,50.7646,4.8166,31.9355,32.4225,31.9845,32.3924,32.4279,31.9347,31.9347,31.9347,31.9347,31.9347,26.0336,31.9346,20416.3,31.9347,31.9347,31.9347,31.9347
407,30.3204,30.3207,30.3206,30.3205,30.3207,30.1956,30.3207,30.3209,30.3206,30.3207,30.3207,30.3207,30.3153,30.3207,30.3207,30.3207,30.3207,30.3207,30.3207,30.3207,30.3207,30.3191,30.3206,30.3207,30.3207,30.3207,30.3207,30.3206,30.3207,30.3207,30.3207,49.2506,4.81246,30.3213,30.78,30.3675,30.7518,30.8137,30.3207,30.3207,30.3207,30.3207,30.3207,25.0547,30.3206,7059.03,30.3207,30.3207,30.3207,30.3207
408,35.032,35.0315,35.0316,35.032,35.0315,33.4201,35.0315,35.031,35.0317,35.0315,35.0315,35.0315,35.0267,35.0315,35.0315,35.0315,35.0315,35.0315,35.0315,35.0315,35.0315,35.0301,35.0315,35.0315,35.0315,35.0315,35.0315,35.0314,35.0315,35.0315,35.0315,54.4894,4.80902,35.3124,35.4813,35.0759,35.4483,35.5244,35.0315,35.0315,35.0315,35.0315,35.0315,31.9886,35.0314,20418.8,35.0315,35.0315,35.0315,35.0315
409,82.7867,82.7832,82.784,82.7861,82.7832,74.0031,82.7832,82.7795,82.7841,82.7832,82.7832,82.7832,82.7823,82.7832,82.7832,82.7832,82.7832,82.7832,82.7832,82.7832,82.7832,82.7826,82.7832,82.7832,82.7832,82.7832,82.7832,82.7831,82.7832,82.7832,82.7832,98.0658,6.28169,121.336,83.257,82.8297,83.2312,83.2759,82.7832,82.7832,82.7832,82.7832,82.7832,94.3314,82.7831,7131.06,82.7832,82.7832,82.7832,82.7832
410,85.4746,85.4742,85.4743,85.4745,85.4742,84.2139,85.4742,85.4738,85.4743,85.4742,85.4742,85.4742,85.4749,85.4742,85.4742,85.4742,85.4742,85.4742,85.4742,85.4742,85.4742,85.474,85.4742,85.4742,85.4742,85.4742,85.4742,85.4741,85.4742,85.4742,85.4742,97.6195,6.89556,101.96,86.0859,85.5355,86.0507,85.9667,85.4742,85.4742,85.4742,85.4742,85.4742,96.8992,85.4741,20459.8,85.4742,85.4742,85.4742,85.4742
411,72.8707,72.8711,72.871,72.8708,72.8711,75.1674,72.8711,72.8715,72.871,72.8711,72.8711,72.8711,72.8718,72.8711,72.8711,72.8711,72.8711,72.8711,72.8711,72.8711,72.8711,72.8709,72.871,72.8711,72.8711,72.8711,72.8711,72.871,72.8711,72.8711,72.8711,86.3098,6.7293,80.3654,73.5504,72.9408,73.5164,73.3634,72.8711,72.8711,72.8711,72.8711,72.8711,79.8045,72.871,7042.76,72.8711,72.8711,72.8711,72.8711
412,66.2591,66.2595,66.2594,66.2592,66.2595,68.2746,66.2595,66.2598,66.2594,66.2595,66.2595,66.2595,66.26,66.2595,66.2595,66.2595,66.2595,66.2595,66.2595,66.2595,66.2595,66.2592,66.2594,66.2595,66.2595,66.2595,66.2595,66.2593,66.2595,66.2595,66.2595,79.6089,6.03474,69.6201,66.9271,66.3306,66.9195,66.7516,66.2595,66.2595,66.2595,66.2595,66.2595,70.5941,66.2593,20389.0,66.2595,66.2595,66.2595,66.2595
413,66.5178,66.5175,66.5176,66.5177,66.5175,67.438,66.5175,66.5173,66.5176,66.5175,66.5175,66.5175,66.5182,66.5175,66.5175,66.5175,66.5175,66.5175,66.5175,66.5175,66.5175,66.5174,66.5175,66.5175,66.5175,66.5175,66.5175,66.5174,66.5175,66.5175,66.5175,79.33,5.91772,70.1773,67.1793,66.5892,67.1899,67.0096,66.5175,66.5175,66.5175,66.5175,66.5175,70.3078,66.5174,7036.58,66.5175,66.5175,66.5175,66.5175
414,58.4967,58.4975,58.4973,58.4968,58.4975,60.2069,58.4975,58.4983,58.4973,58.4975,58.4975,58.4975,58.4972,58.4975,58.4975,58.4975,58.4975,58.4975,58.4975,58.4975,58.4975,58.4972,58.4974,58.4975,58.4975,58.4975,58.4975,58.4974,58.4975,58.4975,58.4975,71.4495,5.75,59.3688,59.155,58.5724,59.1853,58.9893,58.4975,58.4975,58.4975,58.4975,58.4975,58.2285,58.4974,20372.2,58.4975,58.4975,58.4975,58.4975
415,52.0,52.0006,52.0005,52.0001,52.0006,53.4118,52.0006,52.0013,52.0005,52.0006,52.0006,52.0006,51.9994,52.0006,52.0006,52.0006,52.0006,52.0006,52.0006,52.0006,52.0006,52.0001,52.0006,52.0006,52.0006,52.0006,52.0006,52.0005,52.0006,52.0006,52.0006,65.0379,5.50029,52.2772,52.6252,52.0727,52.6627,52.4923,52.0006,52.0006,52.0006,52.0006,52.0006,49.258,52.0005,7043.71,52.0006,52.0006,52.0006,52.0006
416,52.3665,52.3669,52.3668,52.3665,52.3669,52.1653,52.3669,52.3673,52.3668,52.3669,52.3669,52.3669,52.3655,52.3669,52.3669,52.3669,52.3669,52.3669,52.3669,52.3669,52.3669,52.3663,52.3668,52.3669,52.3669,52.3669,52.3669,52.3668,52.3669,52.3669,52.3669,64.7166,5.26768,52.6304,52.9559,52.4348,52.9932,52.8584,52.3669,52.3669,52.3669,52.3669,52.3669,50.4216,52.3668,20426.3,52.3669,52.3669,52.3669,52.3669
417,61.4876,61.4871,61.4872,61.4875,61.4871,59.6881,61.4871,61.4866,61.4873,61.4871,61.4871,61.4871,61.4866,61.4871,61.4871,61.4871,61.4871,61.4871,61.4871,61.4871,61.4871,61.4868,61.4871,61.4871,61.4871,61.4871,61.4871,61.487,61.4871,61.4871,61.4871,73.7814,5.07224,61.6179,62.0875,61.552,62.108,61.9785,61.4871,61.4871,61.4871,61.4871,61.4871,62.6333,61.487,7096.76,61.4871,61.4871,61.4871,61.4871
418,66.3383,66.3381,66.3381,66.3382,66.3381,65.2471,66.3381,66.3379,66.3381,66.3381,66.3381,66.3381,66.338,66.3381,66.3381,66.3381,66.3381,66.3381,66.3381,66.3381,66.3381,66.3378,66.338,66.3381,66.3381,66.3381,66.3381,66.338,66.3381,66.3381,66.3381,77.1808,5.02221,66.9693,66.9806,66.405,66.9962,66.8293,66.3381,66.3381,66.3381,66.3381,66.3381,68.4622,66.338,20471.5,66.3381,66.3381,66.3381,66.3381
419,89.7726,89.7711,89.7715,89.7723,89.7711,85.8122,89.7711,89.7696,89.7715,89.7711,89.7711,89.7711,89.7735,89.7711,89.7711,89.7711,89.7711,89.7711,89.7711,89.7711,89.7711,89.7714,89.7711,89.7711,89.7711,89.7711,89.7711,89.771,89.7711,89.7711,89.7711,99.0011,5.5012,108.004,90.4478,89.8378,90.4556,90.2622,89.7711,89.7711,89.7711,89.7711,89.7711,99.5583,89.771,7133.04,89.7711,89.7711,89.7711,89.7711
420,78.978,78.9787,78.9785,78.9781,78.9787,80.427,78.9787,78.9793,78.9785,78.9787,78.9787,78.9787,78.9805,78.9787,78.9787,78.9787,78.9787,78.9787,78.9787,78.9787,78.9787,78.9789,78.9786,78.9787,78.9787,78.9787,78.9787,78.9786,78.9787,78.9787,78.9787,89.318,5.68765,83.2248,79.7383,79.0558,79.736,79.4696,78.9787,78.9787,78.9787,78.9787,78.9787,83.7025,78.9785,20439.1,78.9787,78.9787,78.9787,78.9787
421,72.2573,72.2578,72.2577,72.2574,72.2578,73.8434,72.2578,72.2584,72.2577,72.2578,72.2578,72.2578,72.2592,72.2578,72.2578,72.2578,72.2578,72.2578,72.2578,72.2578,72.2578,72.258,72.2578,72.2578,72.2578,72.2578,72.2578,72.2577,72.2578,72.2578,72.2578,82.41,5.15018,73.5605,73.0247,72.3331,73.0178,72.7486,72.2578,72.2578,72.2578,72.2578,72.2578,74.6587,72.2577,7092.44,72.2578,72.2578,72.2578,72.2578
422,89.1136,89.1129,89.1131,89.1135,89.1129,86.9204,89.1129,89.1122,89.1131,89.1129,89.1129,89.1129,89.116,89.1129,89.1129,89.1129,89.1129,89.1129,89.1129,89.1129,89.1129,89.1135,89.1129,89.1129,89.1129,89.1129,89.1129,89.1128,89.1129,89.1129,89.1129,98.4551,5.39417,100.555,89.8832,89.1855,89.8737,89.6035,89.1129,89.1129,89.1129,89.1129,89.1129,97.1526,89.1128,20469.5,89.1129,89.1129,89.1129,89.1129
423,96.3047,96.3038,96.304,96.3045,96.3038,95.3994,96.3038,96.3029,96.3041,96.3038,96.3038,96.3038,96.3079,96.3038,96.3038,96.3038,96.3038,96.3038,96.3038,96.3038,96.3038,96.3046,96.3038,96.3038,96.3038,96.3038,96.3038,96.3037,96.3038,96.3038,96.3038,104.17,5.56182,103.951,97.1409,96.3819,97.1158,96.7943,96.3038,96.3038,96.3038,96.3038,96.3038,105.17,96.3037,7109.91,96.3038,96.3038,96.3038,96.3038
424,80.3235,80.3244,80.3242,80.3237,80.3244,82.9818,80.3244,80.3254,80.3242,80.3244,80.3244,80.3244,80.327,80.3244,80.3244,80.3244,80.3244,80.3244,80.3244,80.3244,80.3244,80.3249,80.3244,80.3244,80.3244,80.3244,80.3244,80.3243,80.3244,80.3244,80.3244,88.6185,5.41938,82.2006,81.2036,80.4083,81.1815,80.8147,80.3244,80.3244,80.3244,80.3244,80.3244,82.2623,80.3243,20471.2,80.3244,80.3244,80.3244,80.3244
425,71.4383,71.4388,71.4387,71.4384,71.4388,73.5738,71.4388,71.4394,71.4387,71.4388,71.4388,71.4388,71.4401,71.4388,71.4388,71.4388,71.4388,71.4388,71.4388,71.4388,71.4388,71.4391,71.4388,71.4388,71.4388,71.4388,71.4388,71.4387,71.4388,71.4388,71.4388,79.6462,5.0614,72.0749,72.2823,71.5197,72.2634,71.9289,71.4388,71.4388,71.4388,71.4388,71.4388,70.0004,71.4387,7106.96,71.4388,71.4388,71.4388,71.4388
426,64.8979,64.8984,64.8983,64.898,64.8984,66.5248,64.8984,64.8989,64.8983,64.8984,64.8984,64.8984,64.8985,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8984,64.8983,64.8984,64.8984,64.8984,73.0179,4.99304,65.1434,65.7005,64.9759,65.694,65.3883,64.8984,64.8984,64.8984,64.8984,64.8984,61.1273,64.8983,20445.6,64.8984,64.8984,64.8984,64.8984
427,74.3449,74.3445,74.3446,74.3448,74.3445,72.7318,74.3445,74.3442,74.3446,74.3445,74.3445,74.3445,74.3454,74.3445,74.3445,74.3445,74.3445,74.3445,74.3445,74.3445,74.3445,74.3447,74.3445,74.3445,74.3445,74.3445,74.3445,74.3444,74.3445,74.3445,74.3445,80.869,4.95749,74.6519,75.104,74.4182,75.1023,74.8343,74.3445,74.3445,74.3445,74.3445,74.3445,74.612,74.3444,7099.6,74.3445,74.3445,74.3445,74.3445
428,101.848,101.846,101.847,101.848,101.846,97.2924,101.846,101.845,101.847,101.846,101.846,101.846,101.85,101.846,101.846,101.846,101.846,101.846,101.846,101.846,101.846,101.847,101.846,101.846,101.846,101.846,101.846,101.846,101.846,101.846,101.846,104.59,5.61017,119.085,102.634,101.922,102.626,102.336,101.846,101.846,101.846,101.846,101.846,110.56,101.846,20480.9,101.846,101.846,101.846,101.846
429,83.0703,83.0713,83.0711,83.0705,83.0713,85.4368,83.0713,83.0723,83.071,83.0713,83.0713,83.0713,83.0733,83.0713,83.0713,83.0713,83.0713,83.0713,83.0713,83.0713,83.0713,83.0718,83.0713,83.0713,83.0713,83.0713,83.0713,83.0712,83.0713,83.0713,83.0713,89.1466,5.79678,86.8957,83.9293,83.1536,83.9187,83.5607,83.0713,83.0713,83.0713,83.0713,83.0713,84.0292,83.0712,7133.87,83.0713,83.0713,83.0713,83.0713
430,80.3576,80.3577,80.3576,80.3576,80.3577,81.1965,80.3577,80.3578,80.3576,80.3577,80.3577,80.3577,80.3594,80.3577,80.3577,80.3577,80.3577,80.3577,80.3577,80.3577,80.3577,80.3581,80.3576,80.3577,80.3577,80.3577,80.3577,80.3576,80.3577,80.3577,80.3577,87.3086,5.19256,81.7016,81.1806,80.4359,81.1695,80.847,80.3577,80.3577,80.3577,80.3577,80.3577,81.2445,80.3576,20463.4,80.3577,80.3577,80.3577,80.3577
431,75.3133,75.3136,75.3135,75.3134,75.3136,76.5182,75.3136,75.3139,75.3135,75.3136,75.3136,75.3136,75.3146,75.3136,75.3136,75.3136,75.3136,75.3136,75.3136,75.3136,75.3136,75.3139,75.3136,75.3136,75.3136,75.3136,75.3136,75.3135,75.3136,75.3136,75.3136,81.2162,5.05915,75.7903,76.1329,75.3919,76.1271,75.8028,75.3136,75.3136,75.3136,75.3136,75.3136,74.0106,75.3135,7115.47,75.3136,75.3136,75.3136,75.3136
432,71.1529,71.1531,71.1531,71.153,71.1531,72.1179,71.1531,71.1533,71.1531,71.1531,71.1531,71.1531,71.1534,71.1531,71.1531,71.1531,71.1531,71.1531,71.1531,71.1531,71.1531,71.1532,71.1531,71.1531,71.1531,71.1531,71.1531,71.153,71.1531,71.1531,71.1531,76.8137,4.99361,71.3482,71.9526,71.2287,71.9509,71.6421,71.1531,71.1531,71.1531,71.1531,71.1531,68.6025,71.153,20476.7,71.1531,71.1531,71.1531,71.1531
433,64.9452,64.9457,64.9456,64.9453,64.9457,66.1916,64.9457,64.9461,64.9456,64.9457,64.9457,64.9457,64.9448,64.9457,64.9457,64.9457,64.9457,64.9457,64.9457,64.9457,64.9457,64.9456,64.9456,64.9457,64.9457,64.9457,64.9457,64.9456,64.9457,64.9457,64.9457,70.4663,4.94865,65.0265,65.7199,65.0202,65.7238,65.4345,64.9457,64.9457,64.9457,64.9457,64.9457,59.9125,64.9456,7110.47,64.9457,64.9457,64.9457,64.9457
434,82.7516,82.7512,82.7513,82.7515,82.7512,79.3737,82.7512,82.7507,82.7513,82.7512,82.7512,82.7512,82.7521,82.7512,82.7512,82.7512,82.7512,82.7512,82.7512,82.7512,82.7512,82.7514,82.7511,82.7512,82.7512,82.7512,82.7512,82.7511,82.7512,82.7512,82.7512,86.5183,5.3191,94.1988,83.4808,82.8214,83.4848,83.2398,82.7512,82.7512,82.7512,82.7512,82.7512,85.1065,82.7511,20514.3,82.7512,82.7512,82.7512,82.7512
435,113.288,113.286,113.287,113.288,113.286,108.266,113.286,113.284,113.287,113.286,113.286,113.286,113.291,113.286,113.286,113.286,113.286,113.286,113.286,113.286,113.286,113.287,113.286,113.286,113.286,113.286,113.286,113.286,113.286,113.286,113.286,114.735,6.50895,143.429,114.061,113.356,114.063,113.775,113.286,113.286,113.286,113.286,113.286,125.294,113.286,7189.58,113.286,113.286,113.286,113.286
436,151.034,151.031,151.032,151.034,151.031,146.425,151.031,151.027,151.032,151.031,151.031,151.031,151.04,151.031,151.031,151.031,151.031,151.031,151.031,151.031,151.031,151.033,151.031,151.031,151.031,151.031,151.031,151.031,151.031,151.031,151.031,146.355,9.19774,207.002,151.865,151.112,151.876,151.519,151.031,151.031,151.031,151.031,151.031,176.271,151.031,20416.3,151.031,151.031,151.031,151.031
437,112.016,112.018,112.018,112.016,112.018,117.01,112.018,112.021,112.018,112.018,112.018,112.018,112.025,112.018,112.018,112.018,112.018,112.018,112.018,112.018,112.018,112.02,112.018,112.018,112.018,112.018,112.018,112.018,112.018,112.018,112.018,111.802,8.58578,121.345,112.915,112.118,112.931,112.507,112.018,112.018,112.018,112.018,112.018,120.04,112.018,7110.4,112.018,112.018,112.018,112.018
438,93.5465,93.5477,93.5474,93.5467,93.5477,97.4389,93.5477,93.549,93.5474,93.5477,93.5477,93.5477,93.5516,93.5477,93.5477,93.5477,93.5477,93.5477,93.5477,93.5477,93.5477,93.5489,93.5477,93.5477,93.5477,93.5477,93.5477,93.5476,93.5477,93.5477,93.5477,94.5945,7.11114,95.9749,94.4112,93.6421,94.4296,94.0357,93.5477,93.5477,93.5477,93.5477,93.5477,93.4682,93.5476,20438.7,93.5477,93.5477,93.5477,93.5477
439,91.9118,91.912,91.9119,91.9118,91.912,93.1512,91.912,91.9122,91.9119,91.912,91.912,91.912,91.9151,91.912,91.912,91.912,91.912,91.912,91.912,91.912,91.912,91.913,91.9119,91.912,91.912,91.912,91.912,91.9119,91.912,91.912,91.912,93.5557,6.05677,92.9199,92.7278,92.0013,92.7453,92.3998,91.912,91.912,91.912,91.912,91.912,91.2878,91.9119,7097.71,91.912,91.912,91.912,91.912
440,83.8533,83.8538,83.8537,83.8533,83.8538,85.584,83.8538,83.8543,83.8536,83.8538,83.8538,83.8538,83.8551,83.8538,83.8538,83.8538,83.8538,83.8538,83.8538,83.8538,83.8538,83.8544,83.8537,83.8538,83.8538,83.8538,83.8538,83.8537,83.8538,83.8538,83.8538,85.9009,5.70787,84.201,84.6599,83.9413,84.6837,84.3415,83.8538,83.8538,83.8538,83.8538,83.8538,79.3062,83.8537,20462.4,83.8538,83.8538,83.8538,83.8538
441,117.287,117.285,117.285,117.286,117.285,111.885,117.285,117.283,117.285,117.285,117.285,117.285,117.29,117.285,117.285,117.285,117.285,117.285,117.285,117.285,117.285,117.286,117.285,117.285,117.285,117.285,117.285,117.285,117.285,117.285,117.285,118.409,6.58896,142.883,118.051,117.368,118.072,117.772,117.285,117.285,117.285,117.285,117.285,125.288,117.285,7139.31,117.285,117.285,117.285,117.285
442,118.112,118.112,118.112,118.112,118.112,117.631,118.112,118.111,118.112,118.112,118.112,118.112,118.116,118.112,118.112,118.112,118.112,118.112,118.112,118.112,118.112,118.113,118.112,118.112,118.112,118.112,118.112,118.112,118.112,118.112,118.112,118.479,6.85467,130.775,118.943,118.202,118.971,118.599,118.112,118.112,118.112,118.112,118.112,124.222,118.112,20502.9,118.112,118.112,118.112,118.112
443,141.93,141.929,141.929,141.929,141.929,138.606,141.929,141.928,141.929,141.929,141.929,141.929,141.936,141.929,141.929,141.929,141.929,141.929,141.929,141.929,141.929,141.931,141.929,141.929,141.929,141.929,141.929,141.929,141.929,141.929,141.929,140.375,7.71783,173.437,142.774,142.023,142.809,142.416,141.929,141.929,141.929,141.929,141.929,156.56,141.929,7167.18,141.929,141.929,141.929,141.929
444,143.11,143.11,143.11,143.11,143.11,143.012,143.11,143.11,143.11,143.11,143.11,143.11,143.118,143.11,143.11,143.11,143.11,143.11,143.11,143.11,143.11,143.112,143.11,143.11,143.11,143.11,143.11,143.11,143.11,143.11,143.11,140.054,8.11741,159.941,144.015,143.214,144.05,143.597,143.11,143.11,143.11,143.11,143.11,156.602,143.11,20507.1,143.11,143.11,143.11,143.11
445,118.625,118.626,118.625,118.625,118.626,122.597,118.626,118.627,118.625,118.626,118.626,118.626,118.631,118.626,118.626,118.626,118.626,118.626,118.626,118.626,118.626,118.627,118.626,118.626,118.626,118.626,118.626,118.626,118.626,118.626,118.626,117.051,7.57513,122.209,119.558,118.733,119.593,119.113,118.626,118.626,118.626,118.626,118.626,121.047,118.626,7134.78,118.626,118.626,118.626,118.626
446,104.468,104.468,104.468,104.468,104.468,107.555,104.468,104.469,104.468,104.468,104.468,104.468,104.472,104.468,104.468,104.468,104.468,104.468,104.468,104.468,104.468,104.47,104.468,104.468,104.468,104.468,104.468,104.468,104.468,104.468,104.468,103.604,6.48772,105.554,105.358,104.572,105.408,104.955,104.468,104.468,104.468,104.468,104.468,101.122,104.468,20495.6,104.468,104.468,104.468,104.468
447,95.0311,95.0316,95.0315,95.0312,95.0316,97.1791,95.0316,95.0322,95.0315,95.0316,95.0316,95.0316,95.0329,95.0316,95.0316,95.0316,95.0316,95.0316,95.0316,95.0316,95.0316,95.0325,95.0316,95.0316,95.0316,95.0316,95.0316,95.0315,95.0316,95.0316,95.0316,94.4178,5.6179,95.4478,95.875,95.1296,95.9324,95.5182,95.0316,95.0316,95.0316,95.0316,95.0316,88.1997,95.0315,7123.65,95.0316,95.0316,95.0316,95.0316
448,88.5653,88.5657,88.5656,88.5654,88.5657,89.9084,88.5657,88.566,88.5656,88.5657,88.5657,88.5657,88.5655,88.5657,88.5657,88.5657,88.5657,88.5657,88.5657,88.5657,88.5657,88.5662,88.5656,88.5657,88.5657,88.5657,88.5657,88.5656,88.5657,88.5657,88.5657,88.0621,5.30766,88.7572,89.362,88.6582,89.4198,89.0521,88.5657,88.5657,88.5657,88.5657,88.5657,80.3671,88.5656,20482.3,88.5657,88.5657,88.5657,88.5657
449,83.0475,83.0478,83.0478,83.0476,83.0478,83.9924,83.0478,83.0482,83.0477,83.0478,83.0478,83.0478,83.0465,83.0478,83.0478,83.0478,83.0478,83.0478,83.0478,83.0478,83.0478,83.0481,83.0478,83.0478,83.0478,83.0478,83.0478,83.0477,83.0478,83.0478,83.0478,82.7143,5.12838,83.146,83.8035,83.1361,83.8659,83.5341,83.0478,83.0478,83.0478,83.0478,83.0478,74.0267,83.0477,7130.8,83.0478,83.0478,83.0478,83.0478
450,79.8596,79.8598,79.8597,79.8596,79.8598,80.2149,79.8598,79.86,79.8597,79.8598,79.8598,79.8598,79.8578,79.8598,79.8598,79.8598,79.8598,79.8598,79.8598,79.8598,79.8598,79.8598,79.8597,79.8598,79.8598,79.8598,79.8598,79.8597,79.8598,79.8598,79.8598,79.4332,4.99825,79.9307,80.5772,79.9438,80.6411,80.3459,79.8598,79.8598,79.8598,79.8598,79.8598,71.2918,79.8597,20490.1,79.8598,79.8598,79.8598,79.8598
451,75.3938,75.3941,75.394,75.3938,75.3941,75.8833,75.3941,75.3944,75.394,75.3941,75.3941,75.3941,75.3913,75.3941,75.3941,75.3941,75.3941,75.3941,75.3941,75.3941,75.3941,75.3938,75.394,75.3941,75.3941,75.3941,75.3941,75.394,75.3941,75.3941,75.3941,75.0882,4.94719,75.4291,76.0847,75.4753,76.1499,75.88,75.3941,75.3941,75.3941,75.3941,75.3941,65.9962,75.394,7125.46,75.3941,75.3941,75.3941,75.3941
452,70.1685,70.1689,70.1688,70.1686,70.1689,70.6312,70.1689,70.1693,70.1688,70.1689,70.1689,70.1689,70.1653,70.1689,70.1689,70.1689,70.1689,70.1689,70.1689,70.1689,70.1689,70.1684,70.1689,70.1689,70.1689,70.1689,70.1689,70.1688,70.1689,70.1689,70.1689,70.149,4.91824,70.1881,70.821,70.246,70.8865,70.6547,70.1689,70.1689,70.1689,70.1689,70.1689,60.4045,70.1688,20489.8,70.1689,70.1689,70.1689,70.1689
453,73.4482,73.4481,73.4481,73.4482,73.4481,71.9388,73.4481,73.448,73.4481,73.4481,73.4481,73.4481,73.445,73.4481,73.4481,73.4481,73.4481,73.4481,73.4481,73.4481,73.4481,73.4477,73.4481,73.4481,73.4481,73.4481,73.4481,73.448,73.4481,73.4481,73.4481,73.3705,4.89633,73.4683,74.0623,73.5209,74.1248,73.9337,73.4481,73.4481,73.4481,73.4481,73.4481,66.759,73.448,7141.98,73.4481,73.4481,73.4481,73.4481
454,80.77,80.7692,80.7694,80.7698,80.7692,78.6765,80.7692,80.7685,80.7694,80.7692,80.7692,80.7692,80.7668,80.7692,80.7692,80.7692,80.7692,80.7692,80.7692,80.7692,80.7692,80.7689,80.7692,80.7692,80.7692,80.7692,80.7692,80.7691,80.7692,80.7692,80.7692,79.5411,4.94001,83.1565,81.3854,80.8417,81.4481,81.2547,80.7692,80.7692,80.7692,80.7692,80.7692,76.8635,80.7691,20522.0,80.7692,80.7692,80.7692,80.7692
455,76.6005,76.6006,76.6006,76.6005,76.6006,76.6688,76.6006,76.6008,76.6006,76.6006,76.6006,76.6006,76.598,76.6006,76.6006,76.6006,76.6006,76.6006,76.6006,76.6006,76.6006,76.6002,76.6006,76.6006,76.6006,76.6006,76.6006,76.6005,76.6006,76.6006,76.6006,76.1556,4.9542,77.2492,77.2193,76.6755,77.2951,77.086,76.6006,76.6006,76.6006,76.6006,76.6006,72.0122,76.6005,7178.29,76.6006,76.6006,76.6006,76.6006
456,75.1222,75.1222,75.1222,75.1222,75.1222,75.1593,75.1222,75.1221,75.1222,75.1222,75.1222,75.1222,75.1197,75.1222,75.1222,75.1222,75.1222,75.1222,75.1222,75.1222,75.1222,75.1218,75.1221,75.1222,75.1222,75.1222,75.1222,75.1221,75.1222,75.1222,75.1222,74.8573,4.91011,76.4459,75.7213,75.1956,75.8069,75.6073,75.1222,75.1222,75.1222,75.1222,75.1222,71.2777,75.1221,20542.2,75.1222,75.1222,75.1222,75.1222
457,75.1208,75.1205,75.1206,75.1207,75.1205,75.1738,75.1205,75.1202,75.1206,75.1205,75.1205,75.1205,75.1182,75.1205,75.1205,75.1205,75.1205,75.1205,75.1205,75.1205,75.1205,75.1201,75.1205,75.1205,75.1205,75.1205,75.1205,75.1204,75.1205,75.1205,75.1205,74.0265,4.99884,78.4728,75.7065,75.1933,75.8044,75.6055,75.1205,75.1205,75.1205,75.1205,75.1205,72.0272,75.1204,7171.53,75.1205,75.1205,75.1205,75.1205
458,71.6945,71.6946,71.6946,71.6945,71.6946,72.2481,71.6946,71.6948,71.6946,71.6946,71.6946,71.6946,71.6921,71.6946,71.6946,71.6946,71.6946,71.6946,71.6946,71.6946,71.6946,71.6941,71.6946,71.6946,71.6946,71.6946,71.6946,71.6945,71.6946,71.6946,71.6946,70.4008,5.0352,72.8871,72.2652,71.7673,72.3812,72.1795,71.6946,71.6946,71.6946,71.6946,71.6946,67.9709,71.6945,20500.2,71.6946,71.6946,71.6946,71.6946
