,chanlength,chan,chanbw,chanman,elvstd,gradient,chanflpn,changrad,chanbnkf,lzavin,lat,cropgrpn_o,mannings_o,soildepth3_i,soildepth1_f,cropgrpn_i,cropcoef_o,cropcoef_i,soildepth1_o,soildepth2_o,soildepth2_f,mannings_f,soildepth3_f,soildepth1_i,mannings_i,soildepth2_i,cropgrpn_f,soildepth3_o,cropcoef_f,et,es,ta,pr,e0,laii,laio,laif,thetar3,thetas2,genua1_f,genua1_o,lambda2_o,genua3_f,thetar1,lambda3,thetas3,ksat2_o,thetar2,ksat3_o,thetas3_o
863,52.6553,52.6555,52.6555,52.6554,52.6555,54.0686,52.6555,52.6556,52.6554,52.6555,52.6555,52.6555,52.6554,52.6555,52.6555,52.6555,52.6555,52.6555,52.6555,52.6555,52.6555,52.6551,52.6555,52.6555,52.6555,52.6555,52.6555,52.6554,52.6555,52.6555,52.6555,46.2448,5.24696,53.2618,52.984,52.7047,53.0509,53.0853,52.6555,52.6555,52.6555,52.6555,52.6555,51.1155,52.6554,7167.34,52.6555,52.6555,52.6555,52.6555
864,49.0796,49.0798,49.0798,49.0796,49.0798,50.1808,49.0798,49.0801,49.0798,49.0798,49.0798,49.0798,49.079,49.0798,49.0798,49.0798,49.0798,49.0798,49.0798,49.0798,49.0798,49.0793,49.0798,49.0798,49.0798,49.0798,49.0798,49.0798,49.0798,49.0798,49.0798,43.4039,5.081,49.3586,49.3984,49.1276,49.4712,49.5096,49.0798,49.0798,49.0798,49.0798,49.0798,45.995,49.0798,20518.7,49.0798,49.0798,49.0798,49.0798
865,45.4974,45.4977,45.4976,45.4974,45.4977,46.3212,45.4977,45.498,45.4976,45.4977,45.4977,45.4977,45.4961,45.4977,45.4977,45.4977,45.4977,45.4977,45.4977,45.4977,45.4977,45.497,45.4977,45.4977,45.4977,45.4977,45.4977,45.4977,45.4977,45.4977,45.4977,40.472,4.98378,45.642,45.8015,45.5431,45.8728,45.9273,45.4977,45.4977,45.4977,45.4977,45.4977,41.2953,45.4976,7170.64,45.4977,45.4977,45.4977,45.4977
866,42.1729,42.1732,42.1731,42.173,42.1732,42.7674,42.1732,42.1735,42.1731,42.1732,42.1732,42.1732,42.1712,42.1732,42.1732,42.1732,42.1732,42.1732,42.1732,42.1732,42.1732,42.1723,42.1732,42.1732,42.1732,42.1732,42.1732,42.1731,42.1732,42.1732,42.1732,38.062,4.91844,42.2575,42.4594,42.2159,42.5275,42.6027,42.1732,42.1732,42.1732,42.1732,42.1732,37.7639,42.1731,20537.7,42.1732,42.1732,42.1732,42.1732
867,39.6922,39.6924,39.6924,39.6922,39.6924,40.1365,39.6924,39.6926,39.6923,39.6924,39.6924,39.6924,39.69,39.6924,39.6924,39.6924,39.6924,39.6924,39.6924,39.6924,39.6924,39.6915,39.6924,39.6924,39.6924,39.6924,39.6924,39.6924,39.6924,39.6924,39.6924,36.1689,4.8729,39.7435,39.9662,39.7335,40.0309,40.1218,39.6924,39.6924,39.6924,39.6924,39.6924,34.9741,39.6923,7202.95,39.6924,39.6924,39.6924,39.6924
868,39.2603,39.2603,39.2603,39.2603,39.2603,39.1406,39.2603,39.2602,39.2603,39.2603,39.2603,39.2603,39.2578,39.2603,39.2603,39.2603,39.2603,39.2603,39.2603,39.2603,39.2603,39.2593,39.2603,39.2603,39.2603,39.2603,39.2603,39.2602,39.2603,39.2603,39.2603,36.6702,4.83987,39.3078,39.5199,39.2996,39.5839,39.6895,39.2603,39.2603,39.2603,39.2603,39.2603,35.4703,39.2602,20555.9,39.2603,39.2603,39.2603,39.2603
869,38.1207,38.1208,38.1208,38.1207,38.1208,38.1826,38.1208,38.1208,38.1208,38.1208,38.1208,38.1208,38.1182,38.1208,38.1208,38.1208,38.1208,38.1208,38.1208,38.1208,38.1208,38.1198,38.1208,38.1208,38.1208,38.1208,38.1208,38.1207,38.1208,38.1208,38.1208,35.9779,4.81577,38.1468,38.378,38.1605,38.4429,38.5499,38.1208,38.1208,38.1208,38.1208,38.1208,34.2098,38.1207,7185.86,38.1208,38.1208,38.1208,38.1208
870,35.6492,35.6495,35.6494,35.6493,35.6495,35.9047,35.6495,35.6497,35.6494,35.6495,35.6495,35.6495,35.6465,35.6495,35.6495,35.6495,35.6495,35.6495,35.6495,35.6495,35.6495,35.6484,35.6494,35.6495,35.6495,35.6495,35.6495,35.6494,35.6495,35.6495,35.6495,33.7735,4.7971,35.6641,35.8986,35.6881,35.9641,36.0785,35.6495,35.6495,35.6495,35.6495,35.6495,31.2648,35.6494,20532.7,35.6495,35.6495,35.6495,35.6495
871,32.8996,32.8998,32.8998,32.8996,32.8998,33.1653,32.8998,32.9001,32.8998,32.8998,32.8998,32.8998,32.8966,32.8998,32.8998,32.8998,32.8998,32.8998,32.8998,32.8998,32.8998,32.8987,32.8998,32.8998,32.8998,32.8998,32.8998,32.8998,32.8998,32.8998,32.8998,31.3922,4.78222,32.9088,33.1353,32.9364,33.1979,33.3287,32.8998,32.8998,32.8998,32.8998,32.8998,28.3272,32.8998,7175.93,32.8998,32.8998,32.8998,32.8998
872,30.4004,30.4006,30.4006,30.4004,30.4006,30.6357,30.4006,30.4009,30.4005,30.4006,30.4006,30.4006,30.3971,30.4006,30.4006,30.4006,30.4006,30.4006,30.4006,30.4006,30.4006,30.3994,30.4006,30.4006,30.4006,30.4006,30.4006,30.4006,30.4006,30.4006,30.4006,29.3984,4.77026,30.4065,30.6228,30.4352,30.682,30.8294,30.4006,30.4006,30.4006,30.4006,30.4006,25.7992,30.4006,20539.1,30.4006,30.4006,30.4006,30.4006
873,28.1635,28.1637,28.1637,28.1635,28.1637,28.363,28.1637,28.1639,28.1636,28.1637,28.1637,28.1637,28.1601,28.1637,28.1637,28.1637,28.1637,28.1637,28.1637,28.1637,28.1637,28.1624,28.1637,28.1637,28.1637,28.1637,28.1637,28.1637,28.1637,28.1637,28.1637,27.7474,4.76049,28.1677,28.374,28.1963,28.4295,28.5923,28.1637,28.1637,28.1637,28.1637,28.1637,23.5982,28.1636,7165.95,28.1637,28.1637,28.1637,28.1637
874,56.1476,56.1452,56.1457,56.1472,56.1452,49.888,56.1452,56.1425,56.1458,56.1452,56.1452,56.1452,56.1439,56.1452,56.1452,56.1452,56.1452,56.1452,56.1452,56.1452,56.1452,56.1444,56.1452,56.1452,56.1452,56.1452,56.1452,56.1451,56.1452,56.1452,56.1452,55.32,5.28903,71.0779,56.3442,56.1759,56.3961,56.5737,56.1452,56.1452,56.1452,56.1452,56.1452,60.6739,56.1451,20548.7,56.1452,56.1452,56.1452,56.1452
875,66.3915,66.3911,66.3912,66.3914,66.3911,63.856,66.3911,66.3906,66.3912,66.3911,66.3911,66.3911,66.3912,66.3911,66.3911,66.3911,66.3911,66.3911,66.3911,66.3911,66.3911,66.3906,66.3911,66.3911,66.3911,66.3911,66.3911,66.391,66.3911,66.3911,66.3911,63.3405,5.56975,74.4015,66.6552,66.4325,66.7106,66.8195,66.3911,66.3911,66.3911,66.3911,66.3911,72.9968,66.391,7208.84,66.3911,66.3911,66.3911,66.3911
876,63.2059,63.2062,63.2061,63.206,63.2062,63.4972,63.2062,63.2064,63.2061,63.2062,63.2062,63.2062,63.2067,63.2062,63.2062,63.2062,63.2062,63.2062,63.2062,63.2062,63.2062,63.2058,63.2061,63.2062,63.2062,63.2062,63.2062,63.2061,63.2062,63.2062,63.2062,59.7463,5.3905,65.3776,63.5126,63.2516,63.5656,63.6344,63.2062,63.2062,63.2062,63.2062,63.2062,68.9192,63.2061,20568.0,63.2062,63.2062,63.2062,63.2062
877,51.3756,51.3764,51.3762,51.3757,51.3764,53.6982,51.3764,51.3772,51.3762,51.3764,51.3764,51.3764,51.3761,51.3764,51.3764,51.3764,51.3764,51.3764,51.3764,51.3764,51.3764,51.3759,51.3764,51.3764,51.3764,51.3764,51.3764,51.3763,51.3764,51.3764,51.3764,49.1732,5.04169,51.9939,51.7027,51.4237,51.7559,51.8045,51.3764,51.3764,51.3764,51.3764,51.3764,52.1679,51.3763,7163.32,51.3764,51.3764,51.3764,51.3764
878,44.1549,44.1555,44.1554,44.155,44.1555,45.9957,44.1555,44.1561,44.1553,44.1555,44.1555,44.1555,44.1545,44.1555,44.1555,44.1555,44.1555,44.1555,44.1555,44.1555,44.1555,44.1548,44.1555,44.1555,44.1555,44.1555,44.1555,44.1554,44.1555,44.1555,44.1555,42.6454,4.87949,44.3866,44.4632,44.2001,44.5131,44.5835,44.1555,44.1555,44.1555,44.1555,44.1555,42.8561,44.1554,20503.5,44.1555,44.1555,44.1555,44.1555
879,39.8809,39.8812,39.8811,39.8809,39.8812,41.1798,39.8812,39.8816,39.8811,39.8812,39.8812,39.8812,39.8798,39.8812,39.8812,39.8812,39.8812,39.8812,39.8812,39.8812,39.8812,39.8805,39.8812,39.8812,39.8812,39.8812,39.8812,39.8812,39.8812,39.8812,39.8812,38.6216,4.8418,39.9851,40.1728,39.9234,40.2199,40.3091,39.8812,39.8812,39.8812,39.8812,39.8812,37.6253,39.8812,7181.57,39.8812,39.8812,39.8812,39.8812
880,36.9907,36.991,36.9909,36.9908,36.991,37.911,36.991,36.9913,36.9909,36.991,36.991,36.991,36.989,36.991,36.991,36.991,36.991,36.991,36.991,36.991,36.991,36.9902,36.991,36.991,36.991,36.991,36.991,36.9909,36.991,36.991,36.991,35.7478,4.81458,37.0439,37.2704,37.0312,37.316,37.4188,36.991,36.991,36.991,36.991,36.991,33.7252,36.9909,20556.3,36.991,36.991,36.991,36.991
881,34.0682,34.0685,34.0684,34.0683,34.0685,34.7342,34.0685,34.0688,34.0684,34.0685,34.0685,34.0685,34.0661,34.0685,34.0685,34.0685,34.0685,34.0685,34.0685,34.0685,34.0685,34.0675,34.0685,34.0685,34.0685,34.0685,34.0685,34.0684,34.0685,34.0685,34.0685,32.9951,4.79399,34.0981,34.332,34.1063,34.3748,34.4961,34.0685,34.0685,34.0685,34.0685,34.0685,30.2869,34.0684,7206.13,34.0685,34.0685,34.0685,34.0685
882,31.4801,31.4804,31.4803,31.4802,31.4804,31.9746,31.4804,31.4806,31.4803,31.4804,31.4804,31.4804,31.4777,31.4804,31.4804,31.4804,31.4804,31.4804,31.4804,31.4804,31.4804,31.4794,31.4804,31.4804,31.4804,31.4804,31.4804,31.4803,31.4804,31.4804,31.4804,30.5671,4.7781,31.4982,31.7289,31.516,31.7693,31.9079,31.4804,31.4804,31.4804,31.4804,31.4804,27.4648,31.4803,20572.6,31.4804,31.4804,31.4804,31.4804
883,29.1974,29.1976,29.1976,29.1974,29.1976,29.5737,29.1976,29.1978,29.1976,29.1976,29.1976,29.1976,29.1947,29.1976,29.1976,29.1976,29.1976,29.1976,29.1976,29.1976,29.1976,29.1965,29.1976,29.1976,29.1976,29.1976,29.1976,29.1976,29.1976,29.1976,29.1976,28.3987,4.76555,29.2089,29.4324,29.2313,29.4716,29.625,29.1976,29.1976,29.1976,29.1976,29.1976,25.041,29.1976,7197.59,29.1976,29.1976,29.1976,29.1976
884,27.0357,27.036,27.0359,27.0358,27.036,27.3285,27.036,27.0362,27.0359,27.036,27.036,27.036,27.0328,27.036,27.036,27.036,27.036,27.036,27.036,27.036,27.036,27.0348,27.0359,27.036,27.036,27.036,27.036,27.0359,27.036,27.036,27.036,26.347,4.75539,27.0435,27.2575,27.0677,27.2947,27.4632,27.036,27.036,27.036,27.036,27.036,22.8287,27.0359,20552.5,27.036,27.036,27.036,27.036
885,24.9748,24.975,24.9749,24.9748,24.975,25.2071,24.975,24.9752,24.9749,24.975,24.975,24.975,24.9716,24.975,24.975,24.975,24.975,24.975,24.975,24.975,24.975,24.9738,24.975,24.975,24.975,24.975,24.975,24.9749,24.975,24.975,24.975,24.457,4.74699,24.9802,25.1838,25.0049,25.2187,25.4021,24.975,24.975,24.975,24.975,24.975,20.7976,24.9749,7213.08,24.975,24.975,24.975,24.975
886,23.0289,23.0291,23.029,23.0289,23.0291,23.2166,23.0291,23.0293,23.029,23.0291,23.0291,23.0291,23.0256,23.0291,23.0291,23.0291,23.0291,23.0291,23.0291,23.0291,23.0291,23.0278,23.0291,23.0291,23.0291,23.0291,23.0291,23.029,23.0291,23.0291,23.0291,22.6644,4.73994,23.0328,23.2256,23.0572,23.2585,23.4561,23.0291,23.0291,23.0291,23.0291,23.0291,18.9344,23.029,20575.7,23.0291,23.0291,23.0291,23.0291
887,21.2079,21.2081,21.2081,21.208,21.2081,21.3619,21.2081,21.2083,21.2081,21.2081,21.2081,21.2081,21.2045,21.2081,21.2081,21.2081,21.2081,21.2081,21.2081,21.2081,21.2081,21.2068,21.2081,21.2081,21.2081,21.2081,21.2081,21.2081,21.2081,21.2081,21.2081,20.9892,4.73391,21.2109,21.3931,21.2346,21.4241,21.635,21.2081,21.2081,21.2081,21.2081,21.2081,17.2279,21.2081,7185.49,21.2081,21.2081,21.2081,21.2081
888,19.4997,19.4999,19.4999,19.4998,19.4999,19.6277,19.4999,19.5001,19.4999,19.4999,19.4999,19.4999,19.4962,19.4999,19.4999,19.4999,19.4999,19.4999,19.4999,19.4999,19.4999,19.4986,19.4999,19.4999,19.4999,19.4999,19.4999,19.4999,19.4999,19.4999,19.4999,19.4444,4.72869,19.502,19.6741,19.5249,19.7032,19.9267,19.4999,19.4999,19.4999,19.4999,19.4999,15.6549,19.4999,20538.7,19.4999,19.4999,19.4999,19.4999
889,17.8969,17.8971,17.8971,17.897,17.8971,18.0047,17.8971,17.8973,17.8971,17.8971,17.8971,17.8971,17.8933,17.8971,17.8971,17.8971,17.8971,17.8971,17.8971,17.8971,17.8971,17.8958,17.8971,17.8971,17.8971,17.8971,17.8971,17.8971,17.8971,17.8971,17.8971,18.0631,4.72411,17.8987,18.0611,17.9206,18.0885,18.3238,17.8971,17.8971,17.8971,17.8971,17.8971,14.1999,17.8971,7183.44,17.8971,17.8971,17.8971,17.8971
890,16.3908,16.391,16.3909,16.3908,16.391,16.4825,16.391,16.3912,16.3909,16.391,16.391,16.391,16.3871,16.391,16.391,16.391,16.391,16.391,16.391,16.391,16.391,16.3896,16.3909,16.391,16.391,16.391,16.391,16.3909,16.391,16.391,16.391,16.7202,4.72004,16.3922,16.5453,16.4131,16.5711,16.8175,16.391,16.391,16.391,16.391,16.391,12.8486,16.3909,20547.1,16.391,16.391,16.391,16.391
891,14.9777,14.9779,14.9779,14.9777,14.9779,15.0565,14.9779,14.9781,14.9778,14.9779,14.9779,14.9779,14.974,14.9779,14.9779,14.9779,14.9779,14.9779,14.9779,14.9779,14.9779,14.9765,14.9779,14.9779,14.9779,14.9779,14.9779,14.9778,14.9779,14.9779,14.9779,15.4115,4.71638,14.9789,15.1232,14.9987,15.1475,15.4043,14.9779,14.9779,14.9779,14.9779,14.9779,11.5931,14.9778,7169.4,14.9779,14.9779,14.9779,14.9779
892,73.8798,73.8745,73.8756,73.8789,73.8745,62.4649,73.8745,73.8688,73.8758,73.8745,73.8745,73.8745,73.8751,73.8745,73.8745,73.8745,73.8745,73.8745,73.8745,73.8745,73.8745,73.874,73.8744,73.8745,73.8745,73.8745,73.8745,73.8744,73.8745,73.8745,73.8745,65.8662,6.91334,120.642,74.0113,73.894,74.0342,74.3008,73.8745,73.8745,73.8745,73.8745,73.8745,88.1931,73.8744,20583.6,73.8745,73.8745,73.8745,73.8745
893,58.5842,58.5855,58.5852,58.5844,58.5855,59.7259,58.5855,58.5868,58.5851,58.5855,58.5855,58.5855,58.5862,58.5855,58.5855,58.5855,58.5855,58.5855,58.5855,58.5855,58.5855,58.5851,58.5854,58.5855,58.5855,58.5855,58.5855,58.5854,58.5855,58.5855,58.5855,51.5051,7.28748,67.6109,58.8235,58.6237,58.8481,59.0117,58.5855,58.5855,58.5855,58.5855,58.5855,66.1166,58.5854,7197.74,58.5855,58.5855,58.5855,58.5855
894,43.7818,43.7829,43.7827,43.782,43.7829,46.5966,43.7829,43.7842,43.7826,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7824,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,43.7829,40.028,6.27296,46.1694,44.033,43.8215,44.0601,44.209,43.7829,43.7829,43.7829,43.7829,43.7829,46.4957,43.7829,20539.7,43.7829,43.7829,43.7829,43.7829
895,83.5843,83.5815,83.5821,83.5838,83.5815,78.4266,83.5815,83.5785,83.5822,83.5815,83.5815,83.5815,83.5855,83.5815,83.5815,83.5815,83.5815,83.5815,83.5815,83.5815,83.5815,83.5818,83.5815,83.5815,83.5815,83.5815,83.5815,83.5815,83.5815,83.5815,83.5815,74.6332,6.99599,110.388,83.8197,83.6179,83.8445,84.0075,83.5815,83.5815,83.5815,83.5815,83.5815,100.485,83.5815,7202.38,83.5815,83.5815,83.5815,83.5815
896,62.0852,62.0866,62.0863,62.0854,62.0866,65.316,62.0866,62.0882,62.0863,62.0866,62.0866,62.0866,62.0891,62.0866,62.0866,62.0866,62.0866,62.0866,62.0866,62.0866,62.0866,62.0867,62.0866,62.0866,62.0866,62.0866,62.0866,62.0866,62.0866,62.0866,62.0866,56.687,6.93299,67.4532,62.4053,62.1341,62.4341,62.5125,62.0866,62.0866,62.0866,62.0866,62.0866,67.6241,62.0866,20550.2,62.0866,62.0866,62.0866,62.0866
897,50.0714,50.0723,50.0721,50.0716,50.0723,52.8018,50.0723,50.0733,50.0721,50.0723,50.0723,50.0723,50.0737,50.0723,50.0723,50.0723,50.0723,50.0723,50.0723,50.0723,50.0723,50.0722,50.0723,50.0723,50.0723,50.0723,50.0723,50.0723,50.0723,50.0723,50.0723,45.8736,5.732,51.6819,50.3723,50.117,50.3995,50.498,50.0723,50.0723,50.0723,50.0723,50.0723,51.6462,50.0723,7192.49,50.0723,50.0723,50.0723,50.0723
898,116.964,116.96,116.961,116.963,116.96,107.896,116.96,116.955,116.961,116.96,116.96,116.96,116.968,116.96,116.96,116.96,116.96,116.96,116.96,116.96,116.96,116.961,116.96,116.96,116.96,116.96,116.96,116.96,116.96,116.96,116.96,97.4041,8.50704,182.894,117.245,117.002,117.271,117.385,116.96,116.96,116.96,116.96,116.96,142.264,116.96,20642.6,116.96,116.96,116.96,116.96
899,83.436,83.438,83.4376,83.4363,83.438,87.7445,83.438,83.4402,83.4375,83.438,83.438,83.438,83.4438,83.438,83.438,83.438,83.438,83.438,83.438,83.438,83.438,83.439,83.438,83.438,83.438,83.438,83.438,83.438,83.438,83.438,83.438,72.0672,8.3468,94.9322,83.8242,83.5007,83.8507,83.8635,83.438,83.438,83.438,83.438,83.438,91.9468,83.438,7190.24,83.438,83.438,83.438,83.438
900,67.3232,67.3243,67.3241,67.3234,67.3243,70.845,67.3243,67.3255,67.3241,67.3243,67.3243,67.3243,67.3283,67.3243,67.3243,67.3243,67.3243,67.3243,67.3243,67.3243,67.3243,67.325,67.3243,67.3243,67.3243,67.3243,67.3243,67.3243,67.3243,67.3243,67.3243,58.7145,6.68825,70.4715,67.691,67.3836,67.7171,67.7497,67.3243,67.3243,67.3243,67.3243,67.3243,69.5492,67.3243,20543.5,67.3243,67.3243,67.3243,67.3243
901,60.5111,60.5117,60.5115,60.5112,60.5117,62.661,60.5117,60.5122,60.5115,60.5117,60.5117,60.5117,60.5143,60.5117,60.5117,60.5117,60.5117,60.5117,60.5117,60.5117,60.5117,60.5121,60.5116,60.5117,60.5117,60.5117,60.5117,60.5116,60.5117,60.5117,60.5117,52.6759,5.68273,61.682,60.8579,60.5676,60.8855,60.9369,60.5117,60.5117,60.5117,60.5117,60.5117,59.8819,60.5116,7183.42,60.5117,60.5117,60.5117,60.5117
902,55.3809,55.3813,55.3812,55.381,55.3813,56.9175,55.3813,55.3817,55.3812,55.3813,55.3813,55.3813,55.3827,55.3813,55.3813,55.3813,55.3813,55.3813,55.3813,55.3813,55.3813,55.3815,55.3813,55.3813,55.3813,55.3813,55.3813,55.3812,55.3813,55.3813,55.3813,48.4803,5.18781,55.8734,55.7164,55.434,55.7405,55.8064,55.3813,55.3813,55.3813,55.3813,55.3813,52.2893,55.3812,20572.6,55.3813,55.3813,55.3813,55.3813
903,51.0214,51.0217,51.0216,51.0214,51.0217,52.0726,51.0217,51.022,51.0216,51.0217,51.0217,51.0217,51.0221,51.0217,51.0217,51.0217,51.0217,51.0217,51.0217,51.0217,51.0217,51.0217,51.0216,51.0217,51.0217,51.0217,51.0217,51.0216,51.0217,51.0217,51.0217,45.2095,5.03781,51.2675,51.3371,51.0713,51.3598,51.4466,51.0217,51.0217,51.0217,51.0217,51.0217,46.8099,51.0216,7217.79,51.0217,51.0217,51.0217,51.0217
904,47.6086,47.6089,47.6088,47.6087,47.6089,48.3317,47.6089,47.6091,47.6088,47.6089,47.6089,47.6089,47.6086,47.6089,47.6089,47.6089,47.6089,47.6089,47.6089,47.6089,47.6089,47.6087,47.6089,47.6089,47.6089,47.6089,47.6089,47.6088,47.6089,47.6089,47.6089,42.5797,4.94893,47.7439,47.9073,47.6558,47.9325,48.0337,47.6089,47.6089,47.6089,47.6089,47.6089,42.7854,47.6088,20564.0,47.6089,47.6089,47.6089,47.6089
905,44.4984,44.4986,44.4985,44.4984,44.4986,45.0325,44.4986,44.4988,44.4985,44.4986,44.4986,44.4986,44.4977,44.4986,44.4986,44.4986,44.4986,44.4986,44.4986,44.4986,44.4986,44.4983,44.4986,44.4986,44.4986,44.4986,44.4986,44.4985,44.4986,44.4986,44.4986,39.8879,4.88877,44.5764,44.7815,44.543,44.8095,44.9233,44.4986,44.4986,44.4986,44.4986,44.4986,39.3438,44.4985,7177.71,44.4986,44.4986,44.4986,44.4986
906,42.0643,42.0645,42.0645,42.0644,42.0645,42.3904,42.0645,42.0647,42.0645,42.0645,42.0645,42.0645,42.0632,42.0645,42.0645,42.0645,42.0645,42.0645,42.0645,42.0645,42.0645,42.0641,42.0645,42.0645,42.0645,42.0645,42.0645,42.0644,42.0645,42.0645,42.0645,37.6315,4.84637,42.1138,42.3332,42.1066,42.3628,42.4891,42.0645,42.0645,42.0645,42.0645,42.0645,36.9326,42.0644,20537.0,42.0645,42.0645,42.0645,42.0645
907,39.3611,39.3613,39.3612,39.3611,39.3613,39.6917,39.3613,39.3615,39.3612,39.3613,39.3613,39.3613,39.3595,39.3613,39.3613,39.3613,39.3613,39.3613,39.3613,39.3613,39.3613,39.3607,39.3613,39.3613,39.3613,39.3613,39.3613,39.3612,39.3613,39.3613,39.3613,35.4777,4.81555,39.3914,39.6175,39.4014,39.6514,39.7858,39.3613,39.3613,39.3613,39.3613,39.3613,34.0045,39.3612,7177.96,39.3613,39.3613,39.3613,39.3613
908,36.6088,36.6091,36.609,36.6089,36.6091,36.889,36.6091,36.6093,36.609,36.6091,36.6091,36.6091,36.6069,36.6091,36.6091,36.6091,36.6091,36.6091,36.6091,36.6091,36.6091,36.6084,36.6091,36.6091,36.6091,36.6091,36.6091,36.609,36.6091,36.6091,36.6091,33.258,4.79228,36.6289,36.8512,36.647,36.885,37.0335,36.6091,36.6091,36.6091,36.6091,36.6091,31.1419,36.609,20560.4,36.6091,36.6091,36.6091,36.6091
909,33.9513,33.9516,33.9515,33.9514,33.9516,34.1809,33.9516,33.9518,33.9515,33.9516,33.9516,33.9516,33.949,33.9516,33.9516,33.9516,33.9516,33.9516,33.9516,33.9516,33.9516,33.9508,33.9515,33.9516,33.9516,33.9516,33.9516,33.9515,33.9516,33.9516,33.9516,30.9875,4.7743,33.9652,34.1796,33.9873,34.2116,34.3758,33.9516,33.9516,33.9516,33.9516,33.9516,28.5063,33.9515,7207.28,33.9516,33.9516,33.9516,33.9516
910,34.8901,34.8902,34.8901,34.8901,34.8902,34.1364,34.8902,34.8902,34.8901,34.8902,34.8902,34.8902,34.8879,34.8902,34.8902,34.8902,34.8902,34.8902,34.8902,34.8902,34.8902,34.8894,34.8901,34.8902,34.8902,34.8902,34.8902,34.8901,34.8902,34.8902,34.8902,31.2643,4.76012,34.9108,35.1048,34.9238,35.135,35.3143,34.8902,34.8902,34.8902,34.8902,34.8902,31.0379,34.8901,20570.1,34.8902,34.8902,34.8902,34.8902
911,33.7787,33.7787,33.7787,33.7787,33.7787,33.7302,33.7787,33.7788,33.7787,33.7787,33.7787,33.7787,33.7763,33.7787,33.7787,33.7787,33.7787,33.7787,33.7787,33.7787,33.7787,33.778,33.7787,33.7787,33.7787,33.7787,33.7787,33.7787,33.7787,33.7787,33.7787,30.7626,4.74961,33.7891,34.0025,33.8121,34.0288,34.2028,33.7787,33.7787,33.7787,33.7787,33.7787,29.7336,33.7787,7193.14,33.7787,33.7787,33.7787,33.7787
912,36.5732,36.5729,36.573,36.5731,36.5729,35.5712,36.5729,36.5726,36.573,36.5729,36.5729,36.5729,36.5709,36.5729,36.5729,36.5729,36.5729,36.5729,36.5729,36.5729,36.5729,36.5722,36.5729,36.5729,36.5729,36.5729,36.5729,36.5729,36.5729,36.5729,36.5729,33.0728,4.74055,36.5804,36.7891,36.6049,36.817,36.9968,36.5729,36.5729,36.5729,36.5729,36.5729,34.2313,36.5729,20578.3,36.5729,36.5729,36.5729,36.5729
913,225.657,225.647,225.649,225.655,225.647,200.406,225.647,225.637,225.65,225.647,225.647,225.647,225.664,225.647,225.647,225.647,225.647,225.647,225.647,225.647,225.647,225.65,225.647,225.647,225.647,225.647,225.647,225.647,225.647,225.647,225.647,172.013,15.8522,416.591,225.873,225.678,225.906,226.071,225.647,225.647,225.647,225.647,225.647,291.359,225.647,6394.58,225.647,225.647,225.647,225.647
914,138.083,138.087,138.086,138.084,138.087,146.579,138.087,138.091,138.086,138.087,138.087,138.087,138.101,138.087,138.087,138.087,138.087,138.087,138.087,138.087,138.087,138.09,138.087,138.087,138.087,138.087,138.087,138.087,138.087,138.087,138.087,112.236,14.3414,163.03,138.467,138.145,138.495,138.511,138.087,138.087,138.087,138.087,138.087,165.124,138.087,19961.5,138.087,138.087,138.087,138.087
915,101.708,101.71,101.709,101.708,101.71,108.695,101.71,101.712,101.709,101.71,101.71,101.71,101.719,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.71,101.712,101.71,101.71,101.71,101.71,101.71,101.709,101.71,101.71,101.71,83.4625,11.3806,107.053,102.094,101.767,102.124,102.133,101.71,101.71,101.71,101.71,101.71,111.351,101.709,6820.52,101.71,101.71,101.71,101.71
916,88.6758,88.6765,88.6763,88.6759,88.6765,92.6692,88.6765,88.6772,88.6763,88.6765,88.6765,88.6765,88.6835,88.6765,88.6765,88.6765,88.6765,88.6765,88.6765,88.6765,88.6765,88.6783,88.6765,88.6765,88.6765,88.6765,88.6765,88.6765,88.6765,88.6765,88.6765,71.8562,9.36169,90.3574,89.0391,88.7308,89.0696,89.0999,88.6765,88.6765,88.6765,88.6765,88.6765,90.8183,88.6765,20228.4,88.6765,88.6765,88.6765,88.6765
917,97.0195,97.0192,97.0193,97.0195,97.0192,96.8663,97.0192,97.0189,97.0193,97.0192,97.0192,97.0192,97.0262,97.0192,97.0192,97.0192,97.0192,97.0192,97.0192,97.0192,97.0192,97.021,97.0192,97.0192,97.0192,97.0192,97.0192,97.0191,97.0192,97.0192,97.0192,78.2849,7.98002,98.6935,97.3649,97.0705,97.4022,97.4425,97.0192,97.0192,97.0192,97.0192,97.0192,101.414,97.0191,6971.97,97.0192,97.0192,97.0192,97.0192
918,113.382,113.381,113.381,113.382,113.381,111.229,113.381,113.38,113.381,113.381,113.381,113.381,113.389,113.381,113.381,113.381,113.381,113.381,113.381,113.381,113.381,113.383,113.381,113.381,113.381,113.381,113.381,113.381,113.381,113.381,113.381,92.4387,7.856,128.549,113.753,113.433,113.789,113.804,113.381,113.381,113.381,113.381,113.381,121.565,113.381,20418.5,113.381,113.381,113.381,113.381
