,chanlength,chan,chanbw,chanman,elvstd,gradient,chanflpn,changrad,chanbnkf,lzavin,lat,cropgrpn_o,mannings_o,soildepth3_i,soildepth1_f,cropgrpn_i,cropcoef_o,cropcoef_i,soildepth1_o,soildepth2_o,soildepth2_f,mannings_f,soildepth3_f,soildepth1_i,mannings_i,soildepth2_i,cropgrpn_f,soildepth3_o,cropcoef_f,et,es,ta,pr,e0,laii,laio,laif,thetar3,thetas2,genua1_f,genua1_o,lambda2_o,genua3_f,thetar1,lambda3,thetas3,ksat2_o,thetar2,ksat3_o,thetas3_o,ksat2_f,thetar3_o,lambda2_f,lambda1_o,thetas1_o,lambda3_o,lambda1,ksat2,thetas1,thetas2_o,ksat1,genua3_o,genua2,genua2_f,thetas1_f,ksat3_f,lambda1_f,genua3,thetar1_o,thetar2_f,ksat1_f,ksat1_o,genua1,thetas3_f,ksat3,lambda3_f,genua2_o,thetas2_f,thetar2_o,lambda2,thetar3_f,thetar1_f
631,51.7799,51.7798,51.7798,51.7798,35.8009,50.3521,51.7798,51.7798,51.7798,51.7798,51.7798,51.7798,51.7734,51.7798,51.7798,51.7798,51.7798,51.7798,51.7798,51.7798,51.7798,51.7801,51.7957,51.7798,51.7798,51.7798,51.7798,51.8413,51.7798,51.7798,51.7798,53.5091,457.588,51.7798,50.2684,51.5072,50.4832,93213.3,51.7798,51.7798,51.7798,51.7798,51.7798,3165.52,51.7745,69.2004,51.7798,76667.6,51.7798,51.7798,51.7798,51.7798,51.7798,51.7798,33.7747,51.7798,51.7798,51.7798,51.7798,17.0402,51.7798,51.7798,51.7798,51.7798,50.9541,51.7798,51.7798,51.7795,51.7798,51.7798,51.7798,51.7798,51.7798,51.7798,51.7783,51.7798,51.7798,42.8638,51.7798,51.7798,51.7798,51.7798
632,79.5458,79.546,79.546,79.546,56.4477,86.1151,79.546,79.546,79.546,79.546,79.546,79.546,79.5287,79.546,79.546,79.546,79.546,79.546,79.546,79.546,79.546,79.545,79.5619,79.546,79.546,79.546,79.546,79.6074,79.546,79.546,79.546,88.533,1052.19,79.546,78.1524,79.2953,78.3507,702030.0,79.546,79.546,79.546,79.546,79.546,3192.17,79.5407,96.96,79.546,76684.4,79.546,79.546,79.546,79.546,79.546,79.546,62.2172,79.546,79.546,79.546,79.546,47.3844,79.546,79.546,79.546,79.546,79.9279,79.546,79.546,79.5457,79.546,79.546,79.546,79.546,79.546,79.546,79.5445,79.546,79.546,71.1419,79.546,79.546,79.546,79.546
633,78.0929,78.0929,78.0929,78.0929,54.9746,76.3801,78.0929,78.0929,78.0929,78.0929,78.0929,78.0929,78.0767,78.0929,78.0929,78.0929,78.0929,78.0929,78.0929,78.0929,78.0929,78.0918,78.1087,78.0929,78.0929,78.0929,78.0929,78.1542,78.0929,78.0929,78.0929,84.1927,749.143,78.0929,76.1407,77.7319,76.4067,93239.8,78.0929,78.0929,78.0929,78.0929,78.0929,3191.81,78.0876,95.4992,78.0929,76697.6,78.0929,78.0929,78.0929,78.0929,78.0929,78.0929,54.645,78.0929,78.0929,78.0929,78.0929,35.3222,78.0929,78.0929,78.0929,78.0929,77.484,78.0929,78.0929,78.0925,78.0929,78.0929,78.0929,78.0929,78.0929,78.0929,78.0914,78.0929,78.0929,67.0174,78.0929,78.0929,78.0929,78.0929
634,85.3939,85.394,85.394,85.394,58.7431,86.4798,85.394,85.394,85.394,85.394,85.394,85.394,85.3738,85.394,85.394,85.394,85.394,85.394,85.394,85.394,85.394,85.3922,85.4098,85.394,85.394,85.394,85.394,85.4551,85.394,85.394,85.394,90.8529,838.183,85.394,83.371,85.0267,83.6414,701993.0,85.394,85.394,85.394,85.394,85.394,3198.01,85.3887,102.792,85.394,76690.0,85.394,85.394,85.394,85.394,85.394,85.394,61.733,85.394,85.394,85.394,85.394,42.7419,85.394,85.394,85.394,85.394,85.0235,85.394,85.394,85.3936,85.394,85.394,85.394,85.394,85.394,85.394,85.3925,85.394,85.394,74.2734,85.394,85.394,85.394,85.394
635,75.3328,75.3328,75.3328,75.3328,52.321,72.4661,75.3328,75.3328,75.3328,75.3328,75.3328,75.3328,75.317,75.3328,75.3328,75.3328,75.3328,75.3328,75.3328,75.3328,75.3328,75.3313,75.3485,75.3328,75.3328,75.3328,75.3328,75.3938,75.3328,75.3328,75.3328,79.2261,685.006,75.3328,73.002,74.9168,73.3066,93213.7,75.3328,75.3328,75.3328,75.3328,75.3328,3189.11,75.3275,92.7215,75.3328,76691.4,75.3328,75.3328,75.3328,75.3328,75.3328,75.3328,49.1808,75.3328,75.3328,75.3328,75.3328,28.4345,75.3328,75.3328,75.3328,75.3328,74.3288,75.3328,75.3328,75.3324,75.3328,75.3328,75.3328,75.3328,75.3328,75.3328,75.3313,75.3328,75.3328,63.1011,75.3328,75.3328,75.3328,75.3328
636,70.708,70.708,70.708,70.708,48.1372,69.7558,70.708,70.708,70.708,70.708,70.708,70.708,70.694,70.708,70.708,70.708,70.708,70.708,70.708,70.708,70.708,70.7065,70.7237,70.708,70.708,70.708,70.708,70.7688,70.708,70.708,70.708,74.1668,665.793,70.708,68.5007,70.3151,68.7898,701997.0,70.708,70.708,70.708,70.708,70.708,3183.37,70.7027,88.0869,70.708,76679.7,70.708,70.708,70.708,70.708,70.708,70.708,45.9031,70.708,70.708,70.708,70.708,26.7157,70.708,70.708,70.708,70.708,69.5478,70.708,70.708,70.7076,70.708,70.708,70.708,70.708,70.708,70.708,70.7065,70.708,70.708,59.1098,70.708,70.708,70.708,70.708
637,90.1036,90.1038,90.1037,90.1037,61.5868,94.1673,90.1038,90.1038,90.1037,90.1038,90.1038,90.1038,90.0824,90.1038,90.1038,90.1038,90.1038,90.1038,90.1038,90.1037,90.1037,90.1013,90.1194,90.1038,90.1038,90.1038,90.1038,90.1645,90.1038,90.1038,90.1038,96.6344,987.597,90.1038,87.8812,89.7116,88.1768,93245.1,90.1038,90.1038,90.1038,90.1038,90.1038,3203.9,90.0985,107.472,90.1038,76704.8,90.1038,90.1038,90.1038,90.1038,90.1038,90.1038,65.5917,90.1038,90.1038,90.1038,90.1038,46.9901,90.1038,90.1038,90.1038,90.1038,89.6624,90.1038,90.1038,90.1034,90.1038,90.1038,90.1038,90.1038,90.1038,90.1038,90.1023,90.1038,90.1038,78.6516,90.1038,90.1038,90.1038,90.1038
638,112.749,112.749,112.749,112.749,78.1296,115.737,112.749,112.749,112.749,112.749,112.749,112.749,112.719,112.749,112.749,112.749,112.749,112.749,112.749,112.749,112.749,112.746,112.765,112.749,112.749,112.749,112.749,112.81,112.749,112.749,112.749,121.316,1274.73,112.749,110.122,112.285,110.462,702019.0,112.749,112.749,112.749,112.749,112.749,3225.42,112.744,130.107,112.749,76718.3,112.749,112.749,112.749,112.749,112.749,112.749,84.4079,112.749,112.749,112.749,112.749,62.7027,112.749,112.749,112.749,112.749,112.842,112.749,112.749,112.749,112.749,112.749,112.749,112.749,112.749,112.749,112.748,112.749,112.749,99.5608,112.749,112.749,112.749,112.749
639,130.902,130.902,130.902,130.902,90.1619,132.517,130.902,130.902,130.902,130.902,130.902,130.902,130.862,130.902,130.902,130.902,130.902,130.902,130.902,130.902,130.902,130.897,130.917,130.902,130.902,130.902,130.902,130.962,130.902,130.902,130.902,138.77,1430.65,130.902,127.815,130.35,128.207,93235.6,130.902,130.902,130.902,130.902,130.902,3244.7,130.896,148.248,130.902,76750.1,130.902,130.902,130.902,130.902,130.902,130.902,98.1172,130.902,130.902,130.902,130.902,72.6266,130.902,130.902,130.902,130.902,131.461,130.902,130.902,130.901,130.902,130.902,130.902,130.902,130.902,130.902,130.9,130.902,130.902,115.656,130.902,130.902,130.902,130.902
640,107.693,107.692,107.692,107.692,75.6528,102.367,107.692,107.692,107.692,107.692,107.692,107.692,107.663,107.692,107.692,107.692,107.692,107.692,107.692,107.692,107.692,107.688,107.708,107.692,107.692,107.692,107.692,107.753,107.692,107.692,107.692,113.684,977.023,107.692,104.149,107.059,104.6,701953.0,107.692,107.692,107.692,107.692,107.692,3220.4,107.687,125.027,107.692,76713.9,107.692,107.692,107.692,107.692,107.692,107.692,70.386,107.692,107.692,107.692,107.692,40.9657,107.692,107.692,107.692,107.692,106.849,107.692,107.692,107.692,107.692,107.692,107.692,107.692,107.692,107.692,107.691,107.692,107.692,90.3125,107.692,107.692,107.692,107.692
641,91.5126,91.5125,91.5125,91.5126,63.9579,88.387,91.5125,91.5125,91.5125,91.5125,91.5125,91.5125,91.4913,91.5125,91.5125,91.5125,91.5125,91.5125,91.5125,91.5125,91.5125,91.5087,91.528,91.5125,91.5125,91.5125,91.5125,91.5726,91.5125,91.5125,91.5125,96.3679,836.344,91.5125,88.2511,90.9302,88.666,93189.3,91.5125,91.5125,91.5125,91.5125,91.5125,3205.33,91.5073,108.835,91.5125,76706.4,91.5125,91.5125,91.5125,91.5125,91.5125,91.5125,57.0016,91.5125,91.5125,91.5125,91.5125,30.1172,91.5125,91.5125,91.5125,91.5125,90.2915,91.5125,91.5125,91.5122,91.5125,91.5125,91.5125,91.5125,91.5125,91.5125,91.5111,91.5125,91.5125,75.4103,91.5125,91.5125,91.5125,91.5125
642,81.6163,81.6163,81.6163,81.6163,56.751,79.8374,81.6163,81.6163,81.6163,81.6163,81.6163,81.6163,81.6013,81.6163,81.6163,81.6163,81.6163,81.6163,81.6163,81.6163,81.6163,81.613,81.6317,81.6163,81.6163,81.6163,81.6163,81.6761,81.6163,81.6163,81.6163,85.9193,758.131,81.6163,78.6058,81.0801,78.989,701939.0,81.6163,81.6163,81.6163,81.6163,81.6163,3194.31,81.6111,98.9263,81.6163,76691.4,81.6163,81.6163,81.6163,81.6163,81.6163,81.6163,49.7027,81.6163,81.6163,81.6163,81.6163,25.2534,81.6163,81.6163,81.6163,81.6163,80.2032,81.6163,81.6163,81.6159,81.6163,81.6163,81.6163,81.6163,81.6163,81.6163,81.6148,81.6163,81.6163,66.7031,81.6163,81.6163,81.6163,81.6163
643,74.2094,74.2093,74.2094,74.2094,51.2827,73.1326,74.2093,74.2093,74.2094,74.2093,74.2093,74.2093,74.1994,74.2093,74.2093,74.2093,74.2093,74.2093,74.2093,74.2093,74.2093,74.2065,74.2248,74.2093,74.2093,74.2093,74.2093,74.2691,74.2093,74.2093,74.2093,77.9783,693.902,74.2093,71.4245,73.7144,71.7793,93180.8,74.2093,74.2093,74.2093,74.2093,74.2093,3188.05,74.2042,91.5066,74.2093,76688.8,74.2093,74.2093,74.2093,74.2093,74.2093,74.2093,44.6143,74.2093,74.2093,74.2093,74.2093,22.3803,74.2093,74.2093,74.2093,74.2093,72.7052,74.2093,74.2093,74.209,74.2093,74.2093,74.2093,74.2093,74.2093,74.2093,74.2079,74.2093,74.2093,60.3576,74.2093,74.2093,74.2093,74.2093
644,67.9844,67.9844,67.9844,67.9844,46.5974,67.2974,67.9844,67.9844,67.9844,67.9844,67.9844,67.9844,67.9783,67.9844,67.9844,67.9844,67.9844,67.9844,67.9844,67.9844,67.9844,67.982,67.9998,67.9844,67.9844,67.9844,67.9844,68.0439,67.9844,67.9844,67.9844,71.131,639.025,67.9844,65.4125,67.5279,65.7404,701953.0,67.9844,67.9844,67.9844,67.9844,67.9844,3180.7,67.9792,85.2687,67.9844,76674.2,67.9844,67.9844,67.9844,67.9844,67.9844,67.9844,40.5271,67.9844,67.9844,67.9844,67.9844,20.3362,67.9844,67.9844,67.9844,67.9844,66.4552,67.9844,67.9844,67.984,67.9844,67.9844,67.9844,67.9844,67.9844,67.9844,67.9829,67.9844,67.9844,55.1106,67.9844,67.9844,67.9844,67.9844
645,62.7529,62.7528,62.7528,62.7528,42.5636,62.3143,62.7528,62.7528,62.7528,62.7528,62.7528,62.7528,62.75,62.7528,62.7528,62.7528,62.7528,62.7528,62.7528,62.7528,62.7528,62.7509,62.7682,62.7528,62.7528,62.7528,62.7528,62.8122,62.7528,62.7528,62.7528,65.2085,587.058,62.7528,60.37,62.3306,60.6745,93224.4,62.7528,62.7528,62.7528,62.7528,62.7528,3176.56,62.7477,80.024,62.7528,76679.6,62.7528,62.7528,62.7528,62.7528,62.7528,62.7528,37.1903,62.7528,62.7528,62.7528,62.7528,18.813,62.7528,62.7528,62.7528,62.7528,61.2324,62.7528,62.7528,62.7525,62.7528,62.7528,62.7528,62.7528,62.7528,62.7528,62.7514,62.7528,62.7528,50.7704,62.7528,62.7528,62.7528,62.7528
646,59.2737,59.2737,59.2737,59.2737,38.9097,59.4327,59.2737,59.2737,59.2737,59.2737,59.2737,59.2737,59.2722,59.2737,59.2737,59.2737,59.2737,59.2737,59.2737,59.2737,59.2737,59.2719,59.289,59.2737,59.2737,59.2737,59.2737,59.3328,59.2737,59.2737,59.2737,60.4447,572.135,59.2737,57.0765,58.885,57.3574,701981.0,59.2737,59.2737,59.2737,59.2737,59.2737,3171.96,59.2685,76.5314,59.2737,76663.8,59.2737,59.2737,59.2737,59.2737,59.2737,59.2737,35.4538,59.2737,59.2737,59.2737,59.2737,18.7383,59.2737,59.2737,59.2737,59.2737,57.7872,59.2737,59.2737,59.2733,59.2737,59.2737,59.2737,59.2737,59.2737,59.2737,59.2722,59.2737,59.2737,48.1364,59.2737,59.2737,59.2737,59.2737
647,56.6247,56.6247,56.6247,56.6247,36.7431,56.5786,56.6247,56.6247,56.6247,56.6247,56.6247,56.6247,56.6252,56.6247,56.6247,56.6247,56.6247,56.6247,56.6247,56.6247,56.6247,56.6233,56.64,56.6247,56.6247,56.6247,56.6247,56.6837,56.6247,56.6247,56.6247,56.9209,531.039,56.6247,54.493,56.2508,54.7679,93211.7,56.6247,56.6247,56.6247,56.6247,56.6247,3170.41,56.6196,73.869,56.6247,76671.5,56.6247,56.6247,56.6247,56.6247,56.6247,56.6247,33.7403,56.6247,56.6247,56.6247,56.6247,17.9452,56.6247,56.6247,56.6247,56.6247,55.1266,56.6247,56.6247,56.6244,56.6247,56.6247,56.6247,56.6247,56.6247,56.6247,56.6233,56.6247,56.6247,45.9645,56.6247,56.6247,56.6247,56.6247
648,53.1493,53.1493,53.1493,53.1493,33.8599,53.0497,53.1493,53.1493,53.1493,53.1493,53.1493,53.1493,53.1516,53.1493,53.1493,53.1493,53.1493,53.1493,53.1493,53.1493,53.1493,53.1481,53.1645,53.1493,53.1493,53.1493,53.1493,53.2081,53.1493,53.1493,53.1493,52.3795,483.021,53.1493,51.1577,52.8016,51.4148,701969.0,53.1493,53.1493,53.1493,53.1493,53.1493,3165.81,53.1442,70.3799,53.1493,76662.1,53.1493,53.1493,53.1493,53.1493,53.1493,53.1493,31.5471,53.1493,53.1493,53.1493,53.1493,16.9776,53.1493,53.1493,53.1493,53.1493,51.6917,53.1493,53.1493,53.1489,53.1493,53.1493,53.1493,53.1493,53.1493,53.1493,53.1478,53.1493,53.1493,43.1692,53.1493,53.1493,53.1493,53.1493
649,50.0702,50.0702,50.0702,50.0702,31.0202,50.0772,50.0702,50.0702,50.0702,50.0702,50.0702,50.0702,50.0736,50.0702,50.0702,50.0702,50.0702,50.0702,50.0702,50.0702,50.0702,50.0693,50.0853,50.0702,50.0702,50.0702,50.0702,50.1288,50.0702,50.0702,50.0702,47.8256,454.842,50.0702,48.2376,49.7508,48.4741,93209.9,50.0702,50.0702,50.0702,50.0702,50.0702,3163.83,50.0651,67.287,50.0702,76665.7,50.0702,50.0702,50.0702,50.0702,50.0702,50.0702,29.755,50.0702,50.0702,50.0702,50.0702,16.403,50.0702,50.0702,50.0702,50.0702,48.6688,50.0702,50.0702,50.0699,50.0702,50.0702,50.0702,50.0702,50.0702,50.0702,50.0688,50.0702,50.0702,40.801,50.0702,50.0702,50.0702,50.0702
650,47.5601,47.5601,47.5601,47.5601,28.8906,47.4949,47.5601,47.5601,47.5601,47.5601,47.5601,47.5601,47.5647,47.5601,47.5601,47.5601,47.5601,47.5601,47.5601,47.5601,47.5601,47.5594,47.5752,47.5601,47.5601,47.5601,47.5601,47.6185,47.5601,47.5601,47.5601,44.4529,417.638,47.5601,45.8212,47.2595,46.0475,701976.0,47.5601,47.5601,47.5601,47.5601,47.5601,3160.2,47.555,64.7631,47.5601,76653.1,47.5601,47.5601,47.5601,47.5601,47.5601,47.5601,28.17,47.5601,47.5601,47.5601,47.5601,15.6985,47.5601,47.5601,47.5601,47.5601,46.1937,47.5601,47.5601,47.5597,47.5601,47.5601,47.5601,47.5601,47.5601,47.5601,47.5586,47.5601,47.5601,38.8145,47.5601,47.5601,47.5601,47.5601
651,44.4717,44.4716,44.4716,44.4717,26.5,44.3242,44.4716,44.4716,44.4716,44.4716,44.4716,44.4716,44.4775,44.4716,44.4716,44.4716,44.4716,44.4716,44.4716,44.4716,44.4716,44.4713,44.4867,44.4716,44.4716,44.4716,44.4716,44.5299,44.4716,44.4716,44.4716,40.6073,382.05,44.4716,42.8727,44.1957,43.0805,93206.6,44.4716,44.4716,44.4716,44.4716,44.4716,3158.17,44.4666,61.6608,44.4716,76663.8,44.4716,44.4716,44.4716,44.4716,44.4716,44.4716,26.1539,44.4716,44.4716,44.4716,44.4716,14.6849,44.4716,44.4716,44.4716,44.4716,43.1624,44.4716,44.4716,44.4713,44.4716,44.4716,44.4716,44.4716,44.4716,44.4716,44.4702,44.4716,44.4716,36.3324,44.4716,44.4716,44.4716,44.4716
652,41.6329,41.6329,41.6329,41.6329,24.2722,41.5154,41.6329,41.6329,41.6329,41.6329,41.6329,41.6329,41.6396,41.6329,41.6329,41.6329,41.6329,41.6329,41.6329,41.6329,41.6329,41.6327,41.6479,41.6329,41.6329,41.6329,41.6329,41.691,41.6329,41.6329,41.6329,37.1002,356.012,41.6329,40.1622,41.3795,40.353,701954.0,41.6329,41.6329,41.6329,41.6329,41.6329,3154.21,41.6279,58.808,41.6329,76646.2,41.6329,41.6329,41.6329,41.6329,41.6329,41.6329,24.3688,41.6329,41.6329,41.6329,41.6329,13.8787,41.6329,41.6329,41.6329,41.6329,40.386,41.6329,41.6329,41.6326,41.6329,41.6329,41.6329,41.6329,41.6329,41.6329,41.6315,41.6329,41.6329,34.0933,41.6329,41.6329,41.6329,41.6329
653,38.8898,38.8898,38.8898,38.8898,22.4232,38.6856,38.8898,38.8898,38.8898,38.8898,38.8898,38.8898,38.8975,38.8898,38.8898,38.8898,38.8898,38.8898,38.8898,38.8898,38.8898,38.8899,38.9048,38.8898,38.8898,38.8898,38.8898,38.9477,38.8898,38.8898,38.8898,34.2482,327.856,38.8898,37.5121,38.6537,37.6917,93184.0,38.8898,38.8898,38.8898,38.8898,38.8898,3152.57,38.8848,56.051,38.8898,76654.8,38.8898,38.8898,38.8898,38.8898,38.8898,38.8898,22.5171,38.8898,38.8898,38.8898,38.8898,12.8526,38.8898,38.8898,38.8898,38.8898,37.696,38.8898,38.8898,38.8895,38.8898,38.8898,38.8898,38.8898,38.8898,38.8898,38.8884,38.8898,38.8898,31.8661,38.8898,38.8898,38.8898,38.8898
654,36.2969,36.2969,36.2969,36.2969,20.4457,36.194,36.2969,36.2969,36.2969,36.2969,36.2969,36.2969,36.3053,36.2969,36.2969,36.2969,36.2969,36.2969,36.2969,36.2969,36.2969,36.2972,36.3118,36.2969,36.2969,36.2969,36.2969,36.3546,36.2969,36.2969,36.2969,31.2951,301.856,36.2969,35.0287,36.08,35.1939,701941.0,36.2969,36.2969,36.2969,36.2969,36.2969,3148.86,36.2919,53.444,36.2969,76646.6,36.2969,36.2969,36.2969,36.2969,36.2969,36.2969,20.9317,36.2969,36.2969,36.2969,36.2969,12.1902,36.2969,36.2969,36.2969,36.2969,35.1707,36.2969,36.2969,36.2965,36.2969,36.2969,36.2969,36.2969,36.2969,36.2969,36.2955,36.2969,36.2969,29.8743,36.2969,36.2969,36.2969,36.2969
655,73.9771,73.9774,73.9774,73.9773,43.6847,83.6153,73.9774,73.9774,73.9774,73.9774,73.9774,73.9774,73.9726,73.9774,73.9774,73.9774,73.9774,73.9774,73.9774,73.9774,73.9774,73.9761,73.9923,73.9774,73.9774,73.9774,73.9774,74.035,73.9774,73.9774,73.9774,70.085,1101.5,73.9774,72.804,73.7773,72.9641,93244.2,73.9774,73.9774,73.9774,73.9774,73.9774,3187.63,73.9724,91.1106,73.9774,76688.5,73.9774,73.9774,73.9774,73.9774,73.9774,73.9774,59.9876,73.9774,73.9774,73.9774,73.9774,51.4634,73.9774,73.9774,73.9774,73.9774,74.2034,73.9774,73.9774,73.9771,73.9774,73.9774,73.9774,73.9774,73.9774,73.9774,73.976,73.9774,73.9774,68.0535,73.9774,73.9774,73.9774,73.9774
656,73.1735,73.1735,73.1735,73.1735,45.4314,71.3109,73.1735,73.1735,73.1735,73.1735,73.1735,73.1735,73.1683,73.1735,73.1735,73.1735,73.1735,73.1735,73.1735,73.1735,73.1735,73.172,73.1883,73.1735,73.1735,73.1735,73.1735,73.2309,73.1735,73.1735,73.1735,70.004,701.95,73.1735,71.2722,72.8358,71.5181,701988.0,73.1735,73.1735,73.1735,73.1735,73.1735,3185.72,73.1685,90.2926,73.1735,76679.3,73.1735,73.1735,73.1735,73.1735,73.1735,73.1735,51.2896,73.1735,73.1735,73.1735,73.1735,36.295,73.1735,73.1735,73.1735,73.1735,72.4262,73.1735,73.1735,73.1732,73.1735,73.1735,73.1735,73.1735,73.1735,73.1735,73.1721,73.1735,73.1735,63.6121,73.1735,73.1735,73.1735,73.1735
657,92.1693,92.1695,92.1695,92.1694,59.8036,95.0639,92.1695,92.1695,92.1695,92.1695,92.1695,92.1695,92.1551,92.1695,92.1695,92.1695,92.1695,92.1695,92.1695,92.1695,92.1695,92.1669,92.1843,92.1695,92.1695,92.1695,92.1695,92.2267,92.1695,92.1695,92.1695,93.1574,1060.37,92.1695,90.1333,91.8132,90.3955,93244.3,92.1695,92.1695,92.1695,92.1695,92.1695,3205.83,92.1645,109.275,92.1695,76709.5,92.1695,92.1695,92.1695,92.1695,92.1695,92.1695,69.9395,92.1695,92.1695,92.1695,92.1695,54.5824,92.1695,92.1695,92.1695,92.1695,92.2676,92.1695,92.1695,92.1692,92.1695,92.1695,92.1695,92.1695,92.1695,92.1695,92.1681,92.1695,92.1695,82.379,92.1695,92.1695,92.1695,92.1695
658,78.136,78.1359,78.1359,78.1359,51.7275,74.0917,78.1359,78.1359,78.1359,78.1359,78.1359,78.1359,78.1261,78.1359,78.1359,78.1359,78.1359,78.1359,78.1359,78.1359,78.1359,78.1337,78.1506,78.1359,78.1359,78.1359,78.1359,78.1929,78.1359,78.1359,78.1359,77.6482,707.226,78.1359,75.5633,77.6787,75.8867,701947.0,78.1359,78.1359,78.1359,78.1359,78.1359,3190.7,78.1309,95.2271,78.1359,76684.9,78.1359,78.1359,78.1359,78.1359,78.1359,78.1359,51.228,78.1359,78.1359,78.1359,78.1359,31.6815,78.1359,78.1359,78.1359,78.1359,77.3039,78.1359,78.1359,78.1356,78.1359,78.1359,78.1359,78.1359,78.1359,78.1359,78.1345,78.1359,78.1359,66.1058,78.1359,78.1359,78.1359,78.1359
659,66.335,66.3349,66.3349,66.3349,43.4102,63.719,66.3349,66.3349,66.3349,66.3349,66.3349,66.3349,66.3294,66.3349,66.3349,66.3349,66.3349,66.3349,66.3349,66.3349,66.3349,66.3331,66.3496,66.3349,66.3349,66.3349,66.3349,66.3917,66.3349,66.3349,66.3349,65.1583,589.891,66.3349,63.9259,65.9085,64.232,93156.7,66.3349,66.3349,66.3349,66.3349,66.3349,3180.01,66.33,83.4121,66.3349,76682.5,66.3349,66.3349,66.3349,66.3349,66.3349,66.3349,41.1627,66.3349,66.3349,66.3349,66.3349,23.1666,66.3349,66.3349,66.3349,66.3349,65.3195,66.3349,66.3349,66.3346,66.3349,66.3349,66.3349,66.3349,66.3349,66.3349,66.3335,66.3349,66.3349,55.0344,66.3349,66.3349,66.3349,66.3349
660,58.8787,58.8787,58.8787,58.8787,38.053,57.3279,58.8787,58.8787,58.8787,58.8787,58.8787,58.8787,58.8767,58.8787,58.8787,58.8787,58.8787,58.8787,58.8787,58.8787,58.8787,58.8773,58.8933,58.8787,58.8787,58.8787,58.8787,58.9353,58.8787,58.8787,58.8787,57.3874,527.671,58.8787,56.6654,58.4874,56.9464,701911.0,58.8787,58.8787,58.8787,58.8787,58.8787,3171.43,58.8738,75.942,58.8787,76669.8,58.8787,58.8787,58.8787,58.8787,58.8787,58.8787,35.5739,58.8787,58.8787,58.8787,58.8787,19.2722,58.8787,58.8787,58.8787,58.8787,57.7894,58.8787,58.8787,58.8784,58.8787,58.8787,58.8787,58.8787,58.8787,58.8787,58.8773,58.8787,58.8787,48.3757,58.8787,58.8787,58.8787,58.8787
661,53.4658,53.4657,53.4657,53.4657,34.032,52.5462,53.4657,53.4657,53.4657,53.4657,53.4657,53.4657,53.4662,53.4657,53.4657,53.4657,53.4657,53.4657,53.4657,53.4657,53.4657,53.4647,53.4803,53.4657,53.4657,53.4657,53.4657,53.5222,53.4657,53.4657,53.4657,51.5762,483.439,53.4657,51.4322,53.1066,51.6901,93175.4,53.4657,53.4657,53.4657,53.4657,53.4657,3167.14,53.4608,70.5152,53.4657,76669.1,53.4657,53.4657,53.4657,53.4657,53.4657,53.4657,31.8781,53.4657,53.4657,53.4657,53.4657,17.1518,53.4657,53.4657,53.4657,53.4657,52.353,53.4657,53.4657,53.4654,53.4657,53.4657,53.4657,53.4657,53.4657,53.4657,53.4644,53.4657,53.4657,43.6971,53.4657,53.4657,53.4657,53.4657
662,49.3045,49.3045,49.3045,49.3045,30.8834,48.7224,49.3045,49.3045,49.3045,49.3045,49.3045,49.3045,49.3072,49.3045,49.3045,49.3045,49.3045,49.3045,49.3045,49.3045,49.3045,49.3038,49.3191,49.3045,49.3045,49.3045,49.3045,49.3608,49.3045,49.3045,49.3045,46.9711,443.67,49.3045,47.4196,48.9724,47.6596,701959.0,49.3045,49.3045,49.3045,49.3045,49.3045,3161.85,49.2996,66.3402,49.3045,76656.5,49.3045,49.3045,49.3045,49.3045,49.3045,49.3045,29.135,49.3045,49.3045,49.3045,49.3045,15.7143,49.3045,49.3045,49.3045,49.3045,48.1851,49.3045,49.3045,49.3042,49.3045,49.3045,49.3045,49.3045,49.3045,49.3045,49.3031,49.3045,49.3045,40.17,49.3045,49.3045,49.3045,49.3045
663,48.2188,48.2187,48.2187,48.2188,28.8229,48.742,48.2187,48.2187,48.2188,48.2187,48.2187,48.2187,48.2214,48.2187,48.2187,48.2187,48.2187,48.2187,48.2187,48.2187,48.2187,48.2181,48.2333,48.2187,48.2187,48.2187,48.2187,48.2749,48.2187,48.2187,48.2187,44.7452,461.747,48.2187,46.4856,47.9138,46.7062,93190.3,48.2187,48.2187,48.2187,48.2187,48.2187,3161.88,48.2139,65.2407,48.2187,76665.1,48.2187,48.2187,48.2187,48.2187,48.2187,48.2187,29.4014,48.2187,48.2187,48.2187,48.2187,17.2211,48.2187,48.2187,48.2187,48.2187,47.1239,48.2187,48.2187,48.2184,48.2187,48.2187,48.2187,48.2187,48.2187,48.2187,48.2174,48.2187,48.2187,39.7768,48.2187,48.2187,48.2187,48.2187
664,48.851,48.851,48.851,48.851,28.5103,49.3347,48.851,48.851,48.851,48.851,48.851,48.851,48.8537,48.851,48.851,48.851,48.851,48.851,48.851,48.851,48.851,48.8504,48.8654,48.851,48.851,48.851,48.851,48.9069,48.851,48.851,48.851,44.6839,469.783,48.851,47.051,48.542,47.2892,701942.0,48.851,48.851,48.851,48.851,48.851,3161.39,48.8461,65.8592,48.851,76655.1,48.851,48.851,48.851,48.851,48.851,48.851,30.196,48.851,48.851,48.851,48.851,18.1858,48.851,48.851,48.851,48.851,47.6921,48.851,48.851,48.8507,48.851,48.851,48.851,48.851,48.851,48.851,48.8496,48.851,48.851,40.5036,48.851,48.851,48.851,48.851
