,25464925,25264916,25554920,25384933,25444919,25604951,25414936,25654927,25404918,25434918,25314931,25674931,25444920,25654931,25674918,25544941,25424858,25474932,25454956,25524921,25504918,25444916,25424911,25444946,25784977,25544907,25384920,25414930,25394919,25444935,25484918,25534939,25444947,25464917,25314905,25454917,25474953,25284923,25384930,25474906,25474946,25264907,25534954,25424938,25544938,25474924,25344925,25314929,25454910,25514914,25464957,25454912,25644907,25334908,25334953,25484915,25614917,25464915,25494929,25564928,25484919,25324927,25364911,25334927,25594939,25384924,25584916,25334907,25464952,25264913,25204932,25594916,25344928,25324915,25664910,25314930,25614935,25224935,25234959,25604939,25214934,25324916,25534921,25374946,25544909,25404919,25554916,25354926,25464919,25254905,25374931,25174931,25514921,25594922,25454904,25504902,25264930,25684954,25134856,25484909,25194931,25484904,25594926,25364919,25424934,25674917,25584963,25254856,25364907
2013-01-03,4.57944e-05,46.9199,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,32.7185,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,34.2046,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,28.8067,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,37.2052,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,45.8838,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,18.99,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,22.1756,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,4.57944e-05,61.6976,4.57944e-05
2013-01-04,2.61869e-08,69.281,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,42.6988,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,91.613,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,33.6299,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,48.5127,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,69.0455,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,33.5251,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,36.5794,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,2.61869e-08,219.117,2.61869e-08
2013-01-05,2.48889e-10,54.0989,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,35.0282,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,87.8424,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,27.4728,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,39.3903,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,53.8865,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,29.0786,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,31.0504,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,2.48889e-10,216.078,2.48889e-10
2013-01-06,1.15545e-11,43.8837,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,28.5802,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,74.8503,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,22.66,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,31.8033,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,43.4777,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,23.5142,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,24.9281,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,1.15545e-11,245.472,1.15545e-11
2013-01-07,0.0,37.59,0.0,0.0,0.0,0.0,0.0,24.2852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.633,0.0
2013-01-08,0.0,41.4344,0.0,0.0,0.0,0.0,0.0,27.6604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.456,0.0
2013-01-09,0.0,38.9968,0.0,0.0,0.0,0.0,0.0,26.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.509,0.0
2013-01-10,0.0,34.5823,0.0,0.0,0.0,0.0,0.0,33.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.013,0.0
2013-01-11,0.0,31.7726,0.0,0.0,0.0,0.0,0.0,31.2729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.389,0.0
